route_id,agency_id,route_short_name,route_long_name,route_url
9__1__065_,CRTM,1,SECTOR III-AMBULATORIO,https://www.crtm.es/9__1__065_.aspx
9__2__065_,CRTM,2,ARROYO CULEBRO - AMBULATORIO,https://www.crtm.es/9__2__065_.aspx
9__2__049_,CRTM,2,BARRIO DE LA ESTACIÓN-CENTRO DE TRANSPORTES,https://www.crtm.es/9__2__049_.aspx
9__2__080_,CRTM,2,CIRCULAR (Hospital-Estación FFCC),https://www.crtm.es/9__2__080_.aspx
9__2__106_,CRTM,2,CIRCULAR 2,https://www.crtm.es/9__2__106_.aspx
9__2__115_,CRTM,2,CIRCULAR DE POZUELO DE ALARCÓN,https://www.crtm.es/9__2__115_.aspx
9__3__065_,CRTM,3,3 CIRCULAR DE GETAFE,https://www.crtm.es/9__3__065_.aspx
9__3__115_,CRTM,3,CIRCULAR DE POZUELO DE ALARCÓN,https://www.crtm.es/9__3__115_.aspx
9__3__106_,CRTM,3,HOSPITAL-AVENIDA DE AMÉRICA-LAGUNA PARK,https://www.crtm.es/9__3__106_.aspx
9__4__065_,CRTM,4,POL. IND. LOS ÁNGELES - HOSPITAL - PERALES DEL RÍO,https://www.crtm.es/9__4__065_.aspx
9__4__068_,CRTM,4,POLIDEPORTIVO-VALLEFRESNOS/LA SERRANILLA,https://www.crtm.es/9__4__068_.aspx
9__5__065_,CRTM,5,BUENAVISTA - SECTOR III,https://www.crtm.es/9__5__065_.aspx
9__6__065_,CRTM,6,HOSPITAL - SAN ISIDRO,https://www.crtm.es/9__6__065_.aspx
9__7__065_,CRTM,7,7 CIRCULAR GETAFE CENTRAL - TECNOGETAFE,https://www.crtm.es/9__7__065_.aspx
9__PI1__065_,CRTM,PI1,GETAFE CENTRAL - P.I. LOS ANGELES - P.I. LOS OLIVOS,https://www.crtm.es/9__PI1__065_.aspx
9__PI2__065_,CRTM,PI2,GETAFE CENTRAL-P.I. SAN MARCOS-P.I. EL LOMO-P.E. LA CARPETANÍA,https://www.crtm.es/9__PI2__065_.aspx
9__SE__065_,CRTM,SE,SE ACAR - NAVIDALIA,https://www.crtm.es/9__SE__065_.aspx
8__551___,CRTM,551,MADRID (Cuatro Vientos)-SAN MARTÍN DE VALDEIGLESIAS-EL TIEMBLO/CEBREROS,https://www.crtm.es/8__551___.aspx
8__510___,CRTM,510,ALCORCÓN-VILLAVICIOSA-EL BOSQUE,https://www.crtm.es/8__510___.aspx
8__510_A__,CRTM,510A,MADRID (Colonia Jardín) - VILLAVICIOSA DE ODÓN,https://www.crtm.es/8__510_A__.aspx
8__510_B__,CRTM,510B,ALCORCÓN (Alcorcón Central) - VILLAVICIOSA DE ODÓN (Universidad Europea),https://www.crtm.es/8__510_B__.aspx
8__511___,CRTM,511,MADRID (Cuatro Vientos)-ALCORCÓN (Por Parque Lisboa),https://www.crtm.es/8__511___.aspx
8__512___,CRTM,512,MADRID (Cuatro Vientos)-ALCORCÓN (Por C. de los Cantos),https://www.crtm.es/8__512___.aspx
8__513___,CRTM,513,MADRID (Cuatro Vientos)-ALCORCÓN (P.I. Urtinsa),https://www.crtm.es/8__513___.aspx
8__514___,CRTM,514,MADRID (Cuatro Vientos) - ALCORCÓN (por Los Castillos),https://www.crtm.es/8__514___.aspx
8__516___,CRTM,516,MADRID (Cuatro Vientos)-ALCORCÓN (Por Universidad Rey Juan Carlos),https://www.crtm.es/8__516___.aspx
8__517___,CRTM,517,MADRID (Cuatro Vientos) - ALCORCÓN (Fuente Cisneros),https://www.crtm.es/8__517___.aspx
8__518___,CRTM,518,MADRID (Cuatro Vientos) - VILLAVICIOSA DE ODÓN,https://www.crtm.es/8__518___.aspx
8__519___,CRTM,519,MÓSTOLES-VILLAVICIOSA DE ODÓN,https://www.crtm.es/8__519___.aspx
8__519_A__,CRTM,519A,MÓSTOLES (Hospital Rey Juan Carlos) por El Soto-VILLAVICIOSA DE ODÓN (El Bosque),https://www.crtm.es/8__519_A__.aspx
8__520___,CRTM,520,ALCORCÓN-MÓSTOLES,https://www.crtm.es/8__520___.aspx
8__521___,CRTM,521,MADRID (Cuatro Vientos)-MÓSTOLES,https://www.crtm.es/8__521___.aspx
8__522___,CRTM,522,MADRID (Cuatro Vientos)-MÓSTOLES (Por Pistas DGT),https://www.crtm.es/8__522___.aspx
8__523___,CRTM,523,MADRID (Cuatro Vientos)-MÓSTOLES (Villafontana),https://www.crtm.es/8__523___.aspx
8__524___,CRTM,524,MADRID (Cuatro Vientos) - MÓSTOLES SUR,https://www.crtm.es/8__524___.aspx
8__525___,CRTM,525,MADRID (Cuatro Vientos)-MÓSTOLES SUR (Por AvenidaOnu),https://www.crtm.es/8__525___.aspx
8__526___,CRTM,526,FUENLABRADA - MÓSTOLES (Por FF.CC),https://www.crtm.es/8__526___.aspx
8__527___,CRTM,527,MÓSTOLES (Estación FFCC)-FUENLABRADA (Urbanización Loranca),https://www.crtm.es/8__527___.aspx
8__528___,CRTM,528,MADRID (Cuatro Vientos)-NAVALCARNERO,https://www.crtm.es/8__528___.aspx
8__529___,CRTM,529,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-EL ÁLAMO,https://www.crtm.es/8__529___.aspx
8__529_A__,CRTM,529A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-BATRES,https://www.crtm.es/8__529_A__.aspx
8__529_H__,CRTM,529H,MÓSTOLES (Hospital Rey Juan Carlos) - NAVALCARNERO,https://www.crtm.es/8__529_H__.aspx
8__530___,CRTM,530,NAVALCARNERO-VILLANUEVA DE LA CAÑADA,https://www.crtm.es/8__530___.aspx
8__531___,CRTM,531,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-SEVILLA LA NUEVA,https://www.crtm.es/8__531___.aspx
8__531_A__,CRTM,531A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-VILLAMANTILLA,https://www.crtm.es/8__531_A__.aspx
8__532___,CRTM,532,MADRID (Colonia Jardín)-SEVILLA LA NUEVA,https://www.crtm.es/8__532___.aspx
8__534___,CRTM,534,MADRID (Cuatro Vientos)-URB. PARQUE COIMBRA-XANADÚ,https://www.crtm.es/8__534___.aspx
8__538___,CRTM,538,MADRID (Cuatro Vientos) - NAVALCARNERO (La Dehesa),https://www.crtm.es/8__538___.aspx
8__539___,CRTM,539,MADRID (Cuatro Vientos)-EL ÁLAMO,https://www.crtm.es/8__539___.aspx
8_N_501___,CRTM,N501,MADRID (Príncipe Pío)-ALCORCÓN-MÓSTOLES,https://www.crtm.es/8_N_501___.aspx
8_N_502___,CRTM,N502,MADRID (Príncipe Pío)-ALCORCÓN,https://www.crtm.es/8_N_502___.aspx
8_N_503___,CRTM,N503,MADRID (Príncipe Pío)-MÓSTOLES (Villafontana),https://www.crtm.es/8_N_503___.aspx
8_N_504___,CRTM,N504,MADRID (Príncipe Pío)-VILLAVICIOSA DE ODÓN,https://www.crtm.es/8_N_504___.aspx
8_N_505___,CRTM,N505,MADRID (Príncipe Pío) - NAVALCARNERO - EL ÁLAMO,https://www.crtm.es/8_N_505___.aspx
9__1__096_,CRTM,1,LA DEHESA-EL PINAR,https://www.crtm.es/9__1__096_.aspx
9__1__092_,CRTM,1,LAS CUMBRES-ESTACIÓN FFCC,https://www.crtm.es/9__1__092_.aspx
9__1__007_,CRTM,1,PUERTA DEL SUR - FUENTE CISNEROS,https://www.crtm.es/9__1__007_.aspx
9__2__092_,CRTM,2,MÓSTOLES (Pradillo)-CEMENTERIO,https://www.crtm.es/9__2__092_.aspx
9__2__007_,CRTM,2,ONDARRETA-PRADO STO DOMINGO,https://www.crtm.es/9__2__007_.aspx
9__3__007_,CRTM,3,ALCORCÓN CENTRAL - PARQUE EL LUCERO,https://www.crtm.es/9__3__007_.aspx
9__3__092_,CRTM,3,POLÍGONO INDUSTRIAL LAS NIEVES-MÓSTOLES PRADILLO,https://www.crtm.es/9__3__092_.aspx
9__4__092_,CRTM,4,MÓSTOLES SUR - MÓSTOLES (HOSPITAL REY JUAN CARLOS),https://www.crtm.es/9__4__092_.aspx
9__5__092_,CRTM,5,MOSTOLES (Estación FF.CC.) - PARQUE COIMBRA,https://www.crtm.es/9__5__092_.aspx
9__6__092_,CRTM,6,UNIVERSIDAD REY JUAN CARLOS-URB. P.GUADARRAMA,https://www.crtm.es/9__6__092_.aspx
8__151___,CRTM,151,MADRID (Plaza de Castilla) - ALCOBENDAS,https://www.crtm.es/8__151___.aspx
8__152_C__,CRTM,152C,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (Dehesa Vieja),https://www.crtm.es/8__152_C__.aspx
8__153___,CRTM,153,MADRID (Plaza de Castilla)-ALCOBENDAS-ROSA LUXEMBURGO,https://www.crtm.es/8__153___.aspx
8__154___,CRTM,154,MADRID (Chamartín)-S.S. REYES CIRCULAR (Por Fuencarral),https://www.crtm.es/8__154___.aspx
8__154_C__,CRTM,154C,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (Avenida de los Quiñones),https://www.crtm.es/8__154_C__.aspx
8__155___,CRTM,155,MADRID (Plaza de Castilla)-EL SOTO DE LA MORALEJA,https://www.crtm.es/8__155___.aspx
8__155_B__,CRTM,155B,MADRID (Plaza de Castilla)-EL ENCINAR DE LOS REYES,https://www.crtm.es/8__155_B__.aspx
8__156___,CRTM,156,MADRID (Plaza de Castilla)-S.S. DE LOS REYES (P.I. Moscatelares),https://www.crtm.es/8__156___.aspx
8__157___,CRTM,157,MADRID (Plaza de Castilla)-ALCOBENDAS (P.Chopera),https://www.crtm.es/8__157___.aspx
8__157_C__,CRTM,157C,MADRID (Plaza de Castilla)-ALCOBENDAS (Valdelasfuentes),https://www.crtm.es/8__157_C__.aspx
8__158___,CRTM,158,MADRID (Pinar de Chamartín) - SAN SEBASTIÁN DE LOS REYES (Tempranales),https://www.crtm.es/8__158___.aspx
8__159___,CRTM,159,Madrid (Plaza Castilla)-ALCOBENDAS (El Juncal),https://www.crtm.es/8__159___.aspx
8__161___,CRTM,161,MADRID (Plaza de Castilla)-URB. FUENTE DEL FRESNO,https://www.crtm.es/8__161___.aspx
8__166___,CRTM,166,SAN SEBASTIAN DE LOS REYES - URBANIZACION VALDELAGUA,https://www.crtm.es/8__166___.aspx
8__180___,CRTM,180,ALCOBENDAS-ALGETE,https://www.crtm.es/8__180___.aspx
8__181___,CRTM,181,MADRID (Plaza de Castilla)-ALGETE,https://www.crtm.es/8__181___.aspx
8__182___,CRTM,182,MADRID (Plaza de Castilla)-ALGETE-VALDEOLMOS,https://www.crtm.es/8__182___.aspx
8__183___,CRTM,183,MADRID (Plaza de Castilla)-COBEÑA-ALGETE,https://www.crtm.es/8__183___.aspx
8__184___,CRTM,184,MADRID (Plaza de Castilla)-EL CASAR,https://www.crtm.es/8__184___.aspx
8__185___,CRTM,185,MADRID (Plaza de Castilla)-NUEVO ALGETE,https://www.crtm.es/8__185___.aspx
8__263___,CRTM,263,MADRID (Barajas)-COBEÑA-ALGETE,https://www.crtm.es/8__263___.aspx
8__720___,CRTM,720,COLMENAR VIEJO (Estación FF.CC.) - COLLADO VILLALBA,https://www.crtm.es/8__720___.aspx
8__721___,CRTM,721,MADRID (Plaza de Castilla)-COLMENAR VIEJO,https://www.crtm.es/8__721___.aspx
8__722___,CRTM,722,MADRID (Plaza de Castilla) - COLMENAR VIEJO (Navallar),https://www.crtm.es/8__722___.aspx
8__723___,CRTM,723,COLMENAR VIEJO-TRES CANTOS,https://www.crtm.es/8__723___.aspx
8__724___,CRTM,724,MADRID (Plaza de Castilla)-MANZANARES-EL BOALO,https://www.crtm.es/8__724___.aspx
8__725___,CRTM,725,MADRID (Plaza de Castilla)-MIRAFLORES-BUSTARVIEJO-VALDEMANCO,https://www.crtm.es/8__725___.aspx
8__726___,CRTM,726,MADRID (Plaza de Castilla)-GUADALIX-NAVALAFUENTE,https://www.crtm.es/8__726___.aspx
8__727___,CRTM,727,COLMENAR VIEJO-SAN AGUSTÍN DEL GUADALIX,https://www.crtm.es/8__727___.aspx
8__728___,CRTM,728,EST. COLMENAR - SOTO DEL REAL - MANZANARES EL REAL,https://www.crtm.es/8__728___.aspx
8_N_101___,CRTM,N101,MADRID (Plaza de Castilla)-ALCOBENDAS,https://www.crtm.es/8_N_101___.aspx
8_N_102___,CRTM,N102,MADRID (Plaza de Castilla)-S.S. DE LOS REYES,https://www.crtm.es/8_N_102___.aspx
8_N_103___,CRTM,N103,MADRID (Plaza de Castilla)-ALGETE,https://www.crtm.es/8_N_103___.aspx
8_N_702___,CRTM,N702,MADRID (Plaza de Castilla)-COLMENAR VIEJO,https://www.crtm.es/8_N_702___.aspx
9__1__045_,CRTM,1,EST. COMENAR VIEJO - LAS ADELFILLAS,https://www.crtm.es/9__1__045_.aspx
9__2__045_,CRTM,2,EST. COLMENAR VIEJO - AV. REMEDIOS,https://www.crtm.es/9__2__045_.aspx
9__4__134_,CRTM,4,POLIDEPORTIVO-MOSCATELARES,https://www.crtm.es/9__4__134_.aspx
9__5__006_,CRTM,5,S. S. DE LOS REYES-ALCOBENDAS-SOTO MORALEJA,https://www.crtm.es/9__5__006_.aspx
9__6__006_,CRTM,6,ESTACIÓN FFCC VALDELASFUENTES-POLG. INDUSTRIAL,https://www.crtm.es/9__6__006_.aspx
9__7__134_,CRTM,7,ESTACIÓN FFCC-POLÍGONOS-ESTACIÓN FFCC,https://www.crtm.es/9__7__134_.aspx
9__9__006_,CRTM,9,ESTACIÓN FFCC-ARROYO DE LA VEGA,https://www.crtm.es/9__9__006_.aspx
9__10__006_,CRTM,10,CIRCULAR DE ALCOBENDAS,https://www.crtm.es/9__10__006_.aspx
9__11__006_,CRTM,11,CIRCULAR DE ALCOBENDAS,https://www.crtm.es/9__11__006_.aspx
9__I1__009_,CRTM,I1,INSTITUTO ALGETE,https://www.crtm.es/9__I1__009_.aspx
8__541___,CRTM,541,MADRID (Plaza Elíptica)-VILLAMANTA-LA TORRE DE E. HAMBRAN,https://www.crtm.es/8__541___.aspx
8__545___,CRTM,545,MADRID (Plaza Elíptica)-CENICIENTOS-SOTILLO DE LA ADRADA,https://www.crtm.es/8__545___.aspx
8__546___,CRTM,546,MADRID (Plaza Elíptica)-ROZAS DE PUERTO REAL-CASILLAS,https://www.crtm.es/8__546___.aspx
8__547___,CRTM,547,MADRID (Plaza Elíptica)-V.DEL PRADO-ALMOROX-ALDEA EN CABO,https://www.crtm.es/8__547___.aspx
8__548___,CRTM,548,MADRID (Plaza Elíptica)-ALDEA DEL FRESNO-CALALBERCHE,https://www.crtm.es/8__548___.aspx
8__641___,CRTM,641,MADRID (Moncloa)-VALDEMORILLO,https://www.crtm.es/8__641___.aspx
8__642___,CRTM,642,MADRID (Moncloa)-COLMENAR DEL ARROYO,https://www.crtm.es/8__642___.aspx
8__643___,CRTM,643,MADRID (Moncloa)-VILLANUEVA DEL PARDILLO,https://www.crtm.es/8__643___.aspx
8__FS1___,CRTM,FS1,LAS ROZAS (Centros Comerciales) - VALDEMORILLO,https://www.crtm.es/8__FS1___.aspx
8_N_908___,CRTM,N908,MADRID (Moncloa)-VILLANUEVA DEL PARDILLO-VALDEMORILLO,https://www.crtm.es/8_N_908___.aspx
8__630___,CRTM,630,VILLALBA (Estación)-GALAPAGAR-COLMENAREJO-VALDEMORILLO,https://www.crtm.es/8__630___.aspx
8__631___,CRTM,631,MADRID (Moncloa)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,https://www.crtm.es/8__631___.aspx
8__632___,CRTM,632,MADRID (Moncloa)-LA NAVATA-GALAPAGAR-EL GUIJO,https://www.crtm.es/8__632___.aspx
8__633___,CRTM,633,MAJADAHONDA (Hospital)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,https://www.crtm.es/8__633___.aspx
8__634___,CRTM,634,COLMENAREJO - GALAPAGAR - EST. LA NAVATA,https://www.crtm.es/8__634___.aspx
8__635___,CRTM,635,MADRID (Moncloa)-TORRELODONES (Colonia)-LA NAVATA-GALAPAGAR,https://www.crtm.es/8__635___.aspx
8_N_904___,CRTM,N904,MADRID (Moncloa)-TORRELODONES (Colonia)-GALAPAGAR-COLMENAREJO,https://www.crtm.es/8_N_904___.aspx
9__1__152_,CRTM,1,FFCC-PUEBLO-ÁREA HOMOGÉNEA SUR,https://www.crtm.es/9__1__152_.aspx
9__2__152_,CRTM,2,FFCC-AVENIDA DEHESA-LOS ROBLES,https://www.crtm.es/9__2__152_.aspx
9__4__152_,CRTM,4,FFCC-PUEBLO-LOS PEÑASCALES,https://www.crtm.es/9__4__152_.aspx
9__5__152_,CRTM,5,FFCC-PUEBLO-LOS PEÑASCALES (Por Pº Joaquín Ruiz J.),https://www.crtm.es/9__5__152_.aspx
9__SE6__152_,CRTM,SE6,EST. TORRELODONES-URB LAS MARÍAS,https://www.crtm.es/9__SE6__152_.aspx
8__271___,CRTM,271,ALCALÁ DE HENARES-PEZUELA-PIOZ,https://www.crtm.es/8__271___.aspx
8__272___,CRTM,272,ALCALÁ DE HENARES-VILLALBILLA,https://www.crtm.es/8__272___.aspx
8__275___,CRTM,275,ALCALÁ-LOS SANTOS DE LA HUMOSA-ALCALÁ,https://www.crtm.es/8__275___.aspx
8_N_200___,CRTM,N200,ALCALÁ DE HENARES - VILLALBILLA - ALCALÁ DE HENARES,https://www.crtm.es/8_N_200___.aspx
9__2__005_,CRTM,2,PUERTA DE SANTA ANA - HOSPITAL/UNIVERSIDAD,https://www.crtm.es/9__2__005_.aspx
9__3__005_,CRTM,3,CUATRO CAÑOS - HOSPITAL/UNIVERSIDAD - ESPARTALES,https://www.crtm.es/9__3__005_.aspx
9__5__005_,CRTM,5,PLAZA DE LA PAZ - NUEVA RINCONADA,https://www.crtm.es/9__5__005_.aspx
9__6__005_,CRTM,6,EST. LA GARENA - VIRGEN DEL VAL,https://www.crtm.es/9__6__005_.aspx
9__7__005_,CRTM,7,ENSANCHE NORTE - NUEVA ALCALÁ / CEMENTERIO JARDÍN,https://www.crtm.es/9__7__005_.aspx
9__8__005_,CRTM,8,LOS NOGALES - VIRGEN DEL VAL,https://www.crtm.es/9__8__005_.aspx
9__9__005_,CRTM,9,EST. ALCALÁ DE HENARES - EL OLIVAR /POLÍGONO CAMPORROSO,https://www.crtm.es/9__9__005_.aspx
9__10__005_,CRTM,10,VIA COMPLUTENSE CENTRO - ESPARTALES NORTE,https://www.crtm.es/9__10__005_.aspx
9__11__005_,CRTM,11,LA GARENA - EST. ALCALÁ UNIVERSIDAD,https://www.crtm.es/9__11__005_.aspx
9__1_A_005_,CRTM,1A,CIRCULAR ALCALÁ DE HENARES,https://www.crtm.es/9__1_A_005_.aspx
9__1_B_005_,CRTM,1B,CIRCULAR ALCALÁ DE HENARES,https://www.crtm.es/9__1_B_005_.aspx
8__827___,CRTM,827,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA-TRES CANTOS,https://www.crtm.es/8__827___.aspx
8__827_A__,CRTM,827A,ALCOBENDAS-S. S. DE LOS REYES-UNIV. AUTÓNOMA,https://www.crtm.es/8__827_A__.aspx
8__828___,CRTM,828,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA,https://www.crtm.es/8__828___.aspx
9__1__006_,CRTM,1,ARROYO DE LA VEGA-EL SOTO-LA MORALEJA,https://www.crtm.es/9__1__006_.aspx
9__2__006_,CRTM,2,ALCOBENDAS-LA MORALEJA,https://www.crtm.es/9__2__006_.aspx
9__3__006_,CRTM,3,ARROYO DE LA VEGA-SOTO DE LA MORALEJA-EL ENCINAR DE LOS REYES,https://www.crtm.es/9__3__006_.aspx
8__480___,CRTM,480,MADRID (Plaza Elíptica)-LEGANÉS (Estación FFCC),https://www.crtm.es/8__480___.aspx
8__481___,CRTM,481,MADRID (Oporto)-LEGANÉS (Parquesur-Hospital),https://www.crtm.es/8__481___.aspx
8__482___,CRTM,482,MADRID (Aluche) - LEGANÉS (Arroyo Culebro),https://www.crtm.es/8__482___.aspx
8__483___,CRTM,483,MADRID (Aluche)-LEGANÉS (Vereda de los Estudiantes),https://www.crtm.es/8__483___.aspx
8__484___,CRTM,484,MADRID (Oporto)-LEGANÉS (Estación FFCC),https://www.crtm.es/8__484___.aspx
8__485___,CRTM,485,MADRID (Aluche)-LEGANÉS (Norte-Montepinos),https://www.crtm.es/8__485___.aspx
8__486___,CRTM,486,MADRID (Oporto)-LEGANÉS (Valdepelayo),https://www.crtm.es/8__486___.aspx
8__487___,CRTM,487,MADRID (Aluche)-LEGANÉS (San Nicasio),https://www.crtm.es/8__487___.aspx
8__488___,CRTM,488,LEGANÉS (San Nicasio)-GETAFE (Getafe Norte),https://www.crtm.es/8__488___.aspx
8__491___,CRTM,491,MADRID (Aluche)-FUENLABRADA (Bº Naranjo),https://www.crtm.es/8__491___.aspx
8__492___,CRTM,492,MADRID (Aluche)-FUENLABRADA (P. Granada),https://www.crtm.es/8__492___.aspx
8__493___,CRTM,493,MADRID (Aluche)-FUENLABRADA (Urbanización Loranca),https://www.crtm.es/8__493___.aspx
8__495___,CRTM,495,MADRID (Cuatro Vientos)-ARROYOMOLINOS-MORALEJA DE ENMEDIO,https://www.crtm.es/8__495___.aspx
8__496___,CRTM,496,FUENLABRADA-MORALEJA DE ENMEDIO-ARROYOMOLINOS (Xanadú),https://www.crtm.es/8__496___.aspx
8__497___,CRTM,497,LEGANÉS (Parque Sur)-MORALEJA DE ENMEDIO (Las Colinas),https://www.crtm.es/8__497___.aspx
8__498___,CRTM,498,MÓSTOLES - ARROYOMOLINOS - MORALEJA DE ENMEDIO,https://www.crtm.es/8__498___.aspx
8__498_A__,CRTM,498A,MÓSTOLES (Móstoles - Central) - ARROYOMOLINOS (Parque de Nieve),https://www.crtm.es/8__498_A__.aspx
8__499___,CRTM,499,MÓSTOLES-ARROYOMOLINOS,https://www.crtm.es/8__499___.aspx
8_N_802___,CRTM,N802,MADRID (Atocha) - LEGANÉS (Vereda de los Estudiantes),https://www.crtm.es/8_N_802___.aspx
8_N_803___,CRTM,N803,MADRID (Atocha) - FUENLABRADA (Bº Naranjo),https://www.crtm.es/8_N_803___.aspx
8_N_804___,CRTM,N804,MADRID (Atocha) - FUENLABRADA,https://www.crtm.es/8_N_804___.aspx
8_N_808___,CRTM,N808,MADRID (Príncipe Pío)-ARROYOMOLINOS,https://www.crtm.es/8_N_808___.aspx
9__1__074_,CRTM,1,CIRCULAR VEREDA DE LOS ESTUDIANTES-LA FORTUNA,https://www.crtm.es/9__1__074_.aspx
9__1_A_015_,CRTM,1A,CIRCULAR ARROYOMOLINOS,https://www.crtm.es/9__1_A_015_.aspx
9__1_B_015_,CRTM,1B,CIRCULAR ARROYOMOLINOS,https://www.crtm.es/9__1_B_015_.aspx
8__580___,CRTM,580,MAJADAHONDA(Hospital)-BRUNETE,https://www.crtm.es/8__580___.aspx
8__581___,CRTM,581,MADRID (Cuatro Vientos)-BRUNETE-QUIJORNA,https://www.crtm.es/8__581___.aspx
8__620___,CRTM,620,LAS MATAS-HOSPITAL PUERTA DE HIERRO,https://www.crtm.es/8__620___.aspx
8__621___,CRTM,621,MADRID (Moncloa)-LAS ROZAS,https://www.crtm.es/8__621___.aspx
8__622___,CRTM,622,MADRID (Moncloa)-LAS ROZAS-LAS MATAS,https://www.crtm.es/8__622___.aspx
8__623___,CRTM,623,MADRID (Moncloa)-LAS ROZAS-URB.VILLAFRANCA DEL CASTILLO,https://www.crtm.es/8__623___.aspx
8__624___,CRTM,624,MADRID (Moncloa)-COL.VERACRUZ-LAS ROZAS,https://www.crtm.es/8__624___.aspx
8__624_A__,CRTM,624A,MADRID (Moncloa) - LAS ROZAS (La Marazuela),https://www.crtm.es/8__624_A__.aspx
8__625___,CRTM,625,MADRID (Moncloa)-MONTE ROZAS,https://www.crtm.es/8__625___.aspx
8__626___,CRTM,626,LAS ROZAS-MAJADAHONDA-VILLANUEVA DE LA CAÑADA,https://www.crtm.es/8__626___.aspx
8__626_A__,CRTM,626A,MAJADAHONDA (Estación FFCC)-VILLANUEVA DEL PARDILLO,https://www.crtm.es/8__626_A__.aspx
8__627___,CRTM,627,MADRID (Moncloa)-VILLANUEVA DE LA CAÑADA-BRUNETE,https://www.crtm.es/8__627___.aspx
8__628___,CRTM,628,MADRID (Moncloa)-P.EMPRESARIAL-EL CANTIZAL,https://www.crtm.es/8__628___.aspx
8__629___,CRTM,629,MADRID (Moncloa)-LAS ROZAS (Parque Empresarial),https://www.crtm.es/8__629___.aspx
8_N_903___,CRTM,N903,MADRID (Moncloa)-LAS ROZAS-MONTE ROZAS,https://www.crtm.es/8_N_903___.aspx
8_N_907___,CRTM,N907,MADRID (Moncloa)-VILLANUEVA DE LA CAÑADA-BRUNETE,https://www.crtm.es/8_N_907___.aspx
9__1__127_,CRTM,1,LAS ROZAS-URBANIZACIÓN MOLINO DE LA HOZ,https://www.crtm.es/9__1__127_.aspx
9__2__127_,CRTM,2,LAS ROZAS - MONTE ROZAS - EL ENCINAR,https://www.crtm.es/9__2__127_.aspx
8__350_A__,CRTM,350A,ARGANDA (Hospital)-ESTREMERA,https://www.crtm.es/8__350_A__.aspx
8__350_B__,CRTM,350B,ARGANDA (Hospital) - VILLAREJO - VILLAMANRIQUE DE TAJO,https://www.crtm.es/8__350_B__.aspx
8__350_C__,CRTM,350C,ARGANDA (Hospital) - BELMONTE,https://www.crtm.es/8__350_C__.aspx
8__351___,CRTM,351,MADRID (Estación Sur)-ESTREMERA-BARAJAS DE MELO,https://www.crtm.es/8__351___.aspx
8__352___,CRTM,352,MADRID (Estación Sur)-FUENTIDUEÑA-TARANCÓN,https://www.crtm.es/8__352___.aspx
8__353___,CRTM,353,MADRID (Estación Sur)-VILLAMANRIQUE-STA.CRUZ,https://www.crtm.es/8__353___.aspx
8__355___,CRTM,355,FUENTIDUEÑA DE TAJO-CENTRO PENITENCIARIO-ESTREMERA,https://www.crtm.es/8__355___.aspx
8__330___,CRTM,330,RIVAS-ARGANDA (Hospital)-MORATA,https://www.crtm.es/8__330___.aspx
8__331___,CRTM,331,MADRID (Méndez Álvaro)-RIVAS (Sta. Mónica)-RIVAS FUTURA,https://www.crtm.es/8__331___.aspx
8__332___,CRTM,332,MADRID (Méndez Álvaro)-RIVAS PUEBLO,https://www.crtm.es/8__332___.aspx
8__333___,CRTM,333,Madrid (Méndez Álvaro) - Rivas (Bellavista),https://www.crtm.es/8__333___.aspx
8__334___,CRTM,334,MADRID (Méndez Álvaro)- RIVAS FUTURA,https://www.crtm.es/8__334___.aspx
8__336___,CRTM,336,MADRID (Pavones)-MORATA DE TAJUÑA,https://www.crtm.es/8__336___.aspx
8__337___,CRTM,337,MADRID (Pavones)-CHINCHÓN-VALDELAGUNA,https://www.crtm.es/8__337___.aspx
8__339___,CRTM,339,MADRID (Sierra de Guadalupe)-VALDEMINGÓMEZ,https://www.crtm.es/8__339___.aspx
8__410___,CRTM,410,ARANJUEZ-CIEMPOZUELOS-SAN MARTÍN DE LA VEGA,https://www.crtm.es/8__410___.aspx
8__411___,CRTM,411,MADRID (Legazpi) - PERALES DEL RÍO,https://www.crtm.es/8__411___.aspx
8__412___,CRTM,412,MADRID (Villaverde Bajo-Cruce)-SAN MARTÍN DE LA VEGA,https://www.crtm.es/8__412___.aspx
8__413___,CRTM,413,PINTO (FFCC)-SAN MARTÍN DE LA VEGA,https://www.crtm.es/8__413___.aspx
8__414___,CRTM,414,MADRID (Villaverde Bajo-Cruce)-C.P. MADRID III,https://www.crtm.es/8__414___.aspx
8__415___,CRTM,415,MADRID (Villaverde Bajo-Cruce)-VILLACONEJOS,https://www.crtm.es/8__415___.aspx
