"curso_academico","cod_universidad","des_universidad","cod_tipo_estudio","des_tipo_estudio","cod_tipo_unidad_responsable","des_tipo_unidad_responsable","cod_unidad_responsable","des_unidad_responsable","cod_municipio","des_municipio","cod_campus","des_campus","cod_titulacion","des_titulacion","cod_rama","des_rama","cod_interuniversitario","des_interuniversitario","cod_rol_coordinacion","des_rol_coordinacion","cod_impartido","des_impartido","anio_inicio","cod_situacion_actual","des_situacion_actual","cod_grado_presencialidad","des_grado_presencialidad","cod_idioma_extranjero","des_idioma_extranjero","precio_credito_1","precio_credito_2","precio_credito_3","precio_credito_4","precio_credito_5","precio_tutela","num_creditos_necesarios","num_creditos_ofertados"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28051271","Facultad de Formación de Profesorado y de la Educación","28079","MADRID","02301","Cantoblanco","2501211","Graduado o Graduada en Maestro/a en Educación Primaria por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2009","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","702"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027072","Facultad de Ciencias Económicas y Empresariales","28079","MADRID","02301","Cantoblanco","2501370","Graduado o Graduada en Economía y Finanzas / Bachelor in Economics and Finance por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","1","Se oferta en Inglés","16,92","40,02","82,3","113,71",,,"240","252"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027060","Facultad de Ciencias","28079","MADRID","02301","Cantoblanco","2501371","Graduado o Graduada en Bioquímica por la Universidad Autónoma de Madrid","2","Ciencias","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","276"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027096","Facultad de Filosofía y Letras","28079","MADRID","02301","Cantoblanco","2501441","Graduado o Graduada en Filosofía por la Universidad Autónoma de Madrid","1","Artes y Humanidades","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","288"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027072","Facultad de Ciencias Económicas y Empresariales","28079","MADRID","02301","Cantoblanco","2501504","Graduado o Graduada en Gestión Aeronáutica por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","19,43","45,25","92,86","128,57",,,"240","294"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027102","Facultad de Medicina","28079","MADRID","02302","Medicina","2502042","Graduado o Graduada en Enfermería por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","246"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28032304","Escuela Universitaria de Enfermería Jimenez Diaz","28079","MADRID","02306","Campus del centro ""Escuela de Enfermería de La Fundación Jiménez Díaz""","2502042","Graduado o Graduada en Enfermería por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","246"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28044057","Escuela Universitaria de Enfermería Cruz Roja","28079","MADRID","02309","Campus del centro ""Escuela de Enfermería de la Cruz Roja""","2502042","Graduado o Graduada en Enfermería por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","246"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027060","Facultad de Ciencias","28079","MADRID","02301","Cantoblanco","2502045","Graduado o Graduada en Nutrición Humana y Dietética por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","264"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027199","Centro Superior de Estudios Universitarios La Salle","28079","MADRID","02303","Campus del centro ""Centro Superior de Estudios Universitarios La Salle""","2502046","Graduado o Graduada en Trabajo Social por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","4","Varias modalidades","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","264"
