Academic Year,Code,Degree,DegreeID,UniversityID,AcademicLevelId,AmbitId
2024-2025,2501012,Administración y Dirección de Empresas,42a861baab308e5b8d89a4cc9b947543,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2504053,Arquitectura Técnica,05f493273a852bffb90c17464cf9fa7b,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2500224,Biología,82b7a4ea26cc0404323c974f93b14be1,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,2503952,Ciencia e Ingeniería de Datos,cfa25cedb830fdbc95ab908cab2d3815,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2501092,Ciencias de la Actividad Física y del Deporte,01555ded7b9f03bdee9387db2467bd4c,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501013,Ciencias Empresariales,e0b261e341610c83fad04f28e69ad0d1,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501014,Comunicación Audiovisual,9e8bb798d0e9be3b6cf8f36b4c046b03,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2503862,"Creación Digital, Animación y Videojuegos",8e01a55482ad22cc2aa2b26633c249ce,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501015,Derecho,3830e41059c3dd2e7d8e1abf43e2e5b3,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501016,Economía,89b10ebc521f255d75fff2119fbe5cec,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501017,Educación Infantil,7b15c05096416c70f8528d714c6981d7,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501018,Educación Primaria,b95c95351b95c678ffa7a2e8eef8a9c3,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501221,Educación Social,c1a8defb4e3a84ca1d98c53dba7a378e,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501008,Enfermería,c1cf56fa96e2822ef441941a3abf6e35,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,2500648,Español: Estudios Lingüísticos y Literarios,19ffd390af27878d4f1b06845c83fb05,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,2503167,Estudios de Arquitectura,a9a52c2e44138af725004bcc9d9fb757,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2501009,Fisioterapia,0b22f2c9d2b1a13368cae7472d97abbb,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,2500649,Gallego y Portugués: Estudios Lingüísticos y Literarios,4fffffc9d85b5c4fd52b3e95ede70361,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,2503887,Gestión Digital de Información y Documentación,6338f4f08b86c1ac995b26e16f14632c,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,2503730,Gestión Industrial de la Moda,003a7550d2f71556981ecddc49f0cad1,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501021,Ingeniería de Diseño Industrial y Desarrollo del Producto,71d3447d8922dd837c397b8a1eb024a1,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502206,Ingeniería de Obras Públicas,66e6b550c3688b55c43ac349aa764d36,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502207,Ingeniería Eléctrica,ecf14c5f8b6ca1a1c11391410f0003b3,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502203,Ingeniería Electrónica Industrial y Automática,ba90df96aaa6359afd62cc012a5b2141,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502209,Ingeniería en Tecnologías Industriales,8da78e8b891e7eb2fdfb60d38766d41d,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502210,Ingeniería Informática,4881aa95374868640be8da294368acfc,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502212,Ingeniería Mecánica,cb79f11ce947d736768f4645f4e616f7,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2502885,Ingeniería Naval y Oceánica,fc3df3279d52fadb6a91a25e01b9d698,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2500650,Inglés: Estudios Lingüísticos y Literarios,0e2b23f113bd0712b72b6ed4e7d6bff2,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,2504532,Inteligencia Artificial,071a01266c33ee1372da23359c59dfb2,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2501010,Logopedia,6f7dc7f4bdccb9f6af15a296291de62a,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,2504291,Máquinas Navales,a1b89e3ca9ec443e4f8a77a386f82a23,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2503895,Nanociencia y Nanotecnología,9a7e78e61fc870844c12c84079ce0ec3,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,2502213,Náutica y Transporte Marítimo,8717c9d970813c44480ab02084ad52ef,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2503490,Paisaje,b03a7a9abd389497bda8575eecef2bf1,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2501011,Podología,2713fef5a662a352f0f4934131b7952e,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,2500225,Química,c658a375133b63ddab789089b012b33a,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,2504314,Relaciones Internacionales,c56cb9098a9a559ea0d16d26a40d5223,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2501019,Relaciones Laborales y Recursos Humanos,cef00e1292e2c5fdb3152f051013afdb,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2500094,Sociología,ec4b5f152f6cb7cef65776b0112d5a41,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,2502214,Tecnología de la Ingeniería Civil,fd2a50670a394ec8f62b02fd2354ade2,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,2500095,Terapia Ocupacional,cfc38d0ad12cb5db8d397e08c67bf5a3,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,2501020,Turismo,bd30898f693cdd72f91388f0700b7f84,e97892b0ccf3c19ce40f9ef9d8ac91ef,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4313635,Abogacía y Procura,00ff39fc089e9cb352eb0b8e6948cda6,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4310351,Acuicultura,a4c34c35efbc9c5824fefae33796c25e,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4317354,Arqueología y Ciencias de la Antigüedad,4ba61a60bd3859ba04ff6f6a8039f81f,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4315223,Arquitectura,05b39b38163baf0f8b80374171b48a94,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4311926,Asistencia e Investigación Sanitaria,572f73f450419eac701743c9d33da1eb,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,4311057,Banca y Finanzas,6021588b0562c53cf453659aecb6d580,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4316672,"Biodiversidad Terrestre: Caracterización, Conservación y Gestión",a2732a3465affc4480190da2dbbb3079,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,3500262,Biofabricación,bfcfe2938add1ca71de8ccab612a9667,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4315703,Bioinformática para Ciencias de la Salud,a0362daedad4727a52794c7092beafaf,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4312997,Biología Marina,b0dc858cdd73d04b60cdd5e01e0c948e,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4311058,"Biología Molecular, Celular y Genética",acc359de95fb1a3d093a4b1bb5faa073,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4312439,Biotecnología Avanzada,e68c239dda3b8ac830b3be60d8e0bfd6,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4316520,Ciberseguridad,c45fc9c95b164763160542b6c65a2062,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,3500201,"Ciencia del Ejercicio, Preparación Física y Readaptación Deportiva",c0c3a8ef73f748142f90a89eeda3524c,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4318542,Ciencia y Tecnologías de Información Cuántica,4f8815b5fe3d93ea926f986688af38e3,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4313640,"Ciencias, Tecnologías y Gestión Ambiental",c2d764eea96cc9829f361ee175822715,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4316445,Computación de Altas Prestaciones / High Performance Computing,b0e11e663d16afaaea304c3054779784,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4314270,Contabilidad Superior y Auditoría de Cuentas,2fcc3321cedf59302a42247d5c1ed4ab,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,3500281,Cronicidad y Nuevos Modelos de Atención Sociosanitaria,3d25960b027c3e3dfcd739717a35bad4,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,4317212,Derecho Digital y de la Inteligencia Artificial,6b970c616db32720c841e517963315c9,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4317739,Desafíos de las Ciudades,24bf14266ff5b140da09ebebe1b99b6e,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4310625,Dirección Integrada de Proyectos,3f613f66e8dfe81a7a0a275227621d90,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4314143,Dirección y Administración de Empresas (MBA),14e27cbbeaee5466180d9e77d3fecab9,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4316458,"Diseño, Desarrollo y Comercialización de Videojuegos",0743f1a5e711d684f561abb547dc23a1,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,3500268,Economía Circular,9167f69fab6b9223235cd4129dade4f2,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4316577,Economía,89b10ebc521f255d75fff2119fbe5cec,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4316318,Edificación Sostenible,97ab959c447336867c1061a38415fadd,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4318167,Eficiencia Energética y Sostenibilidad,866cff3dd372eccfe091c16494467b7f,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,3500286,Enseñanza de Español como Lengua Extranjera o Segunda Lengua,19926835825e5ec10a16925200f0351c,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4315202,"Estudios Avanzados en Museos, Archivos y Bibliotecas",4641652df0ff540833ed06a5669bfd04,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4313558,"Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías",4041ba3b8d5ad69ecf3a9cdc4dcaacb1,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4318168,"Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías",4041ba3b8d5ad69ecf3a9cdc4dcaacb1,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4314355,Estudios Ingleses Avanzados y sus Aplicaciones,135d3c5befffad8cbc8384a5f1775878,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4318456,Fabricación Aditiva,526a95f5a5ada7de7a861ff35b5c27f0,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4317745,Gerontología,e92d618a069f817a83f14d0e601a070f,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,4318459,Gestión Sostenible del Agua,fc0406596f9a549561fea01727859af6,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4312031,Gestión y Dirección Laboral,8e66570a9677cd20f8ef26b5b1e2bf27,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,3500257,Informática Industrial y Robótica,1683504f320ebf88d66491e34bcb21b0,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4317172,Informática Industrial y Robótica,1683504f320ebf88d66491e34bcb21b0,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4315006,"Ingeniería de Caminos, Canales y Puertos",05eda8d4f70ccbec4a71084247b98bbe,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,3500256,Ingeniería en Diseño Industrial,81b09a31d4dfe534b772aef38cf6d554,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4316535,Ingeniería Industrial,74a87e20fbe41dea7a79641aeb02ac80,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4313644,Ingeniería Informática,4881aa95374868640be8da294368acfc,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4312906,Ingeniería Marina,0176aa4e5ef16702b1fb7fda2fea8840,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4316534,Ingeniería Naval y Oceánica,fc3df3279d52fadb6a91a25e01b9d698,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4317738,Inteligencia Artificial,071a01266c33ee1372da23359c59dfb2,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,3500258,Internet de las Cosas - IoT,65b6f5c061c378e05b4fb5254567016d,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4316441,Investigación e Innovación en Didácticas Específicas para Educación Infantil y Primaria,b867bdcb5a91ab9ded50081956120163,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4315288,"Investigación en Actividad Física, Deporte y Salud",19288cabc22d6b531cfc595c799303e4,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4314854,Investigación Química y Química Industrial,07a2ec47d9d0c53b072d158e573a8a1f,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4314271,Lingüística Aplicada,2fd3dd8b7d841652b9edae2c882fb1ec,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4312816,"Literatura, Cultura y Diversidad",a0fce0128da8dfd5365c2bfc49c0fb92,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4314422,Matemática Industrial,1bea1febea55bdd0c1ce0dd00180182d,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4318169,Métodos Avanzados de Investigación e Innovación en el Análisis Social,16b7c44e25b091a144eb0278f21c5f00,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4314857,Náutica y Transporte Marítimo,8717c9d970813c44480ab02084ad52ef,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4310850,Neurociencia,a7c33257123add079587d8a75b316ce0,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,afc4b5d3b7e78e8fb66cf859c95aaefe
2024-2025,4318541,Patrimonio Cultural Digital,37cc8d2f297fb6495865742a50e54df8,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,72ceb55b13672d5fdbac7ce07f1e85a8
2024-2025,4315888,Planificación y Gestión de Destinos y Productos Turísticos,0a6b71cdf13ea7c2103d3bc2c6c4e4a1,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4315773,Políticas Sociales e Intervención Sociocomunitaria,97e7eb20f2696324e7ec4233a25df503,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4312820,Master Universitario en Prevención de Riesgos Laborales y Riesgos Comunes,6eb3145a0a64eac7a94a616931740fa8,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4316440,Producción Periodística y Audiovisual,7ada955ee945446157644f9de50a5951,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4310478,"Profesorado de Educación Secundaria Obligatoria, Bachillerato, Formación Profesional y Enseñanza de Idiomas",a619e81601636799544fac64c9b02cc4,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4311079,Psicología Aplicada,dcc0638e6da3b1a107b5c85cc8c2ad54,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4315028,Psicopedagogía,8b3d033cfb17603cec0574401b3949bd,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,3500694,Realidad Extendida,410a364d78b8c35eff7eaaabb9ce8a8b,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4310009,Rehabilitación Arquitectónica,fa432add975ee4242a71d558b1c1f481,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4316961,Técnicas Estadísticas,cd826f0474689d8d98f27470009bfd98,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,3500279,Tecnología Textil y Moda Sostenible,2fe7b4b04183e95b56eae98934745038,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4316989,Visión por Computador,569cce64da9d50dd76f9e931e56817e8,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4317780,Erasmus Mundus en Sostenibilidad e Industria 4.0 Aplicada al Sector Marítimo,6ff7dc5e89808c3e9f5df808f6d5fe09,e97892b0ccf3c19ce40f9ef9d8ac91ef,eb0a191797624dd3a48fa681d3061212,0957ac6a7296b4e6ef4d4e8d25691025
2024-2025,4313676,Alta Dirección Pública,1014e00f938891f0913a95db3ff9d5ad,871a4d42a733c080da0f1935663a2f05,eb0a191797624dd3a48fa681d3061212,03b7c4d6f22bd8efa1659d8e6a06d97e
2024-2025,4310143,Alta Especialización en Plásticos y Caucho,3954c103cfb894d9c912a2273eb3fafb,871a4d42a733c080da0f1935663a2f05,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
2024-2025,4315884,Biodiversidad en Áreas Tropicales y su Conservación,6e66124e3a5c3a787c10c7c9ea628a76,871a4d42a733c080da0f1935663a2f05,eb0a191797624dd3a48fa681d3061212,cca488c1d5d31aa9a4c4356b47f75ebd
