CURSO_ACADEMICO;ESTUDIO;LOCALIDAD;CENTRO;CUPO_ADJUDICACION;PRELA_CONVO_NOTA_DEF;NOTA_CORTE_ADJUDICACION_1;NOTA_CORTE_DEFINITIVA_1;NOTA_CORTE_ADJUDICACION_2;NOTA_CORTE_DEFINITIVA_2;FECHA_ACTUALIZACION
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.065;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.205;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (g);;;;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.190;8.190;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.388;5.140;;;05/01/2025
2023;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.735;10.437;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;11.446;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.670;7.670;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.740;5.000;;;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.608;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (g);;;;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;9.424;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;7.000;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.623;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Mayores de 45 años;;6.700;5.000;;;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.770;5.000;;;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Mayores de 40 años;;6.000;5.000;;;05/01/2025
2023;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.261;11.714;;;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.580;5.000;;;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Programa conjunto en Derecho-Administración y Dirección de Empresas;Zaragoza;Facultad de Derecho;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;10.210;5.000;;5.000;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (g);;;;;5.000;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.303;10.464;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (b);;;5.000;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.050;7.050;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Programa conjunto Física-Matemáticas (FisMat);Zaragoza;Facultad de Ciencias;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;13.657;13.411;;;05/01/2025
2023;Grado: Programa conjunto en Nutrición Humana y Dietética-Ciencias de la Actividad Física y del Deporte;Huesca;Facultad de Ciencias de la Salud y del Deporte;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.682;11.280;;;05/01/2025
2023;Grado: Programa conjunto en Matemáticas-Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;13.425;12.920;;;05/01/2025
2023;Grado: Programa conjunto en Ingeniería Mecatrónica-Ingeniería de Organización  Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;9.851;7.016;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.000;7.925;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.380;5.000;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 25 años;;5.580;5.000;;;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Psicología;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Datos en Procesos Industriales;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Programa conjunto en Ingeniería Informática-Administración y Dirección de Empresas;Teruel;Escuela Universitaria Politécnica de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.420;8.930;;;05/01/2025
2023;Máster: Biología Molecular y Celular;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Física y Tecnologías Físicas;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Gestión del Patrimonio Cultural;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Tec.Información Geográfica para Ordenación Territorio: Sig/Teled;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Gerontología Social;Zaragoza;Facultad de Ciencias de la Salud;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Relaciones de Género;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Contabilidad y Finanzas;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Economía;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Iniciación a la investigación en Medicina;Zaragoza;Facultad de Medicina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Dirección y planificación del turismo;Huesca;Facultad de Empresa y Gestión Pública;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Materiales nanoestructurados para aplicaciones nanotecnológicas;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Sociología de las Políticas Públicas y Sociales;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Aprendizaje a lo largo de la vida: Iniciación a la investigación;Zaragoza;Facultad de Educación;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Investigación y Estudios Avanzados en Historia;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Estudios Avanzados en Historia del Arte;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ordenación Territorial y Medioambiental;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Electrónica;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Zaragoza;Facultad de Educación;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Huesca;Facultad de Ciencias Humanas y de la Educación;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Prevención de riesgos laborales;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Modelización e Investigación Matemática, Estadística y Computación;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Abogacía;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Industrial;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Química Industrial;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Geología: Técnicas y Aplicaciones;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Química Molecular y Catálisis Homogénea;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Auditoría;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Agronómica;Huesca;Escuela Politécnica Superior;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Evaluación y Entrenamiento Físico para la Salud;Huesca;Facultad de Ciencias de la Salud y del Deporte;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Mundo Antiguo y Patrimonio Arqueológico;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Dirección, Estrategia y Marketing;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Psicología General Sanitaria;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería de Diseño de Producto;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Consultoría de Información y Comunicación Digital;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Gestión Administrativa;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Investigación en Filosofía;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ciencias de la antigüedad [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Estudios ingleses [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Literaturas hispánicas [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Filosofía [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Historia contemporánea [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Zaragoza;Centro Universitario de la Defensa de Zaragoza;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Historia del arte [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Lingüística hispánica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Bioquímica y biología molecular [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ciencia analítica en química [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Física [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Geología [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
