CURSO_ACADEMICO;ESTUDIO;LOCALIDAD;CENTRO;CUPO_ADJUDICACION;PRELA_CONVO_NOTA_DEF;NOTA_CORTE_ADJUDICACION_1;NOTA_CORTE_DEFINITIVA_1;NOTA_CORTE_ADJUDICACION_2;NOTA_CORTE_DEFINITIVA_2;FECHA_ACTUALIZACION
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Deportistas de alto nivel;;10.610;5.000;;5.000;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.520;5.000;;;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Deportistas de alto rendimiento (b);;;5.000;;;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.949;5.000;;5.000;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Química;Zaragoza;Facultad de Ciencias;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 25 años;;7.660;5.000;;;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto rendimiento (b);;;;;5.000;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.580;5.000;;5.000;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.640;5.000;;;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto nivel;;9.824;9.627;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.740;9.260;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 25 años;;7.450;6.070;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.840;12.237;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Deportistas de alto rendimiento (b);;;5.000;;;05/01/2025
2023;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Discapacidad;;9.790;5.000;;5.000;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Deportistas de alto rendimiento (a);;;9.673;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Mayores de 25 años;;6.770;5.230;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.940;5.000;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.911;11.119;;;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Deportistas de alto nivel;;9.673;5.000;;5.000;05/01/2025
2023;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.445;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;6.138;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;5.808;5.000;;5.000;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.130;5.000;;;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;9.652;8.933;;;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Derecho;Zaragoza;Facultad de Derecho;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Mayores de 25 años;;7.050;5.000;;;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.690;8.690;;;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 25 años;;7.958;5.000;;;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Discapacidad;;6.500;5.000;;5.000;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.521;5.000;;5.000;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;5.314;5.000;;5.000;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.690;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;7.778;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;5.313;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.060;5.000;;;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;8.428;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.680;5.000;;;05/01/2025
2023;Grado: Ingeniería de Organización Industrial;Zaragoza;Centro Universitario de la Defensa de Zaragoza;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.528;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (g);;;;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.080;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;9.824;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería de Tecnologías de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.280;8.280;;;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ingeniería Eléctrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Mayores de 45 años;;;5.000;;;05/01/2025
