Código;Título;Universidad;Nivel académico;Rama;Ámbito;Estado;Detalle
4000967;Doctor en Programa Oficial de Posgrado en lenguas, literatura y comunicación socioeducativa;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000387;Doctor en Programa Oficial de Posgrado en Matemática Computacional;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);Ciencias;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000976;Doctor en Programa Oficial de Posgrado en psicología y salud;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000638;Doctor en Programa Oficial de Posgrado en Riesgos Ambientales y Laborales;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000388;Doctor en Programa Oficial de Posgrado en Sistemas Informáticos Avanzados;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);Ingeniería y Arquitectura;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000973;Doctor en Programa Oficial de Posgrado en sociedades contemporáneas: actores sociales, política y cultura (investigación avanzada y dirección de proyectos);Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000969;Doctor en Programa Oficial de Posgrado en sostenibilidad en las organizaciones;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4000965;Doctor en Programa Oficial de Posgrado en tecnologías industriales, materiales y edificación;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
4001649;Doctor en Programa Oficial de Posgrado en Theoretical Chemistry and Computational Modelling;Universidad Jaume I de Castellón;Doctor - RD 56/2005 (2);;;"Autorizado por Comunidad Aut&oacute;noma";(TITULACIÓN EXTINGUIDA)
5601370;Programa de Doctorado en Ciencias Biomédicas y Salud por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601215;Programa de Doctorado en Ciencias de la Comunicación por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600143;Programa de Doctorado en Ciencias de la Enfermería por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600144;Programa de Doctorado en Ciencias por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600145;Programa de Doctorado en Derecho por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600319;"Programa de Doctorado en Desarrollo Local y Cooperación Internacional por la Universidad Jaume I de Castellón; la Universitat de València (Estudi General) y la Universitat Politècnica de València";(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601288;Programa de Doctorado en Diseño, Gestión y Evaluación de Políticas Públicas de Bienestar Social por la Universidad Jaume I de Castellón y la Universitat de València (Estudi General);(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600140;Programa de Doctorado en Economía y Empresa por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601232;Programa de Doctorado en Educación por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601072;"Programa de Doctorado en Estudios Interdisciplinares de Género por la Universidad Autónoma de Madrid; la Universidad de Alcalá; la Universidad de Alicante; la Universidad de Huelva; la Universidad de La Laguna; la Universidad de las Illes Balears; la Universidad Jaume I de Castellón y la Universidad Rey Juan Carlos";(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600138;Programa de Doctorado en Estudios Internacionales en Paz, Conflictos y Desarrollo por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600328;Programa de Doctorado en Ética y Democracia por la Universidad Jaume I de Castellón y la Universitat de València (Estudi General);(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600331;Programa de Doctorado en Historia del Arte por la Universidad Jaume I de Castellón y la Universitat de València (Estudi General);(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601539;Programa de Doctorado en Historia, Patrimonio y Territorio por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;
5600141;Programa de Doctorado en Historia y Estudios Contemporáneos por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600139;Programa de Doctorado en Informática por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601004;Programa de Doctorado en Lenguas Aplicadas, Literatura y Traducción por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600339;Programa de Doctorado en Marketing por la Universidad Jaume I de Castellón y la Universitat de València (Estudi General);(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600363;"Programa de Doctorado en Nanociencia y Nanotecnología por la Universidad de Alicante; la Universidad de Castilla-La Mancha; la Universidad de La Laguna; la Universidad Jaume I de Castellón y la Universitat de València (Estudi General)";(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600391;Programa de Doctorado en Psicología por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601090;"Programa de Doctorado en Química Sostenible por la Universidad de Castilla-La Mancha; la Universidad de Extremadura; la Universidad Jaume I de Castellón; la Universitat de València (Estudi General) y la Universitat Politècnica de València";(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
