University Acronym,University,Campus,Centre,Degree,Academic Level,Ambit,Academic Year
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Ciencias Jurídicas y Económicas,Administración y Dirección de Empresas,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Ciencias Jurídicas y Económicas,Derecho,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Ciencias Jurídicas y Económicas,"Filosofía, Política y Economía",Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Ciencias y Tecnología,Biotecnología,Grado,Ciecnias,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Ciencias y Tecnología,Ingeniería Informática,Grado,Engineering,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Criminología,Ciencias de la Seguridad,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Criminología,Criminología,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Humanidades y Ciencias Sociales,Educación Infantil,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Humanidades y Ciencias Sociales,Educación Primaria,Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Humanidades y Ciencias Sociales,"Historia, Geografía e Historia del Arte",Grado,Social Sciences,2023-2024
UIIIC,Universidad Isabel I (de Castilla),UIIIC,Facultad de Humanidades y Ciencias Sociales,Periodismo,Grado,Social Sciences,2023-2024
