UniversityID,FacultyID,Degree,DegreeID,AcademicLevelID,AmbitID,Academic Year
51dcd00716a08519e65a732cb87c3b71,d041033ef410d0bf92f124356606f599,Ingeniería Civil,08b99dce63cbe81207d28830b9f259d8,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,d041033ef410d0bf92f124356606f599,Ingeniería de la Energía y Recursos Minerales,ecdc524817b59432e893fcb5ee0f249f,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,d041033ef410d0bf92f124356606f599,Ingeniería en Geoinformación y Geomática,350393718b1a2d25b98c5522cf61ca56,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,d041033ef410d0bf92f124356606f599,Seguridad,ba614f272610b1e107ac2176a25ddb2e,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,d041033ef410d0bf92f124356606f599,PCEO Ingeniería Civil y Ingeniería de la Energía y Recursos Minerales,13e2613d13c90dcfb2ec70294c714e8f,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,dcd7aba401c7dc4879a5c8628a85635a,Gestión del Turismo,85a4f7c23fab88f2f98eccf263c6decf,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,dcd7aba401c7dc4879a5c8628a85635a,Maestro en Educación Infantil,5ffe61cacb8cf7ccd5d7daf7721f6ca7,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,dcd7aba401c7dc4879a5c8628a85635a,Maestro en Educación Primaria,dc2f8fc44d0dc044d57c144bfc3e6bb8,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,dcd7aba401c7dc4879a5c8628a85635a,PCEO Gestión de Turismo y Gestión de Pequeñas y Medianas Empresas,f2cc1b56b84f35f69700f921fefd0c53,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,dcd7aba401c7dc4879a5c8628a85635a,PCEO Maestro en Educación Infantil y Maestro en Educación Primaria,724f161950ad55a4939e8a5481e85f9a,d6d85d89b4612501521435bd3f620a9a,03b7c4d6f22bd8efa1659d8e6a06d97e,2023-2024
51dcd00716a08519e65a732cb87c3b71,e63f0c07b952cdb2548981ddf60fa34e,Enfermería,0c9659971419e88db4c0ae01af6587c7,d6d85d89b4612501521435bd3f620a9a,afc4b5d3b7e78e8fb66cf859c95aaefe,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,Ingeniería Eléctrica,65014db29bf003c72fd77c8642423e1b,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,Ingeniería Electrónica Industrial y Automática,00094d1974700e275c0ffed461c7be52,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,Ingeniería Mecánica,92734f72eb1e427b54733e0a5f3fdae5,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,PCEO Ingeniería Eléctrica y Ingeniería Electrónica Industrial y Automática,afb8c9e6943577267acce3f76c4d4a2f,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,PCEO Ingeniería Eléctrica y Ingeniería Mecánica,1c2267798ce5f5ecb30f173520600009,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,b09cc60ffab6c1b501bd6be27c9fc593,PCEO Ingeniería Mecánica y Ingeniería Electrónica Industrial y Automática,1aa23874bdde3694d57a17792e946c2d,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,da5f17f56f91db0d2ceec1ae7ab979f5,Piloto de Aviación Comercial y Operaciones Aéreas,d993f667e4d29aaf3a143903a50d1987,d6d85d89b4612501521435bd3f620a9a,0957ac6a7296b4e6ef4d4e8d25691025,2023-2024
51dcd00716a08519e65a732cb87c3b71,85c7cf4d3a8616439a36a15f716bb6ff,Bellas Artes,316c8ec8abfc14372841a0aec8820dc9,d6d85d89b4612501521435bd3f620a9a,72ceb55b13672d5fdbac7ce07f1e85a8,2023-2024
51dcd00716a08519e65a732cb87c3b71,09975c2d372ec3198a55f6a065c3a205,Biología,071828997a550dc391fc7b19103a1b72,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd,2023-2024
51dcd00716a08519e65a732cb87c3b71,09975c2d372ec3198a55f6a065c3a205,Biotecnología,0f54cad0f2f45fabc7209e43c948a079,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd,2023-2024
51dcd00716a08519e65a732cb87c3b71,09975c2d372ec3198a55f6a065c3a205,PCEO Biotecnología y Farmacia,a36744ff54403c6f8d550a2459fe1a54,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd,2023-2024
51dcd00716a08519e65a732cb87c3b71,a1849df95c0c502b7375204caa728d77,Estadística,a2be5360c6084f3dc3f3b8c9bf5e152d,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd,2023-2024
51dcd00716a08519e65a732cb87c3b71,a1849df95c0c502b7375204caa728d77,Física,de982187f5cc388460a2143c1f02d729,d6d85d89b4612501521435bd3f620a9a,cca488c1d5d31aa9a4c4356b47f75ebd,2023-2024
