DegreeId,UniversityId,Faculty,FacultyId
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
d0178ef605b368a8221b083d48457016,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Ciencias Sociales y Humanas de Teruel,f10222880e3cae5489f1aba4e7798854
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
5475843b57df42303e375cb1bdae5710,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
51facf892da4bb8293669bf98712d398,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
172c445581b4dbe928e1709c0705ead8,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
a5da8eb28defc982d63b29d8bf63a7f9,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
9f44b2e8274d7aa32092d07741297b07,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
85541e76aa07c90e254b925b2797ef4e,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
f567d2d3963970cd23804dff560f4f24,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
7f94015d2cdfaf063df4977805df4cdc,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
02cf4df178ca1b504ce14692a6b8e40c,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
8475426166aee334f5358ed67d0156c1,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
94b459b9264d1b80181016e1166bdda3,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
c7120e0df965ce92812ce6c0dec150fa,24e63f7c3d8596b44655e9ad9bfdf5f5,Facultad de Filosofía y Letras,4171bb82be88bd263d52a440d72c5fc5
