curso_academico_cod,curso_academico,tipo_centro,centro_cod,centro_cod_mec,centro,ciclo_titulacion_cod,ciclo_titulacion,titulacion_cod,titulacion_cod_mec,titulacion,especialidad,convocatoria_cod,nota_corte,nota_corte_mujer,nota_corte_hombre
2024,2024/2025,Centros adscritos,0E92,30013281,Facultad de Turismo,M,Máster,286,4312096,Máster Universitario en Gestión Hotelera,No Aplica,T,5.6,5.6,7.28
2024,2024/2025,Centros adscritos,0E92,30013281,Facultad de Turismo,M,Máster,286,4312096,Máster Universitario en Gestión Hotelera,No Aplica,S,5.6,5.6,
2024,2024/2025,Centros adscritos,0E92,30013281,Facultad de Turismo,M,Máster,286,4312096,Máster Universitario en Gestión Hotelera,No Aplica,M,7.28,,7.28
2024,2024/2025,Centros adscritos,0E92,30013281,Facultad de Turismo,M,Máster,286,4312096,Máster Universitario en Gestión Hotelera,No Aplica,J,7.26,7.26,
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,234,4312068,Máster Universitario en Gestión de Recursos Pesqueros y Acuicultura,No Aplica,T,5.0,5.0,6.04
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,234,4312068,Máster Universitario en Gestión de Recursos Pesqueros y Acuicultura,No Aplica,J,6.04,,6.04
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,234,4312068,Máster Universitario en Gestión de Recursos Pesqueros y Acuicultura,No Aplica,S,5.0,5.0,6.59
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,338,4317435,Máster Universitario en Gestión de Riesgos en las Organizaciones,No Aplica,S,7.0,,7.0
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,338,4317435,Máster Universitario en Gestión de Riesgos en las Organizaciones,No Aplica,T,7.0,,7.0
2024,2024/2025,Centros propios,0E04,30008224,Facultad de Derecho,M,Máster,213,4310537,Máster Universitario en Género e Igualdad,No Aplica,J,7.02,7.02,
2024,2024/2025,Centros propios,0E04,30008224,Facultad de Derecho,M,Máster,213,4310537,Máster Universitario en Género e Igualdad,No Aplica,M,6.4,6.4,
2024,2024/2025,Centros propios,0E04,30008224,Facultad de Derecho,M,Máster,213,4310537,Máster Universitario en Género e Igualdad,No Aplica,T,6.4,6.4,
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,268,4312081,Máster Universitario en Hematología y Oncología Clínico-Experimental,No Aplica,J,5.0,5.0,6.56
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,268,4312081,Máster Universitario en Hematología y Oncología Clínico-Experimental,No Aplica,S,6.71,,6.71
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,268,4312081,Máster Universitario en Hematología y Oncología Clínico-Experimental,No Aplica,T,5.0,5.0,6.56
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,304,4313910,Máster Universitario en Historia y Patrimonio Histórico,No Aplica,J,7.25,8.83,7.25
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,304,4313910,Máster Universitario en Historia y Patrimonio Histórico,No Aplica,T,6.82,6.95,6.82
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,304,4313910,Máster Universitario en Historia y Patrimonio Histórico,No Aplica,S,6.82,7.26,6.82
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,304,4313910,Máster Universitario en Historia y Patrimonio Histórico,No Aplica,M,6.95,6.95,8.94
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,311,4314768,"Máster Universitario en Inclusión-Exclusión Social y Educativa: Políticas, Programas y Prácticas",No Aplica,T,7.17,7.17,7.52
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,311,4314768,"Máster Universitario en Inclusión-Exclusión Social y Educativa: Políticas, Programas y Prácticas",No Aplica,S,7.3,7.3,7.85
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,311,4314768,"Máster Universitario en Inclusión-Exclusión Social y Educativa: Políticas, Programas y Prácticas",No Aplica,J,7.17,7.17,7.52
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,337,4317424,Máster Universitario en Ingeniería Química,No Aplica,S,6.3,6.3,6.95
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,337,4317424,Máster Universitario en Ingeniería Química,No Aplica,J,7.65,7.79,7.65
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,337,4317424,Máster Universitario en Ingeniería Química,No Aplica,T,6.3,6.3,6.95
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,344,4318225,Máster Universitario en Ingeniería del Sofware / Master in Software Engineering,No Aplica,S,5.88,,5.88
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,344,4318225,Máster Universitario en Ingeniería del Sofware / Master in Software Engineering,No Aplica,J,6.94,7.15,6.94
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,344,4318225,Máster Universitario en Ingeniería del Sofware / Master in Software Engineering,No Aplica,T,5.88,7.15,5.88
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,348,3500006,Máster Universitario en Inteligencia Artificial / Master in Artificial Intelligence,No Aplica,J,6.49,6.71,6.49
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,348,3500006,Máster Universitario en Inteligencia Artificial / Master in Artificial Intelligence,No Aplica,S,6.21,6.21,6.48
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,348,3500006,Máster Universitario en Inteligencia Artificial / Master in Artificial Intelligence,No Aplica,T,6.21,6.21,6.48
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,339,4317518,Máster Universitario en Intervención Logopédica en la Deglución / Magister en Intervención Fonoaudiológica en la Deglución,No Aplica,J,7.56,7.56,8.29
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,339,4317518,Máster Universitario en Intervención Logopédica en la Deglución / Magister en Intervención Fonoaudiológica en la Deglución,No Aplica,T,7.56,7.56,8.29
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,251,4312059,Máster Universitario en Investigación Musical,No Aplica,T,5.0,7.49,5.0
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,251,4312059,Máster Universitario en Investigación Musical,No Aplica,S,5.0,7.99,5.0
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,251,4312059,Máster Universitario en Investigación Musical,No Aplica,J,6.98,7.49,6.98
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,250,4312098,Máster Universitario en Investigación e Innovación en Educación Infantil y Educación Primaria (Murcia),No Aplica,J,7.19,7.19,8.06
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,250,4312098,Máster Universitario en Investigación e Innovación en Educación Infantil y Educación Primaria (Murcia),No Aplica,T,7.19,7.19,7.63
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,250,4312098,Máster Universitario en Investigación e Innovación en Educación Infantil y Educación Primaria (Murcia),No Aplica,S,7.63,8.05,7.63
2024,2024/2025,Centros propios,0E40,30013876,Facultad de Ciencias del Deporte,M,Máster,292,4313090,Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte,No Aplica,M,6.52,8.13,6.52
2024,2024/2025,Centros propios,0E40,30013876,Facultad de Ciencias del Deporte,M,Máster,292,4313090,Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte,No Aplica,T,6.52,7.02,6.52
2024,2024/2025,Centros propios,0E40,30013876,Facultad de Ciencias del Deporte,M,Máster,292,4313090,Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte,No Aplica,J,6.64,7.02,6.64
2024,2024/2025,Centros propios,0E40,30013876,Facultad de Ciencias del Deporte,M,Máster,292,4313090,Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte,No Aplica,S,6.61,,6.61
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,330,4316947,Máster Universitario en Investigación en Ciencias de la Visión,No Aplica,T,6.99,6.99,7.63
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,330,4316947,Máster Universitario en Investigación en Ciencias de la Visión,No Aplica,S,6.99,6.99,7.63
2024,2024/2025,Centros propios,0E05,30009617,Facultad de Filosofía,M,Máster,321,4315278,Máster Universitario en Investigación en Filosofía,No Aplica,T,6.99,,6.99
2024,2024/2025,Centros propios,0E05,30009617,Facultad de Filosofía,M,Máster,321,4315278,Máster Universitario en Investigación en Filosofía,No Aplica,J,6.99,,6.99
2024,2024/2025,Centros propios,0E05,30009617,Facultad de Filosofía,M,Máster,321,4315278,Máster Universitario en Investigación en Filosofía,No Aplica,S,7.09,,7.09
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,258,4312060,Máster Universitario en Investigación y Gestión del Patrimonio Histórico-Artístico y Cultural,No Aplica,T,5.0,5.0,6.33
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,258,4312060,Máster Universitario en Investigación y Gestión del Patrimonio Histórico-Artístico y Cultural,No Aplica,S,6.33,6.72,6.33
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,258,4312060,Máster Universitario en Investigación y Gestión del Patrimonio Histórico-Artístico y Cultural,No Aplica,M,5.0,5.0,
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,258,4312060,Máster Universitario en Investigación y Gestión del Patrimonio Histórico-Artístico y Cultural,No Aplica,J,5.96,5.96,6.38
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,308,4314774,"Máster Universitario en Investigación, Evaluación y Calidad en Educación",No Aplica,J,7.46,7.72,7.46
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,308,4314774,"Máster Universitario en Investigación, Evaluación y Calidad en Educación",No Aplica,S,7.02,7.02,7.1
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,308,4314774,"Máster Universitario en Investigación, Evaluación y Calidad en Educación",No Aplica,T,7.02,7.02,7.1
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,297,4313337,Máster Universitario en Lingüística Teórica y Aplicada,No Aplica,T,6.46,6.46,7.04
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,297,4313337,Máster Universitario en Lingüística Teórica y Aplicada,No Aplica,S,6.46,6.46,7.04
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,297,4313337,Máster Universitario en Lingüística Teórica y Aplicada,No Aplica,J,7.22,7.22,9.29
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,297,4313337,Máster Universitario en Lingüística Teórica y Aplicada,No Aplica,M,7.67,7.67,
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,260,4312062,Máster Universitario en Literatura Comparada Europea,No Aplica,J,6.65,6.65,8.38
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,260,4312062,Máster Universitario en Literatura Comparada Europea,No Aplica,T,6.65,6.65,7.1
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,260,4312062,Máster Universitario en Literatura Comparada Europea,No Aplica,S,6.85,6.85,7.1
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,260,4312062,Máster Universitario en Literatura Comparada Europea,No Aplica,M,8.8,8.8,
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,325,4316537,Máster Universitario en Logística y Dirección de Operaciones,No Aplica,S,6.0,6.0,6.0
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,325,4316537,Máster Universitario en Logística y Dirección de Operaciones,No Aplica,M,6.44,,6.44
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,325,4316537,Máster Universitario en Logística y Dirección de Operaciones,No Aplica,J,6.38,9.0,6.38
2024,2024/2025,Centros adscritos,0E97,30014157,"Escuela de Negocios, Dirección y Administración ",M,Máster,325,4316537,Máster Universitario en Logística y Dirección de Operaciones,No Aplica,T,6.0,6.0,6.0
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,328,4316967,Máster Universitario en Marketing Digital y Analítico,No Aplica,S,6.73,6.79,6.73
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,328,4316967,Máster Universitario en Marketing Digital y Analítico,No Aplica,T,6.17,6.17,6.29
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,328,4316967,Máster Universitario en Marketing Digital y Analítico,No Aplica,M,6.61,6.95,6.61
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,328,4316967,Máster Universitario en Marketing Digital y Analítico,No Aplica,J,6.17,6.17,6.29
2024,2024/2025,Centros propios,0E28,30011958,Facultad de Matemáticas,M,Máster,315,4315318,Máster Universitario en Matemática Avanzada,No Aplica,T,6.46,6.83,6.46
2024,2024/2025,Centros propios,0E28,30011958,Facultad de Matemáticas,M,Máster,315,4315318,Máster Universitario en Matemática Avanzada,No Aplica,J,6.83,6.83,8.22
2024,2024/2025,Centros propios,0E28,30011958,Facultad de Matemáticas,M,Máster,315,4315318,Máster Universitario en Matemática Avanzada,No Aplica,S,6.46,,6.46
2024,2024/2025,Centros propios,0E43,30011727,Facultad de Trabajo Social,M,Máster,232,4312435,Máster Universitario en Mediación,No Aplica,J,6.44,6.44,
2024,2024/2025,Centros propios,0E43,30011727,Facultad de Trabajo Social,M,Máster,232,4312435,Máster Universitario en Mediación,No Aplica,M,7.12,7.12,
2024,2024/2025,Centros propios,0E43,30011727,Facultad de Trabajo Social,M,Máster,232,4312435,Máster Universitario en Mediación,No Aplica,T,6.28,6.28,8.1
2024,2024/2025,Centros propios,0E43,30011727,Facultad de Trabajo Social,M,Máster,232,4312435,Máster Universitario en Mediación,No Aplica,S,6.28,6.28,8.1
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,301,4314146,Máster Universitario en Medicina de Pequeños Animales,No Aplica,M,5.9,6.21,5.9
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,301,4314146,Máster Universitario en Medicina de Pequeños Animales,No Aplica,T,5.9,6.21,5.9
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,301,4314146,Máster Universitario en Medicina de Pequeños Animales,No Aplica,J,7.51,7.51,
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,254,4312100,Máster Universitario en Nuevas Tecnologías en Informática,No Aplica,J,7.49,,7.49
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,254,4312100,Máster Universitario en Nuevas Tecnologías en Informática,No Aplica,T,6.72,9.33,6.72
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,254,4312100,Máster Universitario en Nuevas Tecnologías en Informática,No Aplica,S,6.72,9.33,6.72
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,279,4312083,"Máster Universitario en Nutrición, Tecnología y Seguridad Alimentaria",No Aplica,J,5.74,5.74,7.56
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,279,4312083,"Máster Universitario en Nutrición, Tecnología y Seguridad Alimentaria",No Aplica,M,5.0,6.37,5.0
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,279,4312083,"Máster Universitario en Nutrición, Tecnología y Seguridad Alimentaria",No Aplica,S,6.69,6.69,
2024,2024/2025,Centros propios,0E08,30011405,Facultad de Veterinaria,M,Máster,279,4312083,"Máster Universitario en Nutrición, Tecnología y Seguridad Alimentaria",No Aplica,T,5.0,5.74,5.0
2024,2024/2025,Centros propios,0E45,30013888,Facultad de Óptica y Optometría,M,Máster,333,4316979,Máster Universitario en Optometría Aplicada,No Aplica,M,6.46,6.46,6.94
2024,2024/2025,Centros propios,0E45,30013888,Facultad de Óptica y Optometría,M,Máster,333,4316979,Máster Universitario en Optometría Aplicada,No Aplica,J,7.44,7.44,7.72
2024,2024/2025,Centros propios,0E45,30013888,Facultad de Óptica y Optometría,M,Máster,333,4316979,Máster Universitario en Optometría Aplicada,No Aplica,T,6.46,6.46,6.94
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,295,4313161,Máster Universitario en Orientación e Intermediación Laboral,No Aplica,S,7.06,7.06,7.17
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,295,4313161,Máster Universitario en Orientación e Intermediación Laboral,No Aplica,T,6.44,6.92,6.44
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,295,4313161,Máster Universitario en Orientación e Intermediación Laboral,No Aplica,J,7.17,7.17,
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,295,4313161,Máster Universitario en Orientación e Intermediación Laboral,No Aplica,M,6.44,6.92,6.44
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,302,4314027,"Máster Universitario en Orientación, Asesoramiento y Mediación Familiar",No Aplica,T,7.63,7.63,7.72
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,302,4314027,"Máster Universitario en Orientación, Asesoramiento y Mediación Familiar",No Aplica,J,7.63,7.63,7.72
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,324,4316585,Máster Universitario en Prevención de Riesgos Laborales,No Aplica,J,6.34,6.34,7.05
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,324,4316585,Máster Universitario en Prevención de Riesgos Laborales,No Aplica,T,6.17,6.34,6.17
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,324,4316585,Máster Universitario en Prevención de Riesgos Laborales,No Aplica,S,6.17,6.52,6.17
2024,2024/2025,Centros propios,0E38,30011387,Facultad de Ciencias del Trabajo,M,Máster,324,4316585,Máster Universitario en Prevención de Riesgos Laborales,No Aplica,M,6.66,7.28,6.66
2024,2024/2025,Centros propios,0E36,30013591,Facultad de Bellas Artes,M,Máster,233,4312063,Máster Universitario en Producción y Gestión Artística,No Aplica,J,6.56,7.12,6.56
2024,2024/2025,Centros propios,0E36,30013591,Facultad de Bellas Artes,M,Máster,233,4312063,Máster Universitario en Producción y Gestión Artística,No Aplica,M,6.76,6.76,6.85
2024,2024/2025,Centros propios,0E36,30013591,Facultad de Bellas Artes,M,Máster,233,4312063,Máster Universitario en Producción y Gestión Artística,No Aplica,S,7.13,7.13,7.28
2024,2024/2025,Centros propios,0E36,30013591,Facultad de Bellas Artes,M,Máster,233,4312063,Máster Universitario en Producción y Gestión Artística,No Aplica,T,6.56,6.76,6.56
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,310,4314694,Máster Universitario en Psicología General Sanitaria,No Aplica,J,6.65,6.71,6.65
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,310,4314694,Máster Universitario en Psicología General Sanitaria,No Aplica,T,6.65,6.71,6.65
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,334,4317041,Máster Universitario en Psicología Jurídica y Forense,No Aplica,T,6.4,6.4,6.65
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,334,4317041,Máster Universitario en Psicología Jurídica y Forense,No Aplica,S,6.88,,6.88
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,334,4317041,Máster Universitario en Psicología Jurídica y Forense,No Aplica,J,6.4,6.4,6.65
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,274,4312545,Máster Universitario en Psicología de la Educación,No Aplica,J,5.0,5.0,8.03
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,274,4312545,Máster Universitario en Psicología de la Educación,No Aplica,S,6.71,6.71,
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,274,4312545,Máster Universitario en Psicología de la Educación,No Aplica,T,5.0,5.0,8.03
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,273,4312546,Máster Universitario en Psicología de la Intervención Social,No Aplica,T,6.2,6.49,6.2
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,273,4312546,Máster Universitario en Psicología de la Intervención Social,No Aplica,S,6.2,6.49,6.2
2024,2024/2025,Centros propios,0E27,30011831,Facultad de Psicología,M,Máster,273,4312546,Máster Universitario en Psicología de la Intervención Social,No Aplica,J,6.57,6.57,7.05
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,276,4312072,Máster Universitario en Química Fina y Molecular,No Aplica,J,6.49,7.07,6.49
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,276,4312072,Máster Universitario en Química Fina y Molecular,No Aplica,T,6.12,6.12,6.49
2024,2024/2025,Centros propios,0E03,30010218,Facultad de Química,M,Máster,276,4312072,Máster Universitario en Química Fina y Molecular,No Aplica,S,6.12,6.12,6.76
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,271,4312087,Máster Universitario en Salud Pública,No Aplica,J,6.41,6.41,6.75
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,271,4312087,Máster Universitario en Salud Pública,No Aplica,M,5.0,5.0,
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,271,4312087,Máster Universitario en Salud Pública,No Aplica,S,7.04,7.04,
2024,2024/2025,Centros propios,0E07,30008248,Facultad de Medicina,M,Máster,271,4312087,Máster Universitario en Salud Pública,No Aplica,T,5.0,5.0,6.75
2024,2024/2025,Centros propios,0E44,30011821,Facultad de Enfermería,M,Máster,212,4310538,"Máster Universitario en Salud, Mujer y Cuidados",No Aplica,J,6.38,6.38,6.87
2024,2024/2025,Centros propios,0E44,30011821,Facultad de Enfermería,M,Máster,212,4310538,"Máster Universitario en Salud, Mujer y Cuidados",No Aplica,S,6.2,6.2,7.93
2024,2024/2025,Centros propios,0E44,30011821,Facultad de Enfermería,M,Máster,212,4310538,"Máster Universitario en Salud, Mujer y Cuidados",No Aplica,M,6.67,6.67,
2024,2024/2025,Centros propios,0E44,30011821,Facultad de Enfermería,M,Máster,212,4310538,"Máster Universitario en Salud, Mujer y Cuidados",No Aplica,T,6.2,6.2,6.87
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,345,4318207,Máster Universitario en Sociedad Digital: Investigación y Análisis de las Transformaciones Sociales,No Aplica,S,6.21,6.21,
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,345,4318207,Máster Universitario en Sociedad Digital: Investigación y Análisis de las Transformaciones Sociales,No Aplica,M,6.3,,6.3
2024,2024/2025,Centros propios,0E37,30013645,Facultad de Economía y Empresa,M,Máster,345,4318207,Máster Universitario en Sociedad Digital: Investigación y Análisis de las Transformaciones Sociales,No Aplica,T,6.21,6.21,6.3
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,290,4313436,Máster Universitario en Tecnología Educativa: E-Learning y Gestión del Conocimiento,No Aplica,T,6.7,6.7,7.8
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,290,4313436,Máster Universitario en Tecnología Educativa: E-Learning y Gestión del Conocimiento,No Aplica,J,6.7,6.7,7.8
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,317,4315427,Máster Universitario en Tecnologías de Análisis de Datos Masivos: Big Data,No Aplica,J,6.48,7.26,6.48
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,317,4315427,Máster Universitario en Tecnologías de Análisis de Datos Masivos: Big Data,No Aplica,S,6.13,7.3,6.13
2024,2024/2025,Centros propios,0E22,30011715,Facultad de Informática,M,Máster,317,4315427,Máster Universitario en Tecnologías de Análisis de Datos Masivos: Big Data,No Aplica,T,6.13,7.26,6.13
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,282,4312064,Máster Universitario en Teología,No Aplica,S,5.95,7.46,5.95
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,282,4312064,Máster Universitario en Teología,No Aplica,M,6.7,7.71,6.7
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,282,4312064,Máster Universitario en Teología,No Aplica,J,6.5,6.5,8.46
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,282,4312064,Máster Universitario en Teología,No Aplica,T,5.95,6.5,5.95
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,261,4312065,Máster Universitario en Traducción Editorial,No Aplica,M,6.53,6.53,
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,261,4312065,Máster Universitario en Traducción Editorial,No Aplica,S,6.62,6.62,7.17
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,261,4312065,Máster Universitario en Traducción Editorial,No Aplica,T,6.19,6.19,6.57
2024,2024/2025,Centros propios,0E06,30008236,Facultad de Letras,M,Máster,261,4312065,Máster Universitario en Traducción Editorial,No Aplica,J,6.19,6.19,6.57
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,318,4315305,"Máster Universitario en Áreas Protegidas, Recursos Naturales y Biodiversidad",No Aplica,S,5.0,6.69,5.0
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,318,4315305,"Máster Universitario en Áreas Protegidas, Recursos Naturales y Biodiversidad",No Aplica,T,5.0,6.39,5.0
2024,2024/2025,Centros propios,0E01,30010221,Facultad de Biología,M,Máster,318,4315305,"Máster Universitario en Áreas Protegidas, Recursos Naturales y Biodiversidad",No Aplica,J,5.75,6.39,5.75
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,336,7500139,"Programación Conjunta de Estudios Oficiales de Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional, Enseñanzas de Idiomas y Enseñanzas Artísticas (Especialidad Educación Física) y Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte",No Aplica,J,6.22,7.19,6.22
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,336,7500139,"Programación Conjunta de Estudios Oficiales de Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional, Enseñanzas de Idiomas y Enseñanzas Artísticas (Especialidad Educación Física) y Máster Universitario en Investigación en Ciencias de la Actividad Física y del Deporte",No Aplica,T,6.22,7.19,6.22
2024,2024/2025,Centros propios,0E30,30011961,Facultad de Educación,M,Máster,326,7500124,"Programación Conjunta de Estudios Oficiales de Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional, Enseñanzas de Idiomas y Enseñanzas Artísticas (Especialidad Matemáticas) y Máster Universitario en Matemática Avanzada",No Aplica,T,6.71,6.87,6.71
