Address,DockBikes,FreeBases,Name,number,TotalBases,POINT_X,POINT_Y
serrano galvache,17,7,Serrano Galvache - Yerma,489,24,-3.671445,40.476753
calle hermanos garcía nobleza,8,16,Hnos.García Noblejas-FcoLargo Caballero,490,24,-3.628881,40.424275
"calle ricardo ortiz,6,18,""Ricardo Ortiz, 33"",488,24,-3.657964,40.42657"
calle bacares,10,14,Metro Manoteras,525,24,-3.66269,40.476755
calle de san roman del valle,8,16,Biblioteca Pública Municipal San Blas,504,24,-3.623467,40.423099
calle zaldivar,21,3,Zaldívar - Valdecanillas,503,24,-3.626504,40.43209
calle arroyo bueno,4,23,Junta Municipal Distrito de Villaverde,404,27,-3.710985,40.349111
"calle mercedes arteaga,12,12,""Mercedes Arteaga, 21"",353,24,-3.722218,40.392516"
calle de la vía,11,13,Intercambiador de Plaza Elíptica,355,24,-3.718234,40.385464
calle francisco tejada,13,11,Metro Alto de Extremadura,326,24,-3.739616,40.40938
"calle el greco,4,20,""El Greco, 27 - C. Cultural El Greco"",327,24,-3.747262,40.407412"
calle del arroyo belincoso,8,16,Metro Vinateros,458,24,-3.652566,40.409911
avenida moratalaz,10,14,Moratalaz,459,24,-3.660003,40.407506
corregidor licenciado antonio de mena,11,13,Plaza Corregidor Ldo. Antonio de Mena,461,24,-3.6408,40.4099
calle portalegre,22,2,Portalegre - Tinamús,356,24,-3.723648,40.389377
avenida monforte de lemos,14,10,Junta Mpal. Dtto. Fuencarral - El Pardo,572,24,-3.709973,40.478104
calle melchor fernandez almagro,8,16,Melchor Fernández Almagro - Villa Marín,573,24,-3.699626,40.477728
ginzo de limia,10,14,Metro Barrio del Pilar,575,24,-3.703526,40.47817
calle chantada,8,16,Chantada,574,24,-3.710678,40.472695
paseo de federico garcía lorca,15,3,Metro Villa de Vallecas,440,18,-3.621447,40.379503
calle seis,2,22,Seis - Sexta,507,24,-3.596503,40.44845
calle rosario pino,5,19,Rosario Pino - Joan Maragall,299,24,-3.691932,40.46205
calle capitan blanco argibay,1,23,Capitan Blanco Argibay - Alfalfa,300,24,-3.703188,40.466743
calle muller,1,23,Muller - Capitan Blanco Argibay,301,24,-3.698376,40.465182
"gran avenida,16,8,""Gran Avenida, 27"",396,24,-3.707606,40.369977"
"calle periana,0,24,""Periana, 24"",394,24,-3.687658,40.366723"
calle moreja,21,3,Centro Deportivo Municipal Orcasur,397,24,-3.69838,40.368093
calle bohemios,10,14,Bohemios - Gigantes y Cabezudos,399,24,-3.693901,40.356536
calle torremolinos,9,15,Torremolinos - Rafael Alberti,430,24,-3.64179,40.385009
"calle ariel,10,14,""Ariel, 7 - Parque Enrique Tierno Galván"",269,24,-3.679702,40.393024"
calle esteban collantes,16,8,Esteban Collantes - José Arcones Gil,491,24,-3.637663,40.432883
calle velacho alto,6,18,Velacho Alto - Trinquete,527,24,-3.659269,40.472503
plaza del liceo,6,18,Plaza del Liceo,526,24,-3.644419,40.457544
"calle estación de canfrac,13,11,""Puerto Canfranc, 18"",431,24,-3.6634,40.3969"
calle carlos martín álvarez,9,14,Carlos M. Alvarez - Javier de Miguel,429,23,-3.6635,40.3895
calle del sorbe,9,15,Sorbe - Baleares,357,24,-3.713209,40.38987
calle teresa lópez valcarcel,9,15,Teresa L. Valcárcel - Tte. Cnel. Noreña,270,24,-3.693288,40.388629
calle arturo soria,10,13,Arturo Soria - San Luis,493,23,-3.668417,40.476367
"calle villalobos,14,10,""Villalobos, 28"",433,24,-3.65076,40.381617"
calle alan turing,17,6,Campus Sur UPM,436,23,-3.627137,40.390167
calle charleroi,10,14,Charleroi - Cocherón de la Villa,434,24,-3.632194,40.381917
calle albarracin,23,1,Albarracín - Julián Camarillo,506,24,-3.632516,40.433973
"calle castillo de ucles,16,8,""Castillo de Uclés, 37"",505,24,-3.623066,40.431525"
calle san claudio,11,13,San Claudio,435,24,-3.63954,40.389029
paseo de la dirección,1,23,Ps. Dirección B - Pque A. Rguez Sahagún,302,24,-3.703955,40.470245
"calle casalarreina,11,13,""Casalarreina, 18"",463,24,-3.612319,40.409391"
avenida de daroca,13,11,Univ. Rey Juan Carlos - Campus Madrid,464,24,-3.612834,40.40634
paseo de los gigantes y cabezudos,13,11,Metro Ciudad de los Ángeles,400,24,-3.693997,40.360647
calle san restituto,9,15,Metro Valdezarza,307,24,-3.71693,40.46588
paseo de la dirección,14,10,Ps. Dirección A - Pque A. Rguez Sahagún,303,24,-3.708085,40.467789
"avenida el ferrol,4,20,""El Ferrol, 18"",576,24,-3.705105,40.474313"
calle aurora boreal,12,12,Monforte de Lemos - Plaza de Mondariz,577,24,-3.705669,40.479
calle ofelia nieto,0,24,Ofelia Nieto - Villaamil,309,24,-3.708734,40.462051
calle maría auxiliadora,2,22,María Auxiliadora - Francos Rodríguez,308,24,-3.713461,40.457729
avenida de guadalajara,12,12,Metro Avenida de Guadalajara,510,24,-3.613462,40.42219
calle aquitania,3,24,Aquitania 31,511,27,-3.617267,40.419123
calle de los aparejadores,9,15,Semilla - Aparejadores,512,24,-3.61537,40.426679
avenida de niza,10,17,Centro Deportivo Mpal. Pepu Hernández,513,27,-3.606454,40.427121
calle maria sevilla diago,3,21,María Sevilla Diago,514,24,-3.610951,40.43283
"avenida de hellin,9,15,""Avenida de Hellin, 13"",515,24,-3.6158,40.430917"
calle de el toboso,11,12,El Toboso - Zaida,359,23,-3.73634,40.39299
avenida nuestra señora de fatima,7,16,Ntra. Sra. Fátima - Ntra. Sra. de Luz,360,23,-3.747088,40.384015
avenida de abrantes,16,7,Metro Pan Bendito,361,23,-3.732667,40.377347
avenida santa eugenia,14,10,Estación de tren de Santa Eugenia,441,24,-3.609482,40.386008
avenida de santa eugenia con calle sauzal,10,17,Santa Eugenia - Zazuar,442,27,-3.60463,40.383059
"calle fuentespina,10,14,""Fuentespina, 33"",443,24,-3.607248,40.379415"
"calle hilario herránz establos,18,9,""Hilario Herranz Establos, 36"",362,27,-3.726638,40.372839"
calle rioja,8,16,Metro Alameda de Osuna,557,24,-3.588151,40.457467
calle francisco suárez,8,15,Francisco Suárez - Paseo de La Habana,290,23,-3.679944,40.464378
"calle lópez de hoyos,12,11,""Lopez de Hoyos , 478"",529,23,-3.649843,40.47175"
calle de los emigrantes,21,6,Metro Mar de Cristal,530,27,-3.637883,40.468575
calle de santa virgilia,0,23,Metro Parque de Santa María,531,23,-3.645074,40.476878
"avenida de san luis,3,20,""San Luis, 23"",533,23,-3.655115,40.471487"
calle serrano,13,6,Plaza de Colón A,106A,19,-3.687807,40.424924
calle de la isla graciosa,8,16,Isla Graciosa - Isla de Java,582,24,-3.686266,40.492622
calle de angel mugica,19,5,Ángel Múgica - Marcos de Orueta,583,24,-3.68529,40.484683
avenida monasterio de silos,1,23,Metro Montecarmelo,584,24,-3.696033,40.50501
calle molins de rey,3,21,Metro Fuencarral,585,24,-3.693748,40.495466
calle caldas de estrach,2,21,Caldas Estrach - San Cugat del Vallés,586,23,-3.697472,40.496392
"calle mesena,5,19,""Mesena, 102"",534,24,-3.663406,40.467724"
calle de las delicias,7,12,Delicias - General Lacy,273,19,-3.690918,40.403819
calle costa brava,26,1,Metro Paco de Lucía,587,27,-3.708657,40.498924
av. del campo de calatrava,2,25,Campo Calatrava - Rda Ingenioso Hidalgo,588,27,-3.691123,40.500522
avenida monasterio de silos,24,0,Monast. Silos - Monast. Montesclaros,589,24,-3.702903,40.503405
calle ramón power,1,26,Metro Canillas,535,27,-3.634999,40.463575
"calle de cebreros,3,20,""Cebreros, 97"",328,23,-3.752192,40.403238"
calle alhambra,12,11,Metro Laguna,329,23,-3.744452,40.398816
calle duquesa de parcent,11,12,Duquesa de Parcent - Marcelino Castillo,330,23,-3.744728,40.395002
calle valmojado,11,13,Valmojado,331,24,-3.757572,40.396496
"calle de los yébenes,0,23,""Los Yébenes, 159"",332,23,-3.751817,40.393028"
avenida de oporto,20,3,Metro Oporto,363,23,-3.729873,40.387451
avenida de oporto,13,10,Metro Opañel,364,23,-3.723781,40.385507
calle de boj,8,15,Boj,536,23,-3.618082,40.45602
avenida de machupichu,16,11,Plaza López de la Plata,537,27,-3.625794,40.458415
"calle de haendel,17,10,""Haendel, 8"",538,27,-3.625321,40.462751"
calle illescas,0,23,Illescas - Camarena,333,23,-3.756232,40.392175
avenida plaza de toros,15,8,Palacio Vistalegre Arena,365,23,-3.737259,40.385372
paseo de marcelino camacho,23,0,Metro Carabanchel,366,23,-3.744521,40.387737
avenida alfonso xiii,16,7,Plaza José María Soler,291,23,-3.667903,40.458665
calle pradillo,7,16,Centro Deportivo Municipal Pradillo,292,23,-3.671794,40.449041
arturo soria,7,16,Metro Pinar de Chamartín,494,23,-3.666529,40.480694
calle juan ignacio luca de tena,21,6,Juan Ignacio Luca Tena - Quinta Molinos,516,27,-3.631103,40.447968
calle eugenia de montijo,14,1,Eugenia de Montijo,368,15,-3.747061,40.379102
plaza de la parroquia,4,19,Junta Municipal Distrito de Carabanchel,369,23,-3.741583,40.380245
calle de avefria,1,22,Avefría - Plaza de Tarifa,370,23,-3.730802,40.383869
calle maria de maeztu,1,26,Metro Arroyofresno,590,27,-3.727572,40.49093
calle de san mariano,27,0,San Mariano - Circe,517,27,-3.611905,40.441753
calle tampico,8,15,Tampico - Plaza Barbados,518,23,-3.635345,40.444569
"calle joaquin turina,14,13,""Joaquin Turina, 49"",371,27,-3.76182,40.372458"
"calle lonja de la seda,12,11,""Lonja de la Seda, 33"",372,23,-3.761583,40.366122"
calle salvador allende,11,12,Metro La Peseta,373,23,-3.75787,40.362778
calle del dinero,6,21,Dinero - La Peseta,374,27,-3.750147,40.362571
"calle calderilla,19,8,""Calderilla, 4"",375,27,-3.73866,40.36515"
av.ventisquero de la condesa,15,4,Metro Mirasierra,591,19,-3.716229,40.491082
calle de gloria fuertes,8,19,Estación de tren de Pitis,592,27,-3.724953,40.495697
calle del pinzón,7,17,Metro Carpetana,376,24,-3.740544,40.392292
avenida de abrantes,15,8,Metro Abrantes,377,23,-3.727836,40.380918
calle mota del cuervo,13,11,Mota del Cuervo,539,24,-3.631357,40.464876
calle seseña,10,14,Metro Campamento,334,24,-3.768156,40.394973
"plaza patricio,18,6,""Cardaño, 10"",335,24,-3.770575,40.396598"
"calle troya,16,8,""Troya, 11"",519,24,-3.611915,40.436996"
"calle eugenia de montijo,11,13,""Eugenia de Montijo, 83"",378,24,-3.750973,40.375623"
calle antonia rodriguez sacristan,20,4,Antonia Rodríguez Sacristán - Valeriana,379,24,-3.747657,40.373138
calle caleruega,13,11,Caleruega,495,24,-3.670588,40.478746
calle islas cies,15,9,Metro Avenida de la Ilustración,593,24,-3.718691,40.480274
"calle pedro rico,5,19,""Calle Pedro Rico, 49"",594,24,-3.703918,40.48194"
avenida de betanzos,17,7,Betanzos - Fermín Caballero,595,24,-3.713221,40.481788
calle ramon gomez de la serna,7,17,Metro Lacoma,596,24,-3.723826,40.484328
calle dulce chacón,18,6,Estación de tren Fuente de la Mora,540,24,-3.663648,40.48456
"calle oliva de plasencia,4,20,""Calle Oliva de Plasencia, 1"",336,24,-3.779152,40.378501"
calle valmojado,10,8,Metro Aluche,337,18,-3.760489,40.386141
calle guareña,10,8,Guareña - Luis Chamizo,338,18,-3.765339,40.386362
avenida de las aguilas,19,5,Estación de tren Las Águilas,339,24,-3.78062,40.381326
"calle de la foresta,8,15,""Foresta, 8"",597,23,-3.667777,40.498533"
calle la cabrera,13,14,Instalación Deportiva La Cabrera,599,27,-3.719204,40.472233
calle fuente de lima,10,13,Metro Aviación Española,343,23,-3.783393,40.38359
"calle ocaña,8,15,""Ocaña, 103"",344,23,-3.75292,40.385863"
"paseo de juan xxiii,26,1,""Juan XXIII, 24"",313,27,-3.716936,40.448084"
avenida valladolid,26,1,Av. Valladolid - Parque de la Bombilla,314,27,-3.73068,40.42966
calle de caroli,8,15,Caroli,315,23,-3.784627,40.45862
calle antonio machado,5,14,C. Deportivo Mpal. Ciudad De Los Poetas,316,19,-3.719954,40.464397
"calle antonio machado,1,26,""Antonio Machado, 30"",317,27,-3.719217,40.46827"
calle fuente del tiro,8,16,Fuente del Tiro - Avd. de las Águilas,345,24,-3.7798,40.383088
calle del pico chilegua,14,10,Metro Congosto,449,24,-3.618691,40.372867
"calle camino de las hormigueras,13,11,""Camino de las Hormigueras, 161"",450,24,-3.637076,40.376255"
calle clara del rey,16,8,Edificio Torres Blancas,294,24,-3.672339,40.440944
avenida del camino de santiago,8,15,Metro Las Tablas,604,23,-3.669552,40.509104
calle josé de cadalso,8,19,José de Cadalso - Rafael Finat,348,27,-3.770248,40.379591
calle enrique garcia alvarez,15,12,Biblioteca Pública Luis Martín Santos,438,27,-3.614061,40.380448
"calle granja de san idelfonso,15,12,""La Granja de San Ildefonso, 14"",451,27,-3.622831,40.368134"
"avenida de las suertes,3,20,""Las Suertes, 15"",452,23,-3.607854,40.371361"
avenida del ensanche de vallecas,14,13,Metro La Gavia,453,27,-3.61253,40.37044
calle gran via del sureste,9,18,Gran Vía del Sureste - Las Suertes,454,27,-3.589704,40.36316
paseo de la chopera,7,16,Paseo de la Chopera - Fernando Poo,267,23,-3.7004,40.395
calle rafaela ybarra,19,4,Junta Municipal Distrito de Usera,391,23,-3.711296,40.381703
c/ ginzo de limia,3,20,Metro Herrera Oria,580,23,-3.706904,40.48337
paseo de la castellana,19,4,Castellana - Hermanos Pinzón,150,23,-3.6908,40.4491
paseo de la castellana,16,7,Plaza de Cuzco,157,23,-3.689415,40.459137
"calle guetaria,20,4,""Guetaria, 84B"",395,23,-3.715691,40.369168"
calle eduardo mazón,15,8,Eduardo Mazón - Guadalajara,548,23,-3.615416,40.452148
calle santa rita,1,22,Santa Rita - Clara del Rey,293,23,-3.668288,40.445793
av/ de niza,8,15,Niza - Plaza de Grecia,520,23,-3.608116,40.434281
amposta s/n,15,8,Amposta - Arcos de Jalón,509,23,-3.61865,40.42219
callebahía de cádiz,10,13,Biblioteca Pública Mpal. Gloria Fuertes,558,23,-3.593712,40.461137
calle cristo del gran poder,22,1,Plaza Nuestra Señora de Loreto,561,23,-3.585751,40.472048
calle tomillar,9,18,Tomillar - Tintín y Milú,562,27,-3.584415,40.463099
calle playa de zarauz,18,5,Playa de Zarauz - Playa de la Caleta,560,23,-3.590685,40.47314
avenida del partenón,13,14,IFEMA A,568,27,-3.617834,40.46328
"paseo alberto palacios,12,11,""Paseo Alberto Palacios, 42"",405,23,-3.712904,40.344926"
calle eduardo maristany,18,9,Estación de tren de Villaverde Bajo,401,27,-3.683127,40.353285
calle cifuentes,17,6,La Nave de Madrid,406,23,-3.696082,40.3486
"calle auñón,5,18,""Auñón, 16"",403,23,-3.677524,40.350494"
paseo de los melancólicos,18,5,Ps de los Melancólicos - San Epifanio,280,23,-3.718569,40.401782
calle albox,10,13,Metro San Francisco,367,23,-3.73984,40.373972
paseo de los jesuitas,11,12,Ps. Jesuitas - Pza. Cerro Bermejo,325,23,-3.730554,40.410692
calle sierra de atapuerca,3,20,Sierra de Atapuerca - Viloria de Rioja,578,23,-3.670425,40.50293
calle puerto de porzuna,21,2,C. Deportivo Mpal. Miguel Guillén Prim,446,23,-3.62363,40.373826
"parque eugenia de montijo,15,9,""Eugenia de Montijo, 2"",382,24,-3.754582,40.37835"
calle transversal sexta,9,15,Est. de tren de S. Cristóbal Industrial,410,24,-3.699266,40.332546
calle valdesangil,12,12,Valdesangil,319,24,-3.716673,40.468422
calle maría tubau,20,4,Maria Tubau - Isabel Colbrand,579,24,-3.671704,40.513992
calle del monasterio de sobrado,9,15,Monasterio Sobrado - Monasterio Silos,602,24,-3.692837,40.509323
calle ubeda esquina plaza virgen de la capilla,1,23,Centro Deportivo Municipal La Masó,600,24,-3.714957,40.482551
avenida de logroño,18,6,Avenida de Logroño,566,24,-3.581503,40.470347
calle playa de riazor,13,11,Metro Barajas,565,24,-3.583887,40.475636
,6,18,Univ. Rey Juan Carlos - Facultad CJS,467,24,-3.608489,40.406236
,14,10,C. Deportivo Mpal Faustina Valladolid,469,24,-3.62299,40.40343
avenida real,8,10,Avenida Real - Galeote,470,18,-3.606367,40.402152
calle molino viejo,0,18,Molino Viejo - Minerva,471,18,-3.60666,40.396301
calle amaltea,16,8,Amaltea-Meneses,271,24,-3.68317,40.394706
calle villablanca,15,8,Villablanca - Vereda del Pinar,466,23,-3.607833,40.408947
"paseo juan antonio vallejo-nájera botas,8,15,""Juan Antonio Vallejo-Nájera Botas, 25"",275,23,-3.708212,40.402054"
avenida de la aurora boreal,4,19,Aurora Boreal - Minerva,475,23,-3.603668,40.399236
calle méndez álvaro,19,4,Estación Sur Méndez Álvaro A,274,23,-3.681343,40.396758
calle nuria,15,9,Nuria - Peña Sirio,605,24,-3.704883,40.491644
avenida arcentales,8,16,Metro Estadio Metropolitano,522,24,-3.600975,40.433333
calle ginebra,10,14,Metro Las Rosas,521,24,-3.604818,40.423893
intercambiador de canillejas,16,8,Metro Canillejas,508,24,-3.609553,40.449095
avenida ciudad de barcelona,5,18,Estación de Atocha A,80A,23,-3.690538,40.407573
avenida ciudad de barcelona,20,7,Estación de Atocha B,80B,27,-3.690475,40.407521
calle adolfo bioy casares,19,8,Adolfo Bioy Casares - Las Suertes,447,27,-3.598193,40.36685
calle san jenaro,13,11,Estación de tren de Puente de Alcocer,412,24,-3.704308,40.350029
calle diamante,7,17,Diamante - Delmira Agustini,415,24,-3.687753,40.353261
calle doctor martín arévalo,14,10,Doctor Martín Arévalo,413,24,-3.707413,40.345928
"calle zapatoca,15,8,""Zapatoca, 8"",545,23,-3.633358,40.472852"
plaza mayor de barajas,10,14,Plaza Mayor de Barajas,567,24,-3.577654,40.473325
calle soto hidalgo,26,1,Soto Hidalgo,563,27,-3.582075,40.460647
paseo de reina cristina,17,6,Reina Cristina - Julián Gayarre,281,23,-3.683186,40.406725
ronda de la comunicación,7,16,Metro Ronda de la Comunicación,609,23,-3.662689,40.51572
calle de moncada,10,13,Metro San Cristóbal,408,23,-3.692444,40.341725
"calle eduardo barreiros,9,14,""Eduardo Barreiros, 114"",409,23,-3.704644,40.35535"
calle fermín caballero,8,15,Fermín Caballero - Sangenjo,606,23,-3.698485,40.487363
calle huerta de catañeda,8,16,Huerta de Castañeda 26,349,24,-3.742019,40.406221
calle gregorio sánchez herráez,7,16,Gregorio Sánchez Herráez 14,544,23,-3.63657,40.477248
calle oña s/n,12,11,Oña,551,23,-3.665856,40.489187
calle ana de austria,5,22,Ana de Austria - Ignacio Aldecoa,552,27,-3.65315,40.499439
avenida fuerzas armadas,10,14,Estación de tren de Valdebebas,542,24,-3.615718,40.481996
paseo de la puerta del ángel,8,11,Metro Lago,320,19,-3.734525,40.416779
calle estella,19,4,Estella - Camino de Santiago,608,23,-3.674357,40.49682
paseo de los pontones,2,21,Paseo los Pontones - Ps. Melancólicos,278,23,-3.7196,40.404043
calle luis de salazar,1,22,Luis de Salazar - Padre Claret,289,23,-3.664926,40.447417
calle rafaela aparicio,12,15,Rafaela Aparicio - Maruja Mallo,547,27,-3.631218,40.47924
"calle de berrocal,2,25,""Berrocal, 9"",402,27,-3.67615,40.344115"
calle tomás redondo,11,12,Tomas Redondo,543,23,-3.629138,40.471784
paseo virgen del puerto,1,14,Virgen del Puerto,277,15,-3.721178,40.411622
calle del tejo,18,5,Tejo - Parque La Ronda,272,23,-3.679186,40.39663
avenida menéndez pelayo,17,6,Parque Retiro - Puerta Reina Mercedes,282,23,-3.67878,40.418133
calle mayor,16,7,Metro Sol,1,23,-3.70541,40.416465
avenida gran vía de san francisco,8,15,Gran Vía de San Francisco,263,23,-3.712793,40.408339
"calle babilonia,18,5,""Calle Babilonia, 19"",559,23,-3.588235,40.46753"
camino de ganapanes,6,18,Metro Peñagrande,581,24,-3.716309,40.47648
calle san modesto,6,18,Hospital Ramón y Cajal,598,24,-3.69234,40.485801
calle escalona,0,27,Escalona - Seseña,341,27,-3.761823,40.398346
calle de tembleque,4,20,Metro Empalme,346,24,-3.766484,40.390744
avenida de las aguilas,16,8,Est. tren Mtra Justa Freire-Poli Aluche,347,24,-3.768603,40.383554
calle albelda,24,0,Albelda - Torrelaguna,528,24,-3.657367,40.449422
paseo de la venta,17,10,Metro Batán,312,27,-3.752856,40.40775
carretera del zoo s/n,13,14,Metro Casa de Campo,321,27,-3.761051,40.40316
calle rosas de aravaca,18,5,Estación de tren de Aravaca,310,23,-3.784554,40.449051
calle profesor aranguren,25,2,C. Universitaria - F. Geografía e Histo,311,27,-3.733574,40.448553
calle felipe iv,17,6,Museo Nacional del Prado,283,23,-3.691906,40.415208
avenida del partenón,7,16,IFEMA B,564,23,-3.613867,40.463861
calle caños de san pedro,10,13,Caños de San Pedro - San Cipriano,468,23,-3.60192,40.402998
,15,9,Cordel de Pavones - Bulevar José Prat,465,24,-3.619645,40.397375
calle santa petronila,4,20,Metro Villaverde Bajo-Cruce,414,24,-3.692163,40.350985
calle de la oca,14,10,Oca,380,24,-3.733549,40.389433
calle domingo párraga,11,12,Estación de tren de Villaverde Alto,411,23,-3.711818,40.341753
calle jacinto verdaguer,5,19,Jacinto Verdaguer - Lola de Membrives,354,24,-3.716053,40.395939
calle santa pola,21,2,C. Deportivo Mpal. José María Cagigal,318,23,-3.737028,40.432051
avenida francisco pi y margall,2,17,Francisco Pi y Maragall,549,19,-3.650354,40.486635
"paseo de los melancólicos,10,13,""Paseo de los Melancólicos, 1"",279,23,-3.718482,40.410445"
"calle carmen de burgos,7,16,""Carmen de Burgos, 4"",407,23,-3.684788,40.357546"
"paseo de las yeserías,12,10,""Paseo de las Yeserías, 15"",276,23,-3.709917,40.399005"
calle illescas,21,6,Illescas - Seseña,340,27,-3.765698,40.397098
calle osa de la vega,3,20,Osa de la Vega - Rafael Finat,342,23,-3.773381,40.374979
calle alfredo aleix,8,16,Alfredo Aleix - Mercedes Rodríguez,381,24,-3.755392,40.368477
"calle valderrebollo,22,1,""Valderrebollo, 18"",444,23,-3.627635,40.374348"
avenida del ensanche de vallecas,14,13,Metro Las Suertes,448,27,-3.599352,40.363376
calle de los pinillas,4,23,Metro Valdebernardo,472,27,-3.621148,40.398797
calle villa blanca,21,6,Villablanca - Parque Forestal Vicálvaro,473,27,-3.59888,40.405
calle san cipriano,10,17,Estación de tren de Vicálvaro,474,27,-3.596875,40.402255
avenida gran vía de hortaleza,8,15,Metro Pinar del Rey,541,23,-3.646859,40.468271
calle andorra,5,18,Andorra - Canillas,546,23,-3.646752,40.462898
"calle del príncipe carlos,2,21,""Príncipe Carlos, 54"",550,23,-3.656674,40.494111"
calle maría de portugal,11,12,María Portugal - Niceto Alcalá Zamora,553,23,-3.658921,40.499909
calle antonio de cabezón,3,20,Estación de tren de Fuencarral,601,23,-3.682469,40.501559
"calle castiello de jaca,0,23,""Castiello de Jaca, 14"",603,23,-3.678203,40.509198"
calle valcarlos,21,6,Metro Ligero - Palas de Rey,607,27,-3.664157,40.505192
bardegueral,7,16,Bardegueral,610,23,-3.77191,40.450172
calle francisco balseiro,0,24,Acueducto de Amaniel,237,24,-3.710274,40.451682
calle maría de las mercedes de borbón,9,14,María de las Mercedes de Borbón B,262,23,-3.620114,40.492868
calle maría de las mercedes de borbón,2,21,María de las Mercedes de Borbón A,611,23,-3.612107,40.490908
