FID,OBJECTID,SHAPE,ADDRESS,BEZIRK,CITY,COUNTRYCODE,DESIGNATION,DIRECTPAYMENT,EVSEID,OPERATORNAME
ELADESTELLEOGD.1719922,1719922,POINT (16.355745005746343 48.25399706587324),"19., Grinzinger Straße 85",19,Wien,AT,Grinzinger Straße,0,AT*VNA*E1190570013,Wien Energ
ELADESTELLEOGD.1719923,1719923,POINT (16.320156005186853 48.243850065967216),"19., Krottenbachstraße 185",19,Wien,AT,Krottenbachstraße 185,0,AT*VNA*E1190570014,Wien Energ
ELADESTELLEOGD.1719924,1719924,POINT (16.330391006012956 48.244061065855355),"19., Weinberggasse 79",19,Wien,AT,Weinberggasse,0,AT*VNA*E1190570015,Wien Energ
ELADESTELLEOGD.1719925,1719925,POINT (16.303555005304624 48.25033206623277),"19., Eyblergasse 2",19,Wien,AT,Eyblergasse,0,AT*VNA*E1190570016,Wien Energ
ELADESTELLEOGD.1719926,1719926,POINT (16.367920004909514 48.248536065744666),"19., Muthgasse 26",19,Wien,AT,Muthgasse,0,AT*VNA*E1190570017,Wien Energ
ELADESTELLEOGD.1719927,1719927,POINT (16.339984005179854 48.23797006610424),"19., Nedergasse 2-4",19,Wien,AT,Nedergasse,0,AT*VNA*E1190570018,Wien Energ
ELADESTELLEOGD.1719928,1719928,POINT (16.34891200585863 48.23633206625241),"19., Gymnasiumstraße 85",19,Wien,AT,Gymnasiumstraße,0,AT*VNA*E1190570019,Wien Energ
ELADESTELLEOGD.1719929,1719929,POINT (16.3445480052923 48.24458906580689),"19., Billrothstraße 75",19,Wien,AT,Billrotstr.75,0,AT*VNA*E1190570020,Wien Energ
ELADESTELLEOGD.1719930,1719930,POINT (16.36171700554833 48.24299506618606),"19., Heiligenstädter Straße 66",19,Wien,AT,Heiligenstädter Straße 66,0,AT*VNA*E1190570021,Wien Energ
ELADESTELLEOGD.1719931,1719931,POINT (16.346064004825895 48.24759406604934),"19., Zehenthofgasse 26",19,Wien,AT,Zehenthofgasse 26,0,AT*VNA*E1190570022,Wien Energ
ELADESTELLEOGD.1719932,1719932,POINT (16.33665000530945 48.24279006633755),"19., Budinskygasse 18",19,Wien,AT,Budinskygasse 18,0,AT*VNA*E1190570023,Wien Energ
ELADESTELLEOGD.1719933,1719933,POINT (16.337208005558537 48.2507950660681),"19., Leopold-Steiner-Gasse 33",19,Wien,AT,Leopold Steiner G.33,0,AT*VNA*E1190570024,Wien Energ
ELADESTELLEOGD.1719934,1719934,POINT (16.328023005732096 48.24846206619336),"19., Sieveringer Straße 109",19,Wien,AT,Sieveringer Str.109,0,AT*VNA*E1190570025,Wien Energ
ELADESTELLEOGD.1719935,1719935,POINT (16.29755600496737 48.251998066058356),"19., Neustift am Walde 98",19,Wien,AT,Neustift am Walde 98,0,AT*VNA*E1190570026,Wien Energ
ELADESTELLEOGD.1719936,1719936,POINT (16.352908004958017 48.249048066212914),"19., Silbergasse 52",19,Wien,AT,Silbergasse 52,0,AT*VNA*E1190570027,Wien Energ
ELADESTELLEOGD.1719937,1719937,POINT (16.353086004857126 48.23549106649587),"19., Döblinger Hauptstraße  15",19,Wien,AT,Döblinger Hauptstraße Station 2,0,AT*VNA*E1190570028,Wien Energ
ELADESTELLEOGD.1719938,1719938,POINT (16.383980005636154 48.23359006601331),"20., Dresdner Straße 87",20,Wien,AT,Dresdner Straße 87,0,AT*VIE*E1200650001,Wien Energ
ELADESTELLEOGD.1719939,1719939,POINT (16.3873430048677 48.24046006575031),"20., Handelskai 94-96",20,Wien,AT,Millenium City PH1 - unter dem Tower,0,AT*VIE*E1200650003,Wien Energ
ELADESTELLEOGD.1719940,1719940,POINT (16.385895005094984 48.24167906635912),"20., Handelskai 94-96",20,Wien,AT,Millenium City PH2,0,AT*VIE*E1200650004,Wien Energ
ELADESTELLEOGD.1719941,1719941,POINT (16.37683100527688 48.23292506618387),"20., Waldmüllergasse 25",20,Wien,AT,Autohaus Bennewitz,0,AT*VIE*E1200770001,Wien Energ
ELADESTELLEOGD.1719942,1719942,POINT (16.372864004978 48.22879906630759),"20., Karajangasse vor 2",20,Wien,AT,Karajangasse,0,AT*VNA*E1200570001,Wien Energ
ELADESTELLEOGD.1719943,1719943,POINT (16.37167400584116 48.23312706583426),"20., Raffaelgasse ggü. 16",20,Wien,AT,Brigittaplatz,0,AT*VNA*E1200570002,Wien Energ
ELADESTELLEOGD.1719944,1719944,POINT (16.36915800506676 48.23619706647399),"20., Wexstraße vor 19-23",20,Wien,AT,Wexstraße,0,AT*VNA*E1200570003,Wien Energ
ELADESTELLEOGD.1719945,1719945,POINT (16.380084004932083 48.243093065761876),"20., Vorgartenstraße vor 29",20,Wien,AT,Friedrich-Engels-Platz,0,AT*VNA*E1200570004,Wien Energ
ELADESTELLEOGD.1719946,1719946,POINT (16.383676005645135 48.23364806593479),"20., Traisengasse vor 2",20,Wien,AT,Traisengasse,0,AT*VNA*E1200570005,Wien Energ
ELADESTELLEOGD.1719947,1719947,POINT (16.370532005369224 48.24351006618339),"20., Lorenz-Müller-Gasse 5",20,Wien,AT,Lorenz-Müller-Gasse,0,AT*VNA*E1200570006,Wien Energ
ELADESTELLEOGD.1719948,1719948,POINT (16.374890004893974 48.24700106624083),"20., Leystraße 6-8",20,Wien,AT,Leystraße 6-8,0,AT*VNA*E1200570007,Wien Energ
ELADESTELLEOGD.1719949,1719949,POINT (16.36770300507552 48.22788606580141),"20., Treustraße 16",20,Wien,AT,Treustraße,0,AT*VNA*E1200570008,Wien Energ
ELADESTELLEOGD.1719950,1719950,POINT (16.36340000526743 48.23479506594824),"20., Treustraße 94",20,Wien,AT,Leipziger Straße,0,AT*VNA*E1200570009,Wien Energ
ELADESTELLEOGD.1719951,1719951,POINT (16.386848005090982 48.23783806607566),"20., Donaueschingenstraße 28",20,Wien,AT,Donaueschingenstraße,0,AT*VNA*E1200570010,Wien Energ
ELADESTELLEOGD.1719952,1719952,POINT (16.378180005700425 48.23832006609197),"20., Dresdner Straße 43",20,Wien,AT,Dresdner Straße 43,0,AT*VNA*E1200570011,Wien Energ
ELADESTELLEOGD.1719953,1719953,POINT (16.387766005775365 48.23423206640813),"20., Mortarapark vor 9",20,Wien,AT,Mortaraplatz vor 9,0,AT*VNA*E1200570012,Wien Energ
ELADESTELLEOGD.1719954,1719954,POINT (16.377440005712106 48.24715206656364),"20., Kapaunplatz vor 7",20,Wien,AT,Kapaunplatz vor 7 Stg. 23,0,AT*VNA*E1200570013,Wien Energ
ELADESTELLEOGD.1719955,1719955,POINT (16.367503005979874 48.24005606612144),"20., Dietmayrgasse 23-31",20,Wien,AT,Dietmayrgasse 23-31 Stg. 16,0,AT*VNA*E1200570014,Wien Energ
ELADESTELLEOGD.1719956,1719956,POINT (16.370538006034565 48.22717506648115),"20., Jägerstraße vor 1",20,Wien,AT,Jägerstraße vor 1,0,AT*VNA*E1200570015,Wien Energ
ELADESTELLEOGD.1719957,1719957,POINT (16.382837005592492 48.23841906597516),"20., Leystraße 80 Stg. 2",20,Wien,AT,Leystraße 80 Stg. 2,0,AT*VNA*E1200570016,Wien Energ
ELADESTELLEOGD.1719958,1719958,POINT (16.365520005555993 48.231539066122984),"20., Denisgasse 30-34",20,Wien,AT,Denisgasse 30-34 Stg. 2,0,AT*VNA*E1200570017,Wien Energ
ELADESTELLEOGD.1719959,1719959,POINT (16.376308005840873 48.23146206654292),"20., Sachsenplatz vor 1",20,Wien,AT,Sachsenplatz vor 1,0,AT*VNA*E1200570018,Wien Energ
ELADESTELLEOGD.1719960,1719960,POINT (16.38819800563425 48.235605066060614),"20., Vorgartenstraße 83-85",20,Wien,AT,Vorgartenstraße 83-85 Stg. 2,0,AT*VNA*E1200570019,Wien Energ
ELADESTELLEOGD.1719961,1719961,POINT (16.425756005937217 48.25585906571465),"21., Hans-Czermak-Gasse  8",21,Wien,AT,Hans-Czermak-Gasse 8,0,AT*VIE*E1210580001,Wien Energ
ELADESTELLEOGD.1719962,1719962,POINT (16.385131005768315 48.27909106619855),"21., Berglergasse  1",21,Wien,AT,Berglergasse 1,0,AT*VIE*E1210580002,Wien Energ
ELADESTELLEOGD.1719963,1719963,POINT (16.41100700537199 48.27624906638539),"21., Berzeliusgasse  5",21,Wien,AT,Berzeliusgasse 5,0,AT*VIE*E1210580003,Wien Energ
ELADESTELLEOGD.1719964,1719964,POINT (16.390702005664178 48.28680706603671),"21., Fritz-Kandl-Gasse  3",21,Wien,AT,Fritz-Kandl-Gasse 3,0,AT*VIE*E1210580004,Wien Energ
ELADESTELLEOGD.1719389,1719389,POINT (16.28309600509815 48.126569066539815),2380 Aspettenstraße 32,,Perchtoldsdorf,AT,Aspettenstraße 32,0,AT*VIE*E2380650007,Wien Energ
ELADESTELLEOGD.1719390,1719390,POINT (16.266370004968575 48.122380066252575),2380 Donauwörther Straße 41,,Perchtoldsdorf,AT,Donauwörther Straße 41,0,AT*VIE*E2380650008,Wien Energ
ELADESTELLEOGD.1719391,1719391,POINT (16.289069004768436 48.12317806622173),2380 Mühlgasse 92,,Perchtoldsdorf,AT,Mühlgasse 92,0,AT*VIE*E2380650009,Wien Energ
ELADESTELLEOGD.1719392,1719392,POINT (16.266281005020115 48.12403706653405),2380 Siegfried-Ludwig-Platz 1,,Perchtoldsdorf,AT,Siegfried-Ludwig-Platz Perchtholdsdorf,0,AT*VIE*E2380650010,Wien Energ
ELADESTELLEOGD.1719393,1719393,POINT (16.264000004769215 48.12200006650035),2380 Hochstraße 16,,Perchtoldsdorf,AT,e-Car Sharing Perchtoldsdorf Hochstraße,0,AT*VIE*E5067,Wien Energ
ELADESTELLEOGD.1719394,1719394,POINT (16.26419800512319 48.11902506611509),2380 Marktplatz 10,,Perchtoldsdorf,AT,Marktplatz 10,0,AT*VIE*E5228,Wien Energ
ELADESTELLEOGD.1719395,1719395,POINT (16.179031005396286 48.15435606608034),2381 Schulgasse 2,,Laab im Walde,AT,Laab im Walde,0,AT*VIE*E2381650001,Wien Energ
ELADESTELLEOGD.1719396,1719396,POINT (16.1951600053073 48.132127065788374),2384 Schulgasse 1,,Breitenfurt bei Wien,AT,Breitenfurt Mehrzweckhalle,0,AT*VIE*E5200,Wien Energ
ELADESTELLEOGD.1719397,1719397,POINT (16.19581500501592 48.133827065690305),2384 Dr. Kasimir Graff-Gasse 1,,Breitenfurt bei Wien,AT,Breitenfurt Dr.Kasimir-Graff-Gasse,0,AT*VIE*E5227,Wien Energ
ELADESTELLEOGD.1719398,1719398,POINT (16.137733005582703 48.140373066102846),2384 Kardinal Piffl-Platz 1,,Breitenfurt bei Wien,AT,Breitenfurt Kardinal Piffl Platz,0,AT*VIE*E5264,Wien Energ
ELADESTELLEOGD.1719399,1719399,POINT (16.201696005074258 48.13638806645044),2384 Josef Edlinger-Gasse 4,,Breitenfurt bei Wien,AT,Breitenfurt Josef Edlinger Gasse,0,AT*VIE*E5265,Wien Energ
ELADESTELLEOGD.1719400,1719400,POINT (16.615199005180788 48.11284006597426),2401 Smolekstraße 2,,Fischamend,AT,Smolekstraße 2,0,AT*VIE*E2401650001,Wien Energ
ELADESTELLEOGD.1719401,1719401,POINT (16.5907930061933 48.07683206595938),2432 Industriestraße 2,,Schwadorf,AT,"AWS Schwadorf , Industriestraße 2",0,AT*VIE*E2432650001,Wien Energ
ELADESTELLEOGD.1719402,1719402,POINT (16.581347005419968 48.01461506611276),2434 Hauptplatz  1,,Götzendorf an der Leitha,AT,Götzendorf an der Leitha / Hauptplatz 1,0,AT*VIE*E2434650001,Wien Energ
ELADESTELLEOGD.1719403,1719403,POINT (16.49260200497745 48.024596065778965),2440 Lindenallee 1A,,Gramatneusiedl,AT,"Gramatneusiedl, Lindenallee 1A",0,AT*VIE*E2440650004,Wien Energ
ELADESTELLEOGD.1719404,1719404,POINT (16.528656005927715 47.99684406579179),2440 Wasenbrucker Straße 21a,,Reisenberg,AT,Reisenberg Station 1,0,AT*VIE*E5217,Wien Energ
ELADESTELLEOGD.1719405,1719405,POINT (16.377974005004344 48.080142066256855),2481 Biedermannsdorfer Straße 1,,Achau,AT,P&R ÖBB Achau,0,AT*VIE*E5246,Wien Energ
ELADESTELLEOGD.1719406,1719406,POINT (16.391667005407115 48.08248906596248),2481 Lanzendorfer Straße 11,,Achau,AT,Spar Achau,0,AT*VIE*E5259,Wien Energ
ELADESTELLEOGD.1719407,1719407,POINT (16.385728005777185 48.032462066244015),2482 Johann Wurth Gasse ggü. 6,,Münchendorf,AT,ÖBB P&R Münchendorf Station 1,0,AT*VIE*E5184,Wien Energ
ELADESTELLEOGD.1719408,1719408,POINT (16.385728005777185 48.032462066244015),2482 Johann Wurth Gasse ggü. 6,,Münchendorf,AT,ÖBB P&R Münchendorf Station 2,0,AT*VIE*E5185,Wien Energ
ELADESTELLEOGD.1719409,1719409,POINT (16.398038004861093 47.971118065800354),2483 Wiener Straße 29c,,Ebreichsdorf,AT,Wiener Straße 29c,0,AT*VIE*E2483650001,Wien Energ
ELADESTELLEOGD.1719410,1719410,POINT (16.40036800583291 47.96297306626447),2483 Hauptplatz (Ebreichsdorf) 17,,Ebreichsdorf,AT,Ebreichsdorf Hauptplatz,0,AT*VIE*E7300,Wien Energ
ELADESTELLEOGD.1719411,1719411,POINT (16.387859005564515 47.90857106583032),2486 Bahnstraße 5,,Pottendorf,AT,Spar Pottendorf,0,AT*VIE*E2486770008,Wien Energ
ELADESTELLEOGD.1719412,1719412,POINT (16.257313005075538 47.999351066408735),2500 Waltersdorfer Straße 42,,Baden,AT,LKH Garage Baden,0,AT*VIE*E5088,Wien Energ
ELADESTELLEOGD.1719413,1719413,POINT (16.25672200583083 48.014600066221725),2500 Wiener Straße  119,,Baden,AT,Spar Baden,0,AT*VIE*E5219,Wien Energ
ELADESTELLEOGD.1719414,1719414,POINT (16.243486005989197 48.00383206634192),2500 Dammgasse 25,,Baden,AT,ÖBB P&R Baden,0,AT*VIE*E5526,Wien Energ
ELADESTELLEOGD.1719415,1719415,POINT (16.215374004676853 47.98471506568233),2504 Hauptstraße 48,,Sooß,AT,Gemeindeamt Sooß,0,AT*VIE*E5066,Wien Energ
ELADESTELLEOGD.1719416,1719416,POINT (16.293966005796964 47.98655706603853),2512 Leopold Klimesch Straße 24,,Traiskirchen,AT,Leopold Klimesch Straße,0,AT*VIE*E2512650001,Wien Energ
ELADESTELLEOGD.1719417,1719417,POINT (16.270995005883563 48.007711066337556),2512 Pfarrgasse 6,,Traiskirchen,AT,P&R Tribuswinkel,0,AT*VIE*E5271,Wien Energ
ELADESTELLEOGD.1719418,1719418,POINT (16.275296005971004 47.99138906571905),2512 Neurißgasse 5,,Tribuswinkel,AT,Burger King Tribuswinkel,0,AT*VIE*E7316,Wien Energ
ELADESTELLEOGD.1719419,1719419,POINT (16.29147900509528 48.01162206624942),2514 Wienersdorfer Straße 26,,Traiskirchen,AT,Gewerbepark Traiskirchen Wienersdorfer Straße 26,0,AT*VIE*E2514650002,Wien Energ
ELADESTELLEOGD.1719420,1719420,POINT (16.298272005989055 48.01115306639108),2514 Wiener Neustädter Straße 21,,Traiskirchen,AT,Wiener Neustädter Straße 21,0,AT*VIE*E5268,Wien Energ
ELADESTELLEOGD.1719421,1719421,POINT (16.304972004935568 48.02647006644611),2514 Guntramsdorfer Straße 6 6,,Traiskirchen,AT,Guntramsdorfer Straße 6,0,AT*VIE*E5269,Wien Energ
ELADESTELLEOGD.1719422,1719422,POINT (16.290399005692343 48.016061066005896),2514 Karl Hilber Straße 4,,Traiskirchen,AT,Karl Hilber Straße,0,AT*VIE*E5270,Wien Energ
ELADESTELLEOGD.1719423,1719423,POINT (16.292670005515347 48.0143400657256),2514 Johann-Foissner Straße 2,,Traiskirchen,AT,Traiskirchen Johann-Foissner Straße,0,AT*VIE*E5272,Wien Energ
ELADESTELLEOGD.1719495,1719495,POINT (16.377322006122938 48.21693706655964),"02., Krummbaumgasse ggü. 14",2,Wien,AT,Karmelitermarkt,0,AT*VNA*E1020570002,Wien Energ
ELADESTELLEOGD.1719496,1719496,POINT (16.3907290059397 48.21655806656547),"02., Franzensbrückenstraße vor 8",2,Wien,AT,Praterstern,0,AT*VNA*E1020570003,Wien Energ
ELADESTELLEOGD.1719497,1719497,POINT (16.36953800570233 48.223564066468086),"02., Obere Donaustraße vor 19",2,Wien,AT,Obere Donaustraße,0,AT*VNA*E1020570004,Wien Energ
ELADESTELLEOGD.1719498,1719498,POINT (16.378045006063402 48.21351406633297),"02., Gredlerstraße vor 2-4",2,Wien,AT,Gredlerstraße,0,AT*VNA*E1020570005,Wien Energ
ELADESTELLEOGD.1719499,1719499,POINT (16.38197000582629 48.222626066188056),"02., Klanggasse 7",2,Wien,AT,Klanggasse,0,AT*VNA*E1020570006,Wien Energ
ELADESTELLEOGD.1719500,1719500,POINT (16.39780900488381 48.21034206636776),"02., Böcklinstraße 15",2,Wien,AT,Böcklinstraße Station 1,0,AT*VNA*E1020570007,Wien Energ
ELADESTELLEOGD.1719501,1719501,POINT (16.40155800497734 48.20410606615663),"02., Böcklinstraße 88",2,Wien,AT,Böcklinstraße Station 2,0,AT*VNA*E1020570008,Wien Energ
ELADESTELLEOGD.1719502,1719502,POINT (16.385834005873555 48.21669506627467),"02., Weintraubengasse 18",2,Wien,AT,Weintraubengasse,0,AT*VNA*E1020570009,Wien Energ
ELADESTELLEOGD.1719503,1719503,POINT (16.37422300525698 48.219697065739105),"02., Malzgasse ggü. 2",2,Wien,AT,Malzgasse,0,AT*VNA*E1020570010,Wien Energ
ELADESTELLEOGD.1719504,1719504,POINT (16.38432100550681 48.22565006584888),"02., Taborstraße 82-88",2,Wien,AT,Taborstraße,0,AT*VNA*E1020570011,Wien Energ
ELADESTELLEOGD.1719505,1719505,POINT (16.400011005297795 48.22529906623993),"02., Walcherstraße 8",2,Wien,AT,Walcherstraße,0,AT*VNA*E1020570012,Wien Energ
ELADESTELLEOGD.1719506,1719506,POINT (16.404734005357817 48.21942806570742),"02., Ilgplatz 2",2,Wien,AT,Ilgplatz,0,AT*VNA*E1020570013,Wien Energ
ELADESTELLEOGD.1719507,1719507,POINT (16.385541005256254 48.223502065832456),"02., Lessinggasse 23",2,Wien,AT,Lessinggasse,0,AT*VNA*E1020570014,Wien Energ
ELADESTELLEOGD.1719508,1719508,POINT (16.398808005588734 48.21795806625506),"02., Ausstellungsstraße 11",2,Wien,AT,Ausstellungsstraße,0,AT*VNA*E1020570015,Wien Energ
ELADESTELLEOGD.1719509,1719509,POINT (16.380332005274955 48.21988906608969),"02., Castellezgasse 4",2,Wien,AT,Castellezgasse,0,AT*VNA*E1020570016,Wien Energ
ELADESTELLEOGD.1719510,1719510,POINT (16.375547005947965 48.21707506629978),"02., Große Schiffgasse 11",2,Wien,AT,Große Schiffgasse,0,AT*VNA*E1020570017,Wien Energ
ELADESTELLEOGD.1719511,1719511,POINT (16.401433005704526 48.22185606577421),"02., Ennsgasse 7-11",2,Wien,AT,Ennsgasse,0,AT*VNA*E1020570019,Wien Energ
ELADESTELLEOGD.1719512,1719512,POINT (16.39770900516385 48.22886206634506),"02., Engerthstraße 154a",2,Wien,AT,Engerthstraße,0,AT*VNA*E1020570020,Wien Energ
ELADESTELLEOGD.1719513,1719513,POINT (16.37400200504533 48.2171380658859),"02., Obere Donaustraße 66",2,Wien,AT,Obere Donaustraße 63,0,AT*VNA*E1020570021,Wien Energ
ELADESTELLEOGD.1719514,1719514,POINT (16.413385005657535 48.19848606585798),"02., Stadionallee ggü. Weg 9",2,Wien,AT,Stadionallee,0,AT*VNA*E1020570024,Wien Energ
ELADESTELLEOGD.1719515,1719515,POINT (16.380513004954206 48.21277406623352),"02., Große Mohrengasse 2",2,Wien,AT,Große Mohrengasse,0,AT*VNA*E1020570025,Wien Energ
ELADESTELLEOGD.1719516,1719516,POINT (16.412758005768442 48.21585606589735),"02., Vorgartenstraße ggü 206",2,Wien,AT,Vorgartenstraße ggü 206,0,AT*VNA*E1020570026,Wien Energ
ELADESTELLEOGD.1719517,1719517,POINT (16.387146006095904 48.213761065963624),"02., Ferdinandstraße 33",2,Wien,AT,Ferdinandstraße,0,AT*VNA*E1020570028,Wien Energ
ELADESTELLEOGD.1719518,1719518,POINT (16.393152005493416 48.225898065897425),"02., Bruno-Marek-Allee 15",2,Wien,AT,Bruno-Marek-Allee,0,AT*VNA*E1020570029,Wien Energ
ELADESTELLEOGD.1719519,1719519,POINT (16.380592005916235 48.21633206620412),"02., Taborstraße 20a",2,Wien,AT,Taborstraße 20a,0,AT*VNA*E1020570030,Wien Energ
ELADESTELLEOGD.1719520,1719520,POINT (16.41357100541049 48.19196206654104),"03., Thomas-Klestil-Platz 14",3,Wien,AT,EKA-Land,0,AT*VIE*E0000650001,Wien Energ
ELADESTELLEOGD.1719521,1719521,POINT (16.376768005232904 48.19956306591803),"03., Schwarzenbergplatz 5",3,Wien,AT,öff. BIP Schwarzenbergplatz,0,AT*VIE*E1030650022,Wien Energ
ELADESTELLEOGD.1719522,1719522,POINT (16.404930005243255 48.18994006624537),"03., Henneberggasse 6",3,Wien,AT,öff. Wipark - Media Quarter Marx,0,AT*VIE*E1030650028,Wien Energ
ELADESTELLEOGD.1719523,1719523,POINT (16.385797006144998 48.19731006621238),"03., Ungargasse 60",3,Wien,AT,Ungargasse 60,0,AT*VIE*E1030650032,Wien Energ
ELADESTELLEOGD.1719524,1719524,POINT (16.412677005634645 48.19079006636787),"03., Im Erdberger Mais 3-1",3,Wien,AT,öff. Wipark - Erdberger Mais HPC,0,AT*VIE*E1030770002,Wien Energ
ELADESTELLEOGD.1719525,1719525,POINT (16.386046004999077 48.20816406602954),"03., Marxergasse 1a",3,Wien,AT,öff. Wipark - Justizzentrum Station 1,0,AT*VIE*E5187,Wien Energ
ELADESTELLEOGD.1719526,1719526,POINT (16.386046004999077 48.20816406602954),"03., Marxergasse 1a",3,Wien,AT,öff. Wipark - Justizzentrum Station 2,0,AT*VIE*E5188,Wien Energ
ELADESTELLEOGD.1719527,1719527,POINT (16.394539006140388 48.17648806590713),"03., Arsenalstraße 7",3,Wien,AT,MA 70 Berufsrettung Wien,0,AT*VIE*E5201,Wien Energ
ELADESTELLEOGD.1719528,1719528,POINT (16.393970005151953 48.20335306612064),"03., Kundmanngasse 21",3,Wien,AT,Hauptverband SV UG1,0,AT*VIE*E5214,Wien Energ
ELADESTELLEOGD.1719529,1719529,POINT (16.393970005151953 48.20335306612064),"03., Kundmanngasse 21",3,Wien,AT,Hauptverband SV UG2,0,AT*VIE*E5215,Wien Energ
ELADESTELLEOGD.1719530,1719530,POINT (16.410489004972465 48.19487406585261),"03., Schnirchgasse 12",3,Wien,AT,öff. Wipark - Town Town,0,AT*VIE*E5218,Wien Energ
ELADESTELLEOGD.1719531,1719531,POINT (16.387947004984724 48.1974700665664),"03., Barichgasse 38",3,Wien,AT,Amisola Immobilien,0,AT*VIE*E5244,Wien Energ
ELADESTELLEOGD.1719532,1719532,POINT (16.41252200522221 48.18460706625854),"03., Leopold-Böhm-Straße 15",3,Wien,AT,Office Park Leopold-Böhm-Straße,0,AT*VIE*E5257,Wien Energ
ELADESTELLEOGD.1719533,1719533,POINT (16.391542005663318 48.196926066369436),"03., Juchgasse 22",3,Wien,AT,BIP Garage KH Rudolfstiftung,0,AT*VIE*E5511,Wien Energ
ELADESTELLEOGD.1719534,1719534,POINT (16.407181004896426 48.18711106598342),"03., Hermine-Jursa-Gasse 11",3,Wien,AT,BOE Garage Neu Marx,0,AT*VIE*E5523,Wien Energ
ELADESTELLEOGD.1719535,1719535,POINT (16.38402700527754 48.207295066362974),"03., Gigergasse 1",3,Wien,AT,Wien Mitte - Einkaufszentrum,0,AT*VIE*E5537,Wien Energ
ELADESTELLEOGD.1719536,1719536,POINT (16.384477005040473 48.20268306579377),"03., Anton-von-Webern-Platz 1",3,Wien,AT,Beatrixbrücke,0,AT*VNA*E1030570001,Wien Energ
ELADESTELLEOGD.1719537,1719537,POINT (16.396377005251523 48.196149066477204),"03., Landstraßer Hauptstraße 119",3,Wien,AT,Landstraße Hauptstraße 119,0,AT*VNA*E1030570002,Wien Energ
ELADESTELLEOGD.1719538,1719538,POINT (16.39014900545237 48.20274606627445),"03., Landstraßer Hauptstraße 50",3,Wien,AT,Rochusmarkt,0,AT*VNA*E1030570003,Wien Energ
ELADESTELLEOGD.1719539,1719539,POINT (16.39507400566061 48.20585306648985),"03., Rasumofskygasse 3-5",3,Wien,AT,Rotundenbrücke,0,AT*VNA*E1030570004,Wien Energ
ELADESTELLEOGD.1719540,1719540,POINT (16.387015005663827 48.19626706619478),"03., Ungargasse 69",3,Wien,AT,Januariskapelle,0,AT*VNA*E1030570005,Wien Energ
ELADESTELLEOGD.1719541,1719541,POINT (16.4110780054048 48.19307706637699),"03., Erdbergstraße 139",3,Wien,AT,Auffahrt Thomas-Klestil-Platz,0,AT*VNA*E1030570006,Wien Energ
ELADESTELLEOGD.1719542,1719542,POINT (16.41263000558613 48.19212606606087),"03., Erdbergstraße 143",3,Wien,AT,Energy Tower,0,AT*VNA*E1030570007,Wien Energ
ELADESTELLEOGD.1719543,1719543,POINT (16.396146006119103 48.19112906632334),"03., Rennweg 80",3,Wien,AT,Rennweg,0,AT*VNA*E1030570008,Wien Energ
ELADESTELLEOGD.1719544,1719544,POINT (16.401611005069675 48.19301506620705),"03., Paulusplatz 3a",3,Wien,AT,Paulusplatz,0,AT*VNA*E1030570009,Wien Energ
ELADESTELLEOGD.1719545,1719545,POINT (16.38596200529677 48.191845066309675),"03., Fasangasse 27",3,Wien,AT,Fasangasse,0,AT*VNA*E1030570010,Wien Energ
ELADESTELLEOGD.1719546,1719546,POINT (16.389563005817234 48.20004106653831),"03., Sebastianplatz 4",3,Wien,AT,Sebastianplatz,0,AT*VNA*E1030570011,Wien Energ
ELADESTELLEOGD.1719547,1719547,POINT (16.3892660058068 48.2122130663115),"03., Löwengasse 1",3,Wien,AT,Löwengasse,0,AT*VNA*E1030570012,Wien Energ
ELADESTELLEOGD.1719548,1719548,POINT (16.37837700586755 48.19862506625313),"03., Traungasse 9",3,Wien,AT,Traungasse,0,AT*VNA*E1030570013,Wien Energ
ELADESTELLEOGD.1719549,1719549,POINT (16.391566005894358 48.20901406631465),"03., Kolonitzplatz 3",3,Wien,AT,Kolonitzplatz,0,AT*VNA*E1030570014,Wien Energ
ELADESTELLEOGD.1719550,1719550,POINT (16.402113005165646 48.19748906574241),"03., Kardinal-Nagl-Platz 16",3,Wien,AT,Kardinal-Nagl-Platz,0,AT*VNA*E1030570015,Wien Energ
ELADESTELLEOGD.1719551,1719551,POINT (16.397312005304506 48.19935906648481),"03., Apostelgasse 11",3,Wien,AT,Apostelgasse,0,AT*VNA*E1030570016,Wien Energ
ELADESTELLEOGD.1719552,1719552,POINT (16.407998005276458 48.18577506612358),"03., Litfaßstraße 6",3,Wien,AT,Litfaßstraße,0,AT*VNA*E1030570017,Wien Energ
ELADESTELLEOGD.1719553,1719553,POINT (16.381980005369073 48.196620066427826),"03., Rennweg 25",3,Wien,AT,Rennweg 25,0,AT*VNA*E1030570018,Wien Energ
ELADESTELLEOGD.1719554,1719554,POINT (16.406990005816983 48.20016006611922),"03., Erdberger Lände 38",3,Wien,AT,Erdberger Lände,0,AT*VNA*E1030570019,Wien Energ
ELADESTELLEOGD.1719555,1719555,POINT (16.40133000614516 48.20064006652072),"03., Haidingergasse 17",3,Wien,AT,Haidingergasse,0,AT*VNA*E1030570020,Wien Energ
ELADESTELLEOGD.1719556,1719556,POINT (16.398250006068384 48.194510066046185),"03., Weinlechnergasse 2",3,Wien,AT,Weinlechnergasse,0,AT*VNA*E1030570021,Wien Energ
