service_id,date,exception_type
27_8__510___,20250728,2
27_8__510___,20250729,2
27_8__510___,20250730,2
27_8__510___,20250731,2
345_8__510_A__,20250724,2
355_8__510_A__,20250725,2
355_8__510_A__,20250728,2
355_8__510_A__,20250729,2
355_8__510_A__,20250730,2
