stationId,addressType,addressName,addressNumber,latitude,longitude,altitude,districtId,districtName,neighborhoodId,neighborhoodName,postCode,capacity
0d3e77b7,CARRER,DE BONAVISTA,14,41.39834,2.15982,48,6,Gràcia,31,La Vila De Gràcia,8012,36
d156b3cc,CARRER,GIRONA,176,41.39999,2.16445,40,2,Eixample,7,La Dreta De L'eixample,8037,26
2c90a617,CARRER,VILADOMAT,200,41.38481,2.15080,28,2,Eixample,9,La Nova Esquerra De L'eixample,8029,25
27a0f06d,CARRER,MONTMANY,1,41.40356,2.16093,52,6,Gràcia,31,La Vila De Gràcia,8012,27
2f78a37c,CARRER,DEL TORRENT DE LES FLORS,102,41.40784,2.15867,69,6,Gràcia,31,La Vila De Gràcia,8024,18
cd2b7e19,PLAÇA,DEL NORD,5,41.40684,2.15583,73,6,Gràcia,31,La Vila De Gràcia,8024,21
6e445757,CARRER,DE LA SANTACREU,2,41.40509,2.15691,68,6,Gràcia,31,La Vila De Gràcia,8024,28
64668a77,CARRER,DE NIL FABRA,16,41.40593,2.15179,80,6,Gràcia,31,La Vila De Gràcia,8012,26
f347a06d,CARRER,PAU ALSINA,54,41.40920,2.16400,65,6,Gràcia,32,El Camp D'en Grassot I Gràcia Nova,8025,23
46318a9e,CARRER,PALAUDÀRIES,2,41.37449,2.17302,6,3,Sants-Montjuïc,11,El Poble-sec,8004,27
11eb7079,CARRER,NOU DE LA RAMBLA,164,41.37196,2.16678,21,3,Sants-Montjuïc,11,El Poble-sec,8004,27
f34fe04c,PASSEIG,DE L´EXPOSICIÓ,38,41.37153,2.16220,31,3,Sants-Montjuïc,11,El Poble-sec,8004,27
9c248673,AVINGUDA,PARAL.LEL,98,41.37517,2.16589,10,2,Eixample,11,El Poble-sec,8015,21
009b21cc,AVINGUDA,PARAL.LEL,194,41.37511,2.15230,24,2,Eixample,10,Sant Antoni,8015,26
7f297e57,CARRER,RIUS I TAULET,4,41.37274,2.15391,33,3,Sants-Montjuïc,11,El Poble-sec,8004,27
0b4afa42,CARRER,ESPRONCEDA,298,41.41588,2.19084,16,9,Sant Andreu,63,Navas,8027,27
92a53d05,CARRER,INDÚSTRIA,329,41.41729,2.18447,31,9,Sant Andreu,63,Navas,8027,35
e2c8deed,CARRER,JOSEP ESTIVILL,32,41.41755,2.18771,23,9,Sant Andreu,63,Navas,8027,27
86dd3e6b,CARRER,TEODOR LLORENTE,1,41.41917,2.18018,44,7,Horta-Guinardó,35,El Guinardó,8041,33
cc5f0831,CARRER,RAMON ALBÓ,1,41.42445,2.17731,56,9,Sant Andreu,62,El Congrés I Els Indians,8027,27
68dca585,CARRER,ALEXANDRE GALÍ,1,41.42397,2.18123,42,9,Sant Andreu,62,El Congrés I Els Indians,8027,27
4ca0e94b,CARRER,FELIPE II,214,41.42692,2.17862,44,9,Sant Andreu,62,El Congrés I Els Indians,8027,27
3dc6c4c6,,LA RAMBLA,101,41.38266,2.17170,10,1,Ciutat Vella,1,El Raval,8002,27
ad986cf9,CARRER,GARCILASO,77,41.42284,2.18663,30,9,Sant Andreu,61,La Sagrera,8027,18
3491e643,CARRER,FELIPE II,112,41.42192,2.18491,32,9,Sant Andreu,61,La Sagrera,8027,32
6c638a6f,CARRER,PALÈNCIA,31,41.41821,2.19040,18,9,Sant Andreu,61,La Sagrera,8027,27
c8cf8a59,CARRER,ANTILLES,8,41.42508,2.18728,21,9,Sant Andreu,61,La Sagrera,8027,27
d46b655a,CARRER,PORTUGAL,3,41.42582,2.19120,25,9,Sant Andreu,61,La Sagrera,8027,27
83370753,CARRER,CARDENAL TEDESCHINI,13,41.42536,2.18520,35,9,Sant Andreu,61,La Sagrera,8027,33
6655c847,RAMBLA,DE L'ONZE DE SETEMBRE,31,41.42989,2.19321,24,9,Sant Andreu,60,Sant Andreu,8030,33
27008256,CARRER,DE L'ONZE DE SETEMBRE,37,41.42986,2.19220,25,9,Sant Andreu,60,Sant Andreu,8030,27
edc12d5d,RAMBLA,DE L'ONZE DE SETEMBRE,69,41.42999,2.19024,26,9,Sant Andreu,60,Sant Andreu,8030,26
2cfff42a,CARRER,IRLANDA,34,41.4315,2.18579,30,9,Sant Andreu,60,Sant Andreu,8030,15
1a78d37c,CARRER,MALATS,28,41.43612,2.18944,25,9,Sant Andreu,60,Sant Andreu,8030,32
1e745fb8,CARRER,SANT ADRIÀ,2,41.43393,2.18965,27,9,Sant Andreu,60,Sant Andreu,8030,24
7291c751,CARRER,FERNANDO PESSOA,41,41.44198,2.19295,23.5,9,Sant Andreu,60,Sant Andreu,8030,27
3d2633df,CARRER,DE BARTRINA,14,41.43911,2.18580,34,9,Sant Andreu,60,Sant Andreu,8030,24
74ebcfcd,CARRER,DEL CINCA,7,41.43568,2.19208,22,9,Sant Andreu,60,Sant Andreu,8030,27
e24bbc0a,CARRER,VILLARROEL,39,41.38213,2.16065,17,2,Eixample,10,Sant Antoni,8011,32
2794dfa5,CARRER,ENTENÇA,70,41.37909,2.15162,21,2,Eixample,9,La Nova Esquerra De L'eixample,8015,24
2991d6e9,PASSEIG,TORRAS I BAGES,29,41.43787,2.19106,23,9,Sant Andreu,60,Sant Andreu,8030,20
82ebca2b,,REPÚBLICA DOMINICANA,25,41.43992,2.19706,20,9,Sant Andreu,59,El Bon Pastor,8030,32
c3a09a94,CARRER,CASANOVA,55,41.38477,2.15925,23,2,Eixample,8,L'antiga Esquerra De L'eixample,8011,27
f58894f7,CARRER,RIERA D'HORTA,2,41.42759,2.18396,38,9,Sant Andreu,62,El Congrés I Els Indians,8027,34
bef66dae,PASSEIG,TORRAS I BAGES,129,41.44336,2.19063,29,9,Sant Andreu,60,Sant Andreu,8030,24
e644f81f,CARRER,FERNANDO PESSOA,72,41.44571,2.19298,26,9,Sant Andreu,60,Sant Andreu,8030,27
4250574f,,VIA BARCINO,121,41.44815,2.19294,26,9,Sant Andreu,57,La Trinitat Vella,8033,20
ae133b7c,,270 - CRTA. DE RIBES,77,41.44863,2.18983,35,9,Sant Andreu,57,La Trinitat Vella,8033,27
5e20dd5a,,VIA DE BÀRCINO,54,41.45137,2.19229,0,9,Sant Andreu,57,La Trinitat Vella,8033,21
76f76484,CARRER,CONCEPCIÓ ARENAL,281,41.43250,2.18420,32,9,Sant Andreu,60,Sant Andreu,8033,27
da354038,AVINGUDA,MERIDIANA,404,41.43041,2.18341,38,9,Sant Andreu,60,Sant Andreu,8030,36
b0257112,RAMBLA,FABRA I PUIG,67,41.42992,2.18498,33,9,Sant Andreu,60,Sant Andreu,8030,32
359cb5c1,AVINGUDA,RIO DE JANEIRO,3,41.43068,2.18218,38,8,Nou Barris,45,Porta,8016,32
01d3e4c7,PLAÇA,ALFONS X EL SAVI,,41.41213,2.16522,88,7,Horta-Guinardó,33,El Baix Guinardó,8024,27
ff52324d,,TRAVESSERA DE GRÀCIA,328,41.40821,2.16899,60,7,Horta-Guinardó,33,El Baix Guinardó,8025,27
fe3e8ef2,,TRAVESSERA DE GRÀCIA,368,41.40988,2.17152,59,7,Horta-Guinardó,33,El Baix Guinardó,8025,27
d050923d,CARRER,MAS CASANOVAS,137,41.41589,2.17455,75,7,Horta-Guinardó,35,El Guinardó,8041,27
ea2d0e3b,CARRER,SANT ANTONI Mª CLARET,290,41.41386,2.17772,49,7,Horta-Guinardó,35,El Guinardó,8041,27
419c4b2a,CARRER,D'ESCORNALBOU,51,41.41807,2.17639,74,7,Horta-Guinardó,35,El Guinardó,8041,24
2dd0aa51,PASSEIG,FONT D´EN- FARGAS,1,41.42755,2.16598,75,7,Horta-Guinardó,36,La Font D'en Fargues,8031,27
3709f9d3,CARRER,FULTON,1,41.42972,2.16170,76,7,Horta-Guinardó,43,Horta,8032,20
eb4c9f31,AVINGUDA,DIAGONAL,652,41.38946,2.13149,63,4,Les Corts,19,Les Corts,8034,27
be2b00c9,CARRER,MALATS,98,41.43667,2.18610,35,9,Sant Andreu,60,Sant Andreu,8030,15
5924dd7e,CARRER,BOLIVIA,76,41.40302,2.19135,7,10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,8018,18
5060dcb0,GRAN VIA,DE LES CORTS CATALANES,632,41.38906,2.16793,22,2,Eixample,7,La Dreta De L'eixample,8007,16
b2b54a41,PLAÇA,VIRREI AMAT,,41.42964,2.17444,55,8,Nou Barris,44,Vilapicina I La Torre Llobeta,8016,32
24111c0f,CARRER,MÚRCIA,64,41.41669,2.19099,17,9,Sant Andreu,63,Navas,8027,27
9e6b7dfa,PLAÇA,DELS JARDINS D'ALFÀBIA,1,41.43733,2.17409,66,8,Nou Barris,45,Porta,8016,17
77ffe56d,CARRER,CUBELLES,2,41.42607,2.17515,57,8,Nou Barris,44,Vilapicina I La Torre Llobeta,8031,27
f834e126,CARRER,AMILCAR,1,41.43001,2.17201,61,8,Nou Barris,44,Vilapicina I La Torre Llobeta,8031,12
7978f2bf,CARRER,GRANOLLERS,1,41.42831,2.16298,78,7,Horta-Guinardó,43,Horta,8032,24
c0235285,,SEU DEL DISTRICTE (NOU BARRIS),,41.43634,2.17067,72,8,Nou Barris,48,La Guineueta,8042,24
0abdb63a,CARRER,SANT ISCLE,60,41.43338,2.17163,61,8,Nou Barris,46,El Turó De La Peira,8031,27
5e4b70a1,CARRER,DE ROSSELLÓ I PORCEL,1,41.43648,2.18410,41,8,Nou Barris,45,Porta,8016,33
093916a6,CARRER,TURÓ BLAU,1,41.43882,2.17678,62,8,Nou Barris,52,La Prosperitat,8016,24
aa13e64a,CARRER,ANDREU NIN,22,41.43472,2.18177,41,8,Nou Barris,45,Porta,8016,32
fee7d94f,CARRER,DE L'ESCULTOR ORDÓÑEZ,55,41.43408,2.17482,53,8,Nou Barris,45,Porta,8016,27
d7d7164f,CARRER,DE MALADETA,1,41.43158,2.17691,44,8,Nou Barris,45,Porta,8016,18
ef8c7030,CARRER,MARIE CURIE,8,41.43668,2.16931,73,8,Nou Barris,48,La Guineueta,8042,27
408284d5,CARRER,CAVALLERS,41,41.39063,2.11154,111,4,Les Corts,21,Pedralbes,8034,39
bb61a0a8,CARRER,CAVALLERS,67,41.39343,2.11510,101,4,Les Corts,21,Pedralbes,8034,27
cf5fb4fc,PASSEIG,MANUEL GIRONA,7,41.39038,2.121,78,4,Les Corts,23,Sarrià,8034,26
6fc29098,AVINGUDA,DIAGONAL,680,41.38752,2.12371,65,4,Les Corts,21,Pedralbes,8034,27
93572f6b,CARRER,DOCTOR SALVADOR CARDENAL,1,41.38538,2.12289,60,4,Les Corts,20,La Maternitat I Sant Ramon,8028,31
f81496dd,CARRER,PINTOR RIBALTA,,41.37919,2.11358,60,4,Les Corts,20,La Maternitat I Sant Ramon,8028,32
ceae3c22,CARRER,CARDENAL REIG,11,41.37684,2.11402,54,4,Les Corts,20,La Maternitat I Sant Ramon,8028,27
9e6c3691,CARRER,SANT RAMON NONAT,26,41.37701,2.11698,50,4,Les Corts,20,La Maternitat I Sant Ramon,8028,22
8d671020,CARRER,JOSEP SAMITIER,,41.38121,2.11908,46,4,Les Corts,20,La Maternitat I Sant Ramon,8028,27
7d15fcb0,CARRER,GALLEGO,2,41.37856,2.12024,43,4,Les Corts,20,La Maternitat I Sant Ramon,8028,23
d3eda0cc,CARRER,ARIZALA,77,41.37890,2.12330,40,4,Les Corts,20,La Maternitat I Sant Ramon,8028,36
26be4a31,CARRER,FELIU DE CASANOVA,1,41.37541,2.12978,28,3,Sants-Montjuïc,17,Sants - Badal,8028,29
fe4a055d,RAMBLA,DEL BRASIL,44,41.37830,2.12973,35,3,Sants-Montjuïc,18,Sants,8028,24
e5b8da82,CARRER,DEL GUINARDÓ,32,41.41562,2.18178,38,10,Sant Martí,64,El Camp De L'arpa Del Clot,8041,27
4eb7790b,CARRER,CANTÀBRIA,55,41.42240,2.19807,9,10,Sant Martí,73,La Verneda I La Pau,8020,26
2c5146c6,RAMBLA,DE PRIM,256,41.42566,2.20086,11,10,Sant Martí,73,La Verneda I La Pau,8020,27
04197d2f,CARRER,CASTILLEJOS,388,41.41242,2.17059,77,7,Horta-Guinardó,33,El Baix Guinardó,8025,32
0b8b16f4,CARRER,SAGUÉS,1,41.39374,2.14550,51,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8021,31
f2238cd3,CARRER,MADRAZO,39,41.40030,2.14914,67,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8006,27
436c0bee,CARRER,SANT HERMENEGILD,30,41.40315,2.14458,79,5,Sarrià-sant Gervasi,27,El Putxet I El Farró,8006,27
800d0e34,CARRER,SANTALÓ,165,41.4009,2.13892,106,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8021,24
e0edca5e,CARRER,VALLMAJOR,13,41.39816,2.13867,88,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8021,27
1677955f,CARRER,REINA VICTORIA,31,41.39694,2.13634,80,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8021,27
2f840120,CARRER,ALT DE GIRONELLA,13,41.39496,2.13027,82,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,23
d88ff1c5,CARRER,BALMES,409,41.40741,2.13810,111,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,32
463313be,CARRER,REUS,23,41.40500,2.13460,114,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,24
c7195e0b,CARRER,ARTESA DE SEGRE,2,41.40298,2.13446,106,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,27
ea7e6965,CARRER,DE LES ESCOLES PIES,99,41.40299,2.12838,121,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,27
0de38ef5,CARRER,PAU ALCOVER,94,41.40188,2.13152,108,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,27
1c21f3f7,CARRER,CASTELLNOU,65,41.39704,2.12794,95,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,31
ccfcaa2c,CARRER,DOCTOR ROUX,86,41.39989,2.12819,104,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,27
8d300263,,PASSATGE DE SENILLOSA,3,41.39547,2.12504,94,5,Sarrià-sant Gervasi,23,Sarrià,8034,27
7c1614a9,PASSEIG,BONANOVA,100,41.40079,2.12288,117,5,Sarrià-sant Gervasi,23,Sarrià,8017,26
01299ece,CARRER,SANTA AMÈLIA,2,41.39353,2.12312,92,5,Sarrià-sant Gervasi,23,Sarrià,8034,27
fb30a0a8,AVINGUDA,JOSEP VICENÇ FOIX,52,41.39487,2.12053,96,5,Sarrià-sant Gervasi,23,Sarrià,8034,23
babcf5df,CARRER,CARME KARR,12,41.39862,2.12049,117,5,Sarrià-sant Gervasi,23,Sarrià,8034,23
fa4ff748,AVINGUDA,JOSEP VICENÇ FOIX,63,41.39772,2.11945,111,5,Sarrià-sant Gervasi,23,Sarrià,8034,36
23aa54bb,CARRER,RAMON TURRÓ,246,41.40170,2.20538,2,10,Sant Martí,68,El Poblenou,8005,27
9fba2951,CARRER,SANT ADRIÀ,113,41.43617,2.20470,13,9,Sant Andreu,59,El Bon Pastor,8030,24
3f35015a,PASSEIG,D'ENRIC SANCHIS,33,41.43392,2.20622,11,9,Sant Andreu,59,El Bon Pastor,8030,27
c233ce93,CARRER,ROC BORONAT,134,41.40349,2.19365,5,10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,8018,43
accab154,,AMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,,41.43896,2.19961,14,9,Sant Andreu,59,El Bon Pastor,8030,27
7c2f435c,CARRER,CIUTAT D'ASUNCIÓN,73,41.44314,2.19960,16,9,Sant Andreu,58,Baró De Viver,8030,27
b40e7575,PLAÇA,TERESA DE CLARAMUNT,,41.36310,2.13983,10,3,Sants-Montjuïc,13,La Marina De Port,8038,32
c6c0e1d8,PASSEIG,ZONA FRANCA,182,41.36079,2.13893,8,3,Sants-Montjuïc,13,La Marina De Port,8038,36
e09a18e0,CARRER,ALTS FORNS,77,41.35954,2.14177,9,3,Sants-Montjuïc,13,La Marina De Port,8038,32
54d67609,,JARDINS DE CAN FERRERO,,41.35706,2.14156,7,3,Sants-Montjuïc,13,La Marina De Port,8038,33
5998b393,CARRER,DE L'ENERGIA,2,41.35732,2.13719,7,3,Sants-Montjuïc,13,La Marina De Port,8038,31
8358c6b9,CARRER,LONDRES,63,41.39175,2.14829,0,2,Eixample,8,L'antiga Esquerra De L'eixample,8036,31
9bf2a936,CARRER,JANE ADDAMS,26,41.36212,2.13561,9,3,Sants-Montjuïc,13,La Marina De Port,8038,33
08cd3810,,RADI,10,41.36327,2.13415,9,3,Sants-Montjuïc,13,La Marina De Port,8038,28
5de3ce73,CARRER,MUNNÉ  2-6,,41.37541,2.12325,34,3,Sants-Montjuïc,17,Sants - Badal,8028,31
79f3fa2b,RAMBLA,DEL BRASIL,5,41.37594,2.12995,28,3,Sants-Montjuïc,17,Sants - Badal,8028,26
dbaa0647,CARRER,RIERA BLANCA,123,41.37145,2.12785,22,3,Sants-Montjuïc,17,Sants - Badal,8028,27
56aaf03f,CARRER,CAMÈLIES,73,41.41345,2.16310,106,7,Horta-Guinardó,33,El Baix Guinardó,8024,35
d70d2662,CARRER,CARDENER,59,41.41059,2.15798,87,6,Gràcia,31,La Vila De Gràcia,8024,27
044647e6,CARRER,GOMBAU,24,41.38724,2.17930,5,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8003,26
02f29d2c,CARRER,MÉNDEZ NÚÑEZ,16,41.39005,2.17755,12,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8003,26
fb55425f,CARRER,BAILÉN,62,41.39525,2.17300,22,2,Eixample,7,La Dreta De L'eixample,8009,30
20f482f3,PASSEIG,DE COLOM (LES RAMBLES),,41.37652,2.17881,5,1,Ciutat Vella,2,El Barri Gòtic,8039,32
4cdb36c4,CARRER,BAILÉN,100,41.39699,2.17063,27,2,Eixample,7,La Dreta De L'eixample,8009,32
eb62b1ec,CARRER,BRUC,20,41.39083,2.17437,16,2,Eixample,7,La Dreta De L'eixample,8010,24
7368628b,PASSEIG,DE GRÀCIA,61,41.39306,2.16332,32,2,Eixample,7,La Dreta De L'eixample,8007,33
ed457349,CARRER,VILADOMAT,244,41.38757,2.14693,39,2,Eixample,9,La Nova Esquerra De L'eixample,8029,31
2b521388,CARRER,MARQUÈS DE SENTMENAT,46,41.38497,2.13762,44,4,Les Corts,19,Les Corts,8029,31
9d46a119,CARRER,DIPUTACIÓ,373,41.39683,2.17565,21,2,Eixample,7,La Dreta De L'eixample,8013,27
1ef9d53a,CARRER,CONSELL DE CENT,482,41.40013,2.17801,23,2,Eixample,5,El Fort Pienc,8013,27
d4236fd4,CARRER,SARDENYA,326,41.40396,2.17290,37,2,Eixample,6,La Sagrada Família,8025,32
b7b63a1e,CARRER,DELS ENAMORATS,49,41.40405,2.18119,19,2,Eixample,6,La Sagrada Família,8013,36
d59e4e74,CARRER,RIBES,77,41.40010,2.18417,9,2,Eixample,5,El Fort Pienc,8013,27
0c90cd22,AVINGUDA,PARAL.LEL,132,41.37509,2.16138,13,2,Eixample,10,Sant Antoni,8015,30
3e42fd82,PASSEIG,DE GRÀCIA,89,41.39497,2.16128,37,2,Eixample,7,La Dreta De L'eixample,8008,33
61026db8,,WORLD TRADE CENTER,,41.37202,2.18044,3,1,Ciutat Vella,1,El Raval,8039,43
6a1c634f,,WORLD TRADE CENTER,,41.37187,2.18030,3,1,Ciutat Vella,1,El Raval,8039,43
ec83d538,PLAÇA,ICTÍNEO,,41.37762,2.18368,2,1,Ciutat Vella,2,El Barri Gòtic,8039,29
ea5e6b49,PLAÇA,JOAQUIM XIRAU I PALAU,1,41.37853,2.17674,5,1,Ciutat Vella,2,El Barri Gòtic,8002,21
7bbcf479,AVINGUDA,JOSEP TARRADELLAS,27,41.38293,2.14207,35,3,Sants-Montjuïc,18,Sants,8029,20
dc76cdeb,CARRER,DURAN I BAS,2,41.38540,2.17401,11,1,Ciutat Vella,2,El Barri Gòtic,8002,24
90f3acad,CARRER,AGUSTÍ DURAN I SANPERE,10,41.38163,2.16772,0,1,Ciutat Vella,1,El Raval,8001,40
fd328441,CARRER,LOPE DE VEGA,79,41.40389,2.20411,3,10,Sant Martí,68,El Poblenou,8005,27
4e608d4d,CARRER,NUMÀNCIA,2,41.38121,2.14176,32,3,Sants-Montjuïc,18,Sants,8029,24
673a64a4,CARRER,VILAMARÍ,85,41.38070,2.14683,28,2,Eixample,9,La Nova Esquerra De L'eixample,8015,25
a18839f6,CARRER,CASANOVA,119,41.38788,2.15529,30,2,Eixample,8,L'antiga Esquerra De L'eixample,8036,30
7e22589b,AVINGUDA,PARAL.LEL,164,41.37518,2.15687,17,2,Eixample,10,Sant Antoni,8015,18
32c313f9,CARRER,NÀPOLS,125,41.39578,2.17870,15,2,Eixample,5,El Fort Pienc,8013,32
1fbe7413,CARRER,RIERA ALTA,6,41.38064,2.16716,10,1,Ciutat Vella,1,El Raval,8001,35
262809a4,,RECINTE PARC DE LA CIUTADELLA,,41.38739,2.18754,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8003,27
1e30ac2c,CARRER,COMERÇ,36,41.38696,2.18201,5,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8003,25
5e3d13bd,CARRER,GRAN DE LA SAGRERA,74,41.42305,2.19137,22,9,Sant Andreu,61,La Sagrera,8027,27
be14f0bf,CARRER,RAMON TURRÓ,4,41.39053,2.19063,5,10,Sant Martí,67,La Vila Olímpica Del Poblenou,8005,19
c6d4eeff,CARRER,LLACUNA,86,41.40226,2.19762,3,10,Sant Martí,68,El Poblenou,8005,32
79c8c4ff,CARRER,DIPUTACIÓ,226,41.38730,2.16312,25,2,Eixample,8,L'antiga Esquerra De L'eixample,8007,26
d795a4d0,PLAÇA,CATALUNYA,22,41.38606,2.17024,15,2,Eixample,2,El Barri Gòtic,8002,33
72abf7fd,CARRER,JOAN MIRÓ,2,41.38902,2.19682,5,10,Sant Martí,67,La Vila Olímpica Del Poblenou,8005,32
4f5d3baf,AVINGUDA,LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),,41.38891,2.19931,6,10,Sant Martí,67,La Vila Olímpica Del Poblenou,8005,27
5e319dd9,PASSEIG,MARÍTIM DE LA BARCELONETA,,41.38095,2.19346,4,1,Ciutat Vella,3,La Barceloneta,8003,35
5a7aded0,CARRER,PAVIA,3,41.37347,2.13326,23,3,Sants-Montjuïc,18,Sants,8028,27
7c503fa0,,MOLL ORIENTAL,,41.36945,2.18795,3,1,Ciutat Vella,3,La Barceloneta,8039,44
e77f3a75,,A DE PALAU,,41.38241,2.18372,4,1,Ciutat Vella,2,El Barri Gòtic,8002,24
dc2a5366,PASSEIG,DE COLOM (VIA LAIETANA),,41.38062,2.18219,4,1,Ciutat Vella,2,El Barri Gòtic,8002,31
c29e2d57,CARRER,VALLESPIR,49,41.37964,2.13682,32,3,Sants-Montjuïc,18,Sants,8014,22
10f9634c,CARRER,JUAN GRIS,28,41.36534,2.13313,11,3,Sants-Montjuïc,16,La Bordeta,8014,32
bab089e0,CARRER,COMTE BORRELL,198,41.38540,2.15218,28,2,Eixample,9,La Nova Esquerra De L'eixample,8029,26
efd7bf86,GRAN VIA,DE LES CORTS CATALANES,592,41.38637,2.16466,21,2,Eixample,7,La Dreta De L'eixample,8007,33
ddd3b1f2,CARRER,RAMON TRIAS FARGAS,23,41.38899,2.19232,5,10,Sant Martí,67,La Vila Olímpica Del Poblenou,8005,39
08d0296a,CARRER,JOAN D'ÀUSTRIA,31,41.39238,2.19250,5,10,Sant Martí,67,La Vila Olímpica Del Poblenou,8005,27
fcafbc35,,DE COLOM (LES RAMBLES),,41.37643,2.17871,5,1,Ciutat Vella,2,El Barri Gòtic,8039,38
98c39aed,CARRER,JOSEP PLA,67,41.41138,2.21220,4,10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,8019,24
30cc698b,PLAÇA,URQUINAONA,3,41.38930,2.17274,17,2,Eixample,7,La Dreta De L'eixample,8010,27
902d444f,CARRER,BRUC,66,41.39348,2.17074,24,2,Eixample,7,La Dreta De L'eixample,8009,32
08c657d1,CARRER,CASP,67,41.39372,2.17642,16,2,Eixample,7,La Dreta De L'eixample,8010,33
24495767,RAMBLA,DEL RAVAL,13,41.37935,2.16895,8,1,Ciutat Vella,1,El Raval,8001,25
81cd7202,RAMBLA,DEL RAVAL,20,41.37810,2.16967,6,1,Ciutat Vella,1,El Raval,8001,26
3970b421,CARRER,VILLAR,2,41.41648,2.18010,46,7,Horta-Guinardó,35,El Guinardó,8041,32
77c6b302,PASSEIG,DE LLUIS COMPANYS (ARC DE TRIOMF),,41.39106,2.18011,10,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8018,27
2717da41,PASSEIG,DE LLUIS COMPANYS (ARC DE TRIOMF),,41.39131,2.18083,10,1,Ciutat Vella,4,"Sant Pere, Santa Caterina I La Ribera",8018,33
b2679a95,GRAN VIA,DE LES CORTS CATALANES,368,41.37433,2.14793,24,3,Sants-Montjuïc,11,El Poble-sec,8010,27
a18a708f,CARRER,VALLESPIR,13,41.37811,2.13786,30,3,Sants-Montjuïc,18,Sants,8014,25
5912944c,CARRER,JORDI GIRONA,29,41.38811,2.11541,82,4,Les Corts,21,Pedralbes,8034,44
849c69f1,CARRER,HONDURAS,32,41.42024,2.18948,22,9,Sant Andreu,61,La Sagrera,8027,32
d16cbb98,PASSEIG,MARÍTIM DE LA BARCELONETA,6,41.37958,2.19251,7,1,Ciutat Vella,3,La Barceloneta,8003,27
b97293cb,CARRER,DE CERVELLÓ,5,41.37656,2.17486,5,1,Ciutat Vella,1,El Raval,8001,24
c3d683a0,CARRER,DE RIBES,59,41.39828,2.18303,12,2,Eixample,5,El Fort Pienc,8013,33
6ab4faf5,CARRER,DE SANT PAU,119,41.37540,2.16800,9,1,Ciutat Vella,1,El Raval,8001,26
482e97b3,CARRER,PUJADES,103,41.39839,2.19607,3,10,Sant Martí,68,El Poblenou,8005,33
d8ffb3bf,CARRER,GRAN CAPITÀ,9,41.38812,2.10915,105,4,Les Corts,21,Pedralbes,8034,28
9d56b458,CARRER,ALFAMBRA,2,41.38564,2.11309,77,4,Les Corts,21,Pedralbes,8034,27
81a8c721,AVINGUDA,JOAN XXIII,17,41.38346,2.12217,53,4,Les Corts,20,La Maternitat I Sant Ramon,8028,20
75cd128e,CARRER,MARTÍ I FRANQUÈS,1,41.38470,2.11707,63,4,Les Corts,20,La Maternitat I Sant Ramon,8028,28
4498efb0,CARRER,J. MAYNARD KEYNES,2,41.38622,2.11686,70,4,Les Corts,21,Pedralbes,8034,53
517c6584,CARRER,ROGER,24,41.37675,2.12691,34,3,Sants-Montjuïc,17,Sants - Badal,8028,27
5c5700c9,AVINGUDA,DOCTOR MARAÑON,25,41.38358,2.11218,64,4,Les Corts,20,La Maternitat I Sant Ramon,8028,28
efbaaff6,PASSEIG,ZONA FRANCA,54,41.35454,2.14330,6,3,Sants-Montjuïc,12,La Marina Del Prat Vermell,8038,19
4d4fb14e,PASSEIG,ZONA FRANCA,9,41.35132,2.14509,5,3,Sants-Montjuïc,12,La Marina Del Prat Vermell,8038,36
c608a7c9,CARRER,NÀPOLS,183,41.39816,2.17548,22,2,Eixample,7,La Dreta De L'eixample,8013,27
f89604a8,RAMBLA,BADAL,73,41.36853,2.13284,14,3,Sants-Montjuïc,16,La Bordeta,8014,17
94f1fc87,CARRER,SELVA DE MAR,230,41.41769,2.19768,9,10,Sant Martí,72,Sant Martí De Provençals,8020,27
c85e8b8b,CARRER,WATT,2,41.37544,2.13984,25,3,Sants-Montjuïc,18,Sants,8014,18
