id,NumberDistrict,NameDistrict,TypeVia,NameVia
T00001B,1,Ciutat Vella,Carrer,Carrer Pepe Rubianes
T00016I,1,Ciutat Vella,Carrer,Carrer Almirall Aixada
T00030G,1,Ciutat Vella,Carrer,Carrer Judici
T00040I,1,Ciutat Vella,Carrer,Carrer Drassana
T00049R,1,Ciutat Vella,Carrer,Carrer Mar
T00053N,1,Ciutat Vella,Carrer,Carrer Sant Elm
T00055P,1,Ciutat Vella,Carrer,Carrer Sant Miquel
T00059T,1,Ciutat Vella,Carrer,Carrer Pescadors
T00061N,1,Ciutat Vella,Carrer,Carrer Comte de Santa Clara
T00065R,1,Ciutat Vella,Carrer,Carrer Sevilla
T00067T,1,Ciutat Vella,Carrer,Carrer Baluard
T00070O,1,Ciutat Vella,Carrer,Carrer Mestrança
T00073R,1,Ciutat Vella,Carrer,Carrer Meer
T00075T,1,Ciutat Vella,Carrer,Carrer Pontevedra
T00079X,1,Ciutat Vella,Carrer,Carrer Atlàntida
T00083T,1,Ciutat Vella,Carrer,Carrer Grau i Torras
T00084U,1,Ciutat Vella,Carrer,Carrer Guitert
T00085V,1,Ciutat Vella,Carrer,Carrer Vila Joiosa
T00086W,1,Ciutat Vella,Carrer,Carrer Sant Carles
T00107K,1,Ciutat Vella,Carrer,Carrer Andrea Doria
T00112H,1,Ciutat Vella,Carrer,Carrer Vinaròs
T00123K,1,Ciutat Vella,Carrer,Carrer Alcanar
T00137Q,1,Ciutat Vella,Carrer,Carrer Sòria
T00138R,1,Ciutat Vella,Carrer,Carrer Berenguer Mallol
T00141M,1,Ciutat Vella,Carrer,Carrer Doctor Giné i Partagàs
T00143O,1,Ciutat Vella,Carrer,Carrer Salamanca
T00145Q,1,Ciutat Vella,Carrer,Carrer Proclamació
T00147S,1,Ciutat Vella,Carrer,Carrer Escuder
T00157U,1,Ciutat Vella,Carrer,Carrer Almirall Churruca
T00170R,1,Ciutat Vella,Carrer,Carrer La Maquinista
T00184X,1,Ciutat Vella,Carrer,Carrer Ginebra
T00201H,1,Ciutat Vella,Carrer,Carrer Santa Lluïsa de Marillac
T00203J,1,Ciutat Vella,Carrer,Carrer Almirall Barceló
T00208O,1,Ciutat Vella,Carrer,Carrer Cermeño
T00209P,1,Ciutat Vella,Carrer,Carrer Marquès de la Mina
T00216O,1,Ciutat Vella,Carrer,Carrer Balboa
T00222M,1,Ciutat Vella,Carrer,Carrer Pinzón
T00223N,1,Ciutat Vella,Carrer,Carrer Mediterrània
T00225P,1,Ciutat Vella,Carrer,Carrer Marquès de la Quadra
T00227R,1,Ciutat Vella,Carrer,Carrer Pizarro
T00228S,1,Ciutat Vella,Passatge,Passatge Carbonell
T00229T,1,Ciutat Vella,Carrer,Carrer Carbonell
T00235R,1,Ciutat Vella,Carrer,Carrer Rector Bruguera
T00237T,1,Ciutat Vella,Carrer,Carrer Paredes
T00238U,1,Ciutat Vella,Carrer,Carrer Magatzems
T00239V,1,Ciutat Vella,Carrer,Carrer Monjo
T00240O,1,Ciutat Vella,Carrer,Carrer Sal
T00241P,1,Ciutat Vella,Carrer,Carrer Mariners
T00242Q,1,Ciutat Vella,Carrer,Carrer Safareigs
T00243R,1,Ciutat Vella,Carrer,Carrer Sant Josep
T00244S,1,Ciutat Vella,Carrer,Carrer Vicaria
T00251R,1,Ciutat Vella,Passeig,Passeig Isabel II
T00254U,1,Ciutat Vella,Carrer,Carrer Reina Cristina
T00255V,1,Ciutat Vella,Carrer,Carrer Llauder
T00261T,1,Ciutat Vella,Pla,Pla Palau
T00275Z,1,Ciutat Vella,Plaça,Plaça Pau Vila
T00299H,1,Ciutat Vella,Plaça,Plaça Barceloneta
T00316R,1,Ciutat Vella,Carrer,Carrer Mercè
T00336V,1,Ciutat Vella,Carrer,Carrer Marquet
T00338X,1,Ciutat Vella,Carrer,Carrer Plata
T00341S,1,Ciutat Vella,Carrer,Carrer Ample
T00346X,1,Ciutat Vella,Carrer,Carrer Simó Oller
T00348Z,1,Ciutat Vella,Via,Via Laietana
T00350T,1,Ciutat Vella,Carrer,Carrer Agullers
T00354X,1,Ciutat Vella,Carrer,Carrer Canvis Nous
T00357A,1,Ciutat Vella,Carrer,Carrer Arenes dels Canvis
T00359C,1,Ciutat Vella,Carrer,Carrer Consellers
T00360V,1,Ciutat Vella,Carrer,Carrer Portadores
T00362X,1,Ciutat Vella,Carrer,Carrer Consolat de Mar
T00364Z,1,Ciutat Vella,Carrer,Carrer Canvis Vells
T00368D,1,Ciutat Vella,Carrer,Carrer Àngel J. Baixeras
T00370X,1,Ciutat Vella,Carrer,Carrer Salvador Aulet
T00371Y,1,Ciutat Vella,Carrer,Carrer Sots-tinent Navarro
T00374B,1,Ciutat Vella,Carrer,Carrer Hostal d'en Sol
T00376D,1,Ciutat Vella,Carrer,Carrer Fusteria
T00377E,1,Ciutat Vella,Carrer,Carrer Jupí
T00378F,1,Ciutat Vella,Carrer,Carrer Correu Vell
T00380Z,1,Ciutat Vella,Carrer,Carrer Pom d'Or
T00381A,1,Ciutat Vella,Plaça,Plaça Traginers
T00382B,1,Ciutat Vella,Carrer,Carrer Gignàs
T00388H,1,Ciutat Vella,Carrer,Carrer Groc
T00389I,1,Ciutat Vella,Carrer,Carrer Regomir
T00391C,1,Ciutat Vella,Carrer,Carrer Riudarenes
T00401N,1,Ciutat Vella,Carrer,Carrer General Castaños
T00404Q,1,Ciutat Vella,Carrer,Carrer Marquesa
T00406S,1,Ciutat Vella,Carrer,Carrer Llevant
T00407T,1,Ciutat Vella,Carrer,Carrer Ocata
T00409V,1,Ciutat Vella,Carrer,Carrer Duana
T00413R,1,Ciutat Vella,Avinguda,Avinguda Marquès de l'Argentera
T00416U,1,Ciutat Vella,Carrer,Carrer Bonaire
T00421R,1,Ciutat Vella,Carrer,Carrer Guillem
T00424U,1,Ciutat Vella,Carrer,Carrer Rere Palau
T00427X,1,Ciutat Vella,Carrer,Carrer Santa Maria
T00429Z,1,Ciutat Vella,Carrer,Carrer Espaseria
T00431T,1,Ciutat Vella,Carrer,Carrer Malcuinat
T00433V,1,Ciutat Vella,Carrer,Carrer Ases
T00435X,1,Ciutat Vella,Plaça,Plaça Fossar de les Moreres
T00438A,1,Ciutat Vella,Carrer,Carrer Dames
T00443X,1,Ciutat Vella,Carrer,Carrer Antic de Sant Joan
T00447B,1,Ciutat Vella,Carrer,Carrer Rec
T00452Y,1,Ciutat Vella,Carrer,Carrer Ribera
T00454A,1,Ciutat Vella,Carrer,Carrer Comerç
T00455B,1,Ciutat Vella,Plaça,Plaça Comercial
T00456C,1,Ciutat Vella,Passeig,Passeig Born
T00457D,1,Ciutat Vella,Carrer,Carrer Esparteria
T00465D,1,Ciutat Vella,Carrer,Carrer Vidrieria
T00468G,1,Ciutat Vella,Plaça,Plaça Olles
T00471B,1,Ciutat Vella,Carrer,Carrer Tripó
T00473D,1,Ciutat Vella,Carrer,Carrer Pou de l'Estany
T00474E,1,Ciutat Vella,Carrer,Carrer Pescateria
T00482E,1,Ciutat Vella,Carrer,Carrer Calders
T00485H,1,Ciutat Vella,Carrer,Carrer Sombrerers
T00489L,1,Ciutat Vella,Carrer,Carrer Fusina
T00491F,1,Ciutat Vella,Carrer,Carrer Comercial
T00493H,1,Ciutat Vella,Passatge,Passatge Mercantil
T00496K,1,Ciutat Vella,Carrer,Carrer Flassaders
T00502R,1,Ciutat Vella,Carrer,Carrer Corretger
T00504T,1,Ciutat Vella,Carrer,Carrer Triangle
T00505U,1,Ciutat Vella,Carrer,Carrer Sabateret
T00512T,1,Ciutat Vella,Carrer,Carrer Princesa
T00516X,1,Ciutat Vella,Passeig,Passeig Pujades
T00520T,1,Ciutat Vella,Passeig,Passeig Picasso
T00529C,1,Ciutat Vella,Passeig,Passeig Circumval·lació
T00531W,1,Ciutat Vella,Carrer,Carrer Cirera
T00532X,1,Ciutat Vella,Carrer,Carrer Seca
T00536B,1,Ciutat Vella,Carrer,Carrer Montcada
T00540X,1,Ciutat Vella,Carrer,Carrer Banys Vells
T00545C,1,Ciutat Vella,Carrer,Carrer Sant Antoni dels Sombrerers
T00546D,1,Ciutat Vella,Carrer,Carrer Mirallers
T00550Z,1,Ciutat Vella,Carrer,Carrer Rosic
T00552B,1,Ciutat Vella,Carrer,Carrer Nicolau de Sant Climent
T00554D,1,Ciutat Vella,Carrer,Carrer Manresa
T00557G,1,Ciutat Vella,Carrer,Carrer Nau
T00561C,1,Ciutat Vella,Carrer,Carrer Plegamans
T00564F,1,Ciutat Vella,Carrer,Carrer Abaixadors
T00568J,1,Ciutat Vella,Passeig,Passeig Lluís Companys
T00571E,1,Ciutat Vella,Carrer,Carrer Neu de Sant Cugat
T00573G,1,Ciutat Vella,Carrer,Carrer Blanqueria
T00575I,1,Ciutat Vella,Carrer,Carrer Allada-Vermell
T00576J,1,Ciutat Vella,Carrer,Carrer Tantarantana
T00579M,1,Ciutat Vella,Carrer,Carrer Assaonadors
T00588N,1,Ciutat Vella,Carrer,Carrer Argenteria
T00595M,1,Ciutat Vella,Carrer,Carrer Grunyí
T00598P,1,Ciutat Vella,Carrer,Carrer Brosolí
T00600S,1,Ciutat Vella,Carrer,Carrer Vigatans
T00603V,1,Ciutat Vella,Carrer,Carrer Esquirol
T00605X,1,Ciutat Vella,Placeta,Placeta Montcada
T00619D,1,Ciutat Vella,Carrer,Carrer Cremat Gran i Xic
T00621X,1,Ciutat Vella,Carrer,Carrer Carassa
T00622Y,1,Ciutat Vella,Carrer,Carrer Barra de Ferro
T00626C,1,Ciutat Vella,Carrer,Carrer Pou de la Cadena
T00627D,1,Ciutat Vella,Carrer,Carrer Cotoners
T00634C,1,Ciutat Vella,Carrer,Carrer Carders
T00646G,1,Ciutat Vella,Placeta,Placeta Marcús
T00649J,1,Ciutat Vella,Carrer,Carrer Buenaventura Muñoz
T00659L,1,Ciutat Vella,Carrer,Carrer Davant del Portal Nou
T00661F,1,Ciutat Vella,Carrer,Carrer Rec Comtal
T00665J,1,Ciutat Vella,Carrer,Carrer Tiradors
T00668M,1,Ciutat Vella,Carrer,Carrer Ocells
T00669N,1,Ciutat Vella,Carrer,Carrer Cortines
T00673J,1,Ciutat Vella,Carrer,Carrer Colomines
T00675L,1,Ciutat Vella,Carrer,Carrer Flor de Lliri
T00677N,1,Ciutat Vella,Carrer,Carrer Giralt el Pellisser
T00678O,1,Ciutat Vella,Carrer,Carrer Corders
T00679P,1,Ciutat Vella,Carrer,Carrer Tarròs
T00687P,1,Ciutat Vella,Carrer,Carrer Armengol
T00692M,1,Ciutat Vella,Carrer,Carrer Pou de la Figuera
T00697R,1,Ciutat Vella,Carrer,Carrer Montanyans
T00698S,1,Ciutat Vella,Carrer,Carrer Jaume Giralt
T00701W,1,Ciutat Vella,Carrer,Carrer Metges
T00704Z,1,Ciutat Vella,Carrer,Carrer Serra Xic
T00706B,1,Ciutat Vella,Plaça,Plaça Sant Agustí Vell
T00712Z,1,Ciutat Vella,Carrer,Carrer Portal Nou
T00716D,1,Ciutat Vella,Carrer,Carrer Trafalgar
T00719G,1,Ciutat Vella,Passatge,Passatge Sant Benet
T00722B,1,Ciutat Vella,Carrer,Carrer Sant Pere Més Baix
T00725E,1,Ciutat Vella,Plaça,Plaça Sant Pere
T00752H,1,Ciutat Vella,Carrer,Carrer Lluís el Piadós
T00753I,1,Ciutat Vella,Carrer,Carrer Sant Pere Mitjà
T00754J,1,Ciutat Vella,Carrer,Carrer Victòria
T00755K,1,Ciutat Vella,Carrer,Carrer Sant Pere Més Alt
T00762J,1,Ciutat Vella,Carrer,Carrer Ortigosa
T00766N,1,Ciutat Vella,Carrer,Carrer Méndez Núñez
T00768P,1,Ciutat Vella,Carrer,Carrer Jonqueres
T00781M,1,Ciutat Vella,Carrer,Carrer Mònec
T00784P,1,Ciutat Vella,Carrer,Carrer Bou de Sant Pere
T00785Q,1,Ciutat Vella,Carrer,Carrer Arenes de Sant Pere
T00787S,1,Ciutat Vella,Carrer,Carrer Arc de Sant Cristòfol
T00789U,1,Ciutat Vella,Carrer,Carrer Mestres Casals i Martorell
T00792P,1,Ciutat Vella,Carrer,Carrer General Álvarez de Castro
T00793Q,1,Ciutat Vella,Carrer,Carrer Gombau
T00796T,1,Ciutat Vella,Carrer,Carrer Mare de Déu del Pilar
T00800Y,1,Ciutat Vella,Carrer,Carrer Verdaguer i Callís
T00803B,1,Ciutat Vella,Avinguda,Avinguda Francesc Cambó
T00806E,1,Ciutat Vella,Carrer,Carrer Amadeu Vives
T00808G,1,Ciutat Vella,Carrer,Carrer St Domènec de Sta Caterina
T00815F,1,Ciutat Vella,Carrer,Carrer Pare Gallifa
T00816G,1,Ciutat Vella,Carrer,Carrer Bòria
T00831F,1,Ciutat Vella,Carrer,Carrer Mercaders
T00837L,1,Ciutat Vella,Carrer,Carrer Avellà
T00839N,1,Ciutat Vella,Carrer,Carrer Tragí
T00840G,1,Ciutat Vella,Carrer,Carrer Massanet
T00841H,1,Ciutat Vella,Carrer,Carrer Arc de Sant Silvestre
T00849P,1,Ciutat Vella,Carrer,Carrer Semoleres
T00851J,1,Ciutat Vella,Carrer,Carrer Freixures
T00853L,1,Ciutat Vella,Carrer,Carrer Sant Ignasi
T00854M,1,Ciutat Vella,Plaça,Plaça Llana
T00864O,1,Ciutat Vella,Avinguda,Avinguda Catedral
T00867R,1,Ciutat Vella,Plaça,Plaça Antoni Maura
T00879V,1,Ciutat Vella,Carrer,Carrer Beates
T00885T,1,Ciutat Vella,Carrer,Carrer Ramon Mas
T00892S,2,Eixample,Plaça,Plaça Urquinaona
T00893T,1,Ciutat Vella,Carrer,Carrer Moles
T00894U,1,Ciutat Vella,Carrer,Carrer Estruc
T00901C,1,Ciutat Vella,Carrer,Carrer Amargós
T00902D,1,Ciutat Vella,Carrer,Carrer Tomàs Mieres
T00903E,1,Ciutat Vella,Carrer,Carrer Julià Portet
T00904F,1,Ciutat Vella,Carrer,Carrer Copons
T00905G,1,Ciutat Vella,Carrer,Carrer Misser Ferrer
T00908J,1,Ciutat Vella,Carrer,Carrer Doctor Joaquim Pou
T00911E,1,Ciutat Vella,Carrer,Carrer Sagristans
T00914H,1,Ciutat Vella,Carrer,Carrer Capellans
T00919M,1,Ciutat Vella,Carrer,Carrer Magdalenes
T00920F,1,Ciutat Vella,Carrer,Carrer Ripoll
T00927M,1,Ciutat Vella,Carrer,Carrer Montsió
T00931I,1,Ciutat Vella,Avinguda,Avinguda Portal de l'Àngel
T00937O,1,Ciutat Vella,Carrer,Carrer Canuda
T00943M,1,Ciutat Vella,Carrer,Carrer Santa Anna
T00946P,1,Ciutat Vella,Carreró,Carreró Sant Bonaventura
T00947Q,1,Ciutat Vella,Carrer,Carrer Bertrellans
T00948R,1,Ciutat Vella,Carrer,Carrer Flor
T00950L,1,Ciutat Vella,Carrer,Carrer Francesc Pujols
T00952N,1,Ciutat Vella,Carrer,Carrer Duc
T00954P,1,Ciutat Vella,Carrer,Carrer Bot
T00960N,1,Ciutat Vella,Carrer,Carrer Tapineria
T00962P,1,Ciutat Vella,Baixada,Baixada Canonja
T00966T,1,Ciutat Vella,Carrer,Carrer Comtes
T00970P,1,Ciutat Vella,Plaça,Plaça Ramon Berenguer el Gran
T00974T,1,Ciutat Vella,Carrer,Carrer Veguer
T00977W,1,Ciutat Vella,Baixada,Baixada Santa Clara
T00979Y,1,Ciutat Vella,Carrer,Carrer Brocaters
T00982T,1,Ciutat Vella,Carrer,Carrer Freneria
T00984V,1,Ciutat Vella,Baixada,Baixada Llibreteria
T00986X,1,Ciutat Vella,Plaça,Plaça Àngel
T00989A,1,Ciutat Vella,Carrer,Carrer Trompetes de Jaume I
T00990T,1,Ciutat Vella,Carrer,Carrer Dagueria
T00991U,1,Ciutat Vella,Carrer,Carrer Jaume I
T00994X,1,Ciutat Vella,Carrer,Carrer Santa Llúcia
T00995Y,1,Ciutat Vella,Carrer,Carrer Pietat
T00998B,1,Ciutat Vella,Carrer,Carrer Bisbe
T01007L,1,Ciutat Vella,Plaça,Plaça Cucurulla
T01008M,1,Ciutat Vella,Carrer,Carrer Portaferrissa
T01015L,1,Ciutat Vella,Carrer,Carrer Gravina
T01017N,1,Ciutat Vella,Carrer,Carrer Tallers
T01025N,1,Ciutat Vella,Carrer,Carrer Torres i Amat
T01027P,1,Ciutat Vella,Plaça,Plaça Castella
T01035P,1,Ciutat Vella,Passatge,Passatge Sant Bernat
T01037R,1,Ciutat Vella,Carrer,Carrer Verge
T01038S,1,Ciutat Vella,Carrer,Carrer Joaquín Costa
T01042O,1,Ciutat Vella,Carrer,Carrer Valldonzella
T01043P,1,Ciutat Vella,Carrer,Carrer Montalegre
T01044Q,1,Ciutat Vella,-,La Rambla
T01048U,1,Ciutat Vella,Carrer,Carrer Bonsuccés
T01053R,1,Ciutat Vella,Carrer,Carrer Sitges
T01054S,1,Ciutat Vella,Carrer,Carrer Ramelleres
T01055T,1,Ciutat Vella,Plaça,Plaça Vicenç Martorell
T01074W,1,Ciutat Vella,Carrer,Carrer Marquès de Barberà
T01076Y,1,Ciutat Vella,Carrer,Carrer Unió
T01077Z,1,Ciutat Vella,Carrer,Carrer Penedides
T01080U,1,Ciutat Vella,Carrer,Carrer Santa Margarida
T01081V,1,Ciutat Vella,Carrer,Carrer Junta de Comerç
T01082W,1,Ciutat Vella,Carrer,Carrer Sant Rafael
T01087B,1,Ciutat Vella,Carrer,Carrer Espalter
T01099F,1,Ciutat Vella,Carrer,Carrer Robador
T01104L,1,Ciutat Vella,Carrer,Carrer Nou de la Rambla
T01111K,1,Ciutat Vella,Carrer,Carrer Arc del Teatre
T01114N,1,Ciutat Vella,Carrer,Carrer Santa Mònica
T01115O,1,Ciutat Vella,Carrer,Carrer Cervelló
T01118R,1,Ciutat Vella,Carrer,Carrer Guàrdia
T01119S,1,Ciutat Vella,Carrer,Carrer Est
T01120L,1,Ciutat Vella,Carrer,Carrer Montserrat
T01123O,1,Ciutat Vella,Carrer,Carrer Santa Elena
T01124P,1,Ciutat Vella,Carrer,Carrer Vistalegre
T01127S,1,Ciutat Vella,Carrer,Carrer Sant Pacià
T01128T,1,Ciutat Vella,Carrer,Carrer Lleialtat
T01130N,1,Ciutat Vella,Carrer,Carrer Hort de la Bomba
T01133Q,1,Ciutat Vella,Carrer,Carrer Aurora
T01140P,1,Ciutat Vella,Carrer,Carrer Carretes
T01147W,1,Ciutat Vella,Carrer,Carrer Arc de Sant Pau
T01148X,1,Ciutat Vella,Carrer,Carrer Reina Amàlia
T01153U,1,Ciutat Vella,Carrer,Carrer Flors
T01154V,1,Ciutat Vella,Carrer,Carrer Riereta
T01161U,1,Ciutat Vella,Carrer,Carrer Cera
T01168B,1,Ciutat Vella,Carrer,Carrer Salvador
T01170V,1,Ciutat Vella,Carrer,Carrer Botella
T01171W,1,Ciutat Vella,Carrer,Carrer Sant Ramon
T01176B,1,Ciutat Vella,Avinguda,Avinguda Drassanes
T01182Z,1,Ciutat Vella,Carrer,Carrer Portal de Santa Madrona
T01192B,1,Ciutat Vella,Carrer,Carrer Estel
T01194D,1,Ciutat Vella,Carrer,Carrer Om
T01195E,1,Ciutat Vella,Carrer,Carrer Santa Madrona
T01197G,1,Ciutat Vella,Carrer,Carrer Sant Bertran
T01204O,1,Ciutat Vella,Carrer,Carrer Ramon Berenguer el Vell
T01205P,1,Ciutat Vella,Carrer,Carrer Peracamps
T01208S,1,Ciutat Vella,Carrer,Carrer Cid
T01213P,1,Ciutat Vella,Carrer,Carrer Sant Antoni Abat
T01217T,1,Ciutat Vella,Carrer,Carrer Príncep de Viana
T01220O,1,Ciutat Vella,Carrer,Carrer Cendra
T01224S,1,Ciutat Vella,Carrer,Carrer Bisbe Laguarda
T01225T,1,Ciutat Vella,Carrer,Carrer Erasme de Janer
T01226U,1,Ciutat Vella,Carrer,Carrer Sant Llàtzer
T01228W,1,Ciutat Vella,Carrer,Carrer Carme
T01232S,1,Ciutat Vella,Plaça,Plaça Pedró
T01234U,1,Ciutat Vella,Carrer,Carrer Hospital
T01240S,1,Ciutat Vella,Carrer,Carrer Riera Baixa
T01241T,1,Ciutat Vella,Carrer,Carrer Roig
T01243V,1,Ciutat Vella,Carrer,Carrer Picalquers
T01247Z,1,Ciutat Vella,Carrer,Carrer Egipcíaques
T01249B,1,Ciutat Vella,Carrer,Carrer Petxina
T01251V,1,Ciutat Vella,Carrer,Carrer Cabres
T01252W,1,Ciutat Vella,Carrer,Carrer Jerusalem
T01254Y,1,Ciutat Vella,Carrer,Carrer Arc de Sant Agustí
T01255Z,1,Ciutat Vella,Plaça,Plaça Sant Agustí
T01263Z,1,Ciutat Vella,Carrer,Carrer Floristes de la Rambla
T01269F,1,Ciutat Vella,Carrer,Carrer Morera
T01276E,1,Ciutat Vella,Passatge,Passatge Virreina
T01290C,1,Ciutat Vella,Carrer,Carrer Nou de Zurbano
T01294G,1,Ciutat Vella,Carrer,Carrer Heures
T01295H,1,Ciutat Vella,Carrer,Carrer Beat Simó
T01299L,1,Ciutat Vella,Carrer,Carrer Rauric
T01301O,1,Ciutat Vella,Carrer,Carrer Lleona
T01302P,1,Ciutat Vella,Carrer,Carrer Escudellers Blancs
T01304R,1,Ciutat Vella,Carrer,Carrer Escudellers
T01306T,1,Ciutat Vella,Carrer,Carrer Obradors
T01307U,1,Ciutat Vella,Carrer,Carrer Rull
T01310P,1,Ciutat Vella,Carrer,Carrer Ferran
T01314T,1,Ciutat Vella,Carrer,Carrer Arai
T01329A,1,Ciutat Vella,Carrer,Carrer Nou de Sant Francesc
T01338B,1,Ciutat Vella,Passatge,Passatge Escudellers
T01342X,1,Ciutat Vella,Carrer,Carrer Requesens
T01343Y,1,Ciutat Vella,Plaça,Plaça Dubte
T01344Z,1,Ciutat Vella,Carrer,Carrer Riera Alta
T01350X,1,Ciutat Vella,Carrer,Carrer Nou de Dulce
T01352Z,1,Ciutat Vella,Carrer,Carrer Sant Erasme
T01353A,1,Ciutat Vella,Carrer,Carrer Sant Gil
T01355C,1,Ciutat Vella,Carrer,Carrer Sant Vicenç
T01361A,1,Ciutat Vella,Carrer,Carrer Lluna
T01364D,1,Ciutat Vella,Carrer,Carrer Cardona
T01367G,1,Ciutat Vella,Carrer,Carrer Peu de la Creu
T01369I,1,Ciutat Vella,Carrer,Carrer Ferlandina
T01374F,1,Ciutat Vella,Carrer,Carrer Paloma
T01377I,1,Ciutat Vella,Carrer,Carrer Tigre
T01382F,1,Ciutat Vella,Carrer,Carrer Lleó
T01397M,1,Ciutat Vella,Carrer,Carrer Doctor Dou
T01410S,1,Ciutat Vella,Carrer,Carrer Montjuïc del Carme
T01416Y,1,Ciutat Vella,Carrer,Carrer Pintor Fortuny
T01423X,1,Ciutat Vella,Carrer,Carrer Notariat
T01424Y,1,Ciutat Vella,Carrer,Carrer Xuclà
T01426A,1,Ciutat Vella,Carrer,Carrer Elisabets
T01434A,1,Ciutat Vella,Passatge,Passatge Elisabets
T01435B,1,Ciutat Vella,Carrer,Carrer Roca
T01436C,1,Ciutat Vella,Carrer,Carrer Petritxol
T01438E,1,Ciutat Vella,Carrer,Carrer Cardenal Casañas
T01439F,1,Ciutat Vella,Carrer,Carrer Boqueria
T01444C,1,Ciutat Vella,Carrer,Carrer Quintana
T01449H,1,Ciutat Vella,Carrer,Carrer Pi
T01451B,1,Ciutat Vella,Carrer,Carrer Ave Maria
T01452C,1,Ciutat Vella,Carrer,Carrer Banys Nous
T01455F,1,Ciutat Vella,Carrer,Carrer Palla
T01473H,1,Ciutat Vella,Carrer,Carrer Llebre
T01476K,1,Ciutat Vella,Carrer,Carrer Cecs de la Boqueria
T01494M,1,Ciutat Vella,Carrer,Carrer Sant Felip Neri
T01495N,1,Ciutat Vella,Carrer,Carrer Sant Honorat
T01498Q,1,Ciutat Vella,Baixada,Baixada Santa Eulàlia
T01499R,1,Ciutat Vella,Carrer,Carrer Sant Sever
T01503W,1,Ciutat Vella,Carrer,Carrer Arc de Sant Ramon del Call
T01506Z,1,Ciutat Vella,Placeta,Placeta Manuel Ribé
T01507A,1,Ciutat Vella,Carrer,Carrer Marlet
T01509C,1,Ciutat Vella,Carrer,Carrer Salomó Ben Adret
T01512X,1,Ciutat Vella,Carrer,Carrer Fruita
T01515A,1,Ciutat Vella,Carrer,Carrer Call
T01517C,1,Ciutat Vella,Carrer,Carrer Ensenyança
T01518D,1,Ciutat Vella,Carrer,Carrer Llibreteria
T01520X,1,Ciutat Vella,Carrer,Carrer Arlet
T01524B,1,Ciutat Vella,Carrer,Carrer Hèrcules
T01528F,1,Ciutat Vella,Plaça,Plaça Emili Vilanova
T01529G,1,Ciutat Vella,Baixada,Baixada Caçador
T01532B,1,Ciutat Vella,Baixada,Baixada Viladecols
T01533C,1,Ciutat Vella,Carrer,Carrer Lledó
T01537G,1,Ciutat Vella,Carrer,Carrer Reina Elionor
T01538H,1,Ciutat Vella,Carrer,Carrer Bellafila
T01539I,1,Ciutat Vella,Carrer,Carrer Ciutat
T01545G,1,Ciutat Vella,Carrer,Carrer Rere Sant Just
T01546H,1,Ciutat Vella,Carrer,Carrer Templers
T01554H,1,Ciutat Vella,Carrer,Carrer Palma de Sant Just
T01558L,1,Ciutat Vella,Carrer,Carrer Cometa
T01571I,1,Ciutat Vella,Carrer,Carrer Gegants
T01573K,1,Ciutat Vella,Baixada,Baixada Sant Miquel
T01575M,1,Ciutat Vella,Carrer,Carrer Pou Dolç
T01577O,1,Ciutat Vella,Carrer,Carrer Trinitat
T01579Q,1,Ciutat Vella,Carrer,Carrer Palau
T01580J,1,Ciutat Vella,Carrer,Carrer Cervantes
T01581K,1,Ciutat Vella,Carrer,Carrer Avinyó
T01589S,1,Ciutat Vella,Carrer,Carrer Comtessa de Sobradiel
T01594P,1,Ciutat Vella,Carrer,Carrer Còdols
T01599U,1,Ciutat Vella,Carrer,Carrer Rosa
T01601X,1,Ciutat Vella,Carrer,Carrer Serra
T01602Y,1,Ciutat Vella,Carrer,Carrer Carabassa
T01607D,1,Ciutat Vella,Carrer,Carrer Timó
T01610Y,1,Ciutat Vella,Carrer,Carrer Ataülf
T01614C,1,Ciutat Vella,Carrer,Carrer Calella
T01617F,1,Ciutat Vella,Carrer,Carrer Sant Simplici
T01629J,1,Ciutat Vella,Carrer,Carrer Louis Braille
T01632E,1,Ciutat Vella,Plaça,Plaça Duc de Medinaceli
T01636I,1,Ciutat Vella,Carrer,Carrer Boltres
T01643H,1,Ciutat Vella,Carrer,Carrer Parc
T01645J,1,Ciutat Vella,Passatge,Passatge Pau
T01647L,1,Ciutat Vella,Carrer,Carrer Sils
T01651H,1,Ciutat Vella,Carrer,Carrer Josep Anselm Clavé
T01655L,1,Ciutat Vella,Passatge,Passatge Banca
T01659P,1,Ciutat Vella,Avinguda,Avinguda Paral·lel
T01661J,1,Ciutat Vella,Passeig,Passeig Josep Carner
T01663L,1,Ciutat Vella,Plaça,Plaça Portal de la Pau
T01671L,2,Eixample,Carrer,Carrer Diputació
T01674O,2,Eixample,Gran Via,Gran Via Corts Catalanes
T01676Q,2,Eixample,Carrer,Carrer Rocafort
T01682O,2,Eixample,Carrer,Carrer Comte Borrell
T01685R,2,Eixample,Carrer,Carrer Viladomat
T01687T,2,Eixample,Carrer,Carrer Consell de Cent
T01692Q,2,Eixample,Carrer,Carrer Aragó
T01696U,2,Eixample,Carrer,Carrer València
T01701A,2,Eixample,Carrer,Carrer Calàbria
T01711C,2,Eixample,Carrer,Carrer Entença
T01718J,2,Eixample,Carrer,Carrer Vilamarí
T01726J,2,Eixample,Carrer,Carrer Sepúlveda
T01734J,2,Eixample,Carrer,Carrer Floridablanca
T01739O,2,Eixample,Carrer,Carrer Tamarit
T01743K,2,Eixample,Carrer,Carrer Manso
