id,NumberDistrict,NameDistrict,TypeVia,NameVia
T16649M,9,Sant Andreu,Carrer,Carrer Mérida
T16650F,9,Sant Andreu,Passatge,Passatge Posoltega
T16651G,9,Sant Andreu,Carrer,Carrer Naus de La Maquinista
T16654J,9,Sant Andreu,Carrer,Carrer Ponts de La Maquinista
T16655K,9,Sant Andreu,Carrer,Carrer Campana de La Maquinista
T16657M,9,Sant Andreu,Carrer,Carrer Trens de La Maquinista
T16660H,9,Sant Andreu,Carrer,Carrer República Dominicana
T16663K,9,Sant Andreu,Plaça,Plaça Can Fabra
T16674N,9,Sant Andreu,Carrer,Carrer Cresques
T16682N,9,Sant Andreu,Carrer,Carrer Augusto César Sandino
T16685Q,9,Sant Andreu,Plaça,Plaça Veracruz
T16686R,9,Sant Andreu,Carrer,Carrer Tiana
T16691O,9,Sant Andreu,Plaça,Plaça Baró de Viver
T16696T,3,Sants-Montjuïc,Passatge,Passatge Vapor Vell
T16698V,3,Sants-Montjuïc,Carrer,Carrer Cadaqués
T16701Z,3,Sants-Montjuïc,Plaça,Plaça Ibèria
T16708G,3,Sants-Montjuïc,Carrer,Carrer Colònia Bausili
T16716G,3,Sants-Montjuïc,Carrer,Carrer Transversal 1
T16717H,3,Sants-Montjuïc,Carrer,Carrer Transversal 2
T16719J,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 6
T16720C,3,Sants-Montjuïc,Carrer,Carrer Major de Mercabarna
T16722E,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 1
T16724G,3,Sants-Montjuïc,Carrer,Carrer Transversal 5
T16732G,3,Sants-Montjuïc,Carrer,Carrer Transversal 8
T16737L,6,Gràcia,Carrer,Carrer Medes
T16743J,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 5
T16744K,3,Sants-Montjuïc,Carrer,Carrer Transversal 7
T16750I,3,Sants-Montjuïc,Carrer,Carrer Transversal 9
T16756O,3,Sants-Montjuïc,Carrer,Carrer Transversal 11
T16760K,3,Sants-Montjuïc,Carrer,Carrer Transversal 17
T16763N,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 9
T16773P,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 2
T16774Q,3,Sants-Montjuïc,Carrer,Carrer Transversal 12
T16778U,3,Sants-Montjuïc,Carrer,Carrer Transversal 10
T16779V,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 10
T16780O,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 8
T16787V,3,Sants-Montjuïc,Carrer,Carrer Transversal 14
T16792S,3,Sants-Montjuïc,Carrer,Carrer Transversal 4
T16793T,3,Sants-Montjuïc,Carrer,Carrer Transversal 6
T16804F,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 7
T16814H,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 3
T16815I,3,Sants-Montjuïc,Carrer,Carrer Longitudinal 11
T16819M,3,Sants-Montjuïc,Carrer,Carrer Mar Roja
T16823I,3,Sants-Montjuïc,Avinguda,Avinguda Ports d'Europa
T16827M,3,Sants-Montjuïc,Carrer,Carrer Atlàntic
T16828N,3,Sants-Montjuïc,Carrer,Carrer Y Zona Franca
T16829O,3,Sants-Montjuïc,Carrer,Carrer Antàrtic
T16831I,3,Sants-Montjuïc,Carrer,Carrer V Zona Franca
T16832J,3,Sants-Montjuïc,Carrer,Carrer Índic
T16835M,3,Sants-Montjuïc,Carrer,Carrer Mar Groga
T16840J,3,Sants-Montjuïc,Carrer,Carrer Z Zona Franca
T16841K,3,Sants-Montjuïc,Passatge,Passatge Yucatán
T16842L,3,Sants-Montjuïc,Passatge,Passatge Moçambic
T16843M,3,Sants-Montjuïc,Carrer,Carrer Àrtic
T16849S,3,Sants-Montjuïc,Carrer,Carrer Marbre
T16854P,4,Les Corts,Carrer,Carrer Caravel·la La Pinta
T16855Q,4,Les Corts,Carrer,Carrer Gállego
T16856R,4,Les Corts,Carrer,Carrer Aurora Bertrana
T16858T,4,Les Corts,Passatge,Passatge Vicent Martín
T16860N,4,Les Corts,Carrer,Carrer Font del Lleó
T16868V,4,Les Corts,Carrer,Carrer Can Falgàs
T16872R,5,Sarrià-Sant Gervasi,Carrer,Carrer Bosch
T16874T,5,Sarrià-Sant Gervasi,Passatge,Passatge Arcadia
T16876V,5,Sarrià-Sant Gervasi,Avinguda,Avinguda Pau Casals
T16881S,5,Sarrià-Sant Gervasi,Carrer,Carrer Mestre Nicolau
T16893W,5,Sarrià-Sant Gervasi,Carrer,Carrer Gaziel
T16906K,5,Sarrià-Sant Gervasi,Passatge,Passatge Mare de Déu de l'Estrella
T16920I,1,Ciutat Vella,Plaça,Plaça Sant Josep Oriol
T16945R,5,Sarrià-Sant Gervasi,Plaça,Plaça Amich
T16949V,5,Sarrià-Sant Gervasi,Carrer,Carrer Ifni
T16957V,6,Gràcia,Carreró,Carreró Carolines
T16958W,6,Gràcia,Carrer,Carrer Mossèn Batlle
T16961R,6,Gràcia,Carrer,Carrer Torrent de Mariner
T16962S,6,Gràcia,Passatge,Passatge Ròmul Bosch
T16964U,6,Gràcia,Passatge,Passatge Ministral
T16966W,6,Gràcia,Carrer,Carrer Morató
T16968Y,6,Gràcia,Passatge,Passatge Manlleu
T16972U,6,Gràcia,Carrer,Carrer Funoses Llussà
T16973V,6,Gràcia,Carrer,Carrer Pineda
T16974W,7,Horta-Guinardó,Passatge,Passatge Casanovas
T16976Y,7,Horta-Guinardó,Passatge,Passatge Mariné
T16977Z,7,Horta-Guinardó,Passatge,Passatge Camèlies
T16978A,7,Horta-Guinardó,Passatge,Passatge Mont de Pietat
T16979B,7,Horta-Guinardó,Passatge,Passatge Caixa d'Estalvis
T16987B,1,Ciutat Vella,Plaça,Plaça Jacint Reventós
T16988C,1,Ciutat Vella,Plaça,Plaça George Orwell
T16990W,9,Sant Andreu,Plaça,Plaça Doctor Cararach Mauri
T16998E,9,Sant Andreu,Carrer,Carrer Vintró
T17004L,9,Sant Andreu,Carrer,Carrer Mercat
T17006N,7,Horta-Guinardó,Carrer,Carrer Sorolla
T17012L,9,Sant Andreu,Plaça,Plaça Turó de la Trinitat
T17017Q,9,Sant Andreu,Carrer,Carrer Segarra
T17049Y,7,Horta-Guinardó,Carrer,Carrer Santa Olívia
T17057Y,7,Horta-Guinardó,Carrer,Carrer Folc
T17061U,1,Ciutat Vella,Carrer,Carrer Sant Josep Oriol
T17067A,1,Ciutat Vella,Carrer,Carrer Pas de l'Ensenyança
T17070V,1,Ciutat Vella,Passatge,Passatge Crèdit
T17083A,8,Nou Barris,Plaça,Plaça Sant Francesc Xavier
T17089G,1,Ciutat Vella,Carrer,Carrer Segòvia
T17090Z,10,Sant Martí,Plaça,Plaça Ignasi Juliol
T17093C,8,Nou Barris,Carrer,Carrer Lliçà
T17094D,8,Nou Barris,Carretera,Carretera Antiga d'Horta a Cerdanyola
T17095E,3,Sants-Montjuïc,Avinguda,Avinguda Roma
T17096F,3,Sants-Montjuïc,Plaça,Plaça Països Catalans
T17097G,3,Sants-Montjuïc,Plaça,Plaça Joan Peiró
T17100K,3,Sants-Montjuïc,Carrer,Carrer Viriat
T17110M,8,Nou Barris,Passatge,Passatge Escòcia
T17111N,8,Nou Barris,Carrer,Carrer Nulles
T17112O,8,Nou Barris,Carrer,Carrer Andratx
T17115R,8,Nou Barris,Passatge,Passatge Quintana
T17116S,8,Nou Barris,Plaça,Plaça Àngel Pestaña
T17121P,10,Sant Martí,Passatge,Passatge Trullàs
T17123R,10,Sant Martí,Plaça,Plaça Constel·lacions
T17124S,10,Sant Martí,Carrer,Carrer Solsticis
T17140S,10,Sant Martí,Carrer,Carrer Doctor Zamenhof
T17142U,10,Sant Martí,Passatge,Passatge Antoni Gassol
T17143V,10,Sant Martí,Passatge,Passatge Morenes
T17144W,10,Sant Martí,Passatge,Passatge Ciutadans
T17153X,10,Sant Martí,Passatge,Passatge Indústria lletra C
T17154Y,10,Sant Martí,Passatge,Passatge Lluïsa Vidal
T17155Z,10,Sant Martí,Passatge,Passatge Graziella Pareto
T17156A,10,Sant Martí,Passatge,Passatge Catalunya
T17160W,10,Sant Martí,Passatge,Passatge Via Trajana A
T17178G,2,Eixample,Passatge,Passatge Sant Pau
T17181B,2,Eixample,Passatge,Passatge Núria
T17184E,3,Sants-Montjuïc,Carrer,Carrer Túria
T17185F,3,Sants-Montjuïc,Carrer,Carrer Iecla
T17186G,3,Sants-Montjuïc,Passatge,Passatge Llobregat
T17187H,3,Sants-Montjuïc,Carrer,Carrer Guadalete
T17188I,9,Sant Andreu,Carrer,Carrer Modest Urgell
T17196I,10,Sant Martí,Passatge,Passatge Marina
T17197J,9,Sant Andreu,Carrer,Carrer Mare de Déu de Lorda
T17213S,1,Ciutat Vella,Carrer,Carrer Duran i Bas
T17216V,1,Ciutat Vella,Plaça,Plaça Peixos
T17218X,1,Ciutat Vella,Carrer,Carrer Abat Safont
T17223U,5,Sarrià-Sant Gervasi,Passatge,Passatge Güell
T17224V,3,Sants-Montjuïc,Carrer,Carrer Crillon
T17228Z,3,Sants-Montjuïc,Avinguda,Avinguda Castell
T17235Y,9,Sant Andreu,Carrer,Carrer Madriguera
T17236Z,9,Sant Andreu,Passatge,Passatge Torné
T17237A,9,Sant Andreu,Carrer,Carrer Torné
T17241W,9,Sant Andreu,Carrer,Carrer Galícia
T17246B,9,Sant Andreu,Via,Via Bàrcino
T17251Y,5,Sarrià-Sant Gervasi,Carrer,Carrer Codonyer
T17252Z,1,Ciutat Vella,Plaça,Plaça Sant Iu
T17253A,1,Ciutat Vella,Plaça,Plaça Rei
T17272D,8,Nou Barris,Plaça,Plaça Isabel de Villena
T17279K,1,Ciutat Vella,Plaça,Plaça Josep M. Folch i Torres
T17280D,9,Sant Andreu,Passatge,Passatge Torrent de l'Estadella
T17282F,9,Sant Andreu,Carrer,Carrer Cordelles
T17300Q,5,Sarrià-Sant Gervasi,Camí,Camí Cementiri de Sarrià
T17314W,2,Eixample,Passatge,Passatge Roger de Flor
T17319B,10,Sant Martí,Carrer,Carrer Francesc de Borja Moll
T17322W,10,Sant Martí,Carrer,Carrer Pierre Vilar
T17323X,10,Sant Martí,Carrer,Carrer Anaïs Nin
T17325Z,10,Sant Martí,Carrer,Carrer Josep Narcís Roca
T17332Y,8,Nou Barris,Carrer,Carrer Borgonya
T17334A,8,Nou Barris,Passatge,Passatge Manuel Sancho
T17335B,8,Nou Barris,Carrer,Carrer Manuel Sancho
T17340Y,6,Gràcia,Carrer,Carrer Mare de Déu dels Reis
T17343B,6,Gràcia,Viaducte,Viaducte Vallcarca
T17351B,6,Gràcia,Carrer,Carrer Maduixer
T17356G,7,Horta-Guinardó,Passatge,Passatge Peris i Mencheta
T17361D,9,Sant Andreu,Passatge,Passatge Jacint Guardiola
T17388O,2,Eixample,Plaça,Plaça Fort Pienc
T17392K,7,Horta-Guinardó,Passeig,Passeig Urrutia
T17395N,7,Horta-Guinardó,Carrer,Carrer Sidó
T17399R,7,Horta-Guinardó,Carrer,Carrer Alighieri
T17414Z,10,Sant Martí,Plaça,Plaça Carme Montoriol
T17427E,9,Sant Andreu,Carrer,Carrer Coll
T17430Z,8,Nou Barris,Carrer,Carrer Viladecavalls
T17435E,9,Sant Andreu,Plaça,Plaça Mossèn Joan Cortinas
T17440B,1,Ciutat Vella,Carrer,Carrer Maria Aurèlia Capmany
T17446H,5,Sarrià-Sant Gervasi,Carrer,Carrer Josep Bertrand
T17464J,8,Nou Barris,Passatge,Passatge Arquitecte Millàs
T17469O,8,Nou Barris,Carrer,Carrer Vila-rodona
T17471I,8,Nou Barris,Carrer,Carrer Cubelles
T17473K,8,Nou Barris,Carrer,Carrer Subirats
T17476N,9,Sant Andreu,Plaça,Plaça Masadas
T17480J,5,Sarrià-Sant Gervasi,Carrer,Carrer Marquès de Santa Ana
T17482L,5,Sarrià-Sant Gervasi,Plaça,Plaça Ventura Gassol
T17494P,8,Nou Barris,Placeta,Placeta Avis
T17509F,4,Les Corts,Plaça,Plaça Concòrdia
T17526G,9,Sant Andreu,Plaça,Plaça Can Galta Cremat
T17531D,1,Ciutat Vella,Avinguda,Avinguda Litoral
T17532E,10,Sant Martí,Plaça,Plaça Sant Josep de Calassanç
T17541F,10,Sant Martí,Carrer,Carrer Emília Coranty
T17561J,9,Sant Andreu,Passatge,Passatge Rustullet
T17565N,9,Sant Andreu,Passatge,Passatge Constància
T17568Q,10,Sant Martí,Carrer,Carrer Cases Boada
T17584Q,8,Nou Barris,Carrer,Carrer Romaní
T17589V,10,Sant Martí,Carrer,Carrer Vidal i de Valenciano
T17606F,9,Sant Andreu,Carrer,Carrer Bonaventura Gispert
T17615G,2,Eixample,Plaça,Plaça Henry Dunant
T17621E,10,Sant Martí,Plaça,Plaça Gabriela Mistral
T17624H,10,Sant Martí,Plaça,Plaça Manuel Ainaud
T17627K,10,Sant Martí,Carrer,Carrer Francesca Bonnemaison
T17634J,1,Ciutat Vella,Plaça,Plaça Bonsuccés
T17642J,7,Horta-Guinardó,Riera,Riera Marcel·lí
T17659S,1,Ciutat Vella,Carrer,Carrer Gas
T17660L,1,Ciutat Vella,Carrer,Carrer Sidé
T17664P,3,Sants-Montjuïc,Carrer,Carrer Sant Pere d'Abanto
T17667S,10,Sant Martí,Plaça,Plaça Conxita Badia
T17668T,9,Sant Andreu,Plaça,Plaça Can Portabella
T17676T,5,Sarrià-Sant Gervasi,Carrer,Carrer Adrià Margarit
T17686V,3,Sants-Montjuïc,Carrer,Carrer Fortuna
T17687W,3,Sants-Montjuïc,Plaça,Plaça Llorca
T17688X,3,Sants-Montjuïc,Carrer,Carrer Guadalquivir
T17692T,3,Sants-Montjuïc,Carrer,Carrer Nerbion
T17697Y,3,Sants-Montjuïc,Camí,Camí Polvorí
T17703F,5,Sarrià-Sant Gervasi,Escales,Escales Font del Mont
T17705H,8,Nou Barris,Plaça,Plaça Ca n'Ensenya
T17706I,1,Ciutat Vella,Carrer,Carrer Sant Jacint
T17709L,3,Sants-Montjuïc,Plaça,Plaça Farga
T17715J,8,Nou Barris,Carrer,Carrer Manuel Sanchis i Guarner
T17716K,8,Nou Barris,Carrer,Carrer Baltasar Samper
T17717L,8,Nou Barris,Carrer,Carrer Anselm Turmeda
T17719N,8,Nou Barris,Plaça,Plaça Gabriel Alomar
T17729P,5,Sarrià-Sant Gervasi,Passatge,Passatge Ricard Zamora
T17738Q,5,Sarrià-Sant Gervasi,Passatge,Passatge Marimon
T17739R,10,Sant Martí,Carrer,Carrer Gelida
T17740K,1,Ciutat Vella,Passatge,Passatge Gutenberg
T17749T,2,Eixample,Passatge,Passatge Aragó
T17751N,1,Ciutat Vella,Pla,Pla Seu
T17761P,2,Eixample,Passatge,Passatge Clip
T17784W,6,Gràcia,Carrer,Carrer Clotés
T17785X,6,Gràcia,Plaça,Plaça Flandes
T17786Y,6,Gràcia,Carrer,Carrer Cartago
T17789B,6,Gràcia,Passatge,Passatge Montornès
T17790U,6,Gràcia,Camí,Camí Àngels
T17791V,6,Gràcia,Passatge,Passatge Casablanca
T17818P,3,Sants-Montjuïc,Passeig,Passeig Cantunis
T17835Q,1,Ciutat Vella,Passeig,Passeig Colom
T17850P,1,Ciutat Vella,Moll,Moll Barceloneta
T17851Q,1,Ciutat Vella,Passeig,Passeig Joan Borbó Comte Barcelona
T17860R,6,Gràcia,Carrer,Carrer Corçà
T17861S,6,Gràcia,Carrer,Carrer Comte de Noroña
T17863U,7,Horta-Guinardó,Passadís,Passadís Encarnació
T17866X,7,Horta-Guinardó,Carrer,Carrer Francisco Manzano
T17868Z,7,Horta-Guinardó,Carrer,Carrer Pere Costa
T17880V,7,Horta-Guinardó,Carrer,Carrer Abd el-Kader
T17888D,6,Gràcia,Ronda,Ronda Guinardó
T17892Z,6,Gràcia,Carretera,Carretera Carmel
T17894B,6,Gràcia,Plaça,Plaça Revolució de Setembre 1868
T17916Q,7,Horta-Guinardó,Plaça,Plaça Nen de la Rutlla
T17917R,7,Horta-Guinardó,Passatge,Passatge Ercilla
T17928U,7,Horta-Guinardó,Baixada,Baixada Palautordera
T17930O,7,Horta-Guinardó,Carrer,Carrer Turó de la Rovira
T17939X,1,Ciutat Vella,Passatge,Passatge Hospital
T17951T,7,Horta-Guinardó,Carrer,Carrer Jerez
T17953V,7,Horta-Guinardó,Carrer,Carrer Rubió i Balaguer
T17955X,7,Horta-Guinardó,Plaça,Plaça Zurbarán
T17956Y,7,Horta-Guinardó,Carrer,Carrer Música
T17960U,7,Horta-Guinardó,Carrer,Carrer Escultura
T17962W,7,Horta-Guinardó,Carrer,Carrer Puig i Cadafalch
T17963X,7,Horta-Guinardó,Carrer,Carrer Arquitecte Martorell
T17970W,7,Horta-Guinardó,Carrer,Carrer Zuloaga
T17990A,7,Horta-Guinardó,Carrer,Carrer Idumea
T17994E,7,Horta-Guinardó,Carrer,Carrer Viver
T17997H,7,Horta-Guinardó,Avinguda,Avinguda Can Baró
T18003O,7,Horta-Guinardó,Carrer,Carrer Saturnino Calleja
T18008T,7,Horta-Guinardó,Carretera,Carretera Vallvidrera al Tibidabo
T18009U,7,Horta-Guinardó,Camí,Camí Can Borni
T18011O,4,Les Corts,Carrer,Carrer Josep Sunyol i Garriga
T18012P,4,Les Corts,Camí,Camí Torre Melina
T18017U,4,Les Corts,Avinguda,Avinguda Manuel Azaña
T18018V,4,Les Corts,Carrer,Carrer General Batet
T18021Q,10,Sant Martí,Plaça,Plaça Julio González
T18022R,4,Les Corts,Camí,Camí Vell de Sarrià
T18023S,7,Horta-Guinardó,Plaça,Plaça Madrona Prat
T18025U,8,Nou Barris,Plaça,Plaça Titellaires
T18033U,7,Horta-Guinardó,Plaça,Plaça Palestina
T18038Z,7,Horta-Guinardó,Plaça,Plaça Castelao
T18039A,7,Horta-Guinardó,Carrer,Carrer Cartellà
T18041U,7,Horta-Guinardó,Parc,Parc Forestal de la Meca
T18050V,7,Horta-Guinardó,Plaça,Plaça Sibil·les
T18051W,8,Nou Barris,Plaça,Plaça Lola Anglada
T18054Z,3,Sants-Montjuïc,Carrer,Carrer Pedrera del Mussol
T18056B,3,Sants-Montjuïc,Plaça,Plaça Mig de Can Clos
T18057C,3,Sants-Montjuïc,Carrer,Carrer Can Clos
T18060X,3,Sants-Montjuïc,Carrer,Carrer Diligències
T18061Y,8,Nou Barris,Plaça,Plaça Paul Claudel
T18063A,8,Nou Barris,Plaça,Plaça Álvaro Cunqueiro
T18074D,8,Nou Barris,Carrer,Carrer Amer
T18086H,8,Nou Barris,Plaça,Plaça Portocristo
T18087I,8,Nou Barris,Carrer,Carrer Formentor
T18092F,8,Nou Barris,Passatge,Passatge Ciutat de Mallorca
T18111R,8,Nou Barris,Carrer,Carrer Juan Ramón Jiménez
T18124W,8,Nou Barris,Carrer,Carrer Portlligat
T18129B,8,Nou Barris,Carrer,Carrer Prats de Rei
T18133X,8,Nou Barris,Travessia,Travessia Castellfollit
T18141X,9,Sant Andreu,Plaça,Plaça Ferran Reyes
T18156E,7,Horta-Guinardó,Carrer,Carrer Samaniego
T18184I,9,Sant Andreu,Carrer,Carrer Filatures
T18198O,9,Sant Andreu,Carrer,Carrer Caresmar
T18206X,9,Sant Andreu,PlaÃ§a,PlaÃ§a K?be
T18220V,10,Sant Martí,Carrer,Carrer Los Angeles
T18221W,10,Sant Martí,Carrer,Carrer Estocolm
T18223Y,10,Sant Martí,Carrer,Carrer Saint Louis
T18224Z,10,Sant Martí,Carrer,Carrer Melbourne
T18225A,10,Sant Martí,Carrer,Carrer Seül
T18226B,10,Sant Martí,Carrer,Carrer Amsterdam
T18229E,10,Sant Martí,Carrer,Carrer Munic
T18230X,10,Sant Martí,Carrer,Carrer Hèlsinki
T18232Z,10,Sant Martí,Carrer,Carrer Anvers
T18248H,10,Sant Martí,Carrer,Carrer Sèquia Comtal
T18249I,10,Sant Martí,Plaça,Plaça Font i Sagué
T18251C,10,Sant Martí,Plaça,Plaça Óssa Menor
T18255G,10,Sant Martí,Carrer,Carrer Bisbe Josep Climent
T18264H,10,Sant Martí,Carrer,Carrer Ebre
T18272H,9,Sant Andreu,Passatge,Passatge Magdalena Giralt
T18276L,1,Ciutat Vella,Carrer,Carrer Josep Pijoan
T18281I,10,Sant Martí,Passatge,Passatge Ferradura
T18289Q,10,Sant Martí,Plaça,Plaça Joaquín Maurín
T18293M,10,Sant Martí,Passatge,Passatge Via Trajana B
T18294N,10,Sant Martí,Passatge,Passatge Casa Llarga
T18306A,10,Sant Martí,Plaça,Plaça Infància
T18308C,10,Sant Martí,Plaça,Plaça Porxos
T18312Y,10,Sant Martí,Camí,Camí Ca l'Isidret
T18335F,10,Sant Martí,Carrer,Carrer Jordi Rubió i Balaguer
T18336G,5,Sarrià-Sant Gervasi,Plaça,Plaça Pep Ventura
T18362I,1,Ciutat Vella,Plaça,Plaça Antonio López
T18366M,5,Sarrià-Sant Gervasi,Plaça,Plaça Benet XV
T18370I,9,Sant Andreu,Carrer,Carrer Arnau d'Oms
T18372K,7,Horta-Guinardó,Carrer,Carrer Beatriu
T18390M,1,Ciutat Vella,Pas,Pas Ramon Cabau
T18392O,3,Sants-Montjuïc,Carrer,Carrer Coure
T18396S,3,Sants-Montjuïc,Carrer,Carrer Bronze
T18404B,8,Nou Barris,Carrer,Carrer Artà
T18409G,1,Ciutat Vella,Carrer,Carrer Palau de la Música
T18415E,1,Ciutat Vella,Carrer,Carrer Conreria
T18418H,1,Ciutat Vella,Carrer,Carrer Miquel Boera
T18423E,1,Ciutat Vella,Plaça,Plaça Brugada
T18427I,3,Sants-Montjuïc,Plaça,Plaça Fènix
T18439M,3,Sants-Montjuïc,Camí,Camí Foixarda
T18441G,3,Sants-Montjuïc,Plaça,Plaça Josep Puig i Cadafalch
T18442H,3,Sants-Montjuïc,Passeig,Passeig Jean C. N. Forestier
T18451I,3,Sants-Montjuïc,Pas,Pas Valls
T18452J,3,Sants-Montjuïc,Carrer,Carrer Begònia
T18459Q,3,Sants-Montjuïc,Plaça,Plaça Buenaventura Durruti
T18462L,3,Sants-Montjuïc,Plaça,Plaça Sarah Bernhardt
T18470L,3,Sants-Montjuïc,Carrer,Carrer Número 34 Zona Franca
T18473O,3,Sants-Montjuïc,Camí,Camí Far
T18480N,3,Sants-Montjuïc,Passatge,Passatge Martinica
T18507H,3,Sants-Montjuïc,Carrer,Carrer Fernández Duró
T18508I,3,Sants-Montjuïc,Passatge,Passatge Feliu Casanova
T18509J,4,Les Corts,Carrer,Carrer Sants
T18510C,3,Sants-Montjuïc,Plaça,Plaça Vidriera
T18511D,3,Sants-Montjuïc,Carrer,Carrer Noguera Ribagorçana
T18516I,3,Sants-Montjuïc,Plaça,Plaça Bonet i Muixí
T18520E,4,Les Corts,Passatge,Passatge Roca
T18525J,4,Les Corts,Plaça,Plaça Corts
T18530G,4,Les Corts,Carrer,Carrer Elisabeth Eidenbenz
T18535L,4,Les Corts,Passatge,Passatge Pintor Tapiró
T18536M,4,Les Corts,Carrer,Carrer Pintor Tapiró
T18538O,4,Les Corts,Carrer,Carrer Sena
T18543L,4,Les Corts,Carrer,Carrer Cirerers
T18546O,1,Ciutat Vella,Plaça,Plaça Frederic Marès
T18550K,4,Les Corts,Plaça,Plaça Escultor Ramir Rocamora
T18552M,4,Les Corts,Plaça,Plaça Coll de Finestrelles
T18556Q,4,Les Corts,Carrer,Carrer Pobla de Lillet
T18558S,1,Ciutat Vella,Carrer,Carrer Aglà
T18561N,2,Eixample,Plaça,Plaça Arts
T18577V,2,Eixample,Passatge,Passatge Caputxins
T18580Q,5,Sarrià-Sant Gervasi,Carrer,Carrer Beethoven
T18581R,5,Sarrià-Sant Gervasi,Plaça,Plaça Joan Llongueras
T18585V,5,Sarrià-Sant Gervasi,Plaça,Plaça Àngel Rodríguez
T18594W,5,Sarrià-Sant Gervasi,Plaça,Plaça Rosa Sabater
T18598A,5,Sarrià-Sant Gervasi,Passatge,Passatge Lucà
T18601E,5,Sarrià-Sant Gervasi,Carrer,Carrer Bosch i Alsina
T18602F,5,Sarrià-Sant Gervasi,Plaça,Plaça Central
T18609M,5,Sarrià-Sant Gervasi,Plaça,Plaça Emili Mira
T18623K,5,Sarrià-Sant Gervasi,Plaça,Plaça Mare de Déu de la Pau
T18644P,5,Sarrià-Sant Gervasi,Placeta,Placeta Roser
T18647S,5,Sarrià-Sant Gervasi,Carreró,Carreró Estudis
T18649U,5,Sarrià-Sant Gervasi,Carrer,Carrer Pere Tarrés
T18650N,5,Sarrià-Sant Gervasi,Plaça,Plaça Sarrià
T18656T,5,Sarrià-Sant Gervasi,Passatge,Passatge Mallofré
T18663S,5,Sarrià-Sant Gervasi,Passatge,Passatge Saumell
T18664T,5,Sarrià-Sant Gervasi,Carrer,Carrer Joan Orpí
T18671S,5,Sarrià-Sant Gervasi,Camí,Camí Gírgola
T18676X,5,Sarrià-Sant Gervasi,Plaça,Plaça Major del Rectoret
T18678Z,5,Sarrià-Sant Gervasi,Passatge,Passatge Bellavista
T18686Z,3,Sants-Montjuïc,Moll,Moll Sant Bertran
T18704K,5,Sarrià-Sant Gervasi,Plaça,Plaça Torre
T18710I,5,Sarrià-Sant Gervasi,Plaça,Plaça Rafael Benet
T18717P,5,Sarrià-Sant Gervasi,Carrer,Carrer Menor de Sarrià
T18720K,5,Sarrià-Sant Gervasi,Plaça,Plaça Mossèn Miquel Vall i Mundó
T18725P,5,Sarrià-Sant Gervasi,Carrer,Carrer Bedoll
T18729T,5,Sarrià-Sant Gervasi,Carrer,Carrer Violer
T18750Q,1,Ciutat Vella,Carrer,Carrer Escar
T18753T,1,Ciutat Vella,Carrer,Carrer Joan Massana
T18756W,1,Ciutat Vella,Passatge,Passatge Amadeu Bagués
T18759Z,1,Ciutat Vella,Carrer,Carrer Alsina
T18762U,1,Ciutat Vella,Placeta,Placeta Pi
T18766Y,1,Ciutat Vella,Carrer,Carrer Llàstics
T18768A,1,Ciutat Vella,Carrer,Carrer Basses de Sant Pere
T18771V,1,Ciutat Vella,Carrer,Carrer Guifré
T18772W,1,Ciutat Vella,Plaça,Plaça Emili Vendrell
T18782Y,1,Ciutat Vella,Plaça,Plaça Pere Coromines
T18783Z,1,Ciutat Vella,Plaça,Plaça Pieyre de Mandiargues
T18787D,10,Sant Martí,Plaça,Plaça Victòria Kent
T18788E,5,Sarrià-Sant Gervasi,Carrer,Carrer Balsareny
T18794C,3,Sants-Montjuïc,Carrer,Carrer Equador
T18799H,6,Gràcia,Plaça,Plaça Narcís Oller
T18805O,7,Horta-Guinardó,Carrer,Carrer Bragança
T18807Q,8,Nou Barris,Carrer,Carrer Vilatorta
T18809S,5,Sarrià-Sant Gervasi,Carrer,Carrer Bosch i Gimpera
T18810L,4,Les Corts,Carrer,Carrer Bosch i Gimpera
T18817S,4,Les Corts,Plaça,Plaça Centre
T18834T,3,Sants-Montjuïc,Carrer,Carrer Diputació
T18836V,3,Sants-Montjuïc,Carrer,Carrer Creu Coberta
T18847Y,8,Nou Barris,Passatge,Passatge Alfonso Lafuente
T18854X,8,Nou Barris,Plaça,Plaça Sóller
T18868D,8,Nou Barris,Carrer,Carrer Víctor Jara
T18869E,8,Nou Barris,Carrer,Carrer Carles Soldevila
T18894F,1,Ciutat Vella,Carrer,Carrer Fontanella
T18897I,6,Gràcia,Carrer,Carrer Apel·les Fenosa
T18903P,5,Sarrià-Sant Gervasi,Plaça,Plaça Pere Figuera i Serra
T18909V,10,Sant Martí,Plaça,Plaça Isabel Vila
T18910O,10,Sant Martí,Plaça,Plaça Dolors Piera
T18911P,5,Sarrià-Sant Gervasi,Plaça,Plaça John F. Kennedy
T18914S,9,Sant Andreu,Plaça,Plaça Palmeres
T18919X,8,Nou Barris,Carrer,Carrer Montmajor
T18922S,8,Nou Barris,Placeta,Placeta Luis Buñuel
