station_id,address,lat,lon,altitude,post_code,capacity
358,"C/ GOMBAU, 24",41.3872437,2.1793035,5,8003,26
359,"C/ MÉNDEZ NÚÑEZ, 16",41.3900544,2.1775594,12,8003,26
360,"C/ BAILÉN, 62",41.3952527,2.1730023,22,8009,30
361,PG. DE COLOM (LES RAMBLES),41.37652,2.17881,5,8039,32
362,"C/ BAILÉN, 100",41.396994,2.1706323,27,8009,32
363,"C/ BRUC, 20",41.3908381,2.1743743,16,8010,24
364,"PG. DE GRÀCIA, 61",41.393062,2.1633226,32,8007,33
365,"C/ VILADOMAT, 244",41.3875712,2.1469336,39,8029,31
367,"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,44,8029,31
368,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,21,8013,27
369,"C/ CONSELL DE CENT, 482",41.40013,2.1780175,23,8013,27
370,"C/ SARDENYA, 326",41.4039698,2.1729061,37,8025,32
371,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,19,8013,36
372,"C/ RIBES, 77",41.4001015,2.1841711,9,8013,27
373,"AV. PARAL.LEL, 132",41.3750995,2.1613897,13,8015,30
374,"PG. DE GRÀCIA, 89",41.3949729,2.1612814,37,8008,33
375,WORLD TRADE CENTER,41.3720293,2.1804468,3,8039,43
376,WORLD  TRADE CENTER,41.3718728,2.180302,3,8039,43
377,PL. ICTÍNEO,41.3776292,2.1836886,2,8039,29
378,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,5,8002,21
379,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,35,8029,20
380,"C/ DURAN I BAS, 2",41.3854094,2.1740155,11,8002,24
381,"C/ AGUSTÍ DURAN I SANPERE, 10",41.381635534627,2.16772946686476,NA,8001,40
382,"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,3,8005,27
383,"C/ NUMÀNCIA, 2",41.381219,2.141767,32,8029,24
384,"C/ VILAMARÍ, 85",41.3807072,2.1468381,28,8015,25
385,"C/ CASANOVA, 119",41.387888,2.1552902,30,8036,30
386,AV. PARAL.LEL 164,41.3751866,2.1568773,17,8015,18
387,"C/ NÀPOLS, 125",41.3957813,2.1787074,15,8013,32
388,"C/ RIERA ALTA, 6",41.3806411,2.1671611,10,8001,35
389,RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,4,8003,27
390,"C/ COMERÇ, 36",41.3869612,2.1820169,5,8003,25
391,"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,22,8027,27
392,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,5,8005,19
393,"C/ LLACUNA, 86",41.4022657,2.1976297,3,8005,32
394,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,25,8007,26
395,"PL. CATALUNYA, 22",41.3860607,2.1702467,15,8002,33
396,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,5,8005,32
397,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),41.3889129,2.1993105,6,8005,27
398,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,4,8003,35
399,"C/ PAVIA, 3",41.3734706,2.1332694,23,8028,27
400,MOLL ORIENTAL,41.3694508,2.1879597,3,8039,44
401,PLA DE PALAU,41.382418,2.183723,4,8002,24
402,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,4,8002,31
403,"C/ VALLESPIR, 49",41.3796421,2.1368202,32,8014,22
404,"C/ JUAN GRIS, 28",41.3653426,2.1331357,11,8014,32
405,"C/ COMTE BORRELL, 198",41.3854003,2.1521802,28,8029,26
406,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,21,8007,33
408,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,5,8005,39
409,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,5,8005,27
410,PG.DE COLOM (LES RAMBLES),41.376433,2.17871,5,8039,38
411,"C/ JOSEP PLA, 67",41.411381,2.2122054,4,8019,24
412,"PL. URQUINAONA, 3",41.3893094,2.1727457,17,8010,27
413,"C/ BRUC, 66",41.393489,2.1707419,24,8009,32
414,"C/ CASP, 67",41.3937234,2.1764275,16,8010,33
415,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,8,8001,25
416,"RAMBLA DEL RAVAL, 20",41.3781065,2.1696744,6,8001,26
417,"C/ VILLAR, 2",41.4164824,2.1801094,46,8041,32
418,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,10,8018,27
419,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),41.391313,2.1808391,10,8018,33
420,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,24,8010,27
421,"C/ VALLESPIR, 13",41.378118,2.1378667,30,8014,25
422,"C/ JORDI GIRONA, 29",41.3881175,2.1154135,82,8034,44
423,"C/ HONDURAS, 32-34",41.4202459,2.1894852,22,8027,32
424,"PG. MARÍTIM DE LA BARCELONETA,6",41.3795862,2.1925198,7,8003,27
425,"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,5,8001,24
426,"C/ DE RIBES, 59 B",41.39828,2.1830315,12,8013,33
427,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,9,8001,26
428,"C/ PUJADES, 103",41.3983902,2.1960799,3,8005,33
429,"C/ GRAN CAPITÀ, 9",41.3881262,2.1091535,105,8034,28
430,"C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,77,8034,27
431,"AV. JOAN XXIII, 17",41.383467,2.122175,53,8028,20
432,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,63,8028,28
433,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",41.3862258,2.1168609,70,8034,53
434,"C/ ROGER, 24",41.3767538,2.1269152,34,8028,27
435,"AV. DOCTOR MARAÑON, 25 |PAU GARGALLO",41.383585,2.112186,64,8028,28
436,"PG. ZONA FRANCA, 54",41.3545425,2.1433038,6,8038,19
437,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,5,8038,36
438,"C/ NÀPOLS, 183",41.3981669,2.1754896,22,8013,27
439,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,14,8014,17
440,"C/ SELVA DE MAR, 230",41.417694,2.1976864,9,8020,27
441,"C/ WATT, 2",41.3754426,2.1398409,25,8014,18
442,"C/ MINERIA, 30",41.3649272,2.138599,11,8038,18
443,"C/ CASANOVA, 139",41.3887127,2.1542277,33,8036,32
444,"C/ LLEIDA, 40",41.3717304,2.1554047,33,8004,27
445,"C/ VILAMARÍ, 2",41.3755016,2.154004,21,8015,24
446,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,4,8003,15
447,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,10,8018,27
448,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,3,8005,27
449,"C/ BOLIVIA, 120",41.4058109,2.1949461,5,8018,27
450,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,3,8019,27
451,"C/ PALLARS, 504",41.4140598,2.2150487,4,8019,24
452,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",41.4194972,2.20934,8,8020,54
454,"C/ SARDENYA, 402",41.4072349,2.1684799,56,8025,26
456,"C/ MÚRCIA, 1",41.4143392,2.1874539,22,8026,21
457,"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,12,8030,18
458,"C/ TUCUMÁN, 21",41.4457962,2.2010422,17,8030,24
459,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,24,8030,39
460,"C/ MIREIA, 28",41.4513863,2.1894717,56,8033,15
461,"AV. RIO DE JANEIRO, 118",41.442489,2.185727,43,8016,28
462,"C/ PALAMÓS, 33",41.446923,2.184857,61,8033,28
463,"C/ PEDROSA, 24",41.4490679,2.1833801,68,8033,24
464,"AV. RIO DE JANEIRO, 96",41.439692,2.182335,47,8016,24
465,"C/ ROSSELLÓ, 261",41.3954094,2.1599427,41,8008,27
466,"C/ PABLO IGLESIAS, 21",41.443387,2.1813051,63,8016,30
467,PL. JESÚS CARRASCO,41.4450463,2.176726,93,8042,20
468,"C/ NOU BARRIS, 23",41.4480464,2.1775154,107,8042,18
469,"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,72,8016,12
470,"C/ GÒNGORA, 23",41.4432762,2.1746238,93,8042,24
471,"PG. VALLDAURA, 171",41.4389014,2.1715576,78,8042,24
472,"VIA FAVÈNCIA, 186",41.4427374,2.170393,105,8042,23
473,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,94,8042,21
474,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,102,8042,24
475,"C/ CAMPO FLORIDO, 66",41.4216738,2.1799878,46,8027,19
476,"C/ PERIODISTES, 9",41.422037,2.174401,80,8032,18
477,"C/ AMILCAR, 78",41.4260751,2.1722534,69,8032,26
478,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,65,8031,30
479,"PG. FABRA I PUIG, 344",41.430623,2.1671068,73,8031,18
480,"PG. FABRA I PUIG, 385",41.4333259,2.1629258,92,8031,28
481,"PG. FABRA I PUIG, 411",41.4357978,2.163872,89,8031,27
482,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",41.4372022,2.1620235,95,8042,22
483,"BAIXADA DE LA PLANA, 35",41.4294833044993,2.15908110912321,NA,8032,32
484,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",41.4345997,2.1585268,104,8031,27
485,"PG. VALLDAURA, 26",41.4374904,2.1565742,121,8031,27
486,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,81,8032,28
487,"C/ LISBOA, 128",41.4267638,2.1521909,98,8032,27
488,"AV. CAN MARCET, 36",41.4347859,2.147904,132,8035,27
489,"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,119,8035,27
490,"PG. VALL D'HEBRÓN, 168",41.4280668,2.1443777,150,8035,49
491,"C/ PARE MARIANA, 24",41.4306689,2.1456449,125,8035,27
492,PL. TETUAN,41.3943454,2.1751709,18,8010,23
493,"PG. VALL D'HEBRÓN, 80",41.419965,2.1401823,166,8023,24
494,"RBLA. CATALUNYA, 33 - C/ DIPUTACIÓ",41.3896967,2.1652199,25,8007,24
495,"C/ DIPUTACIÓ, 22",41.377846,2.150523,24,8015,21
496,"C/ PROVENÇA, 445",41.4048623,2.174799,33,8025,18
497,"PTGE. MALUQUER, 16",41.4095489,2.1360313,124,8022,27
498,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,145,8023,26
499,"AV. VALLCARCA, 196",41.4160558,2.1421504,127,8023,27
500,"C/ ARGENTERA, 23",41.4117633,2.1453424,101,8023,23
501,"C/ ELISA, 1",41.4052698,2.1420204,95,8023,16
502,"AV. VALLCARCA, 11",41.4074444,2.1492066,88,8023,19
503,"C/ MAIGNON, 31-41",41.4095926,2.1524953,105,8024,30
504,"C/ MASSENS, 76",41.4092333,2.1557747,87,8024,28
505,"C/ CAMÈLIES, 78",41.4145614,2.1658677,118,8024,27
506,"C/ GARRIGA I ROCA, 2",41.4191957,2.1718497,107,8041,15
507,"C/ SARDENYA, 494",41.4107641,2.1640965,81,8024,23
508,"C/ SARDENYA, 465",41.4090922,2.1656378,70,8025,26
509,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,46,8012,32
510,"C/ GRAN DE GRÀCIA, 37",41.3989151,2.1564253,55,8012,27
511,"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,61,8012,20
512,"C/ D'ALACANT, 12",41.4000778,2.1326911,96,8017,27
513,"VIA AUGUSTA, 317",41.399017,2.124329,111,8017,28
514,"C/ ARAGÓ, 614",41.4095069,2.1885055,16,8018,24
515,"C/ SANT ADRIÀ, 43",41.4352071,2.1948002,19,8030,24
516,"C/ SANT ADRIÀ, 88",41.4354601,2.2001569,15,8030,21
517,"AV. RASOS DE PEGUERA, 10",41.462095,2.178959,44,8033,20
518,"C/ LLOBREGÓS, 115",41.4246885,2.1570492,112,8032,27
519,"C/ PEDRELL, 52",41.4246548,2.166289,110,8032,24
526,C/ TARONGERS | AV. MIRAMAR (TELEFÈRIC),41.3683855,2.1645038,93,8038,27
527,"PG. OLIMPIC, 8",41.3619729005392,2.15432161045075,NA,8038,36
537,"AV. ESTADI, 12",41.3653602,2.1476099,75,8038,40
538,"AV. ESTADI, 38",41.3663147,2.1522059,86,8038,24
539,"C/ FRANÇA XICA, 4",41.3721749,2.1602153,26,8004,16
540,"C/ MANDONI, 6",41.3693483,2.1426008,18,8004,20
541,"C/ MARBRE, 2",41.3614158,2.1476169,28,8038,28
542,Copa América Barcelona 2024,41.3745380911102,2.18921691326618,NA,NA,1
543,Copa América Barcelona 2024,41.3838298564072,2.19137099384841,NA,NA,1
544,"C/ MONTFAR, 1",41.37049,2.148729,NA,8004,24
547,"C/ MALLORCA, 194 (xamfrà)",41.38997,2.15772,33,8036,23
553,"VIA AUGUSTA, 68",41.4005123,2.1518158,61,8006,32
554,"C/ AVENIR, 35",41.3957844,2.1468644,58,8021,23
558,"RBLA MUNTANYA, 49",41.4209497,2.1768396,62,8041,36
561,"C/ MANILA, 53",41.3900749643978,2.12649638895492,69.4,8034,24
563,"C/ ENTENÇA, 301",41.38952,2.13862,54,8029,24
564,"C/ CARRERA, 1",41.3744342365138,2.17486130472679,NA,8004,28
565,"C/ FRA JUNÍPER SERRA, 53 | C/ SANTANDER",41.4321492376238,2.20548960446323,NA,8020,28
566,"C/ CRISTÓBAL DE MOURA, 163 (xamfrà)",41.4135108,2.2093559,9.98,8019,17
567,"C/ RAMON TURRÓ, 182 (xamfrà)",41.39816,2.20085,3.66,8005,23
568,"C/ ROMÁN MACAYA, 8",41.4134658326881,2.13520478647346,154.72,8022,24
569,"C/ QUATRE CAMINS, 46",41.410472,2.131204,151,8022,28
572,"AV. CAN MARCET, 3",41.4341809929127,2.15187841563274,115,8035,24
573,"AV. MARTÍ CODOLAR, 2 | COLL I ALENTORN",41.4249916795074,2.14819656044664,122.88,8035,20
577,"PTGE. CALAFELL, 3",41.4237747,2.1546161,129.15,8032,23
581,"AV. JORDÀ, 18",41.426778,2.138417,184,8035,28
582,"C/ JUDEA, 1",41.4250608907384,2.14117169130441,164.88,8035,31
595,"C/ BRUC, 88",41.394576,2.169295,NA,8009,16
596,"C/ DIPUTACIÓ, 303",41.392639960504,2.1696469558197,NA,8009,23
597,"C/ PROVENÇA, 310",41.3959653,2.1635462,0,NA,28
598,"C/ BRUC, 103 (xamfrà)",41.395821,2.16728,31,8009,23
599,"C/ VALÈNCIA, 312 (xamfrà)",41.3950976,2.1666929,31.79,8009,23
600,"C/ VALÈNCIA, 237",41.39187,2.16202,32,8007,24
602,"C/ ROSSELLÓ, 497 (xamfrà)",41.4081139,2.176757,37.11,NA,20
603,"C/ CÒRSEGA, 612 (xamfrà)",41.4093189006091,2.17657691610016,40.65,8025,24
604,"C/ CÒRSEGA, 578",41.4079467,2.1748603,NA,NA,28
608,"C/ PAMPLONA, 116 (xamfrà)",41.3990872310746,2.18839414292221,4.4,8018,24
609,"C/ ÀVILA, 94",41.3984589,2.1937281,4.76,8018,24
610,"C/ ÀVILA, 102",41.3990190831577,2.1928972716948,4.64,8018,27
