barId,barName,barType,addressType,addressName,addressNumber,neighborhoodId,neighborhoodName,districtId,districtName,postCode,latitude,longitude
﻿75990469788,Tablao Flamenco Cordobés,Tablaos Flamencs|Restaurants,CARRER,LA RAMBLA,35,1,El Raval,1,Ciutat Vella,8002,41.37899,2.17464
﻿99350182951,Discoteca Bachata Dance Club,Discoteques,CARRER,CASANOVA,171,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39189,2.15005
﻿99400069768,Bar Musical Gran Bodega Saltó,Bars I Pubs Musicals,CARRER,BLESA,36,11,El Poble-sec,3,Sants-Montjuïc,8004,41.37276,2.16717
﻿99111164534,Discoteca New Kimbara,Discoteques,,TAJO,35,43,Horta,7,Horta-Guinardó,8031,41.42957,2.16240
﻿75990099622,Virreina Bar,Bars I Pubs Musicals,PLAÇA,VIRREINA,1,31,La Vila De Gràcia,6,Gràcia,8024,41.40496,2.15759
﻿75990489733,Restaurant Xampanyeria Xampú Xampany,Cocteleries|Xampanyeries|Restaurants,,G.V. CORTS CATALANES,702,7,La Dreta De L'eixample,2,Eixample,8010,41.39370,2.17439
﻿99400069053,Bar Tequila Bom Bom,Bars I Pubs Musicals,CARRER,NOU DE LA RAMBLA,103,1,El Raval,1,Ciutat Vella,8001,41.37544,2.17055
﻿97338091450,Discoteca Costa Breve,Discoteques,,ARIBAU,230,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39555,2.15008
﻿75990363427,Discoteca Nick,Discoteques|Karaokes,AVINGUDA,MADRID,160,18,Sants,3,Sants-Montjuïc,8028,41.38028,2.13119
﻿96127115035,Associació Cultural Heliogàbal,Bars I Pubs Musicals,CARRER,RAMÓN Y CAJAL,80,31,La Vila De Gràcia,6,Gràcia,8012,41.40353,2.16023
﻿75990348460,Restaurant Cocteleria Belvedere,Cocteleries|Xampanyeries|Restaurants,,PTGE MERCADER,3,7,La Dreta De L'eixample,2,Eixample,8008,41.39286,2.15951
﻿92086024565,Bar Pub K.M.,Bars I Pubs Musicals,CARRER,ALCOLEA,100,18,Sants,3,Sants-Montjuïc,8014,41.37977,2.13511
﻿99400084667,Discoteca Restaurant Japonès Shôko,Bars I Pubs Musicals|Discoteques|Restaurants,PASSEIG,MARÍTIM DE LA BARCELONETA - ORIOL BOHIGAS,36,3,La Barceloneta,1,Ciutat Vella,8003,41.38346,2.19523
﻿75990341591,Bar Musical Jazzpetit,Bars I Pubs Musicals,CARRER,PROVENÇA,181,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39103,2.15639
﻿99400050261,Bar Musical Ginger,Bars I Pubs Musicals,CARRER,PALMA DE SANT JUST,1,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38285,2.17855
﻿75990279814,Bar Musical The Daily Telegraph,Bars I Pubs Musicals,CARRER,PAU CLARIS,139,7,La Dreta De L'eixample,2,Eixample,8009,41.39365,2.16575
﻿96292161332,Bar Musical Terra,Bars I Pubs Musicals,PLAÇA,VIRREINA,5,31,La Vila De Gràcia,6,Gràcia,8024,41.40488,2.15701
﻿75990163301,Bar Musical Pastís,Bars I Pubs Musicals,,SANTA MÒNICA,4,1,El Raval,1,Ciutat Vella,8001,41.37736,2.17515
﻿75990691308,Bar Cafeteria Cafè D'annunzio,Cocteleries|Xampanyeries,PLAÇA,VICENÇ MARTORELL,5,1,El Raval,1,Ciutat Vella,8001,41.38440,2.16882
﻿99400182423,Bar Restaurant Café San Telmo,Cocteleries|Xampanyeries|Restaurants,CARRER,BUENOS AIRES,60,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39339,2.14856
﻿99400040582,Bar Restaurant Kasparo,Bars I Pubs Musicals,PLAÇA,VICENÇ MARTORELL,4,1,El Raval,1,Ciutat Vella,8001,41.38447,2.16897
﻿75990415247,Bar Musical Karaoke A Viva Voz *rocafort,Bars I Pubs Musicals|Karaokes,,ROCAFORT,187,9,La Nova Esquerra De L'eixample,2,Eixample,8029,41.38327,2.14789
﻿75990670265,Cerveseria The Fastnet Irish Pub,Bars I Pubs Musicals,PASSEIG,JOAN BORBÓ COMTE BARCELONA,22,3,La Barceloneta,1,Ciutat Vella,8003,41.37959,2.18782
﻿99400096823,Bar Cocteleria 14 De La Rosa,Cocteleries|Xampanyeries,CARRER,MARTÍNEZ DE LA ROSA,14,31,La Vila De Gràcia,6,Gràcia,8012,41.39934,2.15974
﻿75990210543,Cocteleria Stinger,Cocteleries|Xampanyeries,CARRER,CÒRSEGA,340,7,La Dreta De L'eixample,2,Eixample,8037,41.39772,2.16108
﻿99400576029,The Palace Bar,Bars I Pubs Musicals,CARRER,CALÀBRIA,292,9,La Nova Esquerra De L'eixample,2,Eixample,8029,41.38854,2.14353
﻿92086026825,Cocteleria Sucu Sucu,Cocteleries|Xampanyeries,CARRER,PARÍS,150,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39176,2.15092
﻿95188195803,Bar Bobby's Free,Bars I Pubs Musicals,,PAU CLARIS,85,7,La Dreta De L'eixample,2,Eixample,8010,41.38992,2.17069
﻿99400632797,White Shisha Lounge,Discoteques,CARRER,DOCTOR TRUETA,218,68,El Poblenou,10,Sant Martí,8005,41.39863,2.20370
﻿98335121727,Discoteca Antilla Salsa Barcelona,Cocteleries|Discoteques|Xampanyeries,,ARAGÓ,141,9,La Nova Esquerra De L'eixample,2,Eixample,8015,41.38459,2.15461
﻿99400592642,Bar Musical Ende,Bars I Pubs Musicals,CARRER,CASANOVA,210,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39194,2.15035
﻿99400557452,Restaurant Cocteleria Ajoblanco,Cocteleries|Xampanyeries|Restaurants,CARRER,TUSET,20,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39601,2.15210
﻿75990481637,Bar Restaurant Menta,Karaokes|Restaurants,CARRER,CASP,171,5,El Fort Pienc,2,Eixample,8013,41.39902,2.18337
﻿75990121097,Bar Musical Woody,Bars I Pubs Musicals|Cocteleries|Xampanyeries,PLAÇA,SOL,7,31,La Vila De Gràcia,6,Gràcia,8012,41.40178,2.15699
﻿75990017884,Restaurant Season Tapas,Cocteleries|Xampanyeries|Restaurants,CARRER,ARIBAU,125,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39137,2.15526
﻿99400628265,Bar Musical Sinestesia,Bars I Pubs Musicals,CARRER,SANTA CATERINA,52,18,Sants,3,Sants-Montjuïc,8014,41.37962,2.13604
﻿99400628364,Bar Musical Brujas,Bars I Pubs Musicals,CARRER,MASCARÓ,58,35,El Guinardó,7,Horta-Guinardó,8032,41.42258,2.17348
﻿99400593526,Bar Musical Carita Bonita,Bars I Pubs Musicals,CARRER,BALMES,71,8,L'antiga Esquerra De L'eixample,2,Eixample,8007,41.39036,2.16110
﻿99400027886,Cocteleria Upiaywasi,Cocteleries|Xampanyeries,CARRER,ALLADA-VERMELL,11,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38701,2.18108
﻿75990702934,Bar Musical Perifèric,Bars I Pubs Musicals,CARRER,TAJO,5,43,Horta,7,Horta-Guinardó,8031,41.43023,2.16300
﻿75990292924,Bar Musical Mediterráneo,Bars I Pubs Musicals,CARRER,BALMES,129,8,L'antiga Esquerra De L'eixample,2,Eixample,8008,41.39292,2.15772
﻿75990094018,Bar Musical Macarena Club,Bars I Pubs Musicals|Tablaos Flamencs,CARRER,NOU DE SANT FRANCESC,5,2,El Barri Gòtic,1,Ciutat Vella,8002,41.37943,2.17683
﻿75990114488,Bar Musical El Local,Bars I Pubs Musicals,,SANT EUSEBI,36,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.40057,2.14777
﻿75990217323,Ideal Cocktail's Bar,Cocteleries|Xampanyeries,CARRER,ARIBAU,89,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.38969,2.15747
﻿75990083497,Bar Breston Club,Bars I Pubs Musicals,,MARIÀ CUBÍ,111,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8021,41.39680,2.14762
﻿99400168325,Bar Musical Sugar,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,RAURIC,21,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38081,2.17564
﻿75990331366,Restaurant La Bodeguita Del Poble *poble Espanyol,Bars I Pubs Musicals|Cocteleries|Discoteques|Xampanyeries|Restaurants,AVINGUDA,FRANCESC FERRER GUÀRDIA,25,11,El Poble-sec,3,Sants-Montjuïc,8038,41.36914,2.14674
﻿75990157647,Sala Bóveda,Discoteques|Sales De Festes,CARRER,ROC BORONAT,33,68,El Poblenou,10,Sant Martí,8005,41.39844,2.20007
﻿75990014746,Bar Musical Alkimia Barcelona,Bars I Pubs Musicals,CARRER,AMIGÓ,35,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8021,41.39514,2.14458
﻿99400197039,Restaurant Cocteleria Ebano,Cocteleries|Xampanyeries,AVINGUDA,PARAL·LEL,124,10,Sant Antoni,2,Eixample,8015,41.37520,2.16196
﻿99400320724,Restaurant Fonda Balmes,Cocteleries|Xampanyeries|Restaurants,CARRER,BALMES,175,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39618,2.15347
﻿75990049580,Cocteleria Casablanca,Cocteleries|Xampanyeries,CARRER,DOS DE MAIG,277,6,La Sagrada Família,2,Eixample,8025,41.40895,2.17940
﻿99400165173,Bar Ultramarinos,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,SANT PAU,126,1,El Raval,1,Ciutat Vella,8001,41.37558,2.16803
﻿97037210405,Discoteca Bembé,Discoteques|Salons De Ball,,VILADOMAT,211,9,La Nova Esquerra De L'eixample,2,Eixample,8029,41.38497,2.15016
﻿94306084135,Shenanigans Irish Pub,Bars I Pubs Musicals,,MARQUÈS DE BARBERÀ,11,1,El Raval,1,Ciutat Vella,8001,41.37868,2.17258
﻿96071124258,Bar Musical Arena Bar,Bars I Pubs Musicals,,CARASSA,4,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38452,2.18027
﻿92086036670,Les Enfants,Discoteques,,GUÀRDIA,3,1,El Raval,1,Ciutat Vella,8001,41.37807,2.17370
﻿99400621024,Lounge Bar Restaurant Cirkuz Land,Cocteleries|Xampanyeries|Restaurants,CARRER,COMERÇ,24,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38850,2.18135
﻿75990682883,Bar Musical Konbe,Bars I Pubs Musicals,CARRER,DEU I MATA,136,19,Les Corts,4,Les Corts,8029,41.38997,2.13848
﻿99400019767,Discoteca Louise Se Va,Bars I Pubs Musicals,PLAÇA,EIVISSA,11,43,Horta,7,Horta-Guinardó,8032,41.43083,2.16064
﻿97119201118,Bar Musical Baroke,Bars I Pubs Musicals,CARRER,MALLORCA,492,6,La Sagrada Família,2,Eixample,8013,41.40664,2.17979
﻿92086010064,Bar Musical Glaciar,Bars I Pubs Musicals,PLAÇA,REIAL,3,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38018,2.17472
﻿99400595976,Restaurant La República,Cocteleries|Xampanyeries|Restaurants,CARRER,MERCÈ,13,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38014,2.18028
﻿99400391689,Restaurant Los Juanele,Bars I Pubs Musicals|Tablaos Flamencs,CARRER,ALDANA,4,10,Sant Antoni,2,Eixample,8015,41.37549,2.16600
﻿99400319043,Sala Upload *poble Espanyol,Discoteques|Sales De Festes,AVINGUDA,FRANCESC FERRER GUÀRDIA,13,11,El Poble-sec,3,Sants-Montjuïc,8038,41.36914,2.14674
﻿99400592750,Discoteca Mandarina Delux,Discoteques,CARRER,VALÈNCIA,335,7,La Dreta De L'eixample,2,Eixample,8009,41.39733,2.16926
﻿99400275889,Restaurant Cachitos Rambla,Cocteleries|Xampanyeries|Restaurants,RAMBLA,CATALUNYA,33,7,La Dreta De L'eixample,2,Eixample,8007,41.38955,2.16531
﻿99400576353,Bar Musical Enigma,Bars I Pubs Musicals,CARRER,TAQUÍGRAF GARRIGA,106,19,Les Corts,4,Les Corts,8029,41.38845,2.13652
﻿99400593707,Cocteleria P41 Bar & Coctelarium,Cocteleries|Xampanyeries,CARRER,MARINA,19,3,La Barceloneta,1,Ciutat Vella,8005,41.38711,2.19657
﻿99400479262,Ebony Club,Discoteques,AVINGUDA,DOCTOR MARAÑÓN,17,20,La Maternitat I Sant Ramon,4,Les Corts,8028,41.38128,2.11445
﻿75990129129,Bar Musical Cafè De Les Arts,Bars I Pubs Musicals|Discoteques,CARRER,VALÈNCIA,234,8,L'antiga Esquerra De L'eixample,2,Eixample,8007,41.39028,2.16027
﻿99400596558,Cocteleria Bloody Mary,Cocteleries|Xampanyeries,CARRER,FERRER DE BLANES,3,31,La Vila De Gràcia,6,Gràcia,8012,41.39838,2.15922
﻿99400596570,Bar Eldiset,Cocteleries|Xampanyeries,CARRER,ANTIC DE SANT JOAN,3,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38499,2.18345
﻿75990123322,Elephant Restaurant & Lounge Club,Bars I Pubs Musicals|Restaurants,CARRER,PAU CLARIS,92,7,La Dreta De L'eixample,2,Eixample,8010,41.39027,2.17059
﻿99400592989,Cocteleria Caporal,Cocteleries|Xampanyeries,CARRER,ESCUDELLERS,5,2,El Barri Gòtic,1,Ciutat Vella,8002,41.37919,2.17590
﻿99400527954,Restaurant Tierra Brava,Cocteleries|Xampanyeries|Restaurants,CARRER,CASANOVA,133,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.38850,2.15454
﻿99400328185,Discoteca La Biblio,Discoteques,CARRER,MOIÀ,1,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39554,2.15224
﻿99400328186,Discoteca Bling Bling,Discoteques,CARRER,TUSET,8,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39562,2.15264
﻿99400576566,Bar Mil Miralls,Cocteleries|Xampanyeries,CARRER,PERLA,37,31,La Vila De Gràcia,6,Gràcia,8012,41.40404,2.15802
﻿75990352099,Bikini Barcelona,Bars I Pubs Musicals|Discoteques,AVINGUDA,DIAGONAL,547,19,Les Corts,4,Les Corts,8029,41.38974,2.13539
﻿99400596592,Irish Pub That's The Way,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,ENTENÇA,85,9,La Nova Esquerra De L'eixample,2,Eixample,8015,41.37944,2.15071
﻿99400596636,Restaurant Nogg,Cocteleries|Xampanyeries|Restaurants,CARRER,TUSET,30,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39644,2.15152
﻿99400476331,Bar Cocteleria Elephanta,Cocteleries|Xampanyeries,CARRER,TORRENT D'EN VIDALET,37,31,La Vila De Gràcia,6,Gràcia,8012,41.40455,2.15872
﻿75990174572,Cocteleria Boadas,Cocteleries|Xampanyeries,CARRER,TALLERS,1,1,El Raval,1,Ciutat Vella,8001,41.38469,2.17016
﻿99400592967,Bar Musical Nix,Bars I Pubs Musicals,CARRER,ROSSELLÓ,156,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39129,2.15483
﻿99400592993,Cocteleria San Basilio,Bars I Pubs Musicals|Cocteleries|Xampanyeries,AVINGUDA,DIAGONAL,337,7,La Dreta De L'eixample,2,Eixample,8037,41.39839,2.16787
﻿99400328182,Discoteca Ker Club Barcelona,Discoteques,CARRER,RAMON TRIAS FARGAS,2,3,La Barceloneta,1,Ciutat Vella,8005,41.38602,2.19656
﻿99400557479,Hall0 Cocktail Bar,Cocteleries|Xampanyeries,PASSEIG,GRÀCIA,75,7,La Dreta De L'eixample,2,Eixample,8008,41.39394,2.16223
﻿99400263461,Sala Fundació Màgica,Discoteques,CARRER,ZAMORA,86,66,El Parc I La Llacuna Del Poblenou,10,Sant Martí,8018,41.39602,2.18996
﻿99400259437,Marula Café Barcelona,Bars I Pubs Musicals|Discoteques,CARRER,ESCUDELLERS,49,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38016,2.17689
﻿92086038702,Bar Marsella,Bars I Pubs Musicals,CARRER,SANT PAU,65,1,El Raval,1,Ciutat Vella,8001,41.37827,2.17122
﻿99400467597,City Hall Barcelona,Teatres|Discoteques,RAMBLA,CATALUNYA,2,7,La Dreta De L'eixample,2,Eixample,8007,41.38767,2.16844
﻿75990061273,Discoteca Blue Boîte,Discoteques,AVINGUDA,DIAGONAL,477,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39281,2.14569
﻿333173100,Razzmatazz,Bars I Pubs Musicals|Discoteques,CARRER,ALMOGÀVERS,122,66,El Parc I La Llacuna Del Poblenou,10,Sant Martí,8018,41.39775,2.19109
﻿99400472118,Bar Musical Craft Barcelona,Bars I Pubs Musicals,CARRER,PARADÍS,4,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38316,2.17698
﻿99400486863,Tablao Framenco La Singla,Tablaos Flamencs|Restaurants,CARRER,MARINA,181,5,El Fort Pienc,2,Eixample,8013,41.39961,2.18020
﻿99400574837,Restaurant Jok,Cocteleries|Xampanyeries|Restaurants,CARRER,MALLORCA,275,7,La Dreta De L'eixample,2,Eixample,8008,41.39478,2.16360
﻿99400476804,Sala Nota79,Cocteleries|Xampanyeries,CARRER,VALLIRANA,79,27,El Putxet I El Farró,5,Sarrià-sant Gervasi,8006,41.40533,2.14583
﻿95171165310,Bar El Rouge,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,POETA CABANYES,21,11,El Poble-sec,3,Sants-Montjuïc,8004,41.37417,2.16570
﻿97310175200,Bar Musical Bare Nostrum,Bars I Pubs Musicals,,CONSELL DE CENT,384,7,La Dreta De L'eixample,2,Eixample,8009,41.39543,2.17165
﻿75990264956,Cafeteria Restaurant Comillas,Bars I Pubs Musicals,CARRER,MUNTANER,190,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39276,2.15151
﻿99182194919,Discoteca Aire Chicas,Discoteques,,DIPUTACIÓ,233,7,La Dreta De L'eixample,2,Eixample,8007,41.38846,2.16428
﻿75990489045,Bar Musical Honky Tonk Blues,Bars I Pubs Musicals,CARRER,FINLÀNDIA,45,18,Sants,3,Sants-Montjuïc,8014,41.37451,2.13524
﻿99400050225,Restaurant Cafeteria Bòria Café *poble Espanyol,Bars I Pubs Musicals|Restaurants,AVINGUDA,FRANCESC FERRER GUÀRDIA,13,11,El Poble-sec,3,Sants-Montjuïc,8038,41.36914,2.14674
﻿75990405384,Discoteca Moog,Discoteques,CARRER,ARC DEL TEATRE,3,1,El Raval,1,Ciutat Vella,8001,41.37810,2.17502
﻿75990618595,Café Royale,Bars I Pubs Musicals,CARRER,NOU DE ZURBANO,3,2,El Barri Gòtic,1,Ciutat Vella,8002,41.37953,2.17570
﻿96359123240,Escola De Ball La Clave,Discoteques,,TENOR MASINI,65,18,Sants,3,Sants-Montjuïc,8028,41.37779,2.13162
﻿99400047732,Discoteca La Carpa Barcelona,Discoteques,AVINGUDA,MANUEL AZAÑA,1,20,La Maternitat I Sant Ramon,4,Les Corts,8028,41.37704,2.11024
﻿99400596688,Cocteleria Ventuno,Cocteleries|Xampanyeries,CARRER,OR,21,31,La Vila De Gràcia,6,Gràcia,8012,41.40455,2.15694
﻿99029084501,Bar Espit Chupito,Bars I Pubs Musicals,CARRER,ARIBAU,77,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.38937,2.15790
﻿75990406306,Restaurant Nervión,Tablaos Flamencs|Restaurants,CARRER,PRINCESA,2,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38419,2.17909
﻿75990722164,El Cafè De Les Delícies,Bars I Pubs Musicals,RAMBLA,RAVAL,47,1,El Raval,1,Ciutat Vella,8001,41.37817,2.17049
﻿75990490788,Bar Restaurant La Higuera,Cocteleries|Xampanyeries|Restaurants,CARRER,SICÍLIA,101,5,El Fort Pienc,2,Eixample,8013,41.39582,2.18094
﻿92086026130,Bar Musical San Trop,Bars I Pubs Musicals,CARRER,COMTE D'URGELL,90,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38304,2.15768
﻿92086018814,Discoteca New Beat,Bars I Pubs Musicals|Discoteques,,BALMES,86,7,La Dreta De L'eixample,2,Eixample,8008,41.39118,2.16038
﻿99400755810,Teatre Flamenc Barcelona,Teatres|Tablaos Flamencs,CARRER,DELS ABAIXADORS,6,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38310,2.18119
﻿97141154512,Bar Musical The Shamrock,Bars I Pubs Musicals,CARRER,TALLERS,72,1,El Raval,1,Ciutat Vella,8001,41.38509,2.16610
﻿99400119281,Bar Manchester *valldonzella,Bars I Pubs Musicals,CARRER,VALLDONZELLA,40,1,El Raval,1,Ciutat Vella,8001,41.38347,2.16504
﻿92086027652,Bar Musical Mirablau,Bars I Pubs Musicals|Discoteques,,DEL DOCTOR ANDREU,1,25,Sant Gervasi - La Bonanova,5,Sarrià-sant Gervasi,8035,41.41630,2.13141
﻿99400147900,Pub Madame Jasmine,Cocteleries|Xampanyeries,RAMBLA,RAVAL,22,1,El Raval,1,Ciutat Vella,8001,41.37803,2.16968
﻿92086038273,Café Mudanzas,Bars I Pubs Musicals,CARRER,VIDRIERIA,15,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38405,2.18318
﻿99400119229,Sala The Club M7,Discoteques,CARRER,MÈXIC,7,11,El Poble-sec,3,Sants-Montjuïc,8004,41.37307,2.14825
﻿99400176913,Milans Cocktail Barcelona,Cocteleries|Xampanyeries,CARRER,DE MILANS,7,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38069,2.17920
﻿96352193513,Jazzsí Club Taller De Músics,Bars I Pubs Musicals,CARRER,REQUESENS,2,1,El Raval,1,Ciutat Vella,8001,41.37983,2.16409
﻿99400109578,Cocteleria Negroni,Cocteleries|Xampanyeries,CARRER,JOAQUÍN COSTA,46,1,El Raval,1,Ciutat Vella,8001,41.38295,2.16547
﻿75990146806,Bar Musical New Chaps,Bars I Pubs Musicals,AVINGUDA,DIAGONAL,365,7,La Dreta De L'eixample,2,Eixample,8037,41.39714,2.16280
﻿75990225831,Bar Musical La Trabanqueta,Bars I Pubs Musicals,CARRER,MALLORCA,329,7,La Dreta De L'eixample,2,Eixample,8037,41.39826,2.16822
﻿75990159282,Bar Musical Sabor Cubano *francisco Giner,Bars I Pubs Musicals,CARRER,FRANCISCO GINER,32,31,La Vila De Gràcia,6,Gràcia,8012,41.39939,2.15895
﻿75990303269,Discoteca Twenties Barcelona,Bars I Pubs Musicals|Discoteques,CARRER,ROSSELLÓ,208,7,La Dreta De L'eixample,2,Eixample,8008,41.39364,2.15796
﻿75990702408,Restaurant Carpe Diem Lounge Club - Cdlc,Bars I Pubs Musicals|Restaurants,PASSEIG,MARÍTIM DE LA BARCELONETA - ORIOL BOHIGAS,32,3,La Barceloneta,1,Ciutat Vella,8003,41.38346,2.19523
﻿75990074105,Bar Musical Snooker Club Barcelona,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,ROGER DE LLÚRIA,42,7,La Dreta De L'eixample,2,Eixample,8009,41.39216,2.17037
﻿75990212293,Discoteca Bailodromo,Discoteques,CARRER,FELIP II,25,63,Navas,9,Sant Andreu,8027,41.41759,2.19037
﻿75990561637,La Cervesera Artesana,Bars I Pubs Musicals,CARRER,SANT AGUSTÍ,14,31,La Vila De Gràcia,6,Gràcia,8012,41.39819,2.16087
﻿99400173593,Pepe Bar,Bars I Pubs Musicals,CARRER,PAMPLONA,91,66,El Parc I La Llacuna Del Poblenou,10,Sant Martí,8018,41.39683,2.19103
﻿99400746975,Discoteca Atlantic Sound Bcn,Discoteques,CARRER,DEL PLOM,1,12,La Marina Del Prat Vermell,3,Sants-Montjuïc,8038,41.35169,2.13554
﻿92086032966,Bar Musical Kahiki,Bars I Pubs Musicals,,G.V. CORTS CATALANES,581,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38546,2.16255
﻿96103120011,Discoteca Club Catwalk,Discoteques|Sales De Festes|Salons De Ball,CARRER,RAMON TRIAS FARGAS,2,3,La Barceloneta,1,Ciutat Vella,8005,41.38602,2.19656
﻿99400742095,Restaurant Austin's Diner,Bars I Pubs Musicals|Restaurants,CARRER,DEL CARME,33,1,El Raval,1,Ciutat Vella,8001,41.38208,2.17001
﻿99400729800,Sala Safari Disco Club Barcelona,Bars I Pubs Musicals|Discoteques,CARRER,DE TARRAGONA,141,15,Hostafrancs,3,Sants-Montjuïc,8014,41.37836,2.14490
﻿99400727178,Bar Otaku Akihabar Bcn,Bars I Pubs Musicals|Restaurants,CARRER,D'EUGENI D'ORS,5,19,Les Corts,4,Les Corts,8028,41.38404,2.12880
﻿95327105318,Discoteca Wolf Barcelona,Discoteques,,ALMOGÀVERS,88,66,El Parc I La Llacuna Del Poblenou,10,Sant Martí,8018,41.39591,2.18861
﻿99400204105,Bar Musical Pony Café,Bars I Pubs Musicals,CARRER,PORTAL NOU,23,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38875,2.18066
﻿99400629064,Bar Musical Robadors 23,Bars I Pubs Musicals,CARRER,ROBADOR,23,1,El Raval,1,Ciutat Vella,8001,41.37969,2.17077
﻿99400370736,Bar Musical Número 9,Bars I Pubs Musicals,CARRER,VIDRIERIA,9,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38417,2.18291
﻿99400377990,Bar Musical Summum Nightbar,Bars I Pubs Musicals,CARRER,ARIBAU,66,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38882,2.15900
﻿99400175216,Bar Musical Pub Sotavent,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,MAJOR DE SARRIÀ,61,23,Sarrià,5,Sarrià-sant Gervasi,8017,41.39819,2.12238
﻿99400628268,L'ex-designer Project Bar,Bars I Pubs Musicals,CARRER,ENTENÇA,3,10,Sant Antoni,2,Eixample,8015,41.37547,2.15597
﻿99400628369,Bar Musical Ruta 66,Bars I Pubs Musicals,CARRER,SÒCRATES,66,60,Sant Andreu,9,Sant Andreu,8030,41.43198,2.18601
﻿99400746616,Espai Cultural I Gastronòmic Casa Montjuïc,Cocteleries|Xampanyeries|Restaurants,CARRER,DE VILA I VILÀ,63,11,El Poble-sec,3,Sants-Montjuïc,8004,41.37384,2.16965
﻿99400698702,Discoteca Arena Xperience,Discoteques,,RDA SANT PERE,19,7,La Dreta De L'eixample,2,Eixample,8010,41.38962,2.17404
﻿99400604398,Pub Ambarito,Bars I Pubs Musicals,CARRER,CONSELL DE CENT,193,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38431,2.15648
﻿99400604399,,Bars I Pubs Musicals,CARRER,CONSELL DE CENT,193,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38431,2.15648
﻿99400706558,Cocteleria Nola,Cocteleries|Xampanyeries,CARRER,DE SANTA TERESA,1,31,La Vila De Gràcia,6,Gràcia,8012,41.39807,2.15965
﻿75990018326,Discoteca Barroko's,Discoteques|Salons De Ball,,ARIBAU,242,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39580,2.14974
﻿75990022850,Bar Musical Paco Moreno,Bars I Pubs Musicals,CARRER,BALMES,56,7,La Dreta De L'eixample,2,Eixample,8007,41.38948,2.16263
﻿75990102820,Bar Musical La Fira,Bars I Pubs Musicals,CARRER,PROVENÇA,171,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39042,2.15558
﻿75990018325,Restaurant El Patio Andaluz,Tablaos Flamencs|Restaurants,CARRER,ROCAFORT,231,9,La Nova Esquerra De L'eixample,2,Eixample,8029,41.38493,2.14569
