FID,Distric_D,NDistric_D,NVia_D
13503,07,Horta-Guinardó,Plaça Raimon Casellas
13507,05,Sarrià-Sant Gervasi,Carrer Cardenal Sentmenat
13516,03,Sants-Montjuïc,Passatge Solsona
13518,03,Sants-Montjuïc,Carrer Urani
13526,07,Horta-Guinardó,Carrer Canaan
13540,05,Sarrià-Sant Gervasi,Carrer Joan Ferrándiz
13545,10,Sant Martí,Plaça Zenòbia Camprubí
13548,08,Nou Barris,Plaça Eucaliptus
13553,08,Nou Barris,Passatge Carreras
13556,07,Horta-Guinardó,Passatge Andalet
13567,09,Sant Andreu,Plaça Pilar Miró
13573,09,Sant Andreu,Passeig Guayaquil
13574,09,Sant Andreu,Plaça Monterrey
13577,08,Nou Barris,Plaça Francesc Layret
13578,09,Sant Andreu,Carrer Mare de Déu de Montserrat
13580,01,Ciutat Vella,Placeta Comerç
13583,01,Ciutat Vella,Plaça Vázquez Montalbán
13592,08,Nou Barris,Carrer Besiberri
13594,08,Nou Barris,Carrer Inca
13596,03,Sants-Montjuïc,Plaça Bella Dorita
13600,03,Sants-Montjuïc,Plaça Moviment Obrer
13602,04,Les Corts,Passatge Xile
13606,05,Sarrià-Sant Gervasi,Camí Carlet
13607,08,Nou Barris,Plaça Aigua
13614,01,Ciutat Vella,Plaça Caramelles
13616,05,Sarrià-Sant Gervasi,Carrer Saüc
13624,01,Ciutat Vella,Carrer Mina
13631,03,Sants-Montjuïc,Carrer Transversal 15
13634,03,Sants-Montjuïc,Carrer Transversal 13
13643,09,Sant Andreu,Carrer Avançada
13653,03,Sants-Montjuïc,Passatge Andalusia
13662,04,Les Corts,Jardins Joaquim Ruyra
13670,04,Les Corts,Carrer Pau Romeva
13677,07,Horta-Guinardó,Passeig Castanyers
13678,09,Sant Andreu,Passatge Coello
13691,09,Sant Andreu,Carrer Adrall
13697,08,Nou Barris,Passatge Nil
13698,08,Nou Barris,Carrer Castelladral
13701,05,Sarrià-Sant Gervasi,Passatge Hercegovina
13704,05,Sarrià-Sant Gervasi,Plaça Fra Eloi de Bianya
13706,07,Horta-Guinardó,Passatge Mig del Turó
13707,07,Horta-Guinardó,Passatge Alt del Turó
13708,01,Ciutat Vella,Passatge Mil vuit-cents
13713,04,Les Corts,Plaça Reina Maria Cristina
13721,01,Ciutat Vella,Pas Sota Muralla
13723,05,Sarrià-Sant Gervasi,Plaça Wagner
13726,03,Sants-Montjuïc,Plaça Univers
13727,03,Sants-Montjuïc,Avinguda Reina Maria Cristina
13729,03,Sants-Montjuïc,Plaça Sant Cristòfol
13732,03,Sants-Montjuïc,Passatge Malacca
13737,03,Sants-Montjuïc,Passatge Suez
13738,07,Horta-Guinardó,Passatge Granollers
13739,10,Sant Martí,Plaça Artur Martorell
13746,05,Sarrià-Sant Gervasi,Plaça Martí Llauradó
13747,03,Sants-Montjuïc,Plaça Nemesi Ponsati
13750,10,Sant Martí,Plaça Tirant lo Blanc
13751,08,Nou Barris,Plaça Primer de Maig
13752,04,Les Corts,Carrer Lluís Solé i Sabarís
13753,08,Nou Barris,Carrer Ignasi Agustí
13756,10,Sant Martí,Plaça Pau
13758,01,Ciutat Vella,Plaça Ictíneo
13759,01,Ciutat Vella,Plaça Odissea
13760,01,Ciutat Vella,Passeig Ítaca
13761,10,Sant Martí,Plaça Josep Rovira
13764,01,Ciutat Vella,Plaça Joan Coromines
13767,08,Nou Barris,Carrer Pau Sabater
13771,01,Ciutat Vella,Plaça Raimon Noguera
13772,03,Sants-Montjuïc,Carrer Port de Lagos
13775,03,Sants-Montjuïc,Carrer B Moll Inflamables
13776,03,Sants-Montjuïc,Carrer A Moll Inflamables
13777,03,Sants-Montjuïc,Carrer Port de Tianjin
13778,03,Sants-Montjuïc,Carrer C Moll Inflamables
13779,03,Sants-Montjuïc,Carrer D Moll Inflamables
13780,03,Sants-Montjuïc,Carrer E Moll Inflamables
13783,03,Sants-Montjuïc,Carrer F Moll Inflamables
13784,03,Sants-Montjuïc,Carrer Port de Haifa
13786,03,Sants-Montjuïc,Carrer Port de Miami
13787,03,Sants-Montjuïc,Carrer Port de Ningbo
13788,03,Sants-Montjuïc,Carrer Port de Casablanca
13790,03,Sants-Montjuïc,Carrer Port d'Alexandria
13798,03,Sants-Montjuïc,Carrer H Moll Inflamables
13803,03,Sants-Montjuïc,Carretera Circumval·lació Tram 8
13804,10,Sant Martí,Plaça Tísner
13807,03,Sants-Montjuïc,Plaça Cal Muns
13810,06,Gràcia,Plaça Dones del 36
13813,08,Nou Barris,Passatge Aristòtil
13816,09,Sant Andreu,Plaça Primavera
13817,08,Nou Barris,Plaça Major de Nou Barris
13818,09,Sant Andreu,Carrer Víctor Colomer
13820,09,Sant Andreu,Carrer Antoni Santiburcio
13823,08,Nou Barris,Plaça Charlie Rivel
13826,01,Ciutat Vella,Plaça Pes de la Palla
13830,07,Horta-Guinardó,Passatge Pinsà
13833,03,Sants-Montjuïc,Carrer Cap de Guaita
13840,09,Sant Andreu,Plaça Félix Rodríguez de la Fuent
13847,07,Horta-Guinardó,Passatge Galla
13856,06,Gràcia,Carrer Otília Castellví
13861,06,Gràcia,Carrer Josefa Rosich
13863,07,Horta-Guinardó,Plaça Guinardó
13876,04,Les Corts,Carrer Nau Santa Maria
13878,03,Sants-Montjuïc,Carrer Cisquer
13884,03,Sants-Montjuïc,Carrer Pontils
13896,06,Gràcia,Plaça Sant Lluc
13897,06,Gràcia,Carrer Amàlia Garcia
13902,08,Nou Barris,Plaça Carmen Laforet
13903,08,Nou Barris,Passatge Ma. Àngels Rivas
13911,09,Sant Andreu,Carrer Palafrugell
13914,01,Ciutat Vella,Plaça Vuit de Març
13922,03,Sants-Montjuïc,Camí Cadena
13925,07,Horta-Guinardó,Plaça Numen Mestre
13926,07,Horta-Guinardó,Plaça Adolf Marsillach
13934,07,Horta-Guinardó,Carrer Duc de Rivas
13943,09,Sant Andreu,Plaça M Casablancas i Joanico
13945,04,Les Corts,Plaça Caba
13951,05,Sarrià-Sant Gervasi,Carrer Vila Arrufat
13953,06,Gràcia,Carrer Leopoldo Alas
13954,01,Ciutat Vella,Carrer Comtal
13973,10,Sant Martí,Plaça Juliana Morell
13982,03,Sants-Montjuïc,Carrer Número 25
13983,03,Sants-Montjuïc,Avinguda Número 3
13984,03,Sants-Montjuïc,Carrer Número 27
13986,03,Sants-Montjuïc,Avinguda Número 1
13988,03,Sants-Montjuïc,Carrer Número 28
13989,03,Sants-Montjuïc,Avinguda Número 2
13993,03,Sants-Montjuïc,Carrer Número 24
13995,03,Sants-Montjuïc,Avinguda Número 4
13996,03,Sants-Montjuïc,Carrer Número 22
13997,03,Sants-Montjuïc,Avinguda Número 5
13998,03,Sants-Montjuïc,Carrer Número 23
14002,03,Sants-Montjuïc,Avinguda Número 6
14004,03,Sants-Montjuïc,Avinguda Parc Logístic
14006,03,Sants-Montjuïc,Carrer Ascó
14008,03,Sants-Montjuïc,Carrer Cartoixa
14009,07,Horta-Guinardó,Carrer Maternitat d'Elna
14010,03,Sants-Montjuïc,Carrer Longitudinal 4
14011,03,Sants-Montjuïc,Carrer Número 21
14012,03,Sants-Montjuïc,Carrer Número 29
14017,03,Sants-Montjuïc,Carrer Tallers Ferroviaris
14019,01,Ciutat Vella,Moll Barcelona
14024,03,Sants-Montjuïc,Moll Príncep d'Espanya
14036,10,Sant Martí,Carrer Xavier Nogués
14039,08,Nou Barris,Carrer Alsàcia
14044,10,Sant Martí,Plaça Palmera de Sant Martí
14046,08,Nou Barris,Carrer Rosario Pi
14050,08,Nou Barris,Passatge Grau
14106,01,Ciutat Vella,Plaça Carles Pi i Sunyer
14117,02,Eixample,Avinguda Vilanova
14118,02,Eixample,Plaça André Malraux
14120,05,Sarrià-Sant Gervasi,Carrer Josep M. Lladó
14121,05,Sarrià-Sant Gervasi,Carrer Carles Riba
14129,09,Sant Andreu,Carrer Torrent de la Guineu
14147,05,Sarrià-Sant Gervasi,Camí Can Llavallol
14151,05,Sarrià-Sant Gervasi,Camí Turó del Puig
14155,05,Sarrià-Sant Gervasi,Carrer Naranjo de Bulnes
14156,05,Sarrià-Sant Gervasi,Carrer Ràfols
14158,03,Sants-Montjuïc,Plaça Olivereta
14159,01,Ciutat Vella,Placeta Miquel Pallés
14166,09,Sant Andreu,Carrer Clara Zetkin
14168,01,Ciutat Vella,Carrer Colom
14183,03,Sants-Montjuïc,Carretera Circumval·lació Tram 5
14194,08,Nou Barris,Carretera Ribes
14197,08,Nou Barris,Avinguda Sivatte
14211,03,Sants-Montjuïc,Plaça Alta de Can Clos
14218,10,Sant Martí,Carrer Moscou
14224,10,Sant Martí,Carrer Dolça de Provença
14228,03,Sants-Montjuïc,Escales Polvorí
14232,10,Sant Martí,Espigó Bac de Roda
14233,10,Sant Martí,Espigó Mar Bella
14234,05,Sarrià-Sant Gervasi,Carrer Esports
14255,08,Nou Barris,Plaça Joaquim Serra
14257,08,Nou Barris,Camí Vell de la Pedrera
14258,04,Les Corts,Carrer Josep Samitier
14266,05,Sarrià-Sant Gervasi,Plaça Cardona
14273,07,Horta-Guinardó,Carrer Lugo
14288,06,Gràcia,Carrer Camprodon
14298,10,Sant Martí,Plaça Josep M. Huertas Claveria
14299,07,Horta-Guinardó,Plaça Herta Frankel
14302,07,Horta-Guinardó,Plaça Mossèn Eduard Piquer
14305,04,Les Corts,Carrer Francesc Pedra
14313,05,Sarrià-Sant Gervasi,Carrer Malva
14318,01,Ciutat Vella,Plaça Rosa dels Vents
14322,01,Ciutat Vella,Plaça Mar
14325,01,Ciutat Vella,Moll Catalunya
14327,01,Ciutat Vella,Moll Oriental
14329,01,Ciutat Vella,Passeig Mare Nostrum
14330,08,Nou Barris,Carrer Peñalara
14332,07,Horta-Guinardó,Carrer Perea
14339,01,Ciutat Vella,Plaça Acadèmia
14340,08,Nou Barris,Plaça Aire
14342,10,Sant Martí,Plaça Clementina Arderiu
14350,08,Nou Barris,Plaça Harry Walker
14353,03,Sants-Montjuïc,Plaça Joan Pelegrí
14355,01,Ciutat Vella,Plaça Llagut
14360,06,Gràcia,Plaça Lesseps
14365,07,Horta-Guinardó,Torrent Lligalbé
14369,01,Ciutat Vella,Plaça Pompeu Gener
14376,01,Ciutat Vella,Carrer Rivadeneyra
14383,05,Sarrià-Sant Gervasi,Plaça Sant Vicenç de Sarrià
14386,06,Gràcia,Plaça Raspall
14388,10,Sant Martí,Passatge Caminal
14392,01,Ciutat Vella,Placeta Sant Francesc
14393,10,Sant Martí,Passatge Burrull
14405,05,Sarrià-Sant Gervasi,Plaça Lesseps
14413,06,Gràcia,Carrer Riera de Vallcarca
14420,07,Horta-Guinardó,Passatge Mulassa
14428,10,Sant Martí,Passatge Carmen de Burgos
14463,08,Nou Barris,Carrer Sense Nom (Palamós-Sagaró)
14464,08,Nou Barris,Escales Matagalls
14465,08,Nou Barris,Escales Erta
14474,01,Ciutat Vella,Plaça Poeta Boscà
14482,03,Sants-Montjuïc,Carrer Muntadas
14490,03,Sants-Montjuïc,Carrer Gessamí
14498,03,Sants-Montjuïc,Carrer Hortènsia
14503,09,Sant Andreu,Carrer Fèlix Amat
14506,03,Sants-Montjuïc,Plaça Carles Buïgas
14517,05,Sarrià-Sant Gervasi,Passatge Torretes
14518,05,Sarrià-Sant Gervasi,Passatge Llucieta Canyà
14522,09,Sant Andreu,Plaça Modernitat
14524,04,Les Corts,Carrer Pere Duran Farell
14527,05,Sarrià-Sant Gervasi,Baixada Blanes
14534,04,Les Corts,Carrer George R. Collins
14550,08,Nou Barris,Carrer Biure
14551,08,Nou Barris,Carrer Cornudella
14566,08,Nou Barris,Carrer Camós
14576,07,Horta-Guinardó,Escales Floresta
14584,07,Horta-Guinardó,Carrer Hipàtia d'Alexandria
14599,04,Les Corts,Carrer Castells
14600,04,Les Corts,Carrer Ignasi de Solà-Morales
14607,02,Eixample,Passatge Canonge Cuffí
14619,09,Sant Andreu,Passatge Tàrrega
14632,09,Sant Andreu,Carrer Ardèvol
14646,04,Les Corts,Carrer Menéndez y Pelayo
14651,04,Les Corts,Carrer Gerard Piera
14653,04,Les Corts,Plaça Sòl de Baix
14655,03,Sants-Montjuïc,Carrer Mir Geribert
14657,03,Sants-Montjuïc,Carrer Corral
14662,03,Sants-Montjuïc,Plaça Sense Nom (Alts Forns)
14683,01,Ciutat Vella,Plaça Hilari Salvadó
14706,10,Sant Martí,Passatge Josep Mula
14713,09,Sant Andreu,Carrer Bellmunt
14719,09,Sant Andreu,Carrer Formiga
14732,01,Ciutat Vella,Plaça Blanquerna
14733,08,Nou Barris,Plaça Roquetes
14736,08,Nou Barris,Carrer Marne
14743,08,Nou Barris,Plaça Karl Marx
14749,05,Sarrià-Sant Gervasi,Camí Cementiri de Sant Gervasi
14751,05,Sarrià-Sant Gervasi,Carrer Enginyeria
14763,07,Horta-Guinardó,Plaça Mitja Lluna
14764,07,Horta-Guinardó,Carrer Muntanya de Montserrat
14766,07,Horta-Guinardó,Carrer Paulo Freire
14769,07,Horta-Guinardó,Carrer Síndic Rahola
14770,07,Horta-Guinardó,Carretera Cementiri de Collserola
14773,05,Sarrià-Sant Gervasi,Carrer Marquès de Lamadrid
14783,08,Nou Barris,Carrer Ogassa
14786,09,Sant Andreu,Carrer Pont del Treball Digne
14795,07,Horta-Guinardó,Carreró Ca l'Iglésies
14796,07,Horta-Guinardó,Carrer Juan de Ávila
14798,07,Horta-Guinardó,Passatge Marquès de Castellbell
14801,07,Horta-Guinardó,Carrer Marcel·lí
14806,07,Horta-Guinardó,Plaça Estatut
14811,02,Eixample,Plaça Pablo Neruda
14812,08,Nou Barris,Carrer Luz Casanova
