FID,Distric_D,NDistric_D,NVia_D
2158,03,Sants-Montjuïc,Carrer Rei Martí
2165,03,Sants-Montjuïc,Carrer Guadiana
2167,03,Sants-Montjuïc,Carrer Priorat
2168,03,Sants-Montjuïc,Carrer Gaiarre
2171,03,Sants-Montjuïc,Carrer Leiva
2174,03,Sants-Montjuïc,Carrer Vint-i-sis de Gener de 1641
2176,03,Sants-Montjuïc,Carrer Joanot Martorell
2181,03,Sants-Montjuïc,Carrer Portugalete
2182,03,Sants-Montjuïc,Carrer Hostafrancs de Sió
2185,03,Sants-Montjuïc,Carrer Àliga
2188,03,Sants-Montjuïc,Carrer Moianès
2192,03,Sants-Montjuïc,Carrer Sant Roc
2193,03,Sants-Montjuïc,Carrer Vilardell
2200,03,Sants-Montjuïc,Carrer Gavà
2202,03,Sants-Montjuïc,Carretera Bordeta
2212,03,Sants-Montjuïc,Carrer Constitució
2220,03,Sants-Montjuïc,Carrer Mossèn Amadeu Oller
2223,03,Sants-Montjuïc,Carrer Bartomeu Pi
2226,03,Sants-Montjuïc,Carrer Viladecans
2228,03,Sants-Montjuïc,Carrer Tort
2230,03,Sants-Montjuïc,Carrer Navarra
2235,03,Sants-Montjuïc,Carrer Cuyàs
2236,03,Sants-Montjuïc,Carrer Mandoni
2238,03,Sants-Montjuïc,Carrer Indíbil
2240,03,Sants-Montjuïc,Carrer Sant Paulí de Nola
2241,03,Sants-Montjuïc,Carrer Trajà
2243,03,Sants-Montjuïc,Carrer Sant Fructuós
2248,03,Sants-Montjuïc,Carrer Crisantem
2252,03,Sants-Montjuïc,Carrer Quetzal
2253,03,Sants-Montjuïc,Gran Via Corts Catalanes
2260,03,Sants-Montjuïc,Carrer Font Florida
2263,03,Sants-Montjuïc,Carrer Guatlla
2265,03,Sants-Montjuïc,Carrer Dàlia
2267,03,Sants-Montjuïc,Avinguda Francesc Ferrer i Guàrdia
2268,03,Sants-Montjuïc,Carrer Lotus
2269,03,Sants-Montjuïc,Carrer Sants
2279,03,Sants-Montjuïc,Carrer Feliu Casanova
2282,03,Sants-Montjuïc,Carrer Papin
2285,03,Sants-Montjuïc,Carrer Jacquard
2288,03,Sants-Montjuïc,Carrer Tenor Masini
2294,03,Sants-Montjuïc,Carrer Miquel Àngel
2298,03,Sants-Montjuïc,Carrer Rosés
2300,03,Sants-Montjuïc,Carrer Rajolers
2301,03,Sants-Montjuïc,Carrer Socors
2302,03,Sants-Montjuïc,Carrer Cerdanyola
2304,03,Sants-Montjuïc,Carrer Tirso de Molina
2307,03,Sants-Montjuïc,Carrer Cardó
2308,03,Sants-Montjuïc,Carrer Miracle
2309,03,Sants-Montjuïc,Torrent Can Mantega
2310,03,Sants-Montjuïc,Carrer Panissars
2312,03,Sants-Montjuïc,Carrer Demòstenes
2313,03,Sants-Montjuïc,Passatge Serra i Arola
2314,03,Sants-Montjuïc,Carrer Blanco
2319,03,Sants-Montjuïc,Rambla Brasil
2320,03,Sants-Montjuïc,Carrer Galileu
2328,03,Sants-Montjuïc,
2333,03,Sants-Montjuïc,Carrer Violant Hongria Reina Aragó
2335,03,Sants-Montjuïc,Carrer Melcior de Palau
2336,03,Sants-Montjuïc,Torrent Perales
2340,03,Sants-Montjuïc,Carrer Joan Güell
2348,03,Sants-Montjuïc,Carrer Saleta
2353,03,Sants-Montjuïc,Carrer Robrenyo
2359,03,Sants-Montjuïc,Carrer Santa Cecília
2360,03,Sants-Montjuïc,Carrer Alcolea
2366,03,Sants-Montjuïc,Carrer Santa Caterina
2371,03,Sants-Montjuïc,Avinguda Madrid
2378,03,Sants-Montjuïc,Carrer Badalona
2380,03,Sants-Montjuïc,Carrer Valladolid
2385,03,Sants-Montjuïc,Carrer Béthencourt
2386,03,Sants-Montjuïc,Carrer Vallespir
2392,03,Sants-Montjuïc,Carrer Ciceró
2394,03,Sants-Montjuïc,Carrer Autonomia
2396,03,Sants-Montjuïc,Carrer Salou
2398,03,Sants-Montjuïc,Carrer López Catalán
2399,03,Sants-Montjuïc,Carrer Eusebi Planas
2402,03,Sants-Montjuïc,Carrer Premià
2404,03,Sants-Montjuïc,Carrer Watt
2406,03,Sants-Montjuïc,Carrer Espanya Industrial
2408,03,Sants-Montjuïc,Carrer Riego
2412,03,Sants-Montjuïc,Carrer Masnou
2418,03,Sants-Montjuïc,Carrer Puiggarí
2420,03,Sants-Montjuïc,Carrer Guitard
2424,03,Sants-Montjuïc,Carrer Comtes de Bell-lloc
2429,03,Sants-Montjuïc,Plaça Centre
2430,03,Sants-Montjuïc,Carrer Enric Bargés
2431,03,Sants-Montjuïc,Passeig Sant Antoni
2434,03,Sants-Montjuïc,Carrer Sant Nicolau
2435,03,Sants-Montjuïc,Carrer Elisi
2436,03,Sants-Montjuïc,Carrer Cai Celi
2437,03,Sants-Montjuïc,Carrer Forn
2438,03,Sants-Montjuïc,Plaça Herenni
2440,03,Sants-Montjuïc,Carrer Ermengarda
2442,03,Sants-Montjuïc,Carrer Miquel Bleach
2443,03,Sants-Montjuïc,Carrer Llobet
2446,03,Sants-Montjuïc,Carrer Callao
2450,03,Sants-Montjuïc,Carrer Torre d'en Damians
2454,03,Sants-Montjuïc,Carrer Béjar
2458,03,Sants-Montjuïc,Carrer Mallorca
2467,03,Sants-Montjuïc,Carrer Consell de Cent
2471,03,Sants-Montjuïc,Carrer Rector Triadó
2489,03,Sants-Montjuïc,Carrer Numància
2490,03,Sants-Montjuïc,Carrer Berlín
2500,03,Sants-Montjuïc,Carrer Juan de Sada
2502,03,Sants-Montjuïc,Carrer Fisas
2504,03,Sants-Montjuïc,Carrer Roger
2508,03,Sants-Montjuïc,Carrer Sant Feliu de Guíxols
2509,03,Sants-Montjuïc,Carrer Canonge Pibernat
2516,03,Sants-Montjuïc,Carreró Ànimes
2518,03,Sants-Montjuïc,Carrer Portbou
2525,03,Sants-Montjuïc,Carrer Jaume Roig
2527,03,Sants-Montjuïc,Carrer Arizala
2537,03,Sants-Montjuïc,Carrer Munné
2539,03,Sants-Montjuïc,Passatge Paca Soler
2540,03,Sants-Montjuïc,Carrer Sant Frederic
2543,03,Sants-Montjuïc,Carrer Escultor Canet
2565,03,Sants-Montjuïc,Carrer Ventura Plaja
2568,03,Sants-Montjuïc,Carrer Puig i Valls
2572,03,Sants-Montjuïc,Carrer Bonsoms
2576,03,Sants-Montjuïc,Carrer Torns
2578,03,Sants-Montjuïc,Carrer Bassegoda
2581,03,Sants-Montjuïc,Carrer Bonveí
2586,03,Sants-Montjuïc,Carrer Vidriol
2592,03,Sants-Montjuïc,Carrer Sant Ferriol
2593,03,Sants-Montjuïc,Carrer Sant Germà
2597,03,Sants-Montjuïc,Carrer Morabos
2598,03,Sants-Montjuïc,Carrer Gimbernat
2599,03,Sants-Montjuïc,Carrer Nord
2600,03,Sants-Montjuïc,Carrer Valls
2601,03,Sants-Montjuïc,Carrer Rabí Rubèn
2603,03,Sants-Montjuïc,Carrer Amposta
2605,03,Sants-Montjuïc,Carrer Santa Dorotea
2606,03,Sants-Montjuïc,Carrer Chopin
2608,03,Sants-Montjuïc,Carrer Mèxic
2610,03,Sants-Montjuïc,Carrer Tamarit
2611,03,Sants-Montjuïc,Passatge Prunera
2612,03,Sants-Montjuïc,Carrer Olivera
2613,03,Sants-Montjuïc,Plaça Santa Madrona
2615,03,Sants-Montjuïc,Carrer Vallhonrat
2618,03,Sants-Montjuïc,Carrer Font Honrada
2621,03,Sants-Montjuïc,Carrer Grases
2625,03,Sants-Montjuïc,Carrer Mare de Déu del Remei
2631,03,Sants-Montjuïc,Carrer Ricart
2634,03,Sants-Montjuïc,Carrer Bòbila
2636,03,Sants-Montjuïc,Carrer Teodor Bonaplata
2637,03,Sants-Montjuïc,Plaça Las Navas
2639,03,Sants-Montjuïc,Carrer Jaume Fabra
2641,03,Sants-Montjuïc,Carrer Blai
2642,03,Sants-Montjuïc,Plaça Ocellets
2643,03,Sants-Montjuïc,Carrer Creu dels Molers
2644,03,Sants-Montjuïc,Carrer Murillo
2645,03,Sants-MontjuÃ¯c,Carrer Magalh?es
2651,03,Sants-Montjuïc,Carrer Elkano
2655,03,Sants-Montjuïc,Carrer Concòrdia
2658,03,Sants-Montjuïc,Carrer Radas
2661,03,Sants-Montjuïc,Carrer Pedreres
2663,03,Sants-Montjuïc,Carrer Lleida
2666,03,Sants-Montjuïc,Plaça Espanya
2669,03,Sants-Montjuïc,Carrer Joaquim Blume
2670,03,Sants-Montjuïc,Carrer Segons Jocs Mediterranis
2674,03,Sants-Montjuïc,Carrer França Xica
2677,03,Sants-Montjuïc,Carrer Palma
2679,03,Sants-Montjuïc,Carrer Sancho Marraco
2682,03,Sants-Montjuïc,Carrer Puríssima Concepció
2683,03,Sants-Montjuïc,Carrer Anníbal
2686,03,Sants-Montjuïc,Carrer Blasco de Garay
2690,03,Sants-Montjuïc,Carrer Guàrdia Urbana
2693,03,Sants-Montjuïc,Carrer Cariteo
2694,03,Sants-Montjuïc,Passatge Julià
2697,03,Sants-Montjuïc,Passatge Serrahima
2698,03,Sants-Montjuïc,Carrer Julià
2700,03,Sants-Montjuïc,Passeig Exposició
2705,03,Sants-Montjuïc,Passeig Santa Madrona
2720,03,Sants-Montjuïc,Plaça Sortidor
2724,03,Sants-Montjuïc,Carrer Margarit
2727,03,Sants-Montjuïc,Avinguda Montanyans
2729,03,Sants-Montjuïc,Avinguda Miramar
2743,03,Sants-Montjuïc,Carrer Tapioles
2745,03,Sants-Montjuïc,Carrer Poeta Cabanyes
2748,03,Sants-Montjuïc,Carrer Salvà
2751,03,Sants-Montjuïc,Carrer Roser
2755,03,Sants-Montjuïc,Carrer Hortes
2756,03,Sants-Montjuïc,Carrer Nou de la Rambla
2761,03,Sants-Montjuïc,Carrer Blesa
2764,03,Sants-Montjuïc,Carrer Fontrodona
2769,03,Sants-Montjuïc,Carrer Palaudàries
2772,03,Sants-Montjuïc,Carrer Vila i Vilà
2779,03,Sants-Montjuïc,Carrer Piquer
2784,03,Sants-Montjuïc,Carrer Lafont
2786,03,Sants-Montjuïc,Carrer Cabanes
2789,03,Sants-Montjuïc,Carrer Mata
2791,03,Sants-Montjuïc,Carrer Albareda
2793,03,Sants-Montjuïc,Carrer Carrera
2795,03,Sants-Montjuïc,Carrer Puig i Xoriguer
2798,03,Sants-Montjuïc,Passeig Montjuïc
2808,03,Sants-Montjuïc,Passatge Antic de València
2809,03,Sants-Montjuïc,Passeig Miramar
2810,03,Sants-Montjuïc,Plaça Carlos Ibáñez
2814,03,Sants-Montjuïc,Carretera Montjuïc
2815,03,Sants-Montjuïc,Carrer Foneria
2818,03,Sants-Montjuïc,Carrer Aviador Durán
2821,03,Sants-Montjuïc,Carrer Aviador Ruiz de Alda
2823,03,Sants-Montjuïc,Carrer Aviador Franco
2824,03,Sants-Montjuïc,Carrer Alts Forns
2831,03,Sants-Montjuïc,Carrer Juan Gris
2832,03,Sants-Montjuïc,Carrer Física
2833,03,Sants-Montjuïc,Carrer Mineria
2835,03,Sants-Montjuïc,Carrer Energia
2836,03,Sants-Montjuïc,Passeig Zona Franca
2838,03,Sants-Montjuïc,Carretera Prat
2839,03,Sants-Montjuïc,Carrer Mecànica
2840,03,Sants-Montjuïc,Carrer Química
2841,03,Sants-Montjuïc,Carrer Segura
2842,03,Sants-Montjuïc,Carrer Mare de Déu de Port
2843,03,Sants-Montjuïc,Carrer Ferrocarrils Catalans
2850,03,Sants-Montjuïc,Carrer Foc
2855,03,Sants-Montjuïc,Carrer Príncep Jordi
2859,03,Sants-Montjuïc,Carrer Radi
2861,03,Sants-Montjuïc,Avinguda Estadi
2864,03,Sants-Montjuïc,Carrer Polvorí
2867,03,Sants-Montjuïc,Passeig Migdia
2869,03,Sants-Montjuïc,Carrer Can Valero
2870,03,Sants-Montjuïc,Carrer Tres Pins
2874,03,Sants-Montjuïc,Carretera Miramar
2876,03,Sants-Montjuïc,Passeig Josep Carner
2893,03,Sants-Montjuïc,Carrer E Zona Franca
2895,03,Sants-Montjuïc,Carrer D Zona Franca
2898,03,Sants-Montjuïc,Carrer A Zona Franca
2899,03,Sants-Montjuïc,Carrer Sovelles
2901,03,Sants-Montjuïc,Carrer Riudoms
2906,03,Sants-Montjuïc,Carrer Vilageliu i Gavaldà
2907,03,Sants-Montjuïc,Carrer Negrell
2909,03,Sants-Montjuïc,Carrer Cisell
2916,03,Sants-Montjuïc,Carrer Cobalt
2917,03,Sants-Montjuïc,Carrer Ferro
2918,03,Sants-Montjuïc,Carrer Plom
2920,03,Sants-Montjuïc,Carrer Alumini
2922,03,Sants-Montjuïc,Carrer Acer
2926,03,Sants-Montjuïc,Carrer Encuny
2928,03,Sants-Montjuïc,Carrer Motors
2929,03,Sants-Montjuïc,Passeig Agrícola
2930,03,Sants-Montjuïc,Carrer Fèlix Macià
2932,03,Sants-Montjuïc,Carrer Galtés
2936,03,Sants-Montjuïc,Carrer Número 62 Zona Franca
2938,03,Sants-Montjuïc,Carrer Número 60 Zona Franca
2940,03,Sants-Montjuïc,Carrer Número 1 Zona Franca
2943,03,Sants-Montjuïc,Carrer Número 2 Zona Franca
2951,03,Sants-Montjuïc,Carrer Número 3 Zona Franca
2953,03,Sants-Montjuïc,Carrer Número 4 Zona Franca
2959,03,Sants-Montjuïc,Carrer C Zona Franca
2960,03,Sants-Montjuïc,Carrer B Zona Franca
2964,03,Sants-Montjuïc,Passatge H Zona Franca
2965,03,Sants-Montjuïc,Carrer Número 5 Zona Franca
2967,03,Sants-Montjuïc,Carrer Número 6 Zona Franca
2971,03,Sants-Montjuïc,Carrer K Zona Franca
2972,03,Sants-Montjuïc,Carrer Número 43 Zona Franca
2973,03,Sants-Montjuïc,Carrer Número 41 Zona Franca
2975,03,Sants-Montjuïc,Carrer M Zona Franca
2976,03,Sants-Montjuïc,Carrer L Zona Franca
2978,03,Sants-Montjuïc,Carrer Número 42 Zona Franca
2980,03,Sants-Montjuïc,Carrer Número 40 Zona Franca
2983,03,Sants-Montjuïc,Carrer Número 61 Zona Franca
2984,03,Sants-Montjuïc,Carrer Metal·lúrgia
2993,03,Sants-Montjuïc,Avinguda Paral·lel
2994,07,Horta-Guinardó,Travessera Gràcia
2997,07,Horta-Guinardó,Carrer Rosalía de Castro
3001,07,Horta-Guinardó,Carrer Santa Carolina
3004,07,Horta-Guinardó,Carrer Llorens i Barba
3006,07,Horta-Guinardó,Carrer Mas Casanovas
3010,07,Horta-Guinardó,Passatge Costa
3011,07,Horta-Guinardó,Carrer Bergnes de las Casas
3012,07,Horta-Guinardó,Carrer Padilla
3019,07,Horta-Guinardó,Carrer Castillejos
3025,07,Horta-Guinardó,Carrer Cartagena
3030,07,Horta-Guinardó,Carrer Lepant
3038,10,Sant Martí,Carrer Sant Antoni Maria Claret
3041,07,Horta-Guinardó,Carrer Taxdirt
3043,07,Horta-Guinardó,Carrer Alcalde de Móstoles
3046,07,Horta-Guinardó,Carrer Encarnació
3051,07,Horta-Guinardó,Passatge Sant Pere
3053,07,Horta-Guinardó,Passatge Boné
3054,07,Horta-Guinardó,Carrer Josep Ciurana
3056,07,Horta-Guinardó,Carrer Niça
3064,07,Horta-Guinardó,Ronda Guinardó
3067,07,Horta-Guinardó,Torrent Melis
3068,07,Horta-Guinardó,Carrer Sant Quintí
3071,07,Horta-Guinardó,Passatge Garcia Cambra
3072,07,Horta-Guinardó,Carrer Torre Vélez
3075,07,Horta-Guinardó,Passatge Flaugier
3079,07,Horta-Guinardó,Carrer Amèrica
3081,07,Horta-Guinardó,Carrer Trobador
3085,07,Horta-Guinardó,Carrer Renaixença
3091,07,Horta-Guinardó,Rambla Volart
3092,07,Horta-Guinardó,Passatge Gira-sol
3095,07,Horta-Guinardó,Carrer Telègraf
3096,07,Horta-Guinardó,Carrer Sardenya
3103,07,Horta-Guinardó,Carrer Marina
3105,07,Horta-Guinardó,Passatge Encarnació
3108,07,Horta-Guinardó,Pas Encarnació
3109,07,Horta-Guinardó,Carrer França
3112,07,Horta-Guinardó,Carrer Baró de Sant Lluís
3113,07,Horta-Guinardó,Avinguda Mare de Déu de Montserrat
3114,07,Horta-Guinardó,Carrer Camèlies
3115,07,Horta-Guinardó,Carrer Polònia
3118,07,Horta-Guinardó,Carrer Francesc Alegre
3119,07,Horta-Guinardó,Carrer Torre Dulac
3120,07,Horta-Guinardó,Passatge Vallseca
3121,07,Horta-Guinardó,Carrer Vallseca
3122,07,Horta-Guinardó,Carrer Bismarck
3123,07,Horta-Guinardó,Carrer Xiprer
3126,07,Horta-Guinardó,Carrer Vinya
3128,07,Horta-Guinardó,Carrer Escornalbou
3130,07,Horta-Guinardó,Carrer Villar
3135,07,Horta-Guinardó,Carrer Art
3137,07,Horta-Guinardó,Carrer Sales i Ferré
3138,07,Horta-Guinardó,Carrer Feliu
3139,07,Horta-Guinardó,Carrer Maspons i Labrós
3142,07,Horta-Guinardó,Carrer Juliol
3145,07,Horta-Guinardó,Carrer Bisbal
3147,07,Horta-Guinardó,Passatge Garrofers
3149,07,Horta-Guinardó,Plaça Salvador Riera
3150,07,Horta-Guinardó,Carrer Varsòvia
3158,07,Horta-Guinardó,Rambla Muntanya
3161,07,Horta-Guinardó,Carrer Rubió i Ors
3162,07,Horta-Guinardó,Passatge Llívia
3167,07,Horta-Guinardó,Carrer Vinyals
3170,07,Horta-Guinardó,Carrer Oblit
3171,07,Horta-Guinardó,Carrer Centre
3178,07,Horta-Guinardó,Carrer Florència
3185,07,Horta-Guinardó,Carrer Gènova
3192,07,Horta-Guinardó,Carrer Sèrbia
3194,07,Horta-Guinardó,Carrer Brussel·les
3197,07,Horta-Guinardó,Carrer Doctor Cadevall
3199,07,Horta-Guinardó,Carrer Budapest
3211,07,Horta-Guinardó,Carrer Segle XX
3216,07,Horta-Guinardó,Carrer Torre dels Pardals
3228,07,Horta-Guinardó,Carrer Agregació
3230,07,Horta-Guinardó,
3231,07,Horta-Guinardó,Carrer Anna M. Martínez Sagi
3233,07,Horta-Guinardó,Carrer Periodistes
3236,07,Horta-Guinardó,Carrer Llobet i Vall-llosera
3237,07,Horta-Guinardó,Carrer Lluís Sagnier
3243,07,Horta-Guinardó,Carrer Mascaró
3248,09,Sant Andreu,Passeig Maragall
3250,09,Sant Andreu,
3254,07,Horta-Guinardó,Carrer Amílcar
3261,07,Horta-Guinardó,Plaça Catalana
3266,07,Horta-Guinardó,Carrer Ercilla
3269,07,Horta-Guinardó,Passatge Baix del Turó
3270,07,Horta-Guinardó,Passatge Tinent Costa
3274,07,Horta-Guinardó,Carrer Marquesa Caldes de Montbui
3277,07,Horta-Guinardó,Carrer Arc de Sant Martí
3279,07,Horta-Guinardó,Carrer Garriga i Roca
3284,07,Horta-Guinardó,Carrer Josep Serrano
3287,07,Horta-Guinardó,Carrer Marià Labèrnia
3289,07,Horta-Guinardó,Carrer Labèrnia
3291,07,Horta-Guinardó,Carrer Panorama
3292,07,Horta-Guinardó,Carrer Camil Oliveras
3295,07,Horta-Guinardó,Carrer Descans
3296,07,Horta-Guinardó,Carrer Pintor Pradilla
3297,07,Horta-Guinardó,Carrer Montserrat de Casanovas
3300,07,Horta-Guinardó,Carrer Picó i Campamar
3302,07,Horta-Guinardó,Carrer Comalada
3303,07,Horta-Guinardó,Passatge Arc de Sant Martí
3306,07,Horta-Guinardó,Carrer Alt de Pedrell
3308,07,Horta-Guinardó,Carrer Aguilar
3309,07,Horta-Guinardó,Passeig Font d'en Fargas
3311,07,Horta-Guinardó,Passatge Pedrell
3312,07,Horta-Guinardó,Carrer Pedrell
3316,07,Horta-Guinardó,Avinguda Frederic Rahola
3318,07,Horta-Guinardó,Carrer Doctor Coll
3319,07,Horta-Guinardó,Passatge Pujolet
3326,07,Horta-Guinardó,Carrer Maurici Vilomara
3328,07,Horta-Guinardó,Passeig Font de la Mulassa
3329,07,Horta-Guinardó,Plaça Font de la Mulassa
3330,07,Horta-Guinardó,Carrer Doctor Bové
3338,07,Horta-Guinardó,Davallada Gallecs
3339,07,Horta-Guinardó,Carrer Mossèn Josep Bundó
3342,07,Horta-Guinardó,Carrer Can Pujolet
3343,07,Horta-Guinardó,Carrer Trèvol
3345,07,Horta-Guinardó,Carrer Gallecs
3346,08,Nou Barris,Passeig Maragall
3348,07,Horta-Guinardó,Carrer Mas Pujol
3350,07,Horta-Guinardó,Carrer Joan Manén
3353,07,Horta-Guinardó,Carrer Verema
3355,07,Horta-Guinardó,Carrer Canonge Almera
3357,07,Horta-Guinardó,Carrer Vicent López
3362,07,Horta-Guinardó,Carrer Sant Martí de Porres
3365,07,Horta-Guinardó,Carrer Dalmau de Creixell
3372,07,Horta-Guinardó,Passatge Comas d'Argemí
3386,07,Horta-Guinardó,Carrer Duero
3387,07,Horta-Guinardó,Carrer Sant Alexandre
3391,07,Horta-Guinardó,Passeig Maragall
3395,07,Horta-Guinardó,Carrer Llobregós
3396,07,Horta-Guinardó,Carrer Granollers
3397,07,Horta-Guinardó,Carrer Estoril
3401,07,Horta-Guinardó,Carrer Petrarca
3402,07,Horta-Guinardó,Carrer Tajo
3403,07,Horta-Guinardó,Passatge Chapí
3404,08,Nou Barris,Passeig Fabra i Puig
3405,07,Horta-Guinardó,Carrer Horta
3406,07,Horta-Guinardó,Carrer Galla
3407,07,Horta-Guinardó,Carrer Torrent de Can Mariner
3411,07,Horta-Guinardó,Passatge Garcini
3416,07,Horta-Guinardó,Carrer Teodor Llorente
3417,07,Horta-Guinardó,Carrer Garrotxa
3420,07,Horta-Guinardó,Carrer Doctor Valls
3432,07,Horta-Guinardó,Plaça Maragall
3435,07,Horta-Guinardó,Passatge Bernat Fenollar
3436,07,Horta-Guinardó,Carrer Santa Joaquima de Vedruna
3438,07,Horta-Guinardó,Carrer Pare Roldós
3443,07,Horta-Guinardó,Carrer Santa Otília
3448,07,Horta-Guinardó,Carrer Sigüenza
3453,07,Horta-Guinardó,Passatge Calafell
3455,07,Horta-Guinardó,Carrer Bernat Bransi
3457,07,Horta-Guinardó,Carrer Ramon Rocafull
3463,07,Horta-Guinardó,Carrer Gran Vista
3465,07,Horta-Guinardó,Carrer Marí
3469,07,Horta-Guinardó,Carrer Agudells
3472,07,Horta-Guinardó,Passatge Espiell
3473,07,Horta-Guinardó,Passatge Gabarnet
3474,07,Horta-Guinardó,Passatge Santa Teresa
3477,07,Horta-Guinardó,Passatge Lugo
3479,07,Horta-Guinardó,Carrer Pantà de Tremp
3481,07,Horta-Guinardó,Rambla Carmel
3487,07,Horta-Guinardó,Carrer Cifuentes
3488,07,Horta-Guinardó,Carrer Lluís Marià Vidal
3494,07,Horta-Guinardó,Carrer Conca de Tremp
3501,07,Horta-Guinardó,Carrer Mare de Déu dels Àngels
3503,07,Horta-Guinardó,Carrer Sant Dalmir
3506,07,Horta-Guinardó,Carrer Fastenrath
3512,07,Horta-Guinardó,Carrer Santa Albina
3516,07,Horta-Guinardó,Passeig Mare de Déu del Coll
3517,07,Horta-Guinardó,Carrer Santa Rosalia
3520,07,Horta-Guinardó,Carrer Lorda
3521,07,Horta-Guinardó,Carrer Besòs
3522,07,Horta-Guinardó,Carrer Murtra
3529,07,Horta-Guinardó,Carrer Hortal
3532,07,Horta-Guinardó,Carrer Moratín
3533,07,Horta-Guinardó,Passatge Sigüenza
3534,07,Horta-Guinardó,Camí Vell del Coll
3537,07,Horta-Guinardó,Carrer Arbós
3539,07,Horta-Guinardó,Carrer Alguer
3542,07,Horta-Guinardó,Carrer Segimon
3543,07,Horta-Guinardó,Carrer Feijoo
3545,07,Horta-Guinardó,Carrer Calderón de la Barca
3546,07,Horta-Guinardó,Carrer Marsans i Rof
3547,07,Horta-Guinardó,Carrer Font-rúbia
3551,07,Horta-Guinardó,Carrer Santuari
3554,07,Horta-Guinardó,Carrer Queixans
3556,07,Horta-Guinardó,Baixada Passerell
3557,07,Horta-Guinardó,Passatge Cadernera
3558,07,Horta-Guinardó,Passatge Passerell
3559,07,Horta-Guinardó,Carrer Passerell
3563,07,Horta-Guinardó,Carrer Mühlberg
3564,07,Horta-Guinardó,Passatge Dipòsit
3565,07,Horta-Guinardó,Carrer Pasteur
3567,07,Horta-Guinardó,Carrer Albert Llanas
3571,07,Horta-Guinardó,Carrer Coves d'en Cimany
3573,07,Horta-Guinardó,Carrer Ceuta
3574,07,Horta-Guinardó,Camí Can Móra
3577,06,Gràcia,Carrer Santuari
3581,07,Horta-Guinardó,Carrer Batet
3583,07,Horta-Guinardó,Passatge Ros
3585,07,Horta-Guinardó,Carrer Salze
3588,06,Gràcia,Carrer Mare de Déu dels Àngels
3590,07,Horta-Guinardó,Carrer Castellbisbal
3593,07,Horta-Guinardó,Passatge Arenys
3594,07,Horta-Guinardó,Carrer Sant Crispí
3595,07,Horta-Guinardó,Carrer Rossell
3596,07,Horta-Guinardó,Carrer Arenys
3598,07,Horta-Guinardó,Carrer Plutó
3603,07,Horta-Guinardó,Carrer Cortada
3604,07,Horta-Guinardó,Carrer Santa Gemma
3605,07,Horta-Guinardó,Carrer Josep Sangenís
3608,07,Horta-Guinardó,Carrer Manxa
3609,07,Horta-Guinardó,Carrer Pablo Sáez de Barés
3610,07,Horta-Guinardó,Carrer Pere Sala
3611,07,Horta-Guinardó,Passatge Bismarck
3612,07,Horta-Guinardó,Carrer José Millán González
3614,07,Horta-Guinardó,Carrer Jaume Puigvert
3617,07,Horta-Guinardó,Plaça Can Baró
3621,07,Horta-Guinardó,Carrer Alexandre de Torrelles
3623,07,Horta-Guinardó,Carrer Joan Cortada
3626,07,Horta-Guinardó,Carrer Ezequiel Boixet
3627,07,Horta-Guinardó,Carrer Josep Yxart
3629,07,Horta-Guinardó,Passatge Redemptor
3634,07,Horta-Guinardó,Carrer Praga
3636,06,Gràcia,Plaça Sanllehy
3637,07,Horta-Guinardó,Carrer Miquel dels Sants Oliver
3646,07,Horta-Guinardó,Carretera Carmel
3647,07,Horta-Guinardó,Carrer Dante Alighieri
3661,07,Horta-Guinardó,Carrer Sacedón
3663,07,Horta-Guinardó,Carrer Puig Castellar
3664,07,Horta-Guinardó,Carrer Jadraque
3665,07,Horta-Guinardó,Carrer Trillo
3666,07,Horta-Guinardó,Plaça Pastrana
3671,07,Horta-Guinardó,Carrer Tolrà
3679,07,Horta-Guinardó,Carrer Grífols
3681,07,Horta-Guinardó,Passatge Capdevila
3687,07,Horta-Guinardó,Carrer Marquès de Foronda
3689,07,Horta-Guinardó,Torrent Carmel
3691,07,Horta-Guinardó,Carrer Ciències
3692,07,Horta-Guinardó,Passatge Marí
3693,07,Horta-Guinardó,Carrer Santa Joana d'Arc
3696,07,Horta-Guinardó,Carrer Tossa
3698,07,Horta-Guinardó,Baixada Plana
3701,07,Horta-Guinardó,Baixada Can Mateu
3705,07,Horta-Guinardó,Carrer Peris i Mencheta
3710,07,Horta-Guinardó,Carrer Farnés
3711,07,Horta-Guinardó,Carrer Argimon
3713,07,Horta-Guinardó,Carrer Maria Paretas
3714,07,Horta-Guinardó,Carrer Mestre Serradesanferm
3717,07,Horta-Guinardó,Passatge Vila i Rosell
3720,07,Horta-Guinardó,Carrer Martí i Alsina
3721,07,Horta-Guinardó,Carrer Vent
3723,07,Horta-Guinardó,Carrer Chapí
3728,07,Horta-Guinardó,Carrer Palafox
3732,07,Horta-Guinardó,Carrer Curt
3733,07,Horta-Guinardó,Baixada Rivero
3734,07,Horta-Guinardó,Passatge Alt de Mariner
3735,07,Horta-Guinardó,Passatge Plana
3736,07,Horta-Guinardó,Carrer Consorts Sans Bernet
3738,07,Horta-Guinardó,Carrer Sant Tomàs
3743,07,Horta-Guinardó,Carrer Rivero
3750,07,Horta-Guinardó,Carrer Plana
3753,07,Horta-Guinardó,Carrer Alt de Mariner
3755,07,Horta-Guinardó,Carrer Sanpere i Miquel
3756,07,Horta-Guinardó,Carrer Lisboa
