"station_id","name","physical_configuration","lat","lon","altitude","address","cross_street","post_code","capacity","is_charging_station","short_name","nearby_distance","x_ride_code_support","rental_uris","is_valet_station","last_updated","ttl"
23,"C/ BRUC, 45","ELECTRICBIKESTATION",41.3924661,2.1717397,21,"C/ BRUC, 45","02-Eixample/07-la Dreta de l'Eixample",8010,27,TRUE,23,1000,TRUE,NA,NA,1756677602,0
24,"C/ MARINA, 199","ELECTRICBIKESTATION",41.4005784,2.1788855,23,"C/ MARINA, 199","02-Eixample/05-el Fort Pienc",8013,39,TRUE,24,1000,TRUE,NA,NA,1756677602,0
25,"C/ BRUC, 102","ELECTRICBIKESTATION",41.3954041,2.1681961,29,"C/ BRUC, 102","02-Eixample/07-la Dreta de l'Eixample",8009,21,TRUE,25,1000,TRUE,NA,NA,1756677602,0
26,"C/ DOS DE MAIG, 230-232","ELECTRICBIKESTATION",41.4071692,2.1820722,22,"C/ DOS DE MAIG, 230-232","10-SantMartí/64-el Camp de l'Arpa del Clot",8013,18,TRUE,26,1000,TRUE,NA,NA,1756677602,0
27,"C/ PROVENÇA, 322","ELECTRICBIKESTATION",41.3967524,2.1646338,38,"C/ PROVENÇA, 322","02-Eixample/07-la Dreta de l'Eixample",8037,17,TRUE,27,1000,TRUE,NA,NA,1756677602,0
28,"C/ SARDENYA, 362","ELECTRICBIKESTATION",41.4055143,2.1706498,46,"C/ SARDENYA, 362","02-Eixample/06-la Sagrada Família",8025,22,TRUE,28,1000,TRUE,NA,NA,1756677602,0
29,"C/ PROVENÇA, 388-390","ELECTRICBIKESTATION",41.401061,2.169941,34,"C/ PROVENÇA, 388-390","02-Eixample/07-la Dreta de l'Eixample",8025,23,TRUE,29,1000,TRUE,NA,NA,1756677602,0
30,"C/ CASTILLEJOS, 184","ELECTRICBIKESTATION",41.4021805,2.1829894,13,"C/ CASTILLEJOS, 184","02-Eixample/05-el Fort Pienc",8013,29,TRUE,30,1000,TRUE,NA,NA,1756677602,0
31,"PL. DEL MAR","ELECTRICBIKESTATION",41.3748001,2.1889045,4,"PL. DEL MAR","01-CiutatVella/03-la Barceloneta",8003,18,TRUE,31,1000,TRUE,NA,NA,1756677602,0
32,"LA BARCELONETA (CN BARCELONETA)","ELECTRICBIKESTATION",41.3736911,2.188928,4,"LA BARCELONETA (CN BARCELONETA)","01-CiutatVella/03-la Barceloneta",8003,35,TRUE,32,1000,TRUE,NA,NA,1756677602,0
33,"C/ PONTEVEDRA, 58B | C/ JUDICI","ELECTRICBIKESTATION",41.37686,2.19067,4,"C/ PONTEVEDRA, 58B | C/ JUDICI","01-CiutatVella/03-la Barceloneta",8003,21,TRUE,33,1000,TRUE,NA,NA,1756677602,0
34,"C/ SANT PERE MÉS ALT, 4","ELECTRICBIKESTATION",41.3871079,2.1753364,9,"C/ SANT PERE MÉS ALT, 4","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,21,TRUE,34,1000,TRUE,NA,NA,1756677602,0
35,"C/ SANT RAMON DE PENYAFORT, 1","ELECTRICBIKESTATION",41.4134833,2.2206913,5,"C/ SANT RAMON DE PENYAFORT, 1","10-SantMartí/70-el Besòs i el Maresme",8930,54,TRUE,35,1000,TRUE,NA,NA,1756677602,0
36,"AV. DE LA CATEDRAL, 6","ELECTRICBIKESTATION",41.3850616,2.1766834,8,"AV. DE LA CATEDRAL, 6","01-CiutatVella/02-el Barri Gòtic",8002,21,TRUE,36,1000,TRUE,NA,NA,1756677602,0
37,"PG. DE COLOM - VIA LAIETANA","ELECTRICBIKESTATION",41.380624,2.1820675,4,"PG. DE COLOM - VIA LAIETANA","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8002,24,TRUE,37,1000,TRUE,NA,NA,1756677602,0
39,"PL. PAU VILA (D)","ELECTRICBIKESTATION",41.381046,2.186576,4,"PL. PAU VILA (D)","01-CiutatVella/03-la Barceloneta",8039,44,TRUE,39,1000,TRUE,NA,NA,1756677602,0
40,"C/ DOCTOR AIGUADER, 2","ELECTRICBIKESTATION",41.382335,2.187093,6,"C/ DOCTOR AIGUADER, 2","01-CiutatVella/03-la Barceloneta",8039,18,TRUE,40,1000,TRUE,NA,NA,1756677602,0
41,"PL. POETA BOSCÀ | C/ ATLÀNTIDA","ELECTRICBIKESTATION",41.379326,2.189906,5,"PL. POETA BOSCÀ | C/ ATLÀNTIDA","01-CiutatVella/03-la Barceloneta",8003,25,TRUE,41,1000,TRUE,NA,NA,1756677602,0
42,"C/ CIUTAT DE GRANADA, 168| AV.DIAGONAL   ","ELECTRICBIKESTATION",41.404511,2.189881,4,"C/ CIUTAT DE GRANADA, 168| AV.DIAGONAL","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8018,24,TRUE,42,1000,TRUE,NA,NA,1756677602,0
43,"C/ CLOT, 1","ELECTRICBIKESTATION",41.4063864,2.1874404,13,"C/ CLOT, 1","10-SantMartí/65-el Clot",8018,27,TRUE,43,1000,TRUE,NA,NA,1756677602,0
44,"AV. MERIDIANA, 71","ELECTRICBIKESTATION",41.4014737309554,2.1867650955646,NA,"AV. MERIDIANA, 71","02-Eixample/05-el Fort Pienc",8018,21,TRUE,44,1000,TRUE,NA,NA,1756677602,0
45,"C/ SARDENYA, 66","ELECTRICBIKESTATION",41.391466,2.189371,5,"C/ SARDENYA, 66","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,27,TRUE,45,1000,TRUE,NA,NA,1756677602,0
46,"C/ VILLENA, 1","ELECTRICBIKESTATION",41.3886065969256,2.19219450845947,7,"C/ VILLENA, 1","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,54,TRUE,46,1000,TRUE,NA,NA,1756677602,0
47,"C/ RAMON TRIAS FARGAS, 21","ELECTRICBIKESTATION",41.3902194,2.1904003,5,"C/ RAMON TRIAS FARGAS, 21","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,47,TRUE,47,1000,TRUE,NA,NA,1756677602,0
48,"AV. MERIDIANA, 40","ELECTRICBIKESTATION",41.3960652,2.1871959,11,"AV. MERIDIANA, 40","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8018,21,TRUE,48,1000,TRUE,NA,NA,1756677602,0
49,"C/ ROSA SENSAT, 20","ELECTRICBIKESTATION",41.3910756,2.1965766,5,"C/ ROSA SENSAT, 20","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,21,TRUE,49,1000,TRUE,NA,NA,1756677602,0
50,"AV. PARAL.LEL, 54","ELECTRICBIKESTATION",41.3751145,2.1709386,8,"AV. PARAL.LEL, 54","01-CiutatVella/01-el Raval",8004,18,TRUE,50,1000,TRUE,NA,NA,1756677602,0
51,"PL. VICENÇ MARTORELL","ELECTRICBIKESTATION",41.3842634,2.1692556,12,"PL. VICENÇ MARTORELL","01-CiutatVella/01-el Raval",8001,20,TRUE,51,1000,TRUE,NA,NA,1756677602,0
52,"PL. SANT MIQUEL, 4","ELECTRICBIKESTATION",41.381708,2.177292,11,"PL. SANT MIQUEL, 4","01-CiutatVella/02-el Barri Gòtic",8002,32,TRUE,52,1000,TRUE,NA,NA,1756677602,0
53,"PL. CARLES PI I SUNYER","ELECTRICBIKESTATION",41.385086,2.174016,10,"PL. CARLES PI I SUNYER","01-CiutatVella/02-el Barri Gòtic",8002,21,TRUE,53,1000,TRUE,NA,NA,1756677602,0
54,"C/ SANT OLEGUER, 2","ELECTRICBIKESTATION",41.3775319,2.1707321,6,"C/ SANT OLEGUER, 2","01-CiutatVella/01-el Raval",8001,19,TRUE,54,1000,TRUE,NA,NA,1756677602,0
55,"LA RAMBLA, 56","ELECTRICBIKESTATION",41.380195,2.1744801,7.38,"LA RAMBLA, 56","01-CiutatVella/02-el Barri Gòtic",8002,27,TRUE,55,1000,TRUE,NA,NA,1756677602,0
56,"PORTAL DE SANTA MADRONA, 2-4","ELECTRICBIKESTATION",41.3770715,2.1758261,5,"PORTAL DE SANTA MADRONA, 2-4","01-CiutatVella/01-el Raval",8001,27,TRUE,56,1000,TRUE,NA,NA,1756677602,0
57,"LA RAMBLA, 1","ELECTRICBIKESTATION",41.376326,2.176971,4,"LA RAMBLA, 1","01-CiutatVella/02-el Barri Gòtic",8002,21,TRUE,57,1000,TRUE,NA,NA,1756677602,0
58,"C/ VALLDONZELLA, 2","ELECTRICBIKESTATION",41.3845757386794,2.16626169311522,NA,"C/ VALLDONZELLA, 2","01-CiutatVella/01-el Raval",8001,21,TRUE,58,1000,TRUE,NA,NA,1756677602,0
59,"C/ AGUSTÍ DURAN I SANPERE, 1","ELECTRICBIKESTATION",41.3813815397747,2.16807754829512,NA,"C/ AGUSTÍ DURAN I SANPERE, 1","01-CiutatVella/01-el Raval",8001,22,TRUE,59,1000,TRUE,NA,NA,1756677602,0
60,"RBLA. CATALUNYA, 47","ELECTRICBIKESTATION",41.3902625,2.164035,27,"RBLA. CATALUNYA, 47","02-Eixample/07-la Dreta de l'Eixample",8007,27,TRUE,60,1000,TRUE,NA,NA,1756677602,0
61,"C/ ARAGÓ, 288","ELECTRICBIKESTATION",41.39352,2.166797,26,"C/ ARAGÓ, 288","02-Eixample/07-la Dreta de l'Eixample",8009,26,TRUE,61,1000,TRUE,NA,NA,1756677602,0
62,"PL. CATALUNYA, 5","ELECTRICBIKESTATION",41.387235,2.168819,19,"PL. CATALUNYA, 5","02-Eixample/07-la Dreta de l'Eixample",8002,25,TRUE,62,1000,TRUE,NA,NA,1756677602,0
63,"PL. CATALUNYA, 7","ELECTRICBIKESTATION",41.386543,2.169427,19,"PL. CATALUNYA, 7","02-Eixample/07-la Dreta de l'Eixample",8002,27,TRUE,63,1000,TRUE,NA,NA,1756677602,0
64,"PL. CATALUNYA, 10-11 (LA RAMBLA)","ELECTRICBIKESTATION",41.387493,2.1690686,21,"PL. CATALUNYA, 10-11 (LA RAMBLA)","02-Eixample/07-la Dreta de l'Eixample",8002,21,TRUE,64,1000,TRUE,NA,NA,1756677602,0
65,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)","ELECTRICBIKESTATION",41.387696,2.1696543,20,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)","02-Eixample/07-la Dreta de l'Eixample",8002,21,TRUE,65,1000,TRUE,NA,NA,1756677602,0
66,"GRAN VIA DE LES CORTS CATALANES, 609","ELECTRICBIKESTATION",41.3893222,2.1678388,23,"GRAN VIA DE LES CORTS CATALANES, 609","02-Eixample/07-la Dreta de l'Eixample",8007,16,TRUE,66,1000,TRUE,NA,NA,1756677602,0
67,"C/ ROCAFORT, 214 | C/ ROSSELLÓ","ELECTRICBIKESTATION",41.3852864,2.1454802,37,"C/ ROCAFORT, 214 | C/ ROSSELLÓ","02-Eixample/09-la Nova Esquerra de l'Eixample",8029,24,TRUE,67,1000,TRUE,NA,NA,1756677602,0
68,"RAMBLA CATALUNYA, 133 /  CÒRSEGA","ELECTRICBIKESTATION",41.3953894,2.1572953,44,"RAMBLA CATALUNYA, 133 /  CÒRSEGA","02-Eixample/07-la Dreta de l'Eixample",8008,27,TRUE,68,1000,TRUE,NA,NA,1756677602,0
69,"CARRER DE LA MARINA,25-33","ELECTRICBIKESTATION",41.388507,2.195073,7,"CARRER DE LA MARINA,25-33","01-CiutatVella/67-la Vila Olímpica del Poblenou",8005,42,TRUE,69,1000,TRUE,NA,NA,1756677602,0
70,"C/ COMTE URGELL, 23","ELECTRICBIKESTATION",41.380393,2.1606506,15,"C/ COMTE URGELL, 23","02-Eixample/10-Sant Antoni",8011,27,TRUE,70,1000,TRUE,NA,NA,1756677602,0
71,"C/ FLORIDABLANCA, 145","ELECTRICBIKESTATION",41.3819459,2.1629146,16,"C/ FLORIDABLANCA, 145","02-Eixample/10-Sant Antoni",8011,27,TRUE,71,1000,TRUE,NA,NA,1756677602,0
72,"C/ PROVENÇA, 215","ELECTRICBIKESTATION",41.3927771,2.1586273,37,"C/ PROVENÇA, 215","02-Eixample/07-la Dreta de l'Eixample",8008,27,TRUE,72,1000,TRUE,NA,NA,1756677602,0
73,"C/ ENRIC GRANADOS, 93","ELECTRICBIKESTATION",41.392135,2.1563542,39,"C/ ENRIC GRANADOS, 93","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8008,26,TRUE,73,1000,TRUE,NA,NA,1756677602,0
74,"AV. JOSEP TARRADELLAS, 133","ELECTRICBIKESTATION",41.3900085,2.1432105,47,"AV. JOSEP TARRADELLAS, 133","02-Eixample/19-les Corts",8029,15,TRUE,74,1000,TRUE,NA,NA,1756677602,0
75,"AV. JOSEP TARRADELLAS, 58","ELECTRICBIKESTATION",41.385004,2.1429115,40,"AV. JOSEP TARRADELLAS, 58","02-Eixample/09-la Nova Esquerra de l'Eixample",8029,21,TRUE,75,1000,TRUE,NA,NA,1756677602,0
76,"C/ CÒRSEGA, 216","ELECTRICBIKESTATION",41.3917666,2.1532163,40,"C/ CÒRSEGA, 216","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8036,32,TRUE,76,1000,TRUE,NA,NA,1756677602,0
77,"AV. FRANCESC CAMBÓ, 10","ELECTRICBIKESTATION",41.3855644,2.1773214,8,"AV. FRANCESC CAMBÓ, 10","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,25,TRUE,77,1000,TRUE,NA,NA,1756677602,0
78,"PL. UNIVERSITAT /  ARIBAU","ELECTRICBIKESTATION",41.3856474,2.1634306,21,"PL. UNIVERSITAT /  ARIBAU","02-Eixample/10-Sant Antoni",8011,27,TRUE,78,1000,TRUE,NA,NA,1756677602,0
79," PL.  UNIVERSITAT","ELECTRICBIKESTATION",41.385503,2.1634768,21,"PL. UNIVERSITAT","02-Eixample/10-Sant Antoni",8007,24,TRUE,79,1000,TRUE,NA,NA,1756677602,0
80,"C/ ENRIC  GRANADOS, 35","ELECTRICBIKESTATION",41.389668,2.1599078,31,"C/ ENRIC  GRANADOS, 35","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8007,25,TRUE,80,1000,TRUE,NA,NA,1756677602,0
81,"C/ VILAMARÍ,  61","ELECTRICBIKESTATION",41.3790718,2.1490553,24,"C/ VILAMARÍ,  61","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,20,TRUE,81,1000,TRUE,NA,NA,1756677602,0
82,"C/ CALÀBRIA, 112","ELECTRICBIKESTATION",41.3803180599865,2.1544371248114,20,"C/ CALÀBRIA, 112","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,40,TRUE,82,1000,TRUE,NA,NA,1756677602,0
83,"C/ CALABRIA, 158","ELECTRICBIKESTATION",41.3821658,2.1520645,25,"C/ CALABRIA, 158","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,23,TRUE,83,1000,TRUE,NA,NA,1756677602,0
84,"C/ DEL COMTE D'URGELL 75 B","ELECTRICBIKESTATION",41.3830299,2.1571646,20,"C/ DEL COMTE D'URGELL, 75 B","02-Eixample/09-la Nova Esquerra de l'Eixample",8011,27,TRUE,84,1000,TRUE,NA,NA,1756677602,0
85,"AV. PARAL·LEL, 146 BIS","ELECTRICBIKESTATION",41.3751852,2.1592394,15,"AV. PARAL·LEL, 146 BIS","02-Eixample/10-Sant Antoni",8015,40,TRUE,85,1000,TRUE,NA,NA,1756677602,0
86,"C/ VILADOMAT,  2","ELECTRICBIKESTATION",41.3755747,2.1629349,12,"C/ VILADOMAT,  2","02-Eixample/10-Sant Antoni",8015,27,TRUE,86,1000,TRUE,NA,NA,1756677602,0
88,"C/ LONDRES, 101-103","ELECTRICBIKESTATION",41.3936144,2.1507739,45,"C/ LONDRES, 101-103","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8036,20,TRUE,88,1000,TRUE,NA,NA,1756677602,0
89,"C/ ROSSELLÓ,  101","ELECTRICBIKESTATION",41.3871904,2.149131,36,"C/ ROSSELLÓ,  101","02-Eixample/09-la Nova Esquerra de l'Eixample",8036,23,TRUE,89,1000,TRUE,NA,NA,1756677602,0
90,"C/ ROSSELLÓ, 108-110","ELECTRICBIKESTATION",41.388296,2.150878,36,"C/ ROSSELLÓ, 108-110","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8036,17,TRUE,90,1000,TRUE,NA,NA,1756677602,0
91,"C/ COMTE D'URGELL, 43","ELECTRICBIKESTATION",41.3812504,2.1594741,16,"C/ COMTE D'URGELL, 43","02-Eixample/10-Sant Antoni",8011,35,TRUE,91,1000,TRUE,NA,NA,1756677602,0
92,"C / PROVENÇA, 241","ELECTRICBIKESTATION",41.3938861,2.1601641,37,"C / PROVENÇA, 241","02-Eixample/07-la Dreta de l'Eixample",8008,18,TRUE,92,1000,TRUE,NA,NA,1756677602,0
94,"GRAN VIA DE LES CORTS CATALANES,375","ELECTRICBIKESTATION",41.3757914,2.1499102,26,"GRAN  VIA DE LES CORTS CATALANES, 375-385","02-Eixample/10-Sant Antoni",8015,47,TRUE,94,1000,TRUE,NA,NA,1756677602,0
95,"C/ TARRAGONA, 103-115","ELECTRICBIKESTATION",41.3763948,2.1473272,28,"C/ TARRAGONA, 103-115","03-Sants-Montjuïc/15-Hostafrancs",8014,33,TRUE,95,1000,TRUE,NA,NA,1756677602,0
96,"GRAN VIA DE LES CORTS CATALANES,  368","ELECTRICBIKESTATION",41.3741093,2.1481993,24,"GRAN VIA DE LES CORTS CATALANES, 368","03-Sants-Montjuïc/15-Hostafrancs",8010,21,TRUE,96,1000,TRUE,NA,NA,1756677602,0
97,"C/ TARRAGONA, 141","ELECTRICBIKESTATION",41.3779613,2.1450491,29,"C/ TARRAGONA, 141","03-Sants-Montjuïc/15-Hostafrancs",8014,21,TRUE,97,1000,TRUE,NA,NA,1756677602,0
98,"C/ VIRIAT, 43","ELECTRICBIKESTATION",41.3806074,2.1408633,31,"C/ VIRIAT, 43","03-Sants-Montjuïc/18-Sants",8014,21,TRUE,98,1000,TRUE,NA,NA,1756677602,0
99,"C/ VIRIAT,  53","ELECTRICBIKESTATION",41.3808222,2.141539,30,"C/ VIRIAT,  53","03-Sants-Montjuïc/18-Sants",8014,21,TRUE,99,1000,TRUE,NA,NA,1756677602,0
100,"C/ TARRAGONA,  159-173","ELECTRICBIKESTATION",41.379363,2.143868,29,"C/ TARRAGONA,  159-173","03-Sants-Montjuïc/15-Hostafrancs",8014,22,TRUE,100,1000,TRUE,NA,NA,1756677602,0
101,"AV. DIAGONAL, 602","ELECTRICBIKESTATION",41.392878,2.143411,53,"AV. DIAGONAL, 602","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,23,TRUE,101,1000,TRUE,NA,NA,1756677602,0
102,"AV. DIAGONAL,  612","ELECTRICBIKESTATION",41.392567,2.1422174,54,"AV. DIAGONAL,  612","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,24,TRUE,102,1000,TRUE,NA,NA,1756677602,0
103,"C/ ARAGÓ, 629","ELECTRICBIKESTATION",41.410098,2.1884487,16,"C/ ARAGÓ, 629","10-SantMartí/65-el Clot",8026,21,TRUE,103,1000,TRUE,NA,NA,1756677602,0
104,"C/ VALÈNCIA,  621","ELECTRICBIKESTATION",41.4108005,2.1872438,16,"C/ VALÈNCIA, 621","10-SantMartí/65-el Clot",8026,25,TRUE,104,1000,TRUE,NA,NA,1756677602,0
105,"RDA. DE SANT PERE, 26","ELECTRICBIKESTATION",41.389492,2.17425,15,"RDA. DE SANT PERE, 26","02-Eixample/07-la Dreta de l'Eixample",8010,21,TRUE,105,1000,TRUE,NA,NA,1756677602,0
106,"PL JOANIC - C / BRUNIQUER, 59","ELECTRICBIKESTATION",41.4055198,2.1622548,56," PL  JOANIC - C / BRUNIQUER, 59","06-Gràcia/31-la Vila de Gràcia",8024,20,TRUE,106,1000,TRUE,NA,NA,1756677602,0
107,"TRAV. DE GRÀCIA, 92 / VIA AUGUSTA","ELECTRICBIKESTATION",41.3982304,2.1531031,56,"TRAV. DE GRÀCIA, 92 / VIA AUGUSTA","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8006,20,TRUE,107,1000,TRUE,NA,NA,1756677602,0
108,"C / INDÚSTRIA, 10","ELECTRICBIKESTATION",41.4022081,2.1649035,45,"C / INDÚSTRIA, 10","06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova",8037,21,TRUE,108,1000,TRUE,NA,NA,1756677602,0
109,"C/ LONDRES,  53","ELECTRICBIKESTATION",41.3912605,2.1476308,43,"C/ LONDRES,  53","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8036,24,TRUE,109,1000,TRUE,NA,NA,1756677602,0
110,"AV. ROMA,  136","ELECTRICBIKESTATION",41.3852585,2.155089,25,"AV. ROMA,  136","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8011,17,TRUE,110,1000,TRUE,NA,NA,1756677602,0
111,"C/ ARAGÓ 147","ELECTRICBIKESTATION",41.3847528,2.1546746,21,"C/ ARAGÓ 147","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,19,TRUE,111,1000,TRUE,NA,NA,1756677602,0
112,"C/ FLORIDABLANCA,  49","ELECTRICBIKESTATION",41.3776721,2.157233,13,"C/ FLORIDABLANCA, 49","02-Eixample/10-Sant Antoni",8015,20,TRUE,112,1000,TRUE,NA,NA,1756677602,0
113,"RONDA DE SANT PAU , 51","ELECTRICBIKESTATION",41.3773113,2.1646742,11,"RONDA DE SANT PAU, 51","02-Eixample/10-Sant Antoni",8015,34,TRUE,113,1000,TRUE,NA,NA,1756677602,0
114,"PL. JEAN GENET,  1","ELECTRICBIKESTATION",41.376735,2.1740082,5,"PL. JEAN GENET,  1","01-CiutatVella/01-el Raval",8001,20,TRUE,114,1000,TRUE,NA,NA,1756677602,0
115,"AV. MARQUÉS DE L'ARGENTERA,  3","ELECTRICBIKESTATION",41.383597,2.184171,4,"AV. MARQUÉS DE L'ARGENTERA,  3","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,21,TRUE,115,1000,TRUE,NA,NA,1756677602,0
116,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT","ELECTRICBIKESTATION",41.3838369,2.1914756,5,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT PAPASSEIT","01-CiutatVella/03-la Barceloneta",8003,35,TRUE,116,1000,TRUE,NA,NA,1756677602,0
117,"C/ ROSA SENSAT, 12","ELECTRICBIKESTATION",41.3906051,2.1972309,5,"C/ ROSA SENSAT, 12","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,21,TRUE,117,1000,TRUE,NA,NA,1756677602,0
118,"C/ PUJADES,  3","ELECTRICBIKESTATION",41.39212,2.1874966,6,"C/ PUJADES,  3","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8018,27,TRUE,118,1000,TRUE,NA,NA,1756677602,0
119,"C/ SARDENYA,  178","ELECTRICBIKESTATION",41.3967169,2.1825085,12,"C/ SARDENYA,  178","02-Eixample/05-el Fort Pienc",8013,39,TRUE,119,1000,TRUE,NA,NA,1756677602,0
120,"C/ LEPANT,  278","ELECTRICBIKESTATION",41.4047056,2.1765126,28,"C/ LEPANT,  278","02-Eixample/06-la Sagrada Família",8013,21,TRUE,120,1000,TRUE,NA,NA,1756677602,0
121,"C/ CASTILLEJOS, 258","ELECTRICBIKESTATION",41.4064529,2.1785364,28,"C/ CASTILLEJOS, 258","02-Eixample/06-la Sagrada Família",8013,21,TRUE,121,1000,TRUE,NA,NA,1756677602,0
122,"C/ NÀPOLS, 344","ELECTRICBIKESTATION",41.4054458,2.1663172,54,"C/ NÀPOLS, 344","06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova",8025,33,TRUE,122,1000,TRUE,NA,NA,1756677602,0
123,"C/ PROVENÇA, 317","ELECTRICBIKESTATION",41.3988184485363,2.16673522491668,34,"C/ PROVENÇA, 317","02-Eixample/07-la Dreta de l'Eixample",8037,21,TRUE,123,1000,TRUE,NA,NA,1756677602,0
124,"C/ NOVA  BOCANA","ELECTRICBIKESTATION",41.3702483,2.1878126,3,"C/ NOVA  BOCANA","01-CiutatVella/03-la Barceloneta",8039,30,TRUE,124,1000,TRUE,NA,NA,1756677602,0
125,"PG. MARíTIM, 31 B (ANNEXA A LA 12)","ELECTRICBIKESTATION",41.3834753,2.194735,7," PG. MARíTIM, 31 B (ANNEXA A LA  12)","01-CiutatVella/03-la Barceloneta",8003,29,TRUE,125,1000,TRUE,NA,NA,1756677602,0
126,"PG. DE COLOM /VIA LAIETANA","ELECTRICBIKESTATION",41.380628,2.1822815,4,"PG. DE COLOM /VIA LAIETANA","01-CiutatVella/02-el Barri Gòtic",8002,23,TRUE,126,1000,TRUE,NA,NA,1756677602,0
127,"C/ ARAGÓ, 659 / NAVAS DE TOLOSA","ELECTRICBIKESTATION",41.4120681,2.1907524,16,"C/ ARAGÓ, 659 /NAVAS DE TOLOSA","10-SantMartí/65-el Clot",8026,27,TRUE,127,1000,TRUE,NA,NA,1756677602,0
128,"RAMBLA DE GUIPÚSCOA, 43/FLUVIA","ELECTRICBIKESTATION",41.4158412,2.1959771,10,"RAMBLA DE GUIPÚSCOA, 43/FLUVIA","10-SantMartí/72-Sant Martí de Provençals",8020,43,TRUE,128,1000,TRUE,NA,NA,1756677602,0
129,"C/ MANSO, 46","ELECTRICBIKESTATION",41.377046,2.16113608,13,"C/ MANSO, 46","02-Eixample/10-Sant Antoni",8015,23,TRUE,129,1000,TRUE,NA,NA,1756677602,0
130,"RAMBLA DE GUIPÚSCOA, 103 / CANTÀBRIA","ELECTRICBIKESTATION",41.4200135,2.2016699,8,"RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA","10-SantMartí/73-la Verneda i la Pau",8020,24,TRUE,130,1000,TRUE,NA,NA,1756677602,0
131,"RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA","ELECTRICBIKESTATION",41.4227912,2.2060317,11,"RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA","10-SantMartí/73-la Verneda i la Pau",8020,29,TRUE,131,1000,TRUE,NA,NA,1756677602,0
132,"PL. VALENTÍ ALMIRALL","ELECTRICBIKESTATION",41.4084796,2.192042,6,"PL.VALENTÍ ALMIRALL","10-SantMartí/65-el Clot",8018,27,TRUE,132,1000,TRUE,NA,NA,1756677602,0
133,"GRAN VIA DE LES CORTS CATALANES,  902","ELECTRICBIKESTATION",41.4075013,2.1930174,6,"GRAN VIA DE LES CORTS CATALANES, 902","10-SantMartí/71-Provençals del Poblenou",8018,16,TRUE,133,1000,TRUE,NA,NA,1756677602,0
134,"C/ BAC DE RODA, 157","ELECTRICBIKESTATION",41.4113024,2.1987258,6,"C/ BAC DE RODA, 157","10-SantMartí/71-Provençals del Poblenou",8018,21,TRUE,134,1000,TRUE,NA,NA,1756677602,0
135,"GRAN VIA DE LES CORTS CATALANES,  981","ELECTRICBIKESTATION",41.4120452,2.1972673,8,"GRAN VIA DE LES CORTS CATALANES,  981","10-SantMartí/72-Sant Martí de Provençals",8018,21,TRUE,135,1000,TRUE,NA,NA,1756677602,0
136,"GRAN VIA DE LES CORTS CATALANES,  1062","ELECTRICBIKESTATION",41.4139298,2.2017955,8,"GRAN VIA DE LES CORTS CATALANES,  1062","10-SantMartí/71-Provençals del Poblenou",8020,31,TRUE,136,1000,TRUE,NA,NA,1756677602,0
137,"GRAN VIA DE LES CORTS CATALANES , 1041","ELECTRICBIKESTATION",41.4145805,2.2008139,7,"GRAN VIA DE LES CORTS CATALANES, 1041","10-SantMartí/72-Sant Martí de Provençals",8020,25,TRUE,137,1000,TRUE,NA,NA,1756677602,0
138,"GRAN VIA DE LES CORTS CATALANES,  1118","ELECTRICBIKESTATION",41.4167933,2.2058345,7,"GRAN VIA DE LES CORTS CATALANES, 1118","10-SantMartí/71-Provençals del Poblenou",8020,21,TRUE,138,1000,TRUE,NA,NA,1756677602,0
