"station_id","name","physical_configuration","lat","lon","altitude","address","cross_street","post_code","capacity","is_charging_station","short_name","nearby_distance","x_ride_code_support","rental_uris","is_valet_station","last_updated","ttl"
139,"GRAN VIA DE LES CORTS CATALANES,  1131","ELECTRICBIKESTATION",41.4183999,2.2058133,7,"GRAN VIA DE LES CORTS CATALANES,  1131","10-SantMartí/73-la Verneda i la Pau",8020,35,TRUE,139,1000,TRUE,NA,NA,1756677602,0
140,"C/ VILADOMAT,  122","ELECTRICBIKESTATION",41.3808772,2.1559939,19,"C/ VILADOMAT, 122","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,27,TRUE,140,1000,TRUE,NA,NA,1756677602,0
141,"C/ BILBAO, 174","ELECTRICBIKESTATION",41.4090202,2.1954152,7,"C/ BILBAO, 174","10-SantMartí/71-Provençals del Poblenou",8018,31,TRUE,141,1000,TRUE,NA,NA,1756677602,0
142,"C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ","ELECTRICBIKESTATION",41.4003793,2.1924144,4,"C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8018,52,TRUE,142,1000,TRUE,NA,NA,1756677602,0
143,"C/ SANCHO DE ÁVILA, 170 / LLACUNA","ELECTRICBIKESTATION",41.4027907,2.1956161,4,"C/ SANCHO DE ÁVILA, 170 / LLACUNA","10-SantMartí/68-el Poblenou",8018,28,TRUE,143,1000,TRUE,NA,NA,1756677602,0
144,"C/ CASTELLA,  28 / DIAGONAL","ELECTRICBIKESTATION",41.4056269,2.1977119,4,"C/ CASTELLA,  28 / DIAGONAL","10-SantMartí/68-el Poblenou",8018,27,TRUE,144,1000,TRUE,NA,NA,1756677602,0
145,"C/ PERE IV,  301 / FLUVIÀ","ELECTRICBIKESTATION",41.4093405,2.2024461,4,"C/ PERE IV,  301 / FLUVIÀ","10-SantMartí/71-Provençals del Poblenou",8020,27,TRUE,145,1000,TRUE,NA,NA,1756677602,0
146,"C/ PERE IV, 488","ELECTRICBIKESTATION",41.4148983,2.207186,4,"C/ PERE IV, 488","10-SantMartí/71-Provençals del Poblenou",8019,24,TRUE,146,1000,TRUE,NA,NA,1756677602,0
147,"RAMBLA PRIM, 79","ELECTRICBIKESTATION",41.416043,2.2124993,5,"RAMBLA PRIM, 79","10-SantMartí/70-el Besòs i el Maresme",8019,33,TRUE,147,1000,TRUE,NA,NA,1756677602,0
148,"RONDA SANT PAU, 79","ELECTRICBIKESTATION",41.3783467,2.1633139,12,"RONDA SANT PAU, 79","02-Eixample/10-Sant Antoni",8015,27,TRUE,148,1000,TRUE,NA,NA,1756677602,0
149,"C/ PUJADES, 57B","ELECTRICBIKESTATION",41.3958685,2.192952,4,"C/ PUJADES, 57B","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8019,26,TRUE,149,1000,TRUE,NA,NA,1756677602,0
150,"C/ ESPRONCEDA, 124","ELECTRICBIKESTATION",41.4065912,2.203028,4,"C/ ESPRONCEDA, 124","10-SantMartí/68-el Poblenou",8005,27,TRUE,150,1000,TRUE,NA,NA,1756677602,0
151,"C/ PALLARS, 182","ELECTRICBIKESTATION",41.4003471,2.1969105,3,"C/ PALLARS, 182","10-SantMartí/68-el Poblenou",8005,31,TRUE,151,1000,TRUE,NA,NA,1756677602,0
152,"C/ PUJADES, 121","ELECTRICBIKESTATION",41.3993329,2.1974184,3,"C/ PUJADES, 121","10-SantMartí/68-el Poblenou",8005,39,TRUE,152,1000,TRUE,NA,NA,1756677602,0
153,"C/ PUJADES, 173/RBLA POBLE NOU","ELECTRICBIKESTATION",41.4018686,2.20077,3,"C/ PUJADES, 173/RBLA POBLE NOU","10-SantMartí/68-el Poblenou",8005,23,TRUE,153,1000,TRUE,NA,NA,1756677602,0
154,"C/ PUJADES, 191","ELECTRICBIKESTATION",41.4026275,2.2017694,2,"C/ PUJADES, 191","10-SantMartí/68-el Poblenou",8005,32,TRUE,154,1000,TRUE,NA,NA,1756677602,0
155,"C/ PUJADES, 311/ FLUVIÀ","ELECTRICBIKESTATION",41.4070139,2.2074469,4,"C/ PUJADES, 311/ FLUVIÀ","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,32,TRUE,155,1000,TRUE,NA,NA,1756677602,0
156,"C/ SELVA DE MAR, 46","ELECTRICBIKESTATION",41.4091355,2.2088179,4,"C/ SELVA DE MAR, 46","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,27,TRUE,156,1000,TRUE,NA,NA,1756677602,0
157,"C/ LLULL, 465","ELECTRICBIKESTATION",41.4132316,2.2177652,4,"C/ LLULL, 465","10-SantMartí/70-el Besòs i el Maresme",8019,33,TRUE,157,1000,TRUE,NA,NA,1756677602,0
158,"RAMBLA DE PRIM, 19","ELECTRICBIKESTATION",41.4116634,2.2183313,4,"RAMBLA DE PRIM, 19","10-SantMartí/70-el Besòs i el Maresme",8019,31,TRUE,158,1000,TRUE,NA,NA,1756677602,0
159,"AV. DIAGONAL, 26","ELECTRICBIKESTATION",41.4110822,2.2163136,4,"AV. DIAGONAL, 26","10-SantMartí/70-el Besòs i el Maresme",8019,36,TRUE,159,1000,TRUE,NA,NA,1756677602,0
160,"AV.DEDUARD MARISTANY,1 /FORUM","ELECTRICBIKESTATION",41.4109763,2.2193724,4,"AV. D'EDUARD MARISTANY, 1 /FORUM","10-SantMartí/70-el Besòs i el Maresme",8019,33,TRUE,160,1000,TRUE,NA,NA,1756677602,0
161,"C/ RAMON TURRÓ, 91","ELECTRICBIKESTATION",41.3953011,2.1965965,4,"C/ RAMON TURRÓ, 91","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,27,TRUE,161,1000,TRUE,NA,NA,1756677602,0
162,"C/ RAMON TURRÓ, 292","ELECTRICBIKESTATION",41.4038559,2.2084257,3,"C/ RAMON TURRÓ, 292","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8005,27,TRUE,162,1000,TRUE,NA,NA,1756677602,0
163,"AV. ICÀRIA, 202","ELECTRICBIKESTATION",41.3942108,2.2008756,3,"AV. ICÀRIA, 202","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,27,TRUE,163,1000,TRUE,NA,NA,1756677602,0
164,"C/ INDEPENDÈNCIA, 379","ELECTRICBIKESTATION",41.4118378,2.1778852,46,"C/ INDEPENDÈNCIA, 379","10-SantMartí/64-el Camp de l'Arpa del Clot",8026,27,TRUE,164,1000,TRUE,NA,NA,1756677602,0
165,"C/ DEL DOCTOR TRUETA, 222","ELECTRICBIKESTATION",41.3992169,2.2041415,3,"C/ DEL DOCTOR TRUETA, 222","10-SantMartí/68-el Poblenou",8005,27,TRUE,165,1000,TRUE,NA,NA,1756677602,0
166,"C/ BILBAO, 2","ELECTRICBIKESTATION",41.4008312,2.206645,3,"C/ BILBAO, 2","10-SantMartí/68-el Poblenou",8005,27,TRUE,166,1000,TRUE,NA,NA,1756677602,0
167,"C/ BAC DE RODA, 11","ELECTRICBIKESTATION",41.4023354,2.2105777,3,"C/ BAC DE RODA, 11","10-SantMartí/68-el Poblenou",8005,21,TRUE,167,1000,TRUE,NA,NA,1756677602,0
168,"SELVA DE MAR / PG. DEL TAULAT","ELECTRICBIKESTATION",41.4053697,2.2135818,5,"SELVA DE MAR / PG. DEL TAULAT","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,27,TRUE,168,1000,TRUE,NA,NA,1756677602,0
170,"AV. LITORAL, 40 (D)","ELECTRICBIKESTATION",41.3896642,2.1999572,6,"AV. LITORAL, 40 (D)","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,54,TRUE,170,1000,TRUE,NA,NA,1756677602,0
171,"AV. LITORAL, 172","ELECTRICBIKESTATION",41.3919877,2.2037136,5,"AV. LITORAL, 172","10-SantMartí/67-la Vila Olímpica del Poblenou",8005,54,TRUE,171,1000,TRUE,NA,NA,1756677602,0
173,"AV.LITORAL, 84","ELECTRICBIKESTATION",41.3979002,2.2088454,8,"AV.LITORAL, 84","10-SantMartí/68-el Poblenou",8005,26,TRUE,173,1000,TRUE,NA,NA,1756677602,0
174,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA","ELECTRICBIKESTATION",41.400654,2.210191,6,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8005,27,TRUE,174,1000,TRUE,NA,NA,1756677602,0
175,"C/ LLULL, 309","ELECTRICBIKESTATION",41.4065291,2.2091221,4,"C/ LLULL, 309","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,27,TRUE,175,1000,TRUE,NA,NA,1756677602,0
176,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER","ELECTRICBIKESTATION",41.403216,2.2136,6,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,31,TRUE,176,1000,TRUE,NA,NA,1756677602,0
177,"C/ ROSSELLÓ, 557","ELECTRICBIKESTATION",41.4110754,2.1809764,33,"C/ ROSSELLÓ, 557","10-SantMartí/64-el Camp de l'Arpa del Clot",8026,38,TRUE,177,1000,TRUE,NA,NA,1756677602,0
178,"PG. DE GARCIA FÀRIA, 85","ELECTRICBIKESTATION",41.4053649,2.2162094,7,"PG. DE GARCIA FÀRIA, 85","10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou",8019,27,TRUE,178,1000,TRUE,NA,NA,1756677602,0
180,"GRAN VIA DE LES CORTS CATALANES, 179 (D)","ELECTRICBIKESTATION",41.3675574,2.1388216,14,"GRAN VIA DE LES CORTS CATALANES, 179 (D)","03-Sants-Montjuïc/16-la Bordeta",8014,50,TRUE,180,1000,TRUE,NA,NA,1756677602,0
182,"C/ SANT PERE D´ABANTO, 2","ELECTRICBIKESTATION",41.371366,2.143565,18,"C/ SANT PERE D´ABANTO, 2","03-Sants-Montjuïc/15-Hostafrancs",8014,33,TRUE,182,1000,TRUE,NA,NA,1756677602,0
183,"C/ GAVÀ, 1","ELECTRICBIKESTATION",41.3723682,2.1419494,18,"C/ GAVÀ, 1","03-Sants-Montjuïc/16-la Bordeta",8014,30,TRUE,183,1000,TRUE,NA,NA,1756677602,0
184,"C/ QUETZAL, 22-24","ELECTRICBIKESTATION",41.3675438,2.1342316,22,"C/ QUETZAL, 22-24","03-Sants-Montjuïc/16-la Bordeta",8014,27,TRUE,184,1000,TRUE,NA,NA,1756677602,0
185,"C/GAVÀ, 81","ELECTRICBIKESTATION",41.3703717,2.1389439,20,"C/GAVÀ, 81","03-Sants-Montjuïc/16-la Bordeta",8014,17,TRUE,185,1000,TRUE,NA,NA,1756677602,0
186,"C/CONSELL DE CENT, 6","ELECTRICBIKESTATION",41.3755503,2.1439036,27,"C/CONSELL DE CENT, 6","03-Sants-Montjuïc/15-Hostafrancs",8014,26,TRUE,186,1000,TRUE,NA,NA,1756677602,0
187,"C/ DE SANT PAU, 89 - 97","ELECTRICBIKESTATION",41.3768806,2.1698206,5,"C/ DE SANT PAU, 89 - 97","01-CiutatVella/01-el Raval",8001,15,TRUE,187,1000,TRUE,NA,NA,1756677602,0
188,"PG. SANT ANTONI /PL. SANTS","ELECTRICBIKESTATION",41.3756948,2.1358571,30,"PG. SANT ANTONI /PL. SANTS","03-Sants-Montjuïc/18-Sants",8014,27,TRUE,188,1000,TRUE,NA,NA,1756677602,0
189,"C/ BRUC, 130","ELECTRICBIKESTATION",41.3969839,2.1661852,34,"C/ BRUC, 130","02-Eixample/07-la Dreta de l'Eixample",8037,28,TRUE,189,1000,TRUE,NA,NA,1756677602,0
190,"AV. LITORAL, 72","ELECTRICBIKESTATION",41.3961412,2.2078439,6,"AV. LITORAL, 72","10-SantMartí/68-el Poblenou",8005,29,TRUE,190,1000,TRUE,NA,NA,1756677602,0
191,"C/ ENTENÇA, 137","ELECTRICBIKESTATION",41.381951,2.147474,15,"C/ ENTENÇA, 137","02-Eixample/09-la Nova Esquerra de l'Eixample",8015,37,TRUE,191,1000,TRUE,NA,NA,1756677602,0
192,"C/ JOAN GÜELL, 50","ELECTRICBIKESTATION",41.3786364,2.1335494,33,"C/ JOAN GÜELL, 50","03-Sants-Montjuïc/18-Sants",8028,21,TRUE,192,1000,TRUE,NA,NA,1756677602,0
193,"C/ FÍGOLS, 1","ELECTRICBIKESTATION",41.3812979,2.1289917,41,"C/ FÍGOLS, 1","04-LesCorts/19-les Corts",8028,27,TRUE,193,1000,TRUE,NA,NA,1756677602,0
194,"C/ JOAN GÜELL, 98","ELECTRICBIKESTATION",41.3812001,2.1323612,38,"C/ JOAN GÜELL, 98","04-LesCorts/19-les Corts",8028,24,TRUE,194,1000,TRUE,NA,NA,1756677602,0
195,"C/ VALLESPIR, 130","ELECTRICBIKESTATION",41.3821371,2.1354149,38,"C/ VALLESPIR, 130","04-LesCorts/19-les Corts",8014,27,TRUE,195,1000,TRUE,NA,NA,1756677602,0
196,"C/ BERLÍN, 38","ELECTRICBIKESTATION",41.3832609,2.1392662,38,"C/ BERLÍN, 38","03-Sants-Montjuïc/18-Sants",8029,27,TRUE,196,1000,TRUE,NA,NA,1756677602,0
197,"C/ GELABERT, 1","ELECTRICBIKESTATION",41.3871579,2.1410945,47,"C/ GELABERT, 1","04-LesCorts/19-les Corts",8029,27,TRUE,197,1000,TRUE,NA,NA,1756677602,0
198,"C/ VALLESPIR, 194","ELECTRICBIKESTATION",41.3847113,2.1334379,48,"C/ VALLESPIR, 194","04-LesCorts/19-les Corts",8014,27,TRUE,198,1000,TRUE,NA,NA,1756677602,0
199,"C/ MEJÍA LEQUERICA, 2","ELECTRICBIKESTATION",41.3819739,2.1268625,47,"C/ MEJÍA LEQUERICA, 2","04-LesCorts/20-la Maternitat i Sant Ramon",8028,27,TRUE,199,1000,TRUE,NA,NA,1756677602,0
200,"C/ JOAN GÜELL, 174","ELECTRICBIKESTATION",41.3839045,2.1312876,47,"C/ JOAN GÜELL, 174","04-LesCorts/19-les Corts",8028,24,TRUE,200,1000,TRUE,NA,NA,1756677602,0
201,"C/ NUMÀNCIA, 136","ELECTRICBIKESTATION",41.3878061,2.1344218,55,"C/ NUMÀNCIA, 136","04-LesCorts/19-les Corts",8029,24,TRUE,201,1000,TRUE,NA,NA,1756677602,0
202,"C/ DE LES CORTS, 20","ELECTRICBIKESTATION",41.3854466,2.1288753,52,"C/ DE LES CORTS, 20","04-LesCorts/19-les Corts",8028,27,TRUE,202,1000,TRUE,NA,NA,1756677602,0
203,"AV. DIAGONAL, 668","ELECTRICBIKESTATION",41.3887069,2.1285766,64,"AV. DIAGONAL, 668","04-LesCorts/19-les Corts",8034,33,TRUE,203,1000,TRUE,NA,NA,1756677602,0
204,"AV. DIAGONAL, 672","ELECTRICBIKESTATION",41.3880355,2.1256248,63,"AV. DIAGONAL, 672","04-LesCorts/21-Pedralbes",8034,33,TRUE,204,1000,TRUE,NA,NA,1756677602,0
205,"C/ DE CAN SEGALAR, 4","ELECTRICBIKESTATION",41.3879413310938,2.13059591593856,NA,"C/ DE CAN SEGALAR, 4","04-LesCorts/19-les Corts",8028,37,TRUE,205,1000,TRUE,NA,NA,1756677602,0
206,"AV. DIAGONAL, 650","ELECTRICBIKESTATION",41.3897943,2.1328634,62," AV. DIAGONAL, 650","04-LesCorts/19-les Corts",8017,33,TRUE,206,1000,TRUE,NA,NA,1756677602,0
207,"AV. DIAGONAL, 634","ELECTRICBIKESTATION",41.3908477,2.136579,62,"AV. DIAGONAL, 634","04-LesCorts/19-les Corts",8017,25,TRUE,207,1000,TRUE,NA,NA,1756677602,0
208,"AV. DIAGONAL, 630","ELECTRICBIKESTATION",41.3915195,2.1390667,59,"AV. DIAGONAL, 630","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8017,33,TRUE,208,1000,TRUE,NA,NA,1756677602,0
209,"C/ DIPUTACIÓ, 200","ELECTRICBIKESTATION",41.3857425,2.1610515,23,"C/ DIPUTACIÓ, 200","02-Eixample/08-l'Antiga Esquerra de l'Eixample",8011,26,TRUE,209,1000,TRUE,NA,NA,1756677602,0
210,"C/ VILARDELL, 18","ELECTRICBIKESTATION",41.3745238,2.1422556,22,"C/ VILARDELL, 18","03-Sants-Montjuïc/15-Hostafrancs",8014,31,TRUE,210,1000,TRUE,NA,NA,1756677602,0
211,"C/ SANCHO DE ÁVILA, 60-64","ELECTRICBIKESTATION",41.3987543,2.1902116,5,"C/ SANCHO DE ÁVILA, 60-64","10-SantMartí/66-el Parc i la Llacuna del Poblenou",8018,28,TRUE,211,1000,TRUE,NA,NA,1756677602,0
212,"AV. SARRIÀ, 163","ELECTRICBIKESTATION",41.3922355,2.1309272,75,"AV. SARRIÀ, 163","04-LesCorts/19-les Corts",8017,24,TRUE,212,1000,TRUE,NA,NA,1756677602,0
213,"C/ SANTA FE DE NOU MÈXIC, 2","ELECTRICBIKESTATION",41.3935816,2.1345892,70,"C/ SANTA FE DE NOU MÈXIC, 2","05-Sarrià-StGervasi/24-les Tres Torres",8017,33,TRUE,213,1000,TRUE,NA,NA,1756677602,0
214,"C/ JOSÉ DE  AGULLÓ, 9","ELECTRICBIKESTATION",41.3952027,2.1334873,72,"C/ JOSÉ DE  AGULLÓ, 9","05-Sarrià-StGervasi/24-les Tres Torres",8017,25,TRUE,214,1000,TRUE,NA,NA,1756677602,0
215,"C/ GANDUXER, 29","ELECTRICBIKESTATION",41.3939378,2.1380304,65,"C/ GANDUXER, 29","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,21,TRUE,215,1000,TRUE,NA,NA,1756677602,0
216,"C/ MADRAZO, 131","ELECTRICBIKESTATION",41.3967824,2.1445567,63,"C/ MADRAZO, 131","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,27,TRUE,216,1000,TRUE,NA,NA,1756677602,0
217,"C/ RECTOR UBACH, 24","ELECTRICBIKESTATION",41.3985735,2.1440826,75,"C/ RECTOR UBACH, 24","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,27,TRUE,217,1000,TRUE,NA,NA,1756677602,0
218,"C/ CONSELL DE CENT, 566","ELECTRICBIKESTATION",41.4040364,2.183145,17,"C/ CONSELL DE CENT, 566","02-Eixample/06-la Sagrada Família",8013,39,TRUE,218,1000,TRUE,NA,NA,1756677602,0
219,"C/ LAFORJA, 74-76","ELECTRICBIKESTATION",41.3976165,2.1471724,67,"C/ LAFORJA, 74-76","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8021,26,TRUE,219,1000,TRUE,NA,NA,1756677602,0
220,"C/ TUSET, 19","ELECTRICBIKESTATION",41.3960982,2.1513154,53,"C/ TUSET, 19","05-Sarrià-StGervasi/26-Sant Gervasi - Galvany",8006,26,TRUE,220,1000,TRUE,NA,NA,1756677602,0
221,"GRAN DE GRÀCIA, 155 (METRO FONTANA)","ELECTRICBIKESTATION",41.4025392,2.1524704,68,"GRAN DE GRÀCIA, 155 (METRO FONTANA)","06-Gràcia/31-la Vila de Gràcia",8012,24,TRUE,221,1000,TRUE,NA,NA,1756677602,0
222,"C/ DEL CANÓ, 1","ELECTRICBIKESTATION",41.4013296,2.1574439,58,"C/ DEL CANÓ, 1","06-Gràcia/31-la Vila de Gràcia",8012,27,TRUE,222,1000,TRUE,NA,NA,1756677602,0
223,"C/ DE BONAVISTA, 14","ELECTRICBIKESTATION",41.3983444,2.1598243,48,"C/ DE BONAVISTA, 14","06-Gràcia/31-la Vila de Gràcia",8012,36,TRUE,223,1000,TRUE,NA,NA,1756677602,0
224,"C / GIRONA, 176","ELECTRICBIKESTATION",41.3999967,2.1644531,40,"C / GIRONA, 176","02-Eixample/07-la Dreta de l'Eixample",8037,26,TRUE,224,1000,TRUE,NA,NA,1756677602,0
225,"C/ VILADOMAT, 200","ELECTRICBIKESTATION",41.3848102114671,2.15080712464522,28,"C/ VILADOMAT, 200","02-Eixample/09-la Nova Esquerra de l'Eixample",8029,25,TRUE,225,1000,TRUE,NA,NA,1756677602,0
226,"C/ MONTMANY, 1","ELECTRICBIKESTATION",41.4035608,2.1609345,52,"C/ MONTMANY, 1","06-Gràcia/31-la Vila de Gràcia",8012,27,TRUE,226,1000,TRUE,NA,NA,1756677602,0
227,"C/ DEL TORRENT DE LES FLORS, 102","ELECTRICBIKESTATION",41.4078456,2.1586704,69,"C/ DEL TORRENT DE LES FLORS, 102","06-Gràcia/31-la Vila de Gràcia",8024,18,TRUE,227,1000,TRUE,NA,NA,1756677602,0
228,"PL. DEL NORD, 5","ELECTRICBIKESTATION",41.4068417,2.1558354,73,"PL. DEL NORD, 5","06-Gràcia/31-la Vila de Gràcia",8024,21,TRUE,228,1000,TRUE,NA,NA,1756677602,0
229,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)","ELECTRICBIKESTATION",41.4050968,2.1569161,68,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)","06-Gràcia/31-la Vila de Gràcia",8024,28,TRUE,229,1000,TRUE,NA,NA,1756677602,0
230,"C/ DE NIL FABRA, 16-20","ELECTRICBIKESTATION",41.4059356,2.1517977,80,"C/ DE NIL FABRA, 16-20","06-Gràcia/31-la Vila de Gràcia",8012,26,TRUE,230,1000,TRUE,NA,NA,1756677602,0
231,"C/ PAU ALSINA, 54","ELECTRICBIKESTATION",41.4092005,2.16400285,65,"C/ PAU ALSINA, 54","06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova",8025,23,TRUE,231,1000,TRUE,NA,NA,1756677602,0
232,"C/ PALAUDÀRIES, 2","ELECTRICBIKESTATION",41.3744999703376,2.17302554571611,6,"C/ PALAUDÀRIES, 2","03-Sants-Montjuïc/11-el Poble-sec",8004,27,TRUE,232,1000,TRUE,NA,NA,1756677602,0
233,"C/ NOU DE LA RAMBLA, 164","ELECTRICBIKESTATION",41.3719688,2.1667829,21,"C/ NOU DE LA RAMBLA, 164","03-Sants-Montjuïc/11-el Poble-sec",8004,27,TRUE,233,1000,TRUE,NA,NA,1756677602,0
234,"PG. DE L´EXPOSICIÓ, 38 | BLASCO GARAY","ELECTRICBIKESTATION",41.371532,2.162203,31,"PG. DE L´EXPOSICIÓ, 38 | BLASCO GARAY","03-Sants-Montjuïc/11-el Poble-sec",8004,27,TRUE,234,1000,TRUE,NA,NA,1756677602,0
235,"AV. PARAL.LEL, 98","ELECTRICBIKESTATION",41.3751767,2.1658972,10,"AV. PARAL.LEL, 98","02-Eixample/11-el Poble-sec",8015,21,TRUE,235,1000,TRUE,NA,NA,1756677602,0
236,"AV. PARAL.LEL, 194","ELECTRICBIKESTATION",41.3751161,2.1523091,24,"AV. PARAL.LEL, 194","02-Eixample/10-Sant Antoni",8015,26,TRUE,236,1000,TRUE,NA,NA,1756677602,0
237,"C/ RIUS I TAULET, 4","ELECTRICBIKESTATION",41.3727426,2.1539198,33,"C/ RIUS I TAULET, 4","03-Sants-Montjuïc/11-el Poble-sec",8004,27,TRUE,237,1000,TRUE,NA,NA,1756677602,0
238,"C/ ESPRONCEDA, 298","ELECTRICBIKESTATION",41.4158807,2.1908473,16,"C/ ESPRONCEDA, 298","09-SantAndreu/63-Navas",8027,27,TRUE,238,1000,TRUE,NA,NA,1756677602,0
239,"C/ INDÚSTRIA, 329","ELECTRICBIKESTATION",41.4172922,2.1844769,31,"C/ INDÚSTRIA, 329","09-SantAndreu/63-Navas",8027,35,TRUE,239,1000,TRUE,NA,NA,1756677602,0
240,"C/ JOSEP ESTIVILL, 32","ELECTRICBIKESTATION",41.4175595,2.1877153,23,"C/ JOSEP ESTIVILL, 32","09-SantAndreu/63-Navas",8027,27,TRUE,240,1000,TRUE,NA,NA,1756677602,0
241,"C/ TEODOR LLORENTE, 1","ELECTRICBIKESTATION",41.419178,2.18018,44,"C/ TEODOR LLORENTE, 1","07-Horta-Guinardó/35-el Guinardó",8041,33,TRUE,241,1000,TRUE,NA,NA,1756677602,0
242,"C/ RAMON ALBÓ, 1","ELECTRICBIKESTATION",41.4244527,2.1773157,56,"C/ RAMON ALBÓ, 1","09-SantAndreu/62-el Congrés i els Indians",8027,27,TRUE,242,1000,TRUE,NA,NA,1756677602,0
243,"C/ ALEXANDRE GALÍ, 1-5","ELECTRICBIKESTATION",41.4239719,2.1812399,42,"C/ ALEXANDRE GALÍ, 1-5","09-SantAndreu/62-el Congrés i els Indians",8027,27,TRUE,243,1000,TRUE,NA,NA,1756677602,0
244,"C/ FELIP II, 214","ELECTRICBIKESTATION",41.426925,2.1786224,44,"C/ FELIP II, 214","09-SantAndreu/62-el Congrés i els Indians",8027,27,TRUE,244,1000,TRUE,NA,NA,1756677602,0
245,"LA RAMBLA, 101","ELECTRICBIKESTATION",41.3826647,2.1717083,10,"LA RAMBLA, 101","01-CiutatVella/01-el Raval",8002,27,TRUE,245,1000,TRUE,NA,NA,1756677602,0
246," C/ GARCILASO, 77","ELECTRICBIKESTATION",41.4228449,2.1866363,30,"C/ GARCILASO, 77","09-SantAndreu/61-la Sagrera",8027,18,TRUE,246,1000,TRUE,NA,NA,1756677602,0
247,"C/ FELIPE II, 112","ELECTRICBIKESTATION",41.4219291,2.1849107,32,"C/ FELIPE II, 112","09-SantAndreu/61-la Sagrera",8027,32,TRUE,247,1000,TRUE,NA,NA,1756677602,0
248,"C/ PALÈNCIA, 31","ELECTRICBIKESTATION",41.4182129,2.1904005,18,"C/ PALÈNCIA, 31","09-SantAndreu/61-la Sagrera",8027,27,TRUE,248,1000,TRUE,NA,NA,1756677602,0
249,"C/ ANTILLES, 8","ELECTRICBIKESTATION",41.4250835,2.1872818,21,"C/ ANTILLES, 8","09-SantAndreu/61-la Sagrera",8027,27,TRUE,249,1000,TRUE,NA,NA,1756677602,0
250,"C/ PORTUGAL, 3","ELECTRICBIKESTATION",41.4258248,2.191206,25,"C/ PORTUGAL, 3","09-SantAndreu/61-la Sagrera",8027,27,TRUE,250,1000,TRUE,NA,NA,1756677602,0
251,"C/ CARDENAL TEDESCHINI, 13","ELECTRICBIKESTATION",41.4253643,2.1852073,35,"C/ CARDENAL TEDESCHINI, 13","09-SantAndreu/61-la Sagrera",8027,33,TRUE,251,1000,TRUE,NA,NA,1756677602,0
252,"RAMBLA DE L'ONZE DE SETEMBRE, 31","ELECTRICBIKESTATION",41.4298991,2.1932159,24,"RAMBLA DE L'ONZE DE SETEMBRE, 31","09-SantAndreu/60-Sant Andreu",8030,33,TRUE,252,1000,TRUE,NA,NA,1756677602,0
253,"C/ ONZE DE SETEMBRE, 37-39","ELECTRICBIKESTATION",41.4298614,2.1922011,25,"C/ ONZE DE SETEMBRE, 37-39","09-SantAndreu/60-Sant Andreu",8030,27,TRUE,253,1000,TRUE,NA,NA,1756677602,0
254,"RAMBLA DE L'ONZE DE SETEMBRE, 69","ELECTRICBIKESTATION",41.4299999,2.190246,26,"RAMBLA DE L'ONZE DE SETEMBRE, 69","09-SantAndreu/60-Sant Andreu",8030,26,TRUE,254,1000,TRUE,NA,NA,1756677602,0
255,"C/ IRLANDA, 34","ELECTRICBIKESTATION",41.4315,2.18579,30,"C/ IRLANDA, 34","09-SantAndreu/60-Sant Andreu",8030,15,TRUE,255,1000,TRUE,NA,NA,1756677602,0
256,"C/ MALATS, 28-30","ELECTRICBIKESTATION",41.4361251,2.1894423,25,"C/ MALATS, 28-30","09-SantAndreu/60-Sant Andreu",8030,32,TRUE,256,1000,TRUE,NA,NA,1756677602,0
257,"C/ SANT ADRIÀ, 2-8","ELECTRICBIKESTATION",41.433934,2.1896502,27,"C/ SANT ADRIÀ, 2-8","09-SantAndreu/60-Sant Andreu",8030,24,TRUE,257,1000,TRUE,NA,NA,1756677602,0
