id,name,population
14001,Adamuz,4141.0
14002,Aguilar de la Frontera,13398.0
14004_AM,Almedinilla agregacion de municipios,3028.0
14005_AM,Almodóvar del Río agregacion de municipios,9598.0
14007_AM,Baena agregacion de municipios,19983.0
14008,Belalcázar,3207.0
14009,Belmez,2905.0
14010,Benamejí,4982.0
14012,Bujalance,7316.0
14013,Cabra,20245.0
14014,Cañete de las Torres,2888.0
14017,"Carlota, La",14228.0
14018,"Carpio, El",4382.0
14019,Castro del Río,7740.0
14021,Córdoba,322071.0
14022_AM,Doña Mencía agregacion de municipios,5237.0
14023_AM,Dos Torres agregacion de municipios,5755.0
14024_AM,Encinas Reales agregacion de municipios,3719.0
14025,Espejo,3272.0
14026_AM,Espiel agregacion de municipios,6086.0
14027,Fernán-Núñez,9667.0
14029_AM,Fuente Obejuna agregacion de municipios,5942.0
14030_AM,Fuente Palmera agregacion de municipios,10936.0
14035,Hinojosa del Duque,6684.0
14036,Hornachuelos,4517.0
14037,Iznájar,4106.0
14038,Lucena,42712.0
14039_AM,Luque agregacion de municipios,5319.0
14040,Montalbán de Córdoba,4517.0
14041,Montemayor,3851.0
14042,Montilla,22633.0
14043_AM,Montoro agregacion de municipios,10704.0
14045_AM,Moriles agregacion de municipios,5669.0
14046,Nueva Carteya,5341.0
14049,Palma del Río,20910.0
14050,Pedro Abad,2808.0
14051_AM,Pedroche agregacion de municipios,2883.0
14052,Peñarroya-Pueblonuevo,10508.0
14053,Posadas,7296.0
14054,Pozoblanco,17156.0
14055,Priego de Córdoba,22251.0
14056,Puente Genil,29767.0
14057,"Rambla, La",7515.0
14058,Rute,9835.0
14060_AM,Santaella agregacion de municipios,5976.0
14065_AM,"Victoria, La agregacion de municipios",3165.0
14066,Villa del Río,7016.0
14067,Villafranca de Córdoba,4897.0
14069,Villanueva de Córdoba,8662.0
14070_AM,Villanueva del Duque agregacion de municipios,2890.0
14073,Villaviciosa de Córdoba,3191.0
14074_AM,"Viso, El agregacion de municipios",3284.0
15001,Abegondo,5494.0
15002,Ames,31993.0
15004,Ares,5997.0
15005,Arteixo,32894.0
15006_AM,Arzúa agregacion de municipios,7493.0
15007,"Baña, A",3389.0
15008,Bergondo,6817.0
15009,Betanzos,13030.0
15010_AM,Boimorto agregacion de municipios,6041.0
15011,Boiro,18955.0
15012,Boqueixón,4186.0
15013,Brión,7957.0
15014,Cabana de Bergantiños,4185.0
15015,Cabanas,3359.0
15016,Camariñas,5224.0
15017,Cambre,24616.0
15019,Carballo,31414.0
15020,Carnota,3854.0
15021,Carral,6574.0
15022_AM,Cedeira agregacion de municipios,8925.0
15023_AM,Cee agregacion de municipios,9174.0
15024,Cerceda,4996.0
15029,Coristanco,5878.0
15030,"Coruña, A",245468.0
15031,Culleredo,30758.0
15032_AM,Curtis agregacion de municipios,5914.0
15033,Dodro,2710.0
15034,Dumbría,2927.0
15035,Fene,12832.0
15036,Ferrol,64785.0
15037,Fisterra,4714.0
15040,Laxe,3004.0
15041,"Laracha, A",11521.0
15042,Lousame,3235.0
15043,Malpica de Bergantiños,5332.0
15045,Mazaricos,3806.0
15046,Melide,7427.0
15047_AM,Mesía agregacion de municipios,4785.0
15048,Miño,6423.0
15050_AM,Monfero agregacion de municipios,4369.0
15051,Mugardos,5226.0
15052,Muxía,4564.0
15053,Muros,8399.0
15054,Narón,38913.0
15055,Neda,5032.0
15056,Negreira,6775.0
15057,Noia,14240.0
15058,Oleiros,36922.0
15059,Ordes,12605.0
15060,Oroso,7530.0
15061,Ortigueira,5485.0
15062,Outes,6150.0
15064_AM,Paderne agregacion de municipios,5606.0
15065,Padrón,8317.0
15066,"Pino, O",4639.0
15067,"Pobra do Caramiñal, A",9291.0
15068,Ponteceso,5457.0
15069,Pontedeume,7687.0
15070_AM,"Pontes de García Rodríguez, As agregacion de municipios",11108.0
15071,Porto do Son,9155.0
15072,Rianxo,11004.0
15073,Ribeira,26839.0
15074,Rois,4493.0
15075,Sada,16382.0
15076,San Sadurniño,2812.0
15077,Santa Comba,9359.0
15078,Santiago de Compostela,97858.0
15082,Teo,18778.0
15084,Tordoia,3228.0
15085,Touro,3495.0
15086,Trazo,3059.0
15087,Valdoviño,6872.0
15088,Val do Dubra,3816.0
15089,Vedra,5032.0
15092,Vimianzo,6925.0
15093,Zas,4384.0
15901_AM,Cariño agregacion de municipios,5072.0
15902,Oza-Cesuras,5170.0
16023_AM,Chillarón de Cuenca agregacion de municipios,4845.0
16027_AM,Barajas de Melo agregacion de municipios,5123.0
16042_AM,Campillo de Altobuey agregacion de municipios,4523.0
16066,Casasimarro,3089.0
16078,Cuenca,53988.0
16102_AM,Honrubia agregacion de municipios,5271.0
16106_AM,Horcajo de Santiago agregacion de municipios,4981.0
16112_AM,Huete agregacion de municipios,4740.0
16113_AM,Iniesta agregacion de municipios,5045.0
16117_AM,Landete agregacion de municipios,4830.0
16124_AM,"Mesas, Las agregacion de municipios",4940.0
16125_AM,Minglanilla agregacion de municipios,4706.0
16133,Mota del Cuervo,6035.0
16134,Motilla del Palancar,5964.0
16154,"Pedroñeras, Las",6638.0
16170_AM,Priego agregacion de municipios,5144.0
16171_AM,"Provencio, El agregacion de municipios",4832.0
16175,Quintanar del Rey,7616.0
16190,San Clemente,6953.0
16191_AM,San Lorenzo de la Parrilla agregacion de municipios,4969.0
16198_AM,Sisante agregacion de municipios,2878.0
16203,Tarancón,15645.0
16249_AM,Villamayor de Santiago agregacion de municipios,5583.0
16251_AM,Villanueva de la Jara agregacion de municipios,6091.0
16903_AM,"Valeras, Las agregacion de municipios",5384.0
16905_AM,Arcas agregacion de municipios,5703.0
17006_AM,Alp agregacion de municipios,5279.0
17007_AM,Amer agregacion de municipios,9715.0
17008,Anglès,5709.0
17009,Arbúcies,6507.0
17012_AM,Avinyonet de Puigventós agregacion de municipios,5980.0
17013,Begur,4039.0
17015,Banyoles,20168.0
17016_AM,Bàscara agregacion de municipios,4914.0
17019,Besalú,2502.0
17020,Bescanó,5094.0
17022,"Bisbal d'Empordà, La",11190.0
17023,Blanes,40274.0
17027,Breda,3836.0
17032,Cadaqués,2820.0
17033,Caldes de Malavella,8051.0
17034,Calonge i Sant Antoni,11484.0
17036_AM,Campdevànol agregacion de municipios,5566.0
17039_AM,Camprodon agregacion de municipios,5773.0
17044,Cassà de la Selva,10505.0
17047,Castelló d'Empúries,11154.0
17048,Castell-Platja d'Aro,11455.0
17049_AM,Celràagregacion de municipios,7402.0
17056_AM,Cornellà del Terri agregacion de municipios,5882.0
17062,"Escala, L'",10497.0
17066,Figueres,47043.0
17067_AM,Flaçàagregacion de municipios,5196.0
17073,Fornells de la Selva,2700.0
17079,Girona,101932.0
17083,Hostalric,4332.0
17086_AM,"Jonquera, La agregacion de municipios",5471.0
17089,Llagostera,8851.0
17092_AM,Llançàagregacion de municipios,6399.0
17094,Llívia,1504.0
17095,Lloret de Mar,38402.0
17103,Maçanet de la Selva,7349.0
17111_AM,Navata agregacion de municipios,6001.0
17114,Olot,36299.0
17117,Palafrugell,23046.0
17118,Palamós,18196.0
17120_AM,Palau-saverdera agregacion de municipios,2712.0
17124_AM,Pals agregacion de municipios,2798.0
17132_AM,Peralada agregacion de municipios,6073.0
17137_AM,Porqueres agregacion de municipios,6042.0
17139_AM,"Preses, Les agregacion de municipios",2572.0
17141,PuigcerdÍ,9518.0
17142,Quart,3856.0
17146,Riells i Viabrea,4268.0
17147,Ripoll,10721.0
17148_AM,Riudarenes agregacion de municipios,3894.0
17152,Roses,19921.0
17155,Salt,32230.0
17160,Sant Feliu de Guíxols,22210.0
17163,Sant Gregori,4012.0
17164_AM,Sant Hilari Sacalm agregacion de municipios,7099.0
17167_AM,Sant Joan de les Abadesses agregacion de municipios,4975.0
17169_AM,Sant Julià de Ramis agregacion de municipios,4275.0
17178_AM,Sant Pere Pescador agregacion de municipios,5563.0
17180_AM,Santa Coloma de Farners agregacion de municipios,13849.0
17181,Santa Cristina d'Aro,5408.0
17184_AM,Santa Pau agregacion de municipios,3376.0
17185,Sant Joan les Fonts,3050.0
17186,Sarrià de Ter,5231.0
17190_AM,Serinyàagregacion de municipios,2787.0
17193,Sils,6349.0
17199,Torroella de Montgrí,12023.0
17202,Tossa de Mar,5930.0
17207,"Vall d'en Bas, La",3115.0
17211_AM,Verges agregacion de municipios,5608.0
17213,Vidreres,8073.0
17215_AM,Vilablareix agregacion de municipios,4014.0
17221,Vilafant,5480.0
17223_AM,Vilajuïga agregacion de municipios,5129.0
17233_AM,Vilobí d'Onyar agregacion de municipios,5386.0
17901_AM,"Cruïlles, Monells i Sant Sadurní de l'Heura agregacion de municipios",5336.0
17902_AM,Forallac agregacion de municipios,5196.0
18003,Albolote,19128.0
18006,Albuñol,7473.0
18011,Alfacar,5497.0
18013,Alhama de Granada,5667.0
18014_AM,Alhendín agregacion de municipios,11462.0
18017,Almuñécar,25890.0
18021,Armilla,24388.0
18022,Atarfe,19198.0
18023,Baza,20281.0
18027_AM,Benalúa agregacion de municipios,5609.0
18029_AM,Benamaurel agregacion de municipios,6172.0
18035_AM,Cádiar agregacion de municipios,2906.0
18036,Cájar,5262.0
18039,Caniles,4038.0
18047,Cenes de la Vega,8181.0
18048,Cijuela,3472.0
18050_AM,Cogollos de la Vega agregacion de municipios,2659.0
18056,Cúllar,4079.0
18057,Cúllar Vega,7719.0
18059,Chauchina,5624.0
18061_AM,Chimeneas agregacion de municipios,6338.0
18062,Churriana de la Vega,15741.0
18063_AM,Darro agregacion de municipios,5309.0
18066,Deifontes,2625.0
18071_AM,Dúrcal agregacion de municipios,8366.0
18079,Fuente Vaqueros,4415.0
18084,Gójar,5993.0
18087,Granada,231775.0
18088_AM,Guadahortuna agregacion de municipios,4809.0
18089,Guadix,18462.0
18093,Gualchos,5287.0
18094,Güéjar Sierra,2906.0
18095,Güevéjar,2658.0
18098,Huéscar,7236.0
18099_AM,Huétor de Santillán agregacion de municipios,4971.0
18100,Huétor Tájar,10514.0
18101,Huétor Vega,12120.0
18102_AM,Íllora agregacion de municipios,12139.0
18105,Iznalloz,5094.0
18108_AM,Jérez del Marquesado agregacion de municipios,4978.0
18111,Jun,3928.0
18115,Láchar,3550.0
18116_AM,Lanjarón agregacion de municipios,5811.0
18119_AM,Lecrín agregacion de municipios,4863.0
18122_AM,Loja agregacion de municipios,21379.0
18127,Maracena,22358.0
18132,Moclín,3613.0
18133,Molvízar,2748.0
18134,Monachil,8137.0
18135_AM,Montefrío agregacion de municipios,7776.0
18136_AM,Montejícar agregacion de municipios,4847.0
18137_AM,Montillana agregacion de municipios,3489.0
18138,Moraleda de Zafayona,3106.0
18140,Motril,58545.0
18145,Ogíjares,14559.0
18147,Órgiva,5866.0
18148_AM,Otívar agregacion de municipios,3308.0
18149_AM,Villa de Otura agregacion de municipios,9310.0
18150,Padul,8934.0
18152_AM,Pedro Martínez agregacion de municipios,4530.0
18153,Peligros,11544.0
18157_AM,Pinos Genil agregacion de municipios,2867.0
18158,Pinos Puente,9853.0
18162_AM,Polopos agregacion de municipios,4854.0
18164_AM,Puebla de Don Fadrique agregacion de municipios,5814.0
18165,Pulianas,5480.0
18171_AM,Salar agregacion de municipios,4676.0
18173,Salobreña,12472.0
18175,Santa Fe,15175.0
18182,Ugíjar,2550.0
18184_AM,Vélez de Benaudalla agregacion de municipios,4883.0
18192_AM,Zafarraya agregacion de municipios,2639.0
18193,"Zubia, La",19473.0
18194,Zújar,2516.0
18903_AM,Nevada agregacion de municipios,5176.0
18905,"Gabias, Las",22051.0
18907_AM,Valle del Zalabí agregacion de municipios,4969.0
18911,Vegas del Genil,11678.0
18912_AM,Cuevas del Campo agregacion de municipios,2678.0
18916,Torrenueva Costa,2892.0
19021_AM,Almoguera agregacion de municipios,3193.0
19024,Alovera,13051.0
19046,Azuqueca de Henares,35236.0
19053_AM,Brihuega agregacion de municipios,5150.0
19058_AM,Cabanillas del Campo agregacion de municipios,12909.0
19071,"Casar, El",12710.0
19086_AM,Cifuentes agregacion de municipios,4950.0
19103_AM,Checa agregacion de municipios,2511.0
19105,Chiloeches,3797.0
19117,Fontanar,2523.0
19126,Galápagos,2579.0
19130,Guadalajara,87064.0
19143,Horche,2702.0
19151_AM,Humanes agregacion de municipios,5463.0
19156_AM,Jadraque agregacion de municipios,4856.0
19160_AM,Loranca de Tajuña agregacion de municipios,6579.0
19171,Marchamalo,7889.0
19190,Molina de Aragón,3217.0
19192,Mondéjar,2745.0
19220_AM,Pioz agregacion de municipios,6079.0
19245_AM,Sacedón agregacion de municipios,5124.0
19257_AM,Sigüenza agregacion de municipios,5156.0
19274_AM,Torija agregacion de municipios,5689.0
19280,Torrejón del Rey,5892.0
19293,Uceda,2933.0
19319,Villanueva de la Torre,6591.0
19326,Yebes,4636.0
19331,Yunquera de Henares,4364.0
20005_AM,Alegia agregacion de municipios,5541.0
20009,Andoain,14631.0
20010_AM,Anoeta agregacion de municipios,4646.0
20013,Aretxabaleta,7108.0
20016_AM,Aia agregacion de municipios,3864.0
20017,Azkoitia,11657.0
20018,Azpeitia,15191.0
20019,Beasain,13949.0
20022_AM,Berastegi agregacion de municipios,3936.0
20025_AM,Zegama agregacion de municipios,5913.0
20027_AM,Zestoa agregacion de municipios,4564.0
20028_AM,Zizurkil agregacion de municipios,3483.0
20029,Deba,5441.0
20030,Eibar,27467.0
20032,Elgoibar,11464.0
20034_AM,Eskoriatza agregacion de municipios,4342.0
20036,Hondarribia,16852.0
20039,Getaria,2794.0
20040,Hernani,20362.0
20042,Ibarra,4220.0
20043_AM,Idiazabal agregacion de municipios,4916.0
20045,Irun,62933.0
20049,Lazkao,6007.0
20051,Legazpi,8367.0
20052_AM,Legorreta agregacion de municipios,4155.0
20053,Lezo,6062.0
20055,Arrasate/Mondragón,21867.0
20056_AM,Mutriku agregacion de municipios,7267.0
20059,Oñati,11428.0
20061,Orio,6096.0
20063,Oiartzun,10291.0
20064,Pasaia,15867.0
20065_AM,Soraluze-Placencia de las Armas agregacion de municipios,5044.0
20067,Errenteria,39219.0
20069,Donostia/San Sebastián,188102.0
20071,Tolosa,19795.0
20072,Urnieta,6197.0
20073,Usurbil,6132.0
20074,Bergara,14584.0
20075,Villabona,5864.0
20076,Ordizia,10420.0
20077_AM,Urretxu agregacion de municipios,8854.0
20079,Zarautz,23271.0
20080,Zumarraga,9668.0
20081,Zumaia,10124.0
20902,Lasarte-Oria,18893.0
20903,Astigarraga,7185.0
21002,Aljaraque,21706.0
21005,Almonte,24577.0
21006,Alosno,3929.0
21007_AM,Aracena agregacion de municipios,9541.0
21008_AM,Aroche agregacion de municipios,4728.0
21010,Ayamonte,21510.0
21011,Beas,4464.0
21013,Bollullos Par del Condado,14392.0
21014,Bonares,6075.0
21017_AM,Calañas agregacion de municipios,4015.0
21018_AM,"Campillo, El agregacion de municipios",2727.0
21021,Cartaya,20314.0
21023_AM,"Cerro de Andévalo, El agregacion de municipios",5207.0
21025,Cortegana,4635.0
21029_AM,Cumbres Mayores agregacion de municipios,5958.0
21032_AM,Escacena del Campo agregacion de municipios,2606.0
21035,Gibraleón,12810.0
21040_AM,Hinojos agregacion de municipios,6145.0
21041,Huelva,142538.0
21042,Isla Cristina,21516.0
21043_AM,Jabugo agregacion de municipios,5209.0
21044,Lepe,28293.0
21046,Lucena del Puerto,3187.0
21049,Minas de Riotinto,3778.0
21050,Moguer,22061.0
21052_AM,Nerva agregacion de municipios,5369.0
21053_AM,Niebla agregacion de municipios,6361.0
21054,"Palma del Condado, La",10787.0
21055,Palos de la Frontera,12001.0
21056,Paterna del Campo,3478.0
21058_AM,Puebla de Guzmán agregacion de municipios,5358.0
21060,Punta Umbría,15891.0
21061,Rociana del Condado,7834.0
21063,San Bartolomé de la Torre,3846.0
21064,San Juan del Puerto,9503.0
21069_AM,Santa Olalla del Cala agregacion de municipios,6180.0
21070,Trigueros,7906.0
21072,Valverde del Camino,12714.0
21073,Villablanca,2911.0
21074_AM,Villalba del Alcor agregacion de municipios,5486.0
21076_AM,Villanueva de los Castillejos agregacion de municipios,5234.0
21078,Zalamea la Real,3055.0
22017_AM,Alcolea de Cinca agregacion de municipios,4303.0
22021_AM,Almudévar agregacion de municipios,4828.0
22025_AM,Altorricón agregacion de municipios,3324.0
22039_AM,Ayerbe agregacion de municipios,6143.0
22048,Barbastro,17146.0
22053_AM,Benabarre agregacion de municipios,4749.0
22054_AM,Benasque agregacion de municipios,6134.0
22059_AM,Biescas agregacion de municipios,5061.0
22060_AM,Binaced agregacion de municipios,5536.0
22061,Binéfar,9888.0
22084_AM,Castejón de Sos agregacion de municipios,4544.0
22112_AM,Fraga agregacion de municipios,16529.0
22116_AM,Grañén agregacion de municipios,4811.0
22117_AM,Graus agregacion de municipios,5432.0
22125,Huesca,53429.0
22130,Jaca,13344.0
22137_AM,Lanaja agregacion de municipios,4811.0
22158,Monzón,17362.0
22199,Sabiñánigo,9352.0
22213_AM,Sariñena agregacion de municipios,4858.0
22225,Tamarite de Litera,3449.0
22228_AM,Tierz agregacion de municipios,5218.0
22254_AM,Zaidín agregacion de municipios,4283.0
22901_AM,Valle de Hecho agregacion de municipios,4527.0
22907_AM,Aínsa-Sobrarbe agregacion de municipios,5203.0
23002,Alcalá la Real,21623.0
23003,Alcaudete,10434.0
23005,Andújar,36212.0
23006,Arjona,5450.0
23007_AM,Arjonilla agregacion de municipios,5441.0
23009,Baeza,15762.0
23010,Bailén,17498.0
23011_AM,Baños de la Encina agregacion de municipios,3204.0
23012_AM,Beas de Segura agregacion de municipios,6886.0
23014,Begíjar,2998.0
23015_AM,Bélmez de la Moraleda agregacion de municipios,2534.0
23018,Cambil,2662.0
23019_AM,Campillo de Arenas agregacion de municipios,3063.0
23024,"Carolina, La",15048.0
23025,Castellar,3267.0
23026,Castillo de Locubín,4019.0
23028,Cazorla,7248.0
23034,Fuensanta de Martos,3011.0
23038,"Guardia de Jaén, La",5082.0
23039,Guarromán,2714.0
23040_AM,Lahiguera agregacion de municipios,3036.0
23044_AM,Huelma agregacion de municipios,7468.0
23045_AM,Huesa agregacion de municipios,2831.0
23046_AM,Ibros agregacion de municipios,3638.0
23050,Jaén,111932.0
23051,Jamilena,3302.0
23053,Jódar,11583.0
23055,Linares,56525.0
23056,Lopera,3640.0
23058,Mancha Real,11315.0
23059,Marmolejo,6726.0
23060,Martos,24271.0
23061_AM,Mengíbar agregacion de municipios,11986.0
23062_AM,Montizón agregacion de municipios,2552.0
23063_AM,Navas de San Juan agregacion de municipios,6181.0
23066,Peal de Becerro,5325.0
23067,Pegalajar,2859.0
23069_AM,Porcuna agregacion de municipios,7386.0
23070,Pozo Alcón,4706.0
23072_AM,"Puerta de Segura, La agregacion de municipios",6659.0
23073_AM,Quesada agregacion de municipios,5628.0
23074_AM,Rus agregacion de municipios,5338.0
23075,Sabiote,3867.0
23079_AM,Santisteban del Puerto agregacion de municipios,4959.0
23080_AM,Santo Tomé agregacion de municipios,6003.0
23082_AM,Siles agregacion de municipios,6158.0
23086_AM,Torredelcampo agregacion de municipios,15372.0
23087,Torredonjimeno,13545.0
23088,Torreperogil,7194.0
23090_AM,Torres agregacion de municipios,2599.0
23092,Úbeda,34208.0
23093_AM,Valdepeñas de Jaén agregacion de municipios,7132.0
23094_AM,Vilches agregacion de municipios,5263.0
23095,Villacarrillo,10545.0
23096,Villanueva de la Reina,3026.0
23097_AM,Villanueva del Arzobispo agregacion de municipios,9949.0
23099,"Villares, Los",6106.0
23902,Bedmar y Garcíez,2656.0
23903_AM,Villatorres agregacion de municipios,6733.0
23904,Santiago-Pontones,2832.0
24008,Astorga,10553.0
24010,"Bañeza, La",10068.0
24014,Bembibre,8455.0
24015_AM,Benavides agregacion de municipios,4993.0
24021_AM,Boñar agregacion de municipios,6322.0
24030,Cacabelos,4888.0
24034,Camponaraya,4105.0
24038_AM,Carracedelo agregacion de municipios,5212.0
24039_AM,Carrizo agregacion de municipios,6065.0
24056_AM,Cistierna agregacion de municipios,5022.0
24059_AM,Corullón agregacion de municipios,2795.0
24061_AM,Cuadros agregacion de municipios,3646.0
24064_AM,Cubillos del Sil agregacion de municipios,3127.0
24065,Chozas de Abajo,2596.0
24070_AM,Fabero agregacion de municipios,5590.0
24083_AM,Igüeña agregacion de municipios,4783.0
24088_AM,Laguna de Negrillos agregacion de municipios,5430.0
24089,León,122051.0
24092_AM,Llamas de la Ribera agregacion de municipios,5212.0
24094_AM,Mansilla de las Mulas agregacion de municipios,5676.0
24114,"Pola de Gordón, La",3060.0
24115,Ponferrada,63747.0
24122_AM,Puente de Domingo Flórez agregacion de municipios,5750.0
24134,"Robla, La",3714.0
24139_AM,Sahagún agregacion de municipios,4990.0
24142,San Andrés del Rabanedo,30160.0
24148_AM,San Justo de la Vega agregacion de municipios,5317.0
24154_AM,Santa Elena de Jamuz agregacion de municipios,4877.0
24157_AM,Santa María del Páramo agregacion de municipios,5338.0
24160_AM,Santas Martas agregacion de municipios,4886.0
24162_AM,Santovenia de la Valdoncina agregacion de municipios,3936.0
24163,Sariegos,5170.0
24166_AM,Soto de la Vega agregacion de municipios,2644.0
24169_AM,Toreno agregacion de municipios,5073.0
24170_AM,Torre del Bierzo agregacion de municipios,6035.0
24175_AM,Valdefresno agregacion de municipios,6046.0
24181_AM,Valderas agregacion de municipios,5088.0
24183_AM,Valderrueda agregacion de municipios,4900.0
24188,Valencia de Don Juan,5159.0
24189,Valverde de la Virgen,7442.0
24196_AM,Vega de Espinareda agregacion de municipios,4200.0
24202,Villablino,8226.0
24209,Villafranca del Bierzo,2806.0
24212_AM,Villamañán agregacion de municipios,5011.0
24222,Villaquilambre,18597.0
24223,Villarejo de Órbigo,2945.0
25003,Agramunt,5464.0
25007_AM,Albatàrrec agregacion de municipios,7330.0
25008_AM,Albesa agregacion de municipios,4575.0
25011,Alcarràs,9678.0
25012,Alcoletge,3492.0
25013,Alfarràs,2759.0
25016_AM,Alguaire agregacion de municipios,4065.0
25019,Almacelles,6875.0
25021,Almenar,3365.0
25023,Alpicat,6274.0
25025_AM,Naut Aran agregacion de municipios,5430.0
25029_AM,Arbeca agregacion de municipios,5185.0
25033_AM,Artesa de Lleida agregacion de municipios,3809.0
25034,Artesa de Segre,3441.0
25038_AM,Aitona agregacion de municipios,4631.0
25040,Balaguer,17409.0
25047_AM,Bellcaire d'Urgell agregacion de municipios,2826.0
25048_AM,Bell-lloc d'Urgell agregacion de municipios,6487.0
25050,Bellpuig,5151.0
25051_AM,Bellver de Cerdanya agregacion de municipios,5165.0
25053_AM,Benavent de Segriàagregacion de municipios,3415.0
25058,"Borges Blanques, Les",6195.0
25059_AM,Bossòst agregacion de municipios,2757.0
25062_AM,Camarasa agregacion de municipios,3883.0
25072,Cervera,9328.0
25099_AM,Golmés agregacion de municipios,5091.0
25110,Guissona,7291.0
25113_AM,Ivars d'Urgell agregacion de municipios,6512.0
25119_AM,Juneda agregacion de municipios,5991.0
25120,Lleida,140080.0
25122,Linyola,2724.0
25137,Mollerussa,14545.0
25149_AM,Oliana agregacion de municipios,4562.0
25158_AM,"Palau d'Anglesola, El agregacion de municipios",5169.0
25171_AM,"Pobla de Segur, La agregacion de municipios",5116.0
25172,Ponts,2629.0
25173_AM,"Pont de Suert, El agregacion de municipios",4980.0
25189,Rosselló,3186.0
25192_AM,Sant Guim de Freixenet agregacion de municipios,5199.0
25193_AM,Sant Llorenç de Morunys agregacion de municipios,4582.0
25203,"Seu d'Urgell, La",12252.0
25204_AM,Seròs agregacion de municipios,6376.0
25207,Solsona,9175.0
25209_AM,Sort agregacion de municipios,4957.0
25217,Tàrrega,17649.0
25223_AM,Toràagregacion de municipios,5046.0
25228,Torrefarrera,4702.0
25232_AM,Torres de Segre agregacion de municipios,3499.0
25234,Tremp,5893.0
25240_AM,Vallfogona de Balaguer agregacion de municipios,5216.0
25243,Vielha e Mijaran,5674.0
25907_AM,Torrefeta i Florejacs agregacion de municipios,2642.0
26002_AM,Agoncillo agregacion de municipios,6632.0
26005,Albelda de Iregua,3484.0
26006,Alberite,2518.0
26008,Aldeanueva de Ebro,2794.0
26011,Alfaro,9562.0
26018,Arnedo,14954.0
26021_AM,Autol agregacion de municipios,6776.0
26026_AM,Baños de Río Tobía agregacion de municipios,5151.0
26036,Calahorra,24579.0
26042_AM,Casalarreina agregacion de municipios,5407.0
26047_AM,Cervera del Río Alhama agregacion de municipios,4938.0
26059_AM,Entrena agregacion de municipios,5501.0
26061_AM,Ezcaray agregacion de municipios,5094.0
26064,Fuenmayor,3191.0
26071_AM,Haro agregacion de municipios,11820.0
26084,Lardero,11042.0
26089,Logroño,150808.0
26099_AM,Murillo de Río Leza agregacion de municipios,2744.0
26102,Nájera,8060.0
26105_AM,Navarrete agregacion de municipios,5102.0
26117_AM,Pradejón agregacion de municipios,5365.0
26125,Rincón de Soto,3900.0
26129_AM,San Asensio agregacion de municipios,5544.0
26138,Santo Domingo de la Calzada,6222.0
26168,Villamediana de Iregua,8608.0
27005,Barreiros,3001.0
27006,Becerreá,2826.0
27007_AM,Begonte agregacion de municipios,4500.0
27010,Castro de Rei,5110.0
27011,Castroverde,2609.0
27012_AM,Cervantes agregacion de municipios,4238.0
27013,Cervo,4192.0
27014_AM,"Corgo, O agregacion de municipios",5885.0
27015,Cospeito,4374.0
27016,Chantada,8134.0
27018_AM,"Fonsagrada, A agregacion de municipios",5105.0
27019,Foz,10078.0
27020,Friol,3682.0
27021_AM,Xermade agregacion de municipios,5020.0
27022,Guitiriz,5455.0
27023,Guntín,2638.0
27024_AM,"Incio, O agregacion de municipios",3370.0
27025,Xove,3360.0
27026,Láncara,2551.0
27027_AM,Lourenzá agregacion de municipios,3243.0
27028,Lugo,97613.0
27030,Mondoñedo,3480.0
27031,Monforte de Lemos,18242.0
27032,Monterroso,3562.0
27039,Outeiro de Rei,5216.0
27040_AM,Palas de Rei agregacion de municipios,5251.0
27041_AM,Pantón agregacion de municipios,6795.0
27042_AM,Paradela agregacion de municipios,4452.0
27044_AM,"Pastoriza, A agregacion de municipios",5215.0
27046_AM,Pol agregacion de municipios,2824.0
27047_AM,"Pobra do Brollón, A agregacion de municipios",2561.0
27048_AM,"Pontenova, A agregacion de municipios",5151.0
27050,Quiroga,3151.0
27051,Ribadeo,9871.0
27057,Sarria,13257.0
27058_AM,"Saviñao, O agregacion de municipios",4996.0
27060,Taboada,2689.0
27063_AM,"Valadouro, O agregacion de municipios",3570.0
27065,Vilalba,14006.0
27066,Viveiro,15312.0
27902,Burela,9428.0
28002,Ajalvir,4676.0
28004,"Álamo, El",9908.0
28005,Alcalá de Henares,195982.0
28006,Alcobendas,116589.0
28007,Alcorcón,170817.0
28008,Aldea del Fresno,3085.0
28009,Algete,20749.0
28010,Alpedrete,14959.0
28012_AM,Anchuelo agregacion de municipios,6781.0
28013,Aranjuez,59833.0
28014,Arganda del Rey,56386.0
28015,Arroyomolinos,33687.0
28018,Becerril de la Sierra,6108.0
28019_AM,Belmonte de Tajo agregacion de municipios,2777.0
28022,Boadilla del Monte,59052.0
28023,"Boalo, El",8009.0
28026,Brunete,10726.0
28027_AM,Buitrago del Lozoya agregacion de municipios,8119.0
28028,Bustarviejo,2701.0
28030,"Cabrera, La",2782.0
28031,Cadalso de los Vidrios,3203.0
28032_AM,Camarma de Esteruelas agregacion de municipios,9225.0
28033,Campo Real,6416.0
28036,Casarrubuelos,3939.0
28037_AM,Cenicientos agregacion de municipios,2673.0
28038,Cercedilla,7359.0
28040,Ciempozuelos,25083.0
28041,Cobeña,7444.0
28042_AM,Colmenar del Arroyo agregacion de municipios,3617.0
28043,Colmenar de Oreja,8303.0
28044,Colmenarejo,9376.0
28045,Colmenar Viejo,52480.0
28046,Collado Mediano,7348.0
28047,Collado Villalba,63825.0
28049,Coslada,81273.0
